UCL_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL315094,10,3,3,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,4,7,4,0,0,35,0,7,0,4,3,0,0,13,0,4,5,0,0,0,0,13,3,12,3,4,0,0,0,29,13,19,7,7,9,0,0,61,19,49,23,5,6,0,0,100,0,0,0,0,0,0,0,0,35,70,32,17,15,0,0,162
UCL315095,3,3,5,6,5,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,9,8,10,11,0,0,48,0,0,5,0,0,0,0,3,3,0,0,0,0,0,0,5,3,0,5,0,0,0,0,10,10,11,14,11,11,0,0,57,8,12,13,8,6,0,0,47,0,0,0,0,0,0,0,0,21,26,26,13,19,0,0,103
UCL315096,6,3,5,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,15,10,9,3,0,71,3,5,0,4,3,0,0,9,3,4,0,0,3,0,0,7,4,4,4,0,5,0,0,23,19,30,17,8,13,3,0,94,21,6,0,3,0,0,0,26,0,0,0,0,0,0,0,0,39,33,19,15,13,3,0,124
UCL315097,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,11,0,0,21,13,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,6,0,3,11,0,0,41
UCL315098,0,3,0,0,3,0,0,8,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,9,27,14,11,11,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,27,14,11,11,0,0,79,0,4,0,0,0,0,0,6,3,0,0,0,0,0,0,5,16,34,20,8,11,0,0,93
UCL315099,9,14,15,6,9,0,0,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,20,17,6,19,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,17,6,19,0,0,72,18,22,8,3,3,0,0,63,0,0,0,0,0,0,0,0,36,47,25,10,22,3,3,136
UCL315100,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,7,0,3,0,0,19,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,3,7,6,5,3,0,0,22,11,6,8,3,3,0,0,29,0,0,0,0,0,0,0,0,12,19,12,13,8,3,0,56
UCL315101,0,3,4,9,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,8,15,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,4,8,15,3,0,46,8,5,4,0,3,0,0,22,0,0,0,0,0,0,0,0,13,17,9,14,12,3,0,68
UCL315102,3,17,4,3,4,0,0,35,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,25,9,6,5,0,0,52,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,3,3,0,0,0,0,0,12,14,29,7,3,11,0,0,66,16,11,4,7,3,0,0,32,0,0,0,0,0,0,0,0,26,34,12,13,9,0,0,102
UCL315103,0,3,3,3,0,0,0,12,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,3,6,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,6,0,0,0,26,3,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,9,21,7,9,0,0,0,42
UCL315104,0,9,6,8,13,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,14,7,13,15,0,0,58,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,6,9,18,8,13,20,0,0,69,11,14,8,4,6,0,0,53,0,0,0,0,0,0,0,0,22,30,15,16,28,0,0,117
UCL315105,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,10,0,0,3,3,4,0,0,10,0,0,0,0,0,0,0,0,4,4,3,6,9,0,0,21
UCL315106,0,6,0,8,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,20,13,14,6,0,0,48,0,4,0,0,0,0,0,10,0,4,0,0,0,0,0,4,0,8,0,0,0,0,0,9,0,28,14,14,6,0,0,60,3,5,0,0,3,0,0,13,0,0,0,0,0,0,0,0,11,34,15,14,11,0,0,79
UCL315107,4,8,3,6,9,0,0,33,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,11,5,15,10,0,0,47,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,4,4,16,5,15,10,0,0,57,24,13,3,7,3,0,0,53,0,0,0,0,0,0,0,0,32,26,9,23,19,0,0,108
UCL315108,3,5,10,5,3,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,14,25,22,12,10,0,0,86,15,21,13,3,4,0,0,48,4,0,3,0,0,0,0,12,15,21,13,3,5,0,0,63,29,45,36,15,14,0,0,143,74,67,38,29,18,5,0,230,0,3,3,3,0,0,0,14,105,117,77,50,38,5,0,389
UCL315109,22,32,14,8,8,3,0,100,6,0,0,0,0,0,0,6,3,4,3,3,0,0,0,11,51,65,37,31,22,9,0,218,8,4,0,0,0,0,0,16,7,3,0,3,0,0,0,16,19,11,0,3,0,0,0,33,71,72,37,39,22,9,0,250,63,38,20,8,11,0,0,132,0,0,0,0,0,0,0,0,129,113,50,42,32,8,0,380
UCL315110,3,10,3,0,4,0,0,21,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,15,6,0,9,0,0,34,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,7,11,15,9,0,9,0,0,37,8,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,18,17,11,0,9,0,0,55
UCL321001,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,0,3,0,0,0,14,4,11,3,0,0,0,0,19,0,0,0,0,0,0,0,0,8,15,3,3,6,3,0,37
UCL321002,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,3,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,3,0,0,0,19,6,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,10,10,8,4,0,0,0,33
UCL321003,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,19,6,13,3,3,3,0,0,23,0,0,0,0,0,0,0,0,9,20,6,3,3,3,0,44
UCL321004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,8,3,6,3,6,0,0,27,0,0,0,0,0,0,0,0,14,3,8,6,9,0,0,37
