UCL_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
UCL314012,1847,5220,79,160,10,10,85,177,57,106,0,4,0,0,0,0,60,113,4,10,0,0,0,0,3,7,4,17,5,15,2008,5535,133,..,2134,5535
UCL314013,2875,8537,170,300,21,51,194,348,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,3,0,0,0,3,6,12,3083,8907,204,..,3281,8907
UCL314014,2065,5249,57,97,30,55,84,155,302,565,4,11,20,43,0,0,330,621,24,28,7,8,0,0,106,181,129,219,13,15,2620,6257,292,..,2912,6257
UCL314015,1512,5292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1516,5297,75,..,1585,5297
UCL314016,2475,6327,84,178,6,9,94,184,151,259,3,5,49,69,0,0,201,338,34,58,0,0,14,26,7,19,61,99,13,23,2840,6973,289,..,3130,6973
UCL314017,2086,6387,92,175,183,320,271,495,145,290,14,21,9,12,0,0,171,320,4,12,4,8,0,0,3,7,10,24,4,3,2540,7232,1031,..,3573,7232
UCL314018,1785,5501,0,3,0,0,3,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1793,5514,103,..,1890,5514
UCL314019,2180,5435,105,149,16,27,118,176,47,78,0,0,0,6,4,10,48,95,16,22,3,4,0,9,0,0,16,35,13,30,2381,5771,589,..,2970,5771
UCL314020,2897,7645,179,346,83,140,262,487,6,10,5,7,4,3,14,26,31,52,17,31,133,179,0,0,0,5,154,213,3,10,3347,8412,287,..,3637,8412
UCL314021,2629,6484,53,86,7,6,59,91,10,23,5,8,3,5,0,0,21,40,3,3,3,6,0,3,32,64,36,84,10,15,2755,6706,333,..,3085,6706
UCL314022,2878,8158,52,101,32,55,93,164,166,272,16,26,19,33,0,0,193,329,69,104,5,6,4,7,0,6,73,122,6,18,3237,8787,616,..,3856,8787
UCL315001,645,1987,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,0,3,0,0,6,11,0,0,3,9,3,10,659,2018,32,..,690,2018
UCL315002,471,1047,3,8,0,0,3,8,16,23,0,0,0,0,0,0,16,23,0,8,0,0,3,5,0,0,4,11,0,0,494,1086,125,..,616,1086
UCL315003,227,1120,7,16,0,3,14,21,20,35,0,0,0,0,0,0,20,35,0,0,0,0,0,0,0,0,0,0,0,0,255,1177,85,..,342,1177
UCL315004,252,1010,18,38,0,0,18,38,15,35,3,3,0,0,0,0,21,42,0,3,5,3,3,3,0,0,11,11,3,3,299,1103,24,..,320,1103
UCL315005,1090,2742,187,318,14,27,201,346,53,99,0,3,0,0,0,0,60,102,16,19,0,3,0,0,0,0,13,21,4,7,1367,3221,156,..,1519,3221
UCL315006,1327,3711,0,0,10,13,10,13,83,121,0,0,0,0,0,0,83,121,0,0,0,3,0,0,4,6,6,12,3,8,1424,3867,722,..,2151,3867
UCL315007,928,2307,31,35,0,0,31,35,49,60,0,0,0,0,0,0,49,60,27,41,0,0,0,0,0,0,27,41,3,8,1034,2441,101,..,1137,2441
UCL315008,985,2342,0,3,0,0,4,3,6,18,0,0,0,0,0,0,6,18,33,47,38,49,0,0,3,3,71,96,3,4,1071,2463,168,..,1234,2463
UCL315009,465,974,8,11,0,3,5,8,21,27,0,0,0,0,0,0,21,27,70,96,0,5,0,3,0,0,69,103,0,0,560,1117,192,..,757,1117
UCL315010,1007,2934,5,9,3,4,9,12,26,51,0,0,0,0,0,0,26,51,31,38,3,0,0,0,3,13,33,53,0,0,1080,3053,127,..,1203,3053
UCL315011,352,981,19,39,0,0,19,39,4,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,8,373,1034,33,..,406,1034
UCL315012,388,816,20,38,4,3,28,41,65,110,13,22,0,0,0,0,84,131,29,38,4,13,0,0,7,9,36,64,6,7,529,1062,193,..,723,1062
UCL315013,623,1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,624,1870,24,..,645,1870
UCL315014,710,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,2356,25,..,737,2356
UCL315015,1041,2553,38,55,0,0,41,62,34,60,0,0,0,0,0,0,34,60,5,3,0,0,0,0,9,29,16,35,3,7,1132,2707,276,..,1414,2707
UCL315016,263,1182,8,18,0,7,6,26,8,11,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,281,1222,15,..,301,1222
UCL315017,442,1027,41,58,4,8,49,64,15,20,0,0,0,0,0,0,15,20,12,11,0,0,0,3,11,18,22,33,3,5,529,1148,77,..,606,1148
UCL315018,636,1618,6,14,0,0,6,14,44,70,0,0,0,0,0,0,44,70,16,21,0,0,0,0,0,6,18,29,5,11,709,1745,238,..,939,1745
UCL315019,445,1022,31,42,0,0,31,42,10,23,0,0,0,0,0,0,10,23,3,3,0,0,0,3,0,0,4,9,0,0,486,1094,59,..,544,1094
UCL315020,600,1601,14,30,0,0,14,30,81,119,0,0,0,0,0,0,81,119,36,51,0,3,0,0,0,0,33,62,21,40,747,1847,247,..,992,1847
UCL315021,422,900,10,11,0,4,12,20,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,5,3,3,447,933,221,..,667,933
UCL315022,474,1200,8,20,0,0,8,20,81,125,0,0,0,0,0,0,81,125,17,44,3,3,0,0,3,7,30,54,16,22,610,1423,96,..,707,1423
UCL315023,1069,2373,0,3,0,0,0,3,4,12,0,0,0,0,0,0,4,12,4,7,19,23,3,4,0,0,26,35,0,0,1105,2425,214,..,1319,2425
UCL315024,969,2431,19,48,15,21,34,71,90,157,0,0,0,0,0,0,90,157,8,13,0,0,3,4,0,0,9,17,5,3,1106,2674,87,..,1199,2674
UCL315025,653,1485,23,37,0,0,23,37,10,10,0,0,0,0,0,0,10,10,5,9,3,3,0,0,0,0,13,13,3,3,695,1555,71,..,773,1555
UCL315026,332,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,334,922,11,..,345,922
UCL315027,617,1805,0,0,0,0,0,0,6,10,0,0,0,0,0,0,7,14,8,21,0,0,0,0,0,0,8,21,3,3,638,1843,33,..,671,1843
UCL315028,205,1194,4,18,19,38,22,54,39,137,0,0,0,0,0,0,39,137,0,4,0,0,0,0,0,0,4,10,0,0,268,1396,21,..,291,1396
UCL315029,635,1777,9,9,0,4,8,10,43,59,0,0,0,0,0,0,43,59,0,0,0,0,0,0,0,3,0,3,0,7,683,1855,511,..,1201,1855
UCL315030,1501,3806,81,110,0,3,82,108,60,83,4,7,0,0,0,0,59,92,25,38,0,0,0,0,0,3,22,44,11,18,1674,4066,453,..,2130,4066
UCL315031,868,2572,3,6,0,0,3,6,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,4,872,2586,43,..,921,2586
UCL315032,569,1352,17,25,3,4,15,30,23,35,0,0,0,3,0,0,20,32,14,16,4,3,4,4,6,16,25,41,3,7,641,1462,118,..,764,1462
UCL315033,1216,3366,0,0,0,0,0,0,3,12,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,7,1221,3390,58,..,1274,3390
UCL315034,421,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,423,1287,9,..,436,1287
UCL315035,617,1876,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,624,1884,21,..,639,1884
UCL315036,224,970,4,4,17,39,22,46,4,8,0,0,0,0,0,0,4,6,0,0,3,3,0,0,0,0,6,7,0,0,261,1029,46,..,300,1029
UCL315037,21,56,3,5,0,0,3,5,85,151,0,0,15,24,0,0,100,175,0,0,6,4,0,0,0,0,6,4,21,39,149,276,45,..,195,276
UCL315038,435,1119,7,9,0,8,5,16,3,8,0,0,0,3,0,0,8,13,0,0,0,0,0,0,0,0,0,0,8,15,450,1166,96,..,545,1166
UCL315039,1019,2494,7,20,0,4,14,21,41,69,0,0,0,0,0,0,41,69,19,30,0,0,3,3,3,11,27,43,3,3,1105,2630,140,..,1238,2630
UCL315040,407,885,27,38,0,6,33,43,0,0,0,0,0,0,0,0,0,0,3,4,3,6,0,0,3,4,9,13,0,0,445,945,49,..,498,945
UCL315041,1539,3570,17,21,5,3,21,24,163,221,0,0,0,0,0,0,165,216,17,32,0,0,0,0,0,0,17,32,12,13,1745,3853,330,..,2078,3853
UCL315042,629,1640,0,0,0,0,0,0,6,17,0,0,0,0,0,0,6,17,9,19,0,0,0,6,0,0,13,28,0,0,651,1687,55,..,702,1687
UCL315043,1219,3941,17,22,10,21,27,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,1248,3992,84,..,1336,3992
UCL315044,1549,4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,6,9,0,0,1555,4504,97,..,1646,4504
UCL315045,632,1644,24,73,6,19,31,88,3,3,0,0,0,4,0,0,4,6,8,12,0,0,0,3,0,3,10,17,3,9,678,1764,52,..,733,1764
UCL315046,563,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,7,0,0,571,1535,51,..,617,1535
UCL315047,495,1318,42,52,66,107,107,161,3,3,36,48,0,0,0,0,42,48,6,9,0,0,0,0,0,0,6,9,3,7,648,1549,102,..,750,1549
UCL315048,809,1939,0,0,0,0,3,0,20,30,0,0,0,3,0,0,25,31,13,27,0,4,3,5,0,0,23,34,10,12,863,2019,175,..,1044,2019
UCL315049,1080,2730,78,113,0,0,82,118,43,61,0,0,0,0,0,3,46,71,15,26,30,35,0,0,0,0,43,64,10,21,1259,2998,115,..,1374,2998
UCL315050,1225,3366,37,58,16,35,51,95,24,27,0,0,0,0,0,0,24,27,20,29,33,47,0,0,0,0,52,75,3,3,1353,3570,76,..,1427,3570
UCL315051,750,2214,31,54,3,5,35,57,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,3,5,5,11,789,2292,65,..,853,2292
UCL315052,914,2152,36,50,4,13,41,58,55,83,0,0,0,0,0,0,55,83,6,19,6,8,0,3,4,0,14,35,8,17,1034,2348,270,..,1307,2348
UCL315053,1262,3460,14,30,0,3,9,34,24,34,0,0,0,0,0,0,24,34,14,23,0,0,0,0,3,8,17,28,0,6,1310,3560,168,..,1480,3560
UCL315054,1230,2409,0,0,3,3,3,3,0,3,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,4,4,13,34,1254,2453,371,..,1620,2453
UCL315055,563,1334,56,67,5,7,55,76,0,0,0,0,0,0,0,0,0,0,4,12,0,3,0,0,0,0,5,13,3,6,633,1428,93,..,724,1428
UCL315056,1093,2395,49,76,30,60,77,133,6,17,3,5,0,0,0,0,16,24,0,0,0,0,0,0,3,10,3,11,8,7,1192,2565,153,..,1344,2565
UCL315057,713,2078,0,0,0,0,0,0,12,18,0,0,0,0,0,0,12,18,0,0,0,0,0,0,0,0,0,0,0,3,727,2104,66,..,786,2104
UCL315058,397,1253,0,0,22,57,22,57,11,26,0,0,0,0,0,0,11,26,0,0,0,0,0,0,0,6,0,6,0,0,433,1351,14,..,447,1351
UCL315059,710,2174,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,2175,39,..,749,2175
UCL315060,428,1328,34,53,6,25,39,75,7,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,0,3,0,9,25,494,1447,373,..,864,1447
UCL315061,335,756,65,120,0,0,65,120,21,37,0,0,0,0,0,0,23,40,0,3,0,0,0,0,9,29,15,31,7,12,442,958,292,..,733,958
UCL315062,480,1150,0,0,0,0,0,0,17,40,3,3,0,0,0,0,23,41,0,0,6,52,0,0,0,4,8,58,0,0,519,1245,52,..,565,1245
UCL315063,415,819,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,3,14,0,7,425,849,127,..,553,849
UCL315064,984,2825,28,51,0,0,28,51,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7,14,6,18,3,4,1020,2909,60,..,1080,2909
UCL315065,678,1697,14,23,18,30,29,49,12,15,0,0,0,0,0,0,8,12,16,22,0,3,0,0,0,0,17,23,12,33,743,1819,142,..,890,1819
UCL315066,491,1242,25,39,3,7,33,43,66,124,5,15,14,25,0,0,90,163,15,22,0,3,0,0,15,31,25,49,6,22,641,1514,77,..,720,1514
UCL315067,967,2091,5,12,0,0,5,12,24,27,0,0,0,0,0,0,24,27,4,8,0,0,10,12,3,10,19,31,0,3,1015,2167,191,..,1203,2167
UCL315068,492,1227,7,14,9,26,22,42,13,30,0,0,0,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,5,9,536,1312,251,..,786,1312
UCL315069,286,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,17,29,0,0,0,0,35,66,0,0,318,882,47,..,369,882
UCL315070,352,900,0,0,0,0,0,0,35,76,0,0,0,0,0,0,35,76,26,48,3,10,15,26,0,4,50,93,8,15,442,1085,55,..,497,1085
UCL315071,705,1690,11,13,0,0,11,13,44,68,0,0,0,0,0,0,44,68,3,8,0,0,0,0,0,0,3,8,3,14,766,1790,139,..,907,1790
UCL315072,1188,2766,49,63,3,3,53,66,53,79,0,0,0,0,0,0,53,79,34,58,0,0,0,0,0,3,38,59,0,0,1334,2969,189,..,1520,2969
UCL315073,360,798,11,19,14,37,23,57,54,75,10,16,6,15,0,0,69,105,0,0,13,10,0,0,3,4,11,14,24,32,499,1006,167,..,668,1006
UCL315074,1393,3754,0,0,0,0,0,0,99,156,0,0,0,3,0,0,99,162,11,12,0,0,0,0,5,4,12,17,3,19,1513,3956,156,..,1665,3956
UCL315075,397,2144,13,22,21,52,34,78,27,73,0,0,0,0,0,0,27,73,0,5,0,7,19,48,0,0,19,57,0,0,483,2346,18,..,499,2346
UCL315076,1318,3731,78,129,14,21,93,146,12,18,0,0,0,0,0,0,12,18,10,10,39,54,0,0,0,0,47,68,4,3,1478,3972,104,..,1580,3972
UCL315077,927,2395,28,42,8,10,33,50,27,39,0,0,0,0,0,0,27,39,10,16,0,0,3,3,0,0,14,22,3,14,1000,2526,70,..,1076,2526
UCL315078,605,1496,7,16,3,5,9,22,8,6,0,0,0,0,0,0,8,6,14,19,3,4,6,3,0,0,25,28,6,10,648,1567,53,..,700,1567
UCL315079,694,1769,159,329,238,484,398,811,260,457,63,130,17,31,0,0,334,620,16,32,28,49,0,3,5,12,50,86,6,14,1485,3305,426,..,1912,3305
UCL315080,1030,2617,88,148,21,25,106,177,111,177,0,0,0,0,0,0,111,177,4,48,0,0,0,4,4,3,10,52,6,8,1264,3031,131,..,1397,3031
UCL315081,320,738,39,78,30,61,72,138,28,50,29,56,0,0,0,3,62,107,5,11,0,0,0,0,8,18,12,27,0,0,471,1006,372,..,845,1006
UCL315082,324,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,947,22,..,347,947
UCL315083,589,1396,0,3,7,10,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,8,10,0,0,602,1421,133,..,736,1421
UCL315084,767,2038,57,85,0,0,57,85,3,8,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,3,0,0,832,2125,65,..,895,2125
UCL315085,1288,2565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,0,0,0,0,11,14,3,3,1301,2577,400,..,1702,2577
UCL315086,640,2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,2060,24,..,657,2060
UCL315087,1050,2676,22,41,0,0,24,41,122,195,0,0,0,0,0,0,122,195,28,33,0,0,0,0,0,3,27,39,3,4,1224,2953,178,..,1404,2953
UCL315088,775,1988,3,8,0,0,3,8,22,32,0,0,0,0,0,0,22,32,14,19,4,4,0,0,3,5,21,34,13,37,835,2097,192,..,1024,2097
UCL315089,1738,4040,91,123,0,0,91,123,178,261,0,0,0,0,0,0,180,259,3,4,0,0,0,0,11,13,14,18,4,13,2032,4460,322,..,2354,4460
UCL315090,563,2068,23,78,36,91,62,170,82,236,10,28,0,0,0,0,95,268,0,0,0,0,0,0,3,11,3,11,0,0,720,2511,58,..,773,2511
UCL315091,271,908,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,5,0,3,0,0,0,0,0,3,3,3,0,0,283,922,176,..,458,922
UCL315092,734,1535,111,163,36,58,149,222,19,23,0,0,0,0,0,0,17,22,69,99,34,46,4,8,3,5,112,156,3,7,1024,1942,256,..,1274,1942
UCL315093,389,857,33,41,0,6,33,43,4,3,0,0,0,0,0,0,4,3,3,4,0,0,0,0,0,0,3,4,3,4,430,911,64,..,486,911
UCL315094,764,1891,0,0,0,0,0,0,11,21,0,0,0,0,0,0,11,21,3,8,0,0,0,0,0,0,3,8,3,4,786,1926,197,..,981,1926
UCL315095,678,1778,23,31,0,0,23,31,72,160,0,0,0,0,0,0,72,160,0,0,6,5,0,0,4,8,16,16,3,4,789,1986,109,..,898,1986
UCL315096,1035,2794,28,39,0,0,28,39,31,45,0,0,0,0,0,0,31,45,3,3,0,0,0,0,0,0,3,3,5,9,1096,2896,115,..,1218,2896
UCL315097,380,1100,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,384,1109,27,..,410,1109
UCL315098,722,2363,158,411,194,434,354,838,38,55,0,0,0,0,0,0,38,55,15,26,3,3,7,16,0,0,30,49,0,9,1148,3315,229,..,1379,3315
UCL315099,989,3172,18,49,0,4,16,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1011,3229,59,..,1070,3229
UCL315100,322,940,0,3,0,0,0,3,46,79,0,0,0,0,0,0,46,79,112,154,0,0,0,0,0,0,112,154,3,5,486,1186,30,..,518,1186
UCL315101,510,1505,6,9,0,0,6,9,8,18,0,0,0,0,0,0,8,18,0,0,0,0,0,5,0,0,3,5,3,3,523,1542,24,..,552,1542
UCL315102,646,1493,42,58,3,3,45,62,19,29,0,0,0,0,0,0,19,29,6,20,0,0,3,3,4,3,15,24,3,10,723,1617,90,..,814,1617
UCL315103,347,819,40,74,0,0,40,74,60,108,0,3,0,0,0,0,62,117,14,21,0,0,0,0,0,0,9,21,13,23,472,1047,144,..,612,1047
UCL315104,659,1697,0,4,0,0,0,4,4,3,0,0,0,0,0,0,4,3,20,34,0,0,0,3,0,0,22,37,6,15,693,1764,38,..,733,1764
UCL315105,406,841,19,28,6,7,24,36,0,5,0,10,0,0,0,0,4,13,6,15,0,0,0,0,0,3,11,16,0,4,439,916,432,..,879,916
UCL315106,445,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,1274,23,..,468,1274
UCL315107,529,1449,39,70,7,19,50,88,55,90,0,0,0,0,0,0,55,90,53,89,6,20,0,0,0,0,62,107,7,25,704,1749,62,..,764,1749
UCL315108,327,1915,50,259,6,12,54,266,35,110,0,0,0,0,0,0,35,110,3,4,0,0,51,176,0,0,52,178,0,0,465,2476,10,..,479,2476
UCL315109,1182,3561,42,72,62,157,101,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1284,3793,261,..,1544,3793
UCL315110,385,941,3,6,0,0,3,6,13,19,0,0,0,0,0,0,13,19,3,3,0,0,0,0,0,0,4,4,4,0,409,979,133,..,545,979
UCL321001,239,630,3,3,4,5,4,10,17,32,27,40,0,0,0,0,43,77,5,8,0,0,0,3,0,4,9,13,22,30,318,764,277,..,595,764
UCL321002,239,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,243,558,29,..,271,558
UCL321003,309,687,8,12,0,0,8,12,21,21,0,0,0,0,0,0,21,21,0,0,0,0,0,0,6,6,9,10,0,0,345,733,69,..,407,733
UCL321004,210,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,7,4,0,0,219,502,26,..,240,502
UCL321005,228,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,3,234,584,58,..,291,584
UCL321006,343,785,13,25,0,0,13,25,25,33,0,0,0,0,0,0,25,33,4,4,0,0,3,3,4,8,11,20,4,4,396,877,33,..,428,877
UCL321007,171,621,37,98,0,0,37,98,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,202,720,16,..,219,720
UCL321008,353,937,7,25,0,0,7,25,0,7,0,0,0,0,0,0,0,7,20,28,3,5,0,0,0,0,24,34,3,4,394,1011,40,..,430,1011
UCL321009,379,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,5,0,0,386,854,160,..,546,854
UCL321010,451,1023,0,0,0,0,0,0,13,21,0,0,0,0,0,0,14,19,15,26,0,3,0,0,0,0,12,26,13,26,487,1100,60,..,553,1100
UCL321011,193,509,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,199,515,23,..,219,515
UCL321012,258,714,0,0,0,0,0,0,46,86,0,0,0,0,0,0,46,86,0,0,0,0,0,0,0,0,0,0,5,18,310,815,17,..,327,815
UCL321013,227,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,0,0,0,0,0,0,23,30,0,3,251,770,15,..,262,770
UCL321014,282,594,7,13,0,0,7,13,3,3,0,0,0,0,0,0,3,3,20,25,0,0,0,0,0,0,16,22,0,0,309,632,57,..,365,632
UCL321015,270,664,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,267,666,23,..,289,666
UCL321016,297,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,813,31,..,327,813
UCL321017,400,874,26,26,0,0,26,26,7,6,0,0,0,0,0,0,7,6,7,17,0,0,0,0,0,3,12,20,4,9,454,941,96,..,546,941
UCL321018,263,563,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,3,5,0,0,0,0,0,4,9,16,4,3,275,589,35,..,312,589
UCL321019,311,843,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,312,854,16,..,329,854
UCL321020,230,644,0,0,0,0,0,0,5,8,0,0,0,0,0,0,5,8,6,17,0,0,4,4,0,0,9,21,0,0,244,668,23,..,263,668
UCL321021,308,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,0,313,888,15,..,333,888
UCL321022,251,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,0,0,3,10,0,0,259,703,12,..,269,703
UCL321023,255,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,9,13,0,0,263,683,28,..,287,683
UCL321024,185,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,567,11,..,193,567
UCL321025,282,626,0,0,0,0,0,0,7,10,0,0,0,0,0,0,7,10,5,11,0,0,0,0,0,0,5,11,0,0,288,642,45,..,338,642
UCL321026,180,447,4,12,3,3,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,464,67,..,254,464
UCL321027,248,715,6,8,0,0,6,8,3,3,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,3,4,0,0,265,736,13,..,274,736
UCL321028,290,797,0,0,0,0,0,0,31,46,0,0,0,0,0,0,31,46,6,11,0,0,0,0,0,4,7,17,3,9,332,860,122,..,449,860
UCL321029,356,696,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,361,696,214,..,572,696
UCL321030,200,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,205,541,27,..,234,541
UCL321031,359,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,892,31,..,389,892
UCL321032,592,1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,16,0,0,5,21,3,10,597,1730,52,..,656,1730
UCL321033,170,419,17,23,0,0,17,23,18,33,0,0,0,0,0,0,18,33,0,3,0,0,0,0,0,0,0,3,0,0,209,478,30,..,243,478
UCL321034,359,842,15,16,0,0,15,16,4,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,6,6,12,7,16,395,892,51,..,443,892
UCL321035,586,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,7,0,0,590,1537,63,..,653,1537
UCL321036,198,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,659,5,..,201,659
UCL321037,251,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,714,3,..,253,714
UCL321038,315,757,0,0,0,0,0,0,7,16,0,0,0,0,0,0,7,16,5,18,4,8,0,0,6,16,21,36,0,0,349,815,86,..,430,815
UCL321039,328,756,0,0,0,0,0,0,11,18,0,0,0,0,0,0,11,18,8,18,0,0,3,6,0,0,16,24,0,0,354,794,99,..,447,794
UCL321040,518,1104,3,10,0,0,3,10,9,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,6,3,6,41,63,571,1199,71,..,646,1199
UCL321041,325,890,8,13,0,0,8,13,0,0,0,0,0,4,0,0,3,3,3,3,0,0,0,0,0,0,3,3,10,21,348,935,25,..,373,935
