UCL_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
UCL522019,0,0,0,0,0,0,0,3,3,0,4,5,0,7,5,4,0,6,3,4,7,4,9,13,10,7,15,11,3,12,0,6,4,10,0,8,4,3,5,0,0,0,0,0,3,3,0,4,0,0,0,0,0,3,0,3,4,56,41,96
UCL522020,0,0,0,0,0,0,0,5,7,0,4,4,7,7,11,0,3,3,12,5,19,8,5,13,3,0,10,3,8,10,0,0,0,3,3,7,3,3,5,0,0,0,4,0,4,4,0,4,4,0,4,13,0,13,3,3,3,75,53,121
UCL522021,0,4,5,0,0,0,0,4,4,0,3,3,0,9,9,4,7,13,14,11,21,9,8,14,10,3,14,14,3,14,9,0,9,9,4,6,12,0,14,3,0,3,0,0,0,0,0,3,8,0,8,12,0,12,8,0,7,102,56,154
UCL522022,0,0,0,0,0,0,0,4,4,0,10,10,6,10,10,6,0,7,3,6,8,6,8,20,11,3,11,6,6,6,3,0,4,4,0,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,3,62,40,100
UCL522023,0,0,3,0,0,0,3,6,8,0,7,3,3,10,13,3,9,8,9,0,8,4,3,9,6,3,8,5,0,8,9,5,15,3,0,6,15,3,20,3,0,3,3,0,3,0,0,0,9,0,9,7,0,7,3,0,3,90,52,138
UCL522024,0,0,4,0,0,3,7,3,10,0,8,9,4,6,14,0,4,5,15,0,17,4,5,9,5,3,10,4,0,4,3,3,7,3,0,3,4,0,8,3,0,3,3,0,3,0,0,0,3,0,3,7,0,7,0,0,0,84,45,125
UCL522025,0,3,3,0,3,3,0,10,5,0,6,13,7,16,22,3,5,11,17,3,20,3,3,8,14,0,13,9,3,8,5,7,14,3,3,9,3,5,6,7,0,7,0,0,0,0,0,0,6,0,6,10,0,10,0,0,4,96,64,156
UCL522026,0,0,0,0,0,0,0,0,4,0,3,3,0,3,7,3,0,3,9,3,12,3,0,3,3,0,0,5,0,5,0,0,0,3,0,3,0,5,3,0,0,0,0,0,0,3,3,3,3,0,3,3,0,5,0,4,4,41,29,69
UCL522027,0,3,0,0,0,0,0,0,3,0,0,0,8,0,6,3,4,5,8,0,8,6,7,14,16,3,14,9,0,12,3,0,3,4,0,8,24,0,24,7,0,7,9,0,9,0,0,0,0,0,0,11,0,11,0,0,0,105,27,133
UCL522028,0,0,0,0,0,0,0,3,3,0,3,4,3,5,7,0,0,0,3,0,3,4,0,4,5,4,6,13,0,10,3,0,3,7,0,7,14,0,13,12,0,12,4,0,4,4,0,4,3,0,3,3,0,3,0,0,0,76,15,91
UCL522029,0,0,0,0,0,0,0,3,0,6,0,6,4,0,4,3,0,3,9,0,9,3,0,3,3,0,8,5,0,8,3,0,3,3,3,3,3,0,4,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,54,9,64
UCL522030,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,7,0,7,7,0,8,7,0,7,9,0,9,7,0,7,4,4,7,3,0,3,3,3,5,0,0,0,0,0,0,0,0,3,4,0,4,14,0,14,0,3,3,68,13,81
UCL522031,0,0,0,4,3,6,0,0,0,0,8,17,6,26,34,15,3,19,25,7,28,8,5,17,11,0,9,6,3,12,7,0,5,6,0,7,13,0,13,7,0,7,0,0,0,0,0,0,0,0,0,9,0,9,3,0,10,111,72,185
UCL522032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,32,3,30
UCL522033,0,0,0,0,0,0,0,4,4,3,3,10,3,10,11,3,0,3,3,4,8,4,3,3,4,3,12,0,3,4,0,0,4,3,3,6,8,3,9,4,0,4,3,0,3,0,0,3,0,0,0,12,0,12,0,4,4,51,40,92
UCL522034,4,0,3,0,0,0,0,0,0,0,7,7,4,7,14,4,0,7,15,0,15,4,4,8,3,7,6,0,0,4,7,4,8,0,0,3,8,0,7,3,0,3,3,0,3,0,0,3,0,0,0,13,0,13,0,7,9,73,37,115
UCL522035,0,0,0,0,0,0,0,6,6,0,7,7,5,10,15,0,11,11,10,0,5,5,0,10,5,7,9,5,3,12,3,7,6,5,0,5,14,4,14,3,0,3,0,0,0,3,0,3,5,0,5,8,0,13,0,0,3,70,49,126
UCL522036,0,0,0,0,0,0,0,0,0,0,3,3,3,6,11,0,6,6,9,0,9,4,3,9,5,4,3,8,10,14,10,4,13,4,3,10,7,9,14,3,0,3,0,0,0,0,0,0,0,0,0,10,0,11,0,0,5,64,53,116
UCL522037,3,6,9,0,0,0,0,3,4,0,9,7,8,9,17,5,3,12,15,0,11,4,0,4,7,3,12,6,0,6,0,0,0,3,0,5,4,3,11,0,0,0,4,0,4,0,0,0,7,0,7,14,0,14,0,5,5,87,48,136
UCL522038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,5,12,0,13,9,8,21,8,0,8,7,0,7,4,0,5,6,0,6,11,0,11,0,0,3,60,19,85
UCL522039,0,3,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,3,6,0,3,4,0,0,6,0,3,3,9,0,10,3,4,8,3,0,3,0,0,0,0,0,3,0,0,0,7,0,7,3,3,8,33,27,62
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17
UCL522041,0,0,0,0,0,0,0,4,4,0,0,0,3,9,9,0,0,0,13,3,15,8,3,13,4,4,8,3,3,6,7,3,6,0,3,5,8,3,12,8,0,8,0,0,0,0,0,0,4,0,4,12,0,13,7,0,3,80,42,113
UCL522042,0,4,4,0,0,0,0,3,3,4,5,10,0,9,9,9,3,13,5,8,12,3,4,9,10,3,14,6,0,6,8,6,13,9,3,10,8,3,11,9,0,9,3,0,3,0,4,4,0,0,0,6,0,6,4,3,3,80,59,139
UCL522043,0,0,0,3,0,3,0,3,3,0,4,4,0,8,12,4,3,5,9,0,10,4,0,5,5,3,8,3,0,4,9,4,12,3,5,5,4,0,10,6,0,5,3,0,3,0,3,3,3,0,3,8,0,8,4,5,11,79,36,114
UCL522044,0,0,0,3,0,3,0,7,9,3,6,10,3,5,9,5,8,14,12,3,17,6,10,15,3,5,11,6,6,15,3,0,8,0,0,3,14,0,15,3,0,3,0,0,0,0,0,0,7,0,7,8,0,8,3,4,6,84,52,139
UCL522045,0,0,0,0,0,0,0,3,3,0,3,3,4,11,19,5,3,4,9,4,18,3,13,12,13,8,22,8,0,10,12,3,11,5,0,5,13,0,12,12,0,12,7,0,7,3,0,3,6,0,6,12,0,15,3,3,6,120,63,179
UCL522046,0,0,0,0,0,0,0,0,0,3,3,8,0,3,8,4,3,7,7,0,7,3,0,8,12,0,10,11,0,7,5,6,10,4,3,3,13,0,13,6,0,6,3,0,3,5,0,5,3,0,3,10,3,12,0,0,0,92,29,119
UCL522047,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,7,3,0,3,0,3,3,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23,13,37
UCL522048,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,32,5,33
UCL522049,0,0,5,0,0,0,0,0,3,0,4,5,6,8,11,3,3,8,10,8,16,10,0,10,9,5,10,5,4,13,6,0,5,7,3,6,17,5,20,19,0,19,9,0,11,3,0,3,16,0,16,16,0,15,0,0,0,130,43,172
UCL522050,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,0,3,4,3,7,9,0,4,6,9,7,15,3,0,3,4,0,4,7,0,9,4,0,4,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,46,33,79
UCL522051,0,0,0,0,0,0,0,0,0,0,3,3,0,6,9,0,3,3,0,0,0,0,4,6,0,6,6,0,0,0,0,0,0,0,7,6,0,3,10,8,0,10,3,0,3,12,0,14,11,0,11,9,0,9,3,0,3,52,31,88
UCL522052,0,0,0,0,0,0,0,0,0,0,4,4,3,10,12,0,3,6,4,0,10,0,0,5,6,10,17,10,6,8,6,0,6,4,0,5,14,0,13,4,0,4,0,0,0,3,0,3,8,0,8,8,0,8,3,0,4,74,41,111
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,3,0,0,0,3,0,6,3,4,7,3,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,22,37
UCL522054,0,0,0,0,0,0,3,4,3,0,3,3,4,3,10,3,6,5,9,0,12,9,3,8,5,3,12,7,0,12,7,0,7,3,0,3,6,0,4,0,0,0,5,0,5,0,0,0,3,0,3,11,0,11,10,6,14,82,32,110
UCL522055,0,0,0,0,0,0,0,0,0,0,4,4,3,9,14,3,0,3,3,0,0,11,3,14,4,0,4,3,3,6,4,0,4,3,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,7,0,3,3,37,36,74
UCL522056,0,3,3,4,0,5,0,4,4,0,3,3,5,17,21,0,3,0,11,0,11,9,6,12,6,6,16,9,3,8,6,5,13,12,0,12,3,3,6,3,0,3,4,0,4,3,0,3,0,0,0,12,0,12,3,3,3,93,57,149
UCL522057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6,0,6,0,0,3,3,0,3,0,0,0,0,0,0,23,5,30
UCL522058,0,0,0,0,0,0,0,0,3,0,11,11,4,14,26,0,3,6,12,7,17,5,3,8,11,6,16,5,4,8,5,4,6,4,0,4,6,0,10,3,0,3,3,0,3,0,0,3,0,0,0,8,0,8,7,3,7,84,61,149
UCL522059,0,0,0,0,0,0,0,0,3,3,3,8,3,0,3,4,0,4,9,0,9,4,0,4,3,0,3,8,0,8,0,0,0,3,4,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,4,0,4,51,10,60
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,3,0,3,4,0,4,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,3,0,3,15,0,21,9,0,9,48,4,47
UCL522061,0,0,0,0,0,0,4,0,5,3,3,3,3,0,6,3,0,7,3,0,3,4,0,4,10,0,10,8,0,4,3,0,3,3,4,8,4,3,8,0,0,0,0,0,0,0,0,3,0,0,0,9,0,9,0,4,5,66,20,81
UCL522062,0,3,3,0,3,3,0,7,7,0,5,3,6,8,11,0,5,3,14,0,13,4,5,6,10,0,9,16,3,19,7,0,10,3,0,3,8,0,13,0,0,0,4,0,4,0,0,0,4,0,4,7,0,7,0,3,6,74,40,119
UCL522063,0,0,0,0,0,0,0,3,4,0,4,10,0,7,8,0,3,3,3,6,7,7,10,16,11,0,10,4,0,5,3,3,5,4,0,4,13,5,14,6,0,6,3,0,3,7,0,5,0,0,0,13,4,12,4,7,8,89,56,144
UCL522064,0,0,0,0,0,0,0,3,5,0,0,0,6,0,6,0,4,4,3,0,4,3,0,7,3,0,9,4,3,4,3,8,7,3,3,5,3,0,3,0,0,0,0,0,0,3,0,4,3,0,0,4,0,7,0,0,0,41,22,63
UCL522065,0,0,0,0,0,0,0,0,3,3,0,3,0,11,9,3,3,3,11,3,16,8,3,7,14,0,11,13,3,12,11,0,10,3,0,8,17,0,17,9,0,9,5,0,5,5,0,5,11,0,11,15,0,15,3,0,6,119,33,158
UCL522066,0,0,5,0,0,0,0,3,3,3,9,10,9,19,24,5,12,14,9,4,18,4,4,11,5,0,7,3,6,14,0,0,4,3,3,6,3,3,3,4,0,4,0,0,0,0,0,0,0,0,3,9,0,10,0,0,0,64,71,139
UCL522067,0,0,0,0,0,0,0,3,3,3,0,4,0,3,4,0,0,3,9,3,14,8,6,11,8,0,8,5,3,10,3,0,3,5,0,5,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,8,3,0,3,51,29,79
UCL522068,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,0,0,0,7,0,10,0,0,3,9,0,9,13,0,16,9,0,6,0,0,0,7,3,10,0,0,0,3,0,3,0,0,0,0,0,0,10,0,10,0,0,0,76,8,80
UCL531777,482,446,926,283,207,488,331,640,972,225,877,1099,1168,1573,2745,913,910,1818,2382,844,3221,2140,982,3125,2789,985,3770,2766,652,3412,2043,513,2554,2373,389,2760,4414,547,4964,3030,54,3088,1965,34,2000,1494,285,1778,3376,36,3417,5425,200,5625,733,537,1273,38326,10710,49039
UCL579997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL599994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL603001,278,461,739,145,302,451,345,1272,1616,400,2119,2525,1239,4317,5564,1568,2473,4045,3526,2026,5551,3230,2196,5423,4076,2275,6350,3941,1460,5403,3090,1180,4274,2958,813,3770,5671,921,6590,3659,152,3811,2275,80,2356,1490,339,1832,2741,49,2791,4065,606,4668,548,1062,1612,45248,24109,69360
UCL611001,107,228,338,66,127,192,199,797,992,216,1024,1242,652,2192,2842,776,1137,1914,1890,947,2838,1437,978,2416,1846,874,2716,1729,542,2270,1323,424,1754,1226,271,1500,2151,295,2446,1298,42,1337,702,22,720,416,111,520,767,24,787,1635,231,1863,289,489,777,18710,10759,29465
UCL612001,36,52,83,22,39,59,52,228,283,56,402,460,282,835,1120,296,392,690,758,260,1016,543,280,823,676,248,923,583,138,724,408,97,509,339,76,412,564,49,607,300,3,300,172,0,174,94,29,127,136,6,142,539,36,575,100,191,287,5941,3363,9308
UCL613001,33,41,68,28,34,66,42,207,254,74,319,398,229,699,928,223,307,528,636,249,880,435,209,641,551,226,777,472,108,574,340,68,405,324,67,389,495,61,558,295,15,311,134,3,138,72,24,100,135,4,137,445,39,485,91,171,259,5049,2843,7893
UCL613002,15,29,45,8,20,31,24,104,129,34,193,231,152,471,625,129,197,331,431,143,568,299,142,447,328,92,422,302,53,352,197,56,252,199,41,243,321,27,343,184,3,187,91,0,98,50,13,62,74,0,77,291,15,306,66,103,171,3209,1712,4919
UCL614001,3,13,17,5,7,15,18,41,63,18,109,124,73,197,270,81,100,178,203,61,264,156,61,213,181,47,233,160,21,184,103,17,119,94,14,111,143,8,153,65,0,66,30,0,30,17,3,19,22,0,22,126,10,137,37,56,91,1534,778,2310
UCL614002,5,13,23,10,17,25,15,75,89,16,110,124,55,240,295,70,75,142,206,54,259,144,51,193,132,36,165,122,27,144,89,15,101,67,9,72,139,7,143,79,0,78,39,0,43,12,9,25,38,0,38,138,8,145,28,42,63,1383,786,2168
UCL615001,0,0,3,3,3,3,3,18,19,10,23,27,19,36,57,16,18,31,51,13,62,36,8,48,28,9,41,21,0,22,9,0,16,7,0,13,14,0,17,9,0,9,0,0,3,0,0,0,0,0,0,26,3,34,12,14,21,273,148,419
UCL615002,0,3,3,0,0,0,3,12,15,3,23,28,24,65,90,19,16,35,61,12,77,38,14,57,39,13,53,31,4,39,14,5,22,14,3,21,16,4,13,9,0,9,5,0,5,0,0,4,6,0,6,30,0,31,7,15,19,324,197,526
UCL615003,3,3,6,3,0,4,3,10,14,4,21,21,7,60,66,11,24,38,45,21,65,28,14,46,44,9,53,26,8,35,19,3,26,22,5,24,32,6,37,16,3,15,13,0,13,5,3,9,8,0,8,25,0,25,8,12,16,329,197,523
UCL615004,3,7,9,3,7,8,5,25,37,3,51,53,23,102,129,27,51,73,99,21,116,51,28,75,57,14,73,53,10,64,50,0,50,37,6,46,73,8,77,17,0,17,17,0,15,10,3,14,10,0,10,64,0,62,13,21,30,604,357,966
UCL615005,5,0,9,0,5,6,8,33,43,9,42,55,37,116,156,58,40,100,100,55,158,99,63,157,110,46,160,123,31,156,104,24,126,88,13,94,163,16,176,70,0,70,45,0,48,29,6,37,32,0,36,116,6,123,16,27,44,1221,529,1748
UCL615006,5,0,5,3,0,4,0,5,11,3,13,20,13,25,41,21,11,37,33,8,41,28,14,38,33,11,42,23,7,31,21,0,23,18,0,18,31,3,33,23,0,23,11,0,11,4,0,4,5,0,7,30,3,36,11,3,13,316,116,438
UCL615007,12,21,28,0,10,9,3,63,69,21,86,111,79,179,254,69,44,105,188,33,220,113,41,155,112,29,143,87,19,105,53,11,65,53,4,58,82,3,83,39,0,39,23,0,27,7,6,13,16,0,15,116,11,122,20,23,50,1100,582,1679
UCL615008,3,3,3,0,3,8,7,19,19,0,21,21,19,44,64,20,31,46,61,15,77,43,19,67,63,21,78,51,8,56,47,10,58,52,3,51,102,0,99,45,0,45,21,0,21,11,0,14,8,0,8,55,3,59,13,9,16,621,213,830
UCL615009,6,5,10,0,6,10,8,17,27,4,26,34,26,77,102,24,24,46,68,26,94,62,25,80,51,16,69,47,11,57,38,6,45,25,3,29,44,0,41,12,0,19,16,0,16,0,0,4,13,0,13,47,0,48,18,19,36,492,272,761
UCL615010,3,4,10,4,6,15,9,21,32,11,55,64,43,127,175,41,52,92,148,31,178,81,37,120,107,31,142,97,13,114,57,12,70,52,11,67,97,5,105,40,0,42,16,0,16,7,3,13,13,0,13,74,6,85,18,27,45,928,459,1390
UCL615011,6,9,17,5,4,8,7,17,21,7,19,24,16,59,83,23,36,59,98,22,122,50,26,76,83,33,114,85,18,100,64,9,69,73,3,73,117,4,124,84,0,82,30,0,30,21,9,24,36,0,36,62,3,66,12,15,23,870,285,1158
UCL615012,7,4,9,4,8,13,12,36,45,10,47,59,34,112,147,41,50,89,110,46,158,79,42,121,106,32,139,85,25,110,70,13,85,57,3,57,79,7,81,52,3,55,18,0,18,7,0,11,24,0,27,83,0,78,23,33,57,891,461,1353
UCL615013,0,0,0,0,3,4,0,10,13,4,18,16,5,39,47,19,17,42,61,18,80,35,25,58,74,13,86,74,19,86,49,11,56,53,3,58,97,3,106,66,0,67,31,0,31,12,0,12,8,0,8,53,3,51,7,4,9,647,177,825
UCL615014,3,3,4,3,4,4,3,16,18,11,22,25,18,72,87,22,40,59,78,25,106,59,52,106,83,24,108,77,24,101,66,15,84,55,10,69,105,8,113,70,0,70,38,0,34,20,0,25,10,0,12,64,0,71,7,12,21,795,336,1124
UCL615015,3,9,11,0,3,3,14,26,39,12,44,54,27,103,133,23,46,65,122,25,145,76,25,102,77,23,100,85,23,105,59,19,77,59,14,76,84,10,92,48,0,49,24,0,24,15,3,16,25,3,27,85,9,94,24,25,41,856,400,1258
UCL615016,0,4,7,0,3,4,3,11,18,7,29,32,22,78,101,18,32,54,81,32,106,48,37,89,67,22,92,95,6,99,45,8,55,56,3,63,105,9,112,58,0,58,23,0,29,13,4,14,7,0,7,66,0,69,7,21,26,720,311,1031
UCL615017,3,5,13,4,4,10,9,14,24,6,40,45,32,111,145,35,58,90,133,20,158,74,30,105,85,34,120,87,20,103,65,13,77,50,10,64,91,8,102,59,0,64,27,0,27,26,11,35,37,0,41,79,7,83,22,15,37,936,412,1346
UCL615018,0,3,8,0,3,3,7,17,21,7,24,31,16,63,78,22,14,40,44,15,56,23,21,45,25,21,46,23,3,25,13,3,16,16,6,19,24,4,31,9,0,9,3,0,3,0,0,4,0,0,0,30,6,32,8,13,19,260,221,483
UCL615019,3,13,15,9,4,9,3,31,36,14,44,60,37,82,114,25,21,46,48,21,71,36,32,65,36,15,53,35,20,52,21,9,36,22,5,31,30,11,43,12,0,12,12,0,12,6,0,10,10,0,10,47,7,54,15,15,29,435,334,770
UCL615020,3,0,4,8,4,11,4,24,30,9,35,39,25,90,120,35,23,58,77,31,107,38,16,52,47,12,61,54,3,62,32,5,41,35,4,41,29,6,37,15,0,15,7,0,7,6,0,8,6,0,6,47,3,48,10,20,30,482,289,778
UCL615021,4,3,4,7,0,6,3,12,18,3,19,20,21,69,87,15,10,26,51,7,57,20,10,32,44,4,46,23,10,30,15,7,23,17,0,16,18,3,20,4,0,4,3,0,3,3,0,3,3,0,3,28,0,31,10,9,17,286,163,450
UCL615022,0,5,5,7,6,10,9,22,28,10,49,56,27,98,126,38,51,87,112,48,152,64,45,112,63,38,105,97,26,120,65,13,74,77,9,82,86,7,99,40,0,39,23,0,23,11,3,14,11,0,15,67,8,76,23,28,46,829,449,1271
UCL615023,0,0,4,3,0,4,3,6,14,4,13,20,10,31,46,11,19,27,34,7,44,22,7,33,31,8,42,50,4,48,31,3,34,38,3,44,69,4,70,34,0,34,26,0,26,3,0,3,10,0,10,33,5,32,0,9,10,416,126,545
UCL615024,3,0,3,3,3,4,6,17,31,3,41,43,26,81,110,22,32,53,75,28,96,60,33,86,80,17,98,76,13,88,53,9,58,43,11,55,83,4,86,43,0,43,16,0,16,3,4,9,7,0,7,52,0,55,9,23,30,666,314,975
UCL615025,3,5,15,4,3,12,7,20,28,11,40,56,21,89,109,22,31,50,69,18,87,35,10,47,44,12,61,45,10,50,7,8,16,14,0,15,11,5,15,10,0,10,0,0,0,0,3,4,9,0,10,41,3,46,7,17,29,372,286,655
UCL615026,3,8,9,4,4,8,0,18,19,4,29,27,18,67,89,20,39,56,72,12,82,40,32,63,58,11,69,43,7,54,13,3,16,19,3,18,31,3,31,24,0,24,3,0,3,6,0,6,6,0,6,29,0,33,6,20,25,387,252,643
UCL621001,0,4,5,0,0,3,0,10,9,3,15,16,6,27,39,8,20,30,21,13,30,32,4,33,17,6,22,17,0,17,9,6,9,12,0,13,18,4,22,5,0,8,5,0,5,3,3,3,4,0,4,18,0,25,3,6,16,185,113,301
UCL621002,5,4,6,0,3,6,0,8,9,3,22,28,17,32,45,8,14,20,39,13,49,25,9,38,15,11,21,25,0,26,16,0,20,3,3,7,14,0,11,11,0,11,3,0,3,4,0,5,0,0,0,31,0,36,6,9,14,227,130,362
UCL621003,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,8,0,8,9,0,10,6,4,6,10,3,12,14,3,14,9,4,11,12,4,9,23,0,23,20,0,20,14,0,14,12,0,11,18,0,18,21,0,21,0,0,0,166,29,191
UCL621004,0,0,0,0,0,0,0,4,4,0,0,3,0,8,7,3,0,3,8,3,15,3,6,7,10,0,7,11,4,14,11,0,8,13,6,16,19,3,20,21,0,21,18,0,18,6,0,9,7,0,7,11,3,11,0,5,3,145,42,188
UCL621005,0,3,3,0,0,0,0,3,6,0,9,9,8,14,21,13,4,20,21,9,35,17,8,23,16,11,24,24,0,24,21,3,21,12,0,12,17,0,15,5,0,5,7,0,7,3,0,3,3,0,3,21,0,21,10,3,9,180,69,248
UCL621006,0,0,0,0,0,0,0,3,3,0,16,16,7,22,30,0,16,15,9,14,20,6,14,20,10,10,24,20,7,24,9,6,11,7,4,12,37,4,36,9,0,11,6,3,12,7,0,8,9,0,9,27,3,29,3,10,17,167,130,295
UCL621007,4,0,9,0,3,3,0,10,11,4,24,23,8,40,49,12,14,26,27,8,40,22,14,27,25,8,38,19,3,29,26,4,26,10,0,14,26,3,30,10,0,10,3,0,3,3,0,3,5,3,6,23,0,22,9,6,12,234,143,375
UCL621008,3,0,4,0,0,0,0,0,0,3,3,9,7,4,7,7,3,12,6,6,13,13,9,18,14,7,16,11,6,22,16,3,20,15,3,20,24,0,25,10,0,10,4,0,4,4,3,4,10,0,10,10,0,8,0,0,4,145,49,197
UCL621009,0,0,0,0,0,0,0,4,6,3,4,4,0,5,4,3,5,9,4,4,11,15,10,19,14,8,19,22,7,24,10,10,19,12,0,15,26,3,32,24,0,26,17,3,19,8,0,4,16,0,16,27,7,32,0,0,3,202,61,263
UCL621010,0,0,0,0,0,0,3,6,8,0,12,8,10,29,43,11,12,17,25,8,36,14,7,18,9,5,12,25,0,26,9,0,11,8,0,8,17,3,22,6,0,6,4,0,4,0,0,0,0,0,0,10,0,10,7,9,15,162,87,249
UCL621011,0,0,0,0,0,0,0,0,4,5,6,10,3,16,27,4,4,13,13,9,19,15,9,15,12,9,29,11,3,14,5,3,11,4,0,9,23,3,30,10,0,10,6,0,6,0,0,0,0,0,0,12,0,12,0,10,10,139,73,212
UCL621012,3,0,3,3,0,3,3,0,3,0,5,6,11,9,19,4,8,13,28,5,31,20,3,22,21,3,27,25,3,23,32,0,28,21,0,21,31,0,36,18,0,18,17,0,17,9,0,9,20,0,20,23,0,24,0,0,3,292,52,343
UCL621013,0,0,3,0,0,0,0,0,0,0,3,3,3,0,5,3,3,4,0,0,5,12,4,14,16,0,13,13,3,15,10,3,14,14,0,14,23,3,23,21,0,21,20,0,20,7,0,12,21,0,21,23,0,29,0,0,0,190,30,219
UCL621014,0,0,4,0,0,0,0,7,5,3,4,7,6,17,24,3,5,10,18,9,19,20,4,28,22,3,28,8,0,8,14,4,16,14,0,15,20,0,22,9,0,9,8,0,8,3,0,3,3,0,3,18,0,19,4,0,3,170,63,234
UCL621015,0,3,8,0,0,0,0,3,3,0,13,17,8,31,42,6,9,15,29,3,31,11,8,19,19,3,25,13,3,14,12,3,14,3,0,6,7,0,11,8,0,8,0,0,0,0,0,0,3,0,3,8,0,8,0,6,7,133,102,235
UCL621016,3,0,3,0,0,0,4,3,5,0,3,7,11,17,25,11,16,24,26,3,29,12,10,23,27,7,31,13,3,19,7,3,9,11,0,6,14,4,16,8,0,8,0,0,0,0,3,8,4,0,4,11,0,11,0,3,6,162,82,247
