UCL_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL315010,17,47,179,180,144,94,10,0,0,667,23,6,8,12,14,10,3,0,0,80,0,0,8,10,3,3,0,0,0,26,3,3,8,0,3,0,0,0,0,15,43,58,196,203,165,107,12,0,0,783,9,16,21,14,25,5,0,0,0,80,3,3,0,0,0,0,0,0,0,9,8,15,21,14,25,7,0,0,0,93,54,77,217,215,185,114,12,0,0,879,35,3,10,16,10,26,54,26,3,194,7,7,29,21,29,17,7,0,0,113,105,82,258,252,226,155,80,28,5,1187,8,35,77,74,69,31,4,0,0,300,25,17,82,84,40,38,6,0,0,298,3,0,5,4,0,3,0,0,0,29,0,3,0,3,0,0,0,0,0,11,36,60,172,172,115,75,9,0,0,639,3,3,15,11,8,0,0,0,0,41,10,9,10,9,3,0,0,0,0,34,9,9,24,19,13,0,0,0,0,75
UCL315011,3,29,57,37,47,24,8,0,0,209,7,3,0,5,3,8,3,0,0,32,0,0,0,0,4,3,0,0,0,7,0,0,3,0,4,0,0,0,0,7,14,33,59,46,57,31,9,3,0,256,0,3,3,3,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,4,4,3,3,3,0,5,0,0,0,18,19,32,63,48,61,35,9,3,0,272,10,5,4,9,10,17,28,15,3,92,0,6,8,8,13,3,9,0,0,47,28,45,81,65,80,61,46,19,3,410,3,16,22,22,19,14,3,0,0,102,4,16,25,23,25,15,0,0,0,106,3,0,3,0,3,3,0,0,0,15,0,0,4,0,0,0,0,0,0,4,13,27,54,41,50,40,3,3,0,228,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,0,0,4,3,3,0,0,0,0,16
UCL315012,7,10,17,26,50,29,3,0,0,142,7,0,9,4,7,21,10,0,0,64,3,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,11,13,30,31,56,61,12,0,0,216,0,0,4,3,8,0,0,0,0,18,3,0,0,0,3,3,3,0,0,10,3,0,3,3,7,5,3,0,0,25,13,15,35,35,67,67,17,0,0,246,4,0,8,4,21,47,97,68,21,276,3,0,3,3,12,13,7,10,3,60,20,13,44,49,99,126,124,81,25,583,3,6,23,20,19,22,0,0,0,91,10,4,14,14,27,32,8,0,0,96,0,3,0,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,19,32,28,45,59,4,0,0,200,0,3,0,4,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,13,0,3,0,10,3,3,0,0,0,19
UCL315013,7,43,79,84,121,82,9,0,0,418,15,9,9,14,19,10,8,0,0,85,0,3,0,3,7,0,3,0,0,25,0,0,4,0,0,3,0,0,0,14,31,54,89,103,147,98,21,0,0,540,4,7,3,0,0,7,0,0,0,20,6,0,0,0,0,0,0,0,0,9,7,9,3,0,3,7,3,0,0,30,43,60,89,100,153,101,24,0,0,573,39,5,7,11,12,28,50,19,4,174,4,3,10,11,12,0,4,0,0,49,81,67,109,124,180,130,79,22,4,795,9,14,45,58,75,38,0,0,0,241,28,20,25,26,54,44,3,0,0,208,0,0,3,11,6,3,0,0,0,23,0,0,0,0,0,0,0,0,0,6,36,42,77,96,140,94,3,0,0,486,3,3,0,0,4,0,0,0,0,8,9,0,3,3,4,0,0,0,0,19,9,3,3,3,8,0,0,0,0,23
UCL315014,7,26,115,174,129,73,6,0,0,527,15,3,3,16,16,9,4,0,0,76,0,0,4,11,6,8,0,0,0,28,0,3,0,0,3,5,0,0,0,11,27,30,119,208,152,92,13,0,0,640,3,0,4,0,3,3,0,0,0,20,3,0,0,0,0,0,0,0,0,5,3,4,6,0,3,8,0,0,0,22,32,39,128,211,155,96,13,0,0,665,65,3,4,14,11,23,44,22,3,190,0,8,10,15,11,8,4,0,0,60,98,49,143,238,176,128,63,18,3,915,10,16,69,78,71,37,3,0,0,283,25,15,48,81,49,20,4,0,0,239,0,0,5,5,0,0,0,0,0,15,0,0,3,0,0,3,0,0,0,15,36,34,125,168,118,56,12,0,0,555,0,3,3,8,3,3,0,0,0,15,4,0,3,0,0,0,0,0,0,18,4,4,7,6,3,3,0,0,0,33
UCL315015,16,65,115,104,108,110,16,0,0,540,17,9,20,15,16,14,5,3,0,106,0,0,7,4,0,3,3,0,0,20,0,0,6,0,0,4,0,0,0,13,38,72,145,126,129,135,30,3,0,676,6,8,11,15,13,3,0,0,0,43,5,0,0,0,0,3,0,0,0,10,8,8,6,15,10,5,0,0,0,57,50,78,151,135,134,140,25,3,0,729,46,14,14,14,25,52,77,53,24,315,3,13,20,10,20,17,11,8,5,107,101,104,181,166,182,211,115,71,31,1148,8,47,87,83,100,77,14,0,0,411,36,28,45,42,53,52,5,0,0,266,0,0,12,5,3,6,0,0,0,32,0,3,3,4,6,0,0,0,0,13,44,83,149,136,163,130,19,0,0,727,0,3,0,10,10,3,0,0,0,25,0,3,9,0,0,3,0,0,0,20,0,6,11,12,11,7,0,0,0,44
UCL315016,0,0,7,7,11,14,0,0,0,44,0,0,0,3,8,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,19,17,0,0,0,64,8,14,17,16,10,0,0,0,0,65,0,0,0,3,0,0,0,0,0,7,14,14,22,16,5,0,0,0,0,79,12,22,32,33,28,18,0,0,0,140,58,22,28,31,32,23,8,3,0,211,3,13,8,0,0,0,0,0,0,27,73,51,66,67,64,42,8,3,0,374,3,4,11,17,3,9,0,0,0,36,3,0,4,4,6,8,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,5,13,20,7,14,0,0,0,67,0,7,12,10,11,0,0,0,0,35,3,0,3,3,3,0,0,0,0,12,9,6,14,9,14,0,0,0,0,56
UCL315017,3,18,21,26,25,27,9,3,0,138,9,10,3,7,7,11,7,0,0,64,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,3,0,0,0,6,17,32,26,33,35,46,15,3,0,215,0,5,0,3,3,0,0,0,0,12,3,0,0,0,3,0,0,0,0,5,3,8,0,3,7,3,0,0,0,21,18,32,26,39,46,53,15,3,0,238,14,3,9,11,9,37,76,65,17,238,0,0,5,3,7,10,13,6,14,61,36,41,39,55,60,98,100,75,32,539,4,9,23,18,19,20,3,0,0,96,21,3,10,15,27,4,5,0,0,96,0,0,4,0,0,4,0,0,0,13,0,0,0,3,0,0,0,0,0,0,24,17,36,33,45,26,13,0,0,203,0,0,3,5,6,0,0,0,0,10,5,0,3,3,0,3,0,0,0,12,5,3,9,3,3,5,0,0,0,26
UCL315018,4,29,107,97,69,57,14,3,0,378,14,8,9,14,7,10,6,0,0,75,0,0,8,4,5,0,0,0,0,26,0,0,0,3,4,3,0,0,0,18,24,39,135,119,81,72,23,0,0,493,5,0,3,9,3,4,0,0,0,25,3,0,0,0,0,0,0,0,0,9,8,0,4,9,3,8,0,0,0,31,32,37,139,122,88,81,20,0,0,525,14,3,3,11,3,16,57,20,9,146,3,5,16,18,5,13,9,3,3,82,49,42,152,158,96,116,86,31,17,746,6,23,69,39,40,36,3,0,0,216,13,7,44,34,32,15,10,0,0,154,0,0,13,0,0,5,0,0,0,18,0,3,3,3,6,4,0,0,0,17,26,32,131,73,82,53,16,0,0,408,0,0,3,0,0,0,0,0,0,5,0,0,3,3,3,0,0,0,0,8,4,3,3,7,3,0,0,0,0,21
UCL315019,0,15,25,40,29,21,6,0,0,132,4,6,7,3,11,12,8,0,0,47,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,7,0,0,8,6,18,37,40,46,32,13,0,0,196,0,0,3,3,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,9,3,0,3,6,0,3,0,0,0,14,8,18,39,50,48,34,13,0,3,209,16,11,3,7,22,44,65,53,21,236,0,0,0,4,5,3,7,10,3,44,26,25,46,60,75,86,89,57,24,484,0,4,7,6,13,8,4,0,0,47,3,3,13,24,18,19,6,0,0,92,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,9,12,28,34,32,27,13,3,0,150,0,5,0,0,0,0,0,0,0,9,0,3,0,3,0,5,0,0,0,10,0,6,0,6,3,5,0,0,0,20
UCL315020,13,42,127,99,110,93,21,0,0,501,5,9,8,3,10,10,10,0,0,54,3,0,8,0,3,5,0,0,0,15,3,0,3,3,0,3,3,0,0,16,23,49,144,111,116,111,30,0,0,588,8,8,8,0,8,3,0,0,0,37,0,0,0,0,0,0,0,0,0,8,8,6,9,0,8,6,0,0,0,37,34,53,151,114,130,120,30,0,0,633,27,3,10,8,11,21,41,13,7,146,7,11,40,35,23,22,18,9,7,159,70,71,196,155,166,168,80,20,11,936,10,36,90,52,61,41,10,0,0,290,13,12,41,29,22,27,4,0,0,138,0,3,7,3,0,3,0,0,0,22,0,0,3,0,0,0,0,0,0,10,22,45,130,84,84,68,12,3,0,456,0,4,5,0,4,4,0,0,0,14,0,0,6,0,0,3,0,0,0,10,0,4,3,4,4,6,0,0,0,20
UCL315021,7,15,37,36,43,36,5,0,0,175,9,0,10,6,5,10,3,0,0,40,0,0,0,4,0,3,0,0,0,8,0,0,0,0,8,0,0,0,0,15,14,13,45,48,50,50,8,0,0,239,3,3,4,10,4,9,0,0,0,37,0,0,0,0,0,0,0,0,0,5,3,3,9,10,5,14,0,0,0,43,21,18,48,59,58,62,14,0,0,276,9,0,11,0,10,28,42,33,6,141,3,3,8,7,16,16,15,3,0,66,32,27,66,68,87,99,66,38,6,484,4,4,19,17,22,12,3,0,0,77,3,10,18,24,29,10,0,0,0,99,0,0,3,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,6,6,18,39,44,56,28,6,0,0,194,0,0,3,0,9,4,0,0,0,20,0,0,0,4,0,0,0,0,0,5,0,0,3,8,6,4,0,0,0,28
UCL315022,4,16,52,49,49,42,10,3,0,232,7,7,11,14,20,20,3,0,0,83,0,0,0,4,8,3,0,0,0,17,0,0,8,0,3,0,0,0,0,11,17,29,62,74,78,65,18,4,0,347,0,0,0,0,4,8,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,8,6,0,0,19,15,30,64,71,85,69,16,4,0,365,16,3,6,5,15,38,97,41,5,227,4,15,15,23,18,20,30,7,3,131,38,48,87,105,117,127,144,54,7,723,6,10,37,35,40,53,5,0,0,193,16,4,18,25,21,33,13,0,0,130,0,0,0,3,0,10,0,0,0,13,3,0,0,0,4,0,0,0,0,9,20,18,58,67,56,95,16,4,0,337,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,13,0,0,7,3,0,3,0,0,0,18
UCL315023,4,9,22,51,53,46,7,0,0,191,5,5,11,9,19,22,10,0,0,78,0,0,3,0,3,8,0,0,0,9,0,0,0,3,0,0,0,0,0,10,12,21,37,57,76,77,17,0,0,285,10,5,9,10,6,6,0,0,0,41,0,0,0,0,3,4,0,0,0,10,9,4,15,6,6,15,0,0,0,52,18,19,48,66,80,92,17,0,0,343,33,16,12,26,56,123,322,114,16,709,0,3,10,7,15,13,22,7,0,77,52,43,68,100,149,229,354,124,18,1131,0,3,9,23,32,22,0,0,0,91,6,11,21,37,51,51,8,0,0,184,3,0,4,4,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,13,16,37,65,81,73,10,0,0,293,0,5,0,7,0,12,0,0,0,21,0,0,0,3,9,3,0,0,0,19,3,5,4,9,9,13,0,0,0,40
UCL315024,10,19,66,98,95,66,17,0,0,367,19,24,22,21,27,23,16,3,0,158,0,0,3,3,3,3,0,0,0,13,0,0,0,3,0,4,0,0,0,13,34,42,88,124,133,96,36,3,0,548,12,5,4,10,3,6,0,0,0,34,7,3,0,0,0,3,0,0,0,20,18,10,3,9,3,7,0,0,0,51,52,51,93,132,133,102,36,3,0,602,35,10,14,13,32,51,125,103,31,412,3,0,14,9,12,17,14,7,0,73,89,57,114,156,177,171,170,110,31,1087,7,14,36,55,56,34,3,0,0,210,37,26,35,75,88,67,11,0,0,341,0,0,6,3,7,3,0,0,0,22,0,0,0,0,3,3,0,0,0,10,51,39,81,136,157,102,18,0,0,581,0,3,3,3,6,3,0,0,0,19,6,0,5,5,4,3,0,0,0,25,8,4,3,10,7,5,0,0,0,39
UCL315025,3,12,34,46,50,28,3,0,0,178,14,6,9,8,6,18,10,0,0,73,0,0,3,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,18,15,47,55,61,47,16,4,0,262,0,3,8,0,0,3,0,0,0,14,4,0,0,0,0,0,0,0,0,11,6,5,10,0,3,3,0,0,0,23,25,14,50,58,62,52,16,4,0,281,15,6,6,11,20,34,117,112,25,346,0,0,0,3,6,8,10,4,4,38,40,23,62,69,88,92,145,120,28,667,0,5,8,19,20,21,3,0,0,81,11,4,17,20,31,22,13,0,0,127,0,0,6,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,16,14,33,40,55,44,12,0,0,220,0,0,0,0,0,3,0,0,0,7,0,3,3,0,0,3,0,0,0,8,0,6,3,0,3,7,0,0,0,17
UCL315026,7,12,56,38,47,16,3,0,0,178,5,4,11,3,7,9,4,0,0,47,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,3,0,0,6,12,16,69,45,57,24,8,3,0,232,4,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,9,0,3,8,5,3,0,0,0,23,15,17,69,49,63,26,8,3,0,250,7,0,3,7,9,16,39,19,3,111,0,0,7,9,3,6,3,0,0,31,27,19,80,63,75,50,46,24,8,393,0,9,15,26,23,5,0,0,0,88,11,4,20,23,13,6,7,0,0,86,0,0,12,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,15,18,46,54,36,16,4,0,0,190,0,4,0,0,3,0,0,0,0,11,3,0,5,0,0,0,0,0,0,14,8,4,5,3,3,3,0,0,0,20
UCL315027,4,16,55,117,104,46,10,0,0,355,13,12,7,10,22,12,10,0,0,84,0,0,0,9,0,9,0,0,0,16,4,0,0,0,3,0,0,0,0,9,19,27,60,141,125,68,25,0,0,466,5,3,4,0,5,3,0,0,0,20,3,0,0,0,0,0,0,0,0,11,12,5,5,0,10,3,0,0,0,30,29,33,67,141,135,68,23,0,0,498,27,5,4,0,17,39,70,24,8,196,0,0,3,13,3,5,3,3,4,32,54,35,72,154,153,106,98,27,14,720,5,4,27,61,55,21,3,0,0,180,26,21,31,59,54,42,4,0,0,235,0,0,9,4,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,5,32,23,63,131,107,70,13,0,0,447,0,0,3,4,0,3,0,0,0,11,5,0,0,0,0,0,0,0,0,5,8,0,3,3,0,3,0,0,0,16
UCL315028,0,4,15,25,14,8,0,0,0,65,3,9,8,26,12,4,0,0,0,63,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,17,24,49,23,10,0,0,0,135,0,8,10,8,0,0,0,0,0,29,0,4,3,3,0,0,0,0,0,15,0,7,9,9,0,0,0,0,0,36,3,25,41,59,26,10,5,0,0,173,43,39,46,27,17,30,7,0,0,207,0,3,8,4,0,0,0,3,0,17,47,69,96,87,39,39,13,5,0,399,0,5,23,17,11,6,0,0,0,68,9,4,17,17,7,11,0,0,0,67,0,0,3,0,0,3,0,0,0,7,0,0,3,0,3,0,0,0,0,4,9,9,42,42,22,15,0,0,0,144,0,4,8,4,4,0,0,0,0,19,3,0,5,3,0,0,0,0,0,16,8,5,13,3,4,0,0,0,0,31
UCL315029,13,41,124,150,129,71,9,0,0,534,8,4,12,14,12,3,0,0,0,55,0,4,4,7,3,10,0,0,0,30,0,0,3,4,6,0,0,0,0,16,26,52,143,167,150,90,9,0,0,636,0,4,3,4,4,3,0,0,0,23,3,0,0,0,0,0,0,0,0,3,3,6,6,4,4,7,0,0,0,24,28,56,150,175,149,95,11,0,0,658,29,3,9,4,7,9,18,6,0,89,10,36,99,50,52,23,13,0,0,280,69,100,252,232,208,131,38,6,0,1027,6,28,57,41,58,21,0,0,0,217,13,14,42,48,31,9,3,0,0,154,0,0,8,6,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,24,37,107,91,89,33,6,0,0,393,0,3,8,4,6,0,0,0,0,25,4,5,4,3,0,4,0,0,0,17,3,9,18,8,9,3,0,0,0,43
UCL315030,13,53,118,142,150,127,18,0,0,623,21,11,26,21,23,26,14,7,0,146,0,3,7,5,4,17,3,0,0,44,5,3,12,3,7,5,0,3,0,30,38,73,160,167,179,167,37,7,0,835,7,18,21,18,12,16,0,0,0,104,3,0,0,0,0,3,0,0,0,13,15,16,27,18,17,23,0,0,0,119,56,88,187,187,195,192,42,7,0,954,54,17,27,27,47,86,200,107,35,598,9,6,13,27,27,32,26,20,29,197,118,112,224,235,271,311,275,137,63,1746,7,32,54,66,110,69,7,0,0,338,33,22,69,91,80,88,18,3,0,401,0,4,8,4,4,10,0,0,0,31,0,3,0,4,3,3,0,4,0,20,46,64,133,167,194,171,28,3,0,796,7,6,12,22,10,8,0,0,0,64,7,4,0,13,4,8,0,0,0,40,21,7,9,35,14,13,0,0,0,105
UCL315031,19,46,111,128,99,48,9,0,0,460,18,7,15,14,22,18,4,0,0,101,3,0,3,4,3,0,0,0,0,22,0,0,5,3,6,0,0,0,0,10,43,55,131,158,130,63,17,0,0,595,14,9,11,9,3,3,0,0,0,39,8,0,0,0,0,4,0,0,0,9,20,9,11,7,3,7,0,0,0,52,54,58,142,164,131,77,14,0,0,643,45,12,5,18,26,39,64,24,7,240,12,3,14,15,13,9,5,3,0,80,119,75,160,197,164,121,91,23,3,963,5,22,59,56,63,28,3,0,0,235,26,25,60,79,37,23,4,0,0,250,4,0,12,8,3,3,0,0,0,31,0,0,0,3,0,0,0,0,0,5,41,48,126,143,102,61,9,0,0,526,3,0,9,3,4,0,0,0,0,19,4,4,3,6,0,0,0,0,0,15,8,3,11,4,4,4,0,0,0,36
UCL315032,6,26,57,46,60,52,13,0,0,263,12,3,9,3,15,8,7,4,0,62,0,0,0,0,0,3,0,0,0,7,3,0,0,4,3,0,0,0,0,18,25,35,75,50,82,63,20,3,0,350,0,0,3,4,4,6,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,7,4,4,6,0,0,0,25,24,35,83,54,82,70,20,3,0,376,24,8,11,8,17,24,75,45,11,231,5,12,17,8,18,17,16,11,4,115,54,53,114,73,119,113,115,57,15,720,4,16,29,27,46,25,9,0,0,153,25,16,34,28,32,31,4,0,0,172,0,0,3,0,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,4,31,31,71,62,79,54,20,3,0,342,0,5,0,3,3,0,0,0,0,12,3,5,0,0,0,0,0,0,0,3,4,8,0,3,3,0,0,0,0,20
UCL315033,13,40,97,158,167,108,11,4,0,597,26,16,15,28,31,40,16,4,0,167,0,0,8,12,10,3,0,0,0,35,3,3,4,5,0,5,0,0,0,16,46,62,120,201,204,152,32,3,0,816,4,3,11,12,9,9,0,0,0,45,6,0,0,0,0,3,0,0,0,14,15,8,11,13,9,13,0,0,0,62,58,69,135,211,213,164,32,3,0,875,40,7,21,20,24,62,173,88,14,442,3,8,5,10,18,13,10,7,4,73,97,82,156,242,248,238,216,99,19,1390,5,14,61,90,90,56,3,0,0,318,58,24,61,100,82,57,9,0,0,395,3,0,6,12,8,7,0,0,0,39,0,0,3,3,5,0,0,0,0,10,72,39,131,199,181,122,15,0,0,764,5,0,0,7,0,8,0,0,0,19,9,3,4,8,3,7,0,0,0,32,13,3,10,15,7,10,0,0,0,54
UCL315034,8,27,45,57,73,47,10,0,0,263,16,12,3,4,5,7,3,0,0,52,0,0,3,3,0,3,0,0,0,6,0,0,0,7,3,0,0,0,0,13,24,35,50,70,85,55,9,3,0,336,0,0,0,3,3,0,0,0,0,9,6,0,0,0,0,0,0,0,0,5,6,0,0,3,3,0,0,0,0,9,27,35,54,75,87,55,9,3,0,345,22,5,3,3,5,15,41,25,4,124,3,0,3,4,4,8,3,0,0,25,50,37,60,80,99,75,58,28,4,494,4,22,22,28,39,26,0,0,0,138,17,12,25,31,32,20,4,0,0,144,0,0,0,0,3,3,0,0,0,10,0,0,0,0,3,0,3,0,0,6,22,37,46,61,76,48,13,0,0,293,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,8,8,0,0,4,0,0,0,0,0,18
UCL315035,15,23,85,124,105,76,5,0,0,431,24,7,11,12,18,11,7,0,0,90,3,0,3,0,3,0,0,0,0,8,5,0,3,0,0,3,0,0,0,12,44,34,93,141,126,89,15,0,0,544,3,6,4,0,0,3,0,0,0,18,10,6,0,0,0,3,0,0,0,20,14,11,4,0,0,6,0,0,0,35,54,40,98,146,126,93,15,0,0,577,24,0,7,5,7,22,46,14,5,123,4,5,6,4,6,7,0,0,3,41,86,46,114,154,135,122,64,14,4,740,3,16,47,55,70,28,3,0,0,227,24,12,35,50,50,33,3,0,0,216,0,0,12,6,3,6,0,0,0,28,4,0,0,0,0,3,0,0,0,10,29,29,92,116,123,71,6,0,0,476,0,4,0,0,7,4,0,0,0,11,0,0,0,4,0,0,0,0,0,6,4,4,0,8,3,4,0,0,0,21
UCL315036,5,6,31,28,24,15,3,0,0,116,0,3,7,4,4,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,8,7,10,37,32,27,14,11,3,0,155,13,4,23,10,10,4,0,0,0,60,0,0,0,0,0,0,0,0,0,4,13,7,21,9,10,4,0,0,0,60,20,17,63,47,38,23,11,3,0,213,28,15,13,18,24,18,15,4,0,130,6,3,9,7,5,3,3,3,0,33,54,36,82,67,64,41,26,12,0,375,3,12,25,23,18,9,3,0,0,96,4,4,13,7,12,6,0,0,0,50,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,12,18,42,39,26,17,3,0,0,157,4,4,13,0,4,0,0,0,0,27,0,3,0,0,0,0,0,0,0,5,4,9,12,3,4,0,0,0,0,36
