UCL_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
UCL314007,77,148,90,133,321,349,265,537,51,1968,4,12,11,46,33,46,33,45,6,240,3,0,0,3,0,0,0,8,0,10,0,4,0,4,7,8,4,3,0,28,0,0,0,0,0,0,0,0,0,3,3,6,0,6,8,3,0,0,0,31,0,0,4,3,10,6,0,0,0,27,5,38,31,47,50,19,10,17,0,211,6,28,20,36,21,11,16,23,3,163,7,5,3,3,11,14,4,12,0,52,0,4,0,3,3,0,0,3,0,17,7,0,5,11,5,3,7,0,0,35,0,0,3,0,4,3,3,4,0,23,0,4,7,16,11,10,5,3,0,51,0,11,12,18,14,13,8,5,0,88,6,6,4,4,26,15,3,5,0,70,19,22,25,57,25,21,14,37,0,211,25,23,43,61,98,34,21,23,9,326,0,3,0,0,0,4,0,0,0,10,0,14,4,8,7,4,0,8,0,47
UCL314008,67,97,71,116,226,235,149,427,47,1446,0,5,4,4,3,6,3,5,0,26,0,0,0,0,3,0,6,17,0,28,0,3,0,7,0,3,4,3,0,26,0,0,0,0,0,4,0,0,0,3,4,0,0,3,0,5,3,3,0,20,0,0,5,0,4,0,0,6,0,16,4,37,31,39,40,11,10,17,5,203,5,29,23,15,13,10,4,14,0,124,0,3,3,4,5,3,3,7,0,27,0,0,0,0,4,0,0,0,0,9,3,4,7,3,6,4,0,0,0,27,0,0,0,3,7,3,0,4,0,21,0,5,6,8,8,9,0,3,0,35,0,14,10,8,10,3,0,8,0,44,9,4,12,7,28,11,5,8,0,83,18,27,31,78,56,33,28,79,3,353,21,23,41,63,61,66,10,29,8,326,0,3,3,0,0,0,4,0,0,10,4,13,8,13,12,7,0,13,0,62
UCL314009,50,92,57,70,158,215,174,458,26,1292,0,7,3,0,0,0,0,3,3,18,0,0,3,4,0,4,10,16,0,42,0,4,0,7,4,3,0,7,0,24,0,0,0,0,4,7,3,7,0,33,0,3,3,5,4,5,0,9,0,32,3,0,3,0,3,3,3,0,0,19,6,38,13,33,26,13,20,6,0,153,6,42,23,26,18,11,6,15,0,145,0,3,3,5,0,0,3,4,0,21,0,7,0,0,0,0,3,0,0,12,0,3,0,3,10,0,0,0,0,17,3,5,3,3,10,0,0,7,0,23,3,6,8,10,7,6,0,0,0,45,5,12,11,14,3,3,4,8,0,59,3,0,6,9,4,3,3,0,0,31,13,22,16,40,10,23,9,25,0,163,8,12,20,42,28,16,16,8,0,148,0,6,0,0,0,0,0,0,0,6,3,9,7,5,11,3,3,0,0,40
UCL314010,42,105,88,135,246,262,162,246,26,1314,6,33,39,76,41,62,32,41,7,337,0,0,0,0,0,0,0,0,0,3,4,6,6,12,7,5,0,0,0,46,0,0,3,0,3,0,0,0,0,8,0,0,0,3,3,0,0,0,0,8,0,0,0,0,10,7,0,0,0,17,6,35,24,28,28,10,7,4,0,144,3,27,10,21,4,4,4,3,3,84,0,8,3,3,0,7,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,0,0,13,0,3,0,0,0,3,0,0,0,13,0,14,6,9,10,3,8,5,0,52,6,10,5,14,6,6,3,3,0,59,3,3,3,8,12,7,3,3,0,42,3,22,22,42,23,22,6,16,0,156,13,20,32,29,14,13,5,6,3,125,0,3,0,3,0,0,0,0,0,14,4,9,8,3,6,5,0,3,0,33
UCL314011,40,64,47,72,174,268,202,421,39,1327,3,10,11,7,0,14,7,16,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,3,19,0,0,0,0,0,0,0,3,0,3,0,0,6,12,3,3,0,0,0,33,0,0,0,3,8,4,3,4,0,26,8,28,34,35,32,29,11,13,3,188,5,46,17,25,22,3,3,14,0,135,0,4,4,3,4,0,4,5,0,26,0,0,0,0,3,4,0,0,0,8,0,0,3,6,9,11,3,0,0,28,0,0,4,0,3,0,0,0,0,9,3,10,8,11,17,16,3,13,3,84,0,23,6,4,4,9,0,4,0,47,3,0,3,8,13,3,0,0,0,37,6,18,18,35,22,25,17,32,0,184,17,12,49,42,57,19,18,11,3,232,0,7,0,0,3,0,0,0,0,10,0,9,3,9,17,3,9,5,0,58
UCL314012,49,74,60,114,246,279,167,308,31,1324,0,3,0,4,3,0,0,3,0,25,0,0,0,0,0,0,0,3,0,8,0,4,0,3,13,11,3,3,0,35,0,0,0,0,4,3,0,0,0,6,0,9,3,4,9,5,10,0,0,36,0,4,5,0,10,4,3,3,0,21,14,39,33,29,43,13,10,10,0,187,5,19,17,24,10,3,5,3,3,86,0,0,6,5,3,5,7,3,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,10,11,5,0,0,0,24,0,0,4,4,10,0,0,0,0,20,0,10,5,7,18,9,3,6,0,57,0,4,3,8,5,6,3,0,0,38,11,6,10,3,31,12,8,3,0,78,8,29,31,53,35,19,21,21,0,222,8,20,42,41,71,32,8,18,0,247,0,4,0,0,0,0,0,0,0,7,0,9,6,7,17,11,3,3,3,46
UCL314013,80,156,88,120,365,459,305,680,24,2281,0,5,0,3,3,5,0,0,0,25,0,0,0,3,3,4,0,3,0,11,0,8,8,9,8,8,10,4,0,61,0,0,0,0,0,3,0,0,0,4,0,19,11,9,14,8,3,6,0,70,0,4,0,7,9,10,4,3,0,30,11,64,43,48,26,18,15,12,0,233,3,55,21,9,9,3,7,4,0,109,0,6,0,0,7,0,3,3,0,19,0,0,3,3,7,5,0,3,0,20,4,8,14,19,26,14,4,4,0,87,0,4,5,10,4,3,4,7,0,39,7,30,20,20,24,18,3,13,0,138,0,14,7,3,5,8,3,0,0,40,24,8,20,25,53,34,23,14,0,210,16,61,47,73,57,63,45,54,5,423,22,38,109,116,96,64,17,26,0,482,0,3,3,0,0,4,0,0,0,12,0,11,15,12,11,8,3,4,0,80
UCL314014,42,79,76,158,319,253,156,241,45,1372,0,13,31,30,29,13,9,3,3,135,0,0,0,0,0,0,0,0,0,3,0,0,7,8,7,3,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,3,0,0,0,18,0,3,0,3,0,3,0,0,0,14,6,36,25,33,32,8,6,11,0,147,4,44,9,17,3,7,6,12,4,103,3,9,3,5,3,0,4,0,0,20,0,0,0,0,3,0,0,0,0,6,0,3,0,3,3,3,0,0,0,14,0,3,3,0,6,0,3,0,0,15,0,5,3,3,9,3,3,3,0,25,3,14,4,4,12,7,0,0,3,54,3,0,3,3,33,15,4,0,0,66,4,11,20,45,21,12,16,35,0,169,15,27,50,59,71,45,7,15,5,296,0,3,0,3,5,0,0,0,0,15,0,8,11,9,7,0,7,4,0,50
UCL314015,33,74,50,87,279,286,199,342,37,1397,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,7,10,28,10,10,8,0,82,0,0,0,0,11,0,0,0,0,8,0,5,6,5,5,6,12,3,0,46,0,0,3,3,16,9,3,0,0,33,5,35,21,30,45,13,8,10,0,173,7,37,7,14,8,3,3,7,3,83,0,3,10,8,7,8,4,11,0,52,0,4,0,0,0,0,4,0,0,11,3,3,0,7,14,12,3,5,0,40,3,0,0,3,7,3,3,3,0,22,3,0,3,12,20,11,6,5,0,59,3,8,3,3,9,5,4,0,0,40,3,3,10,5,24,12,0,0,0,70,7,19,23,44,27,14,4,10,0,157,13,17,29,51,72,18,7,10,0,219,0,5,3,0,0,0,0,0,0,14,0,7,7,9,13,3,0,3,0,42
UCL314016,44,87,69,130,373,243,154,262,41,1403,3,10,4,28,53,11,7,6,0,126,0,0,0,0,0,0,0,8,0,7,0,10,3,12,19,5,4,7,0,63,0,0,0,0,3,0,0,0,0,7,0,3,0,4,3,0,0,3,0,19,0,4,0,3,3,6,0,0,0,28,5,40,26,44,32,12,16,6,3,183,7,48,23,22,20,6,5,8,5,148,0,4,3,11,0,3,0,0,0,24,0,0,0,0,3,0,0,0,0,4,0,0,0,8,7,0,3,0,0,25,0,3,3,3,6,3,0,0,0,15,0,6,4,9,8,9,4,0,0,40,0,17,12,7,15,3,3,0,0,57,12,9,10,4,37,18,6,8,0,104,10,25,19,42,17,16,6,26,3,161,20,30,39,58,57,43,12,24,3,281,0,3,0,0,0,0,0,0,0,8,0,3,8,10,9,7,0,3,0,46
UCL314017,112,90,52,79,214,184,433,1191,51,2417,0,0,0,0,0,0,0,0,0,3,27,10,11,12,23,29,54,153,3,313,0,7,3,3,4,8,6,8,0,40,0,0,0,3,4,0,0,0,0,10,0,4,5,3,3,10,3,7,0,32,0,0,4,0,4,3,0,0,0,11,7,27,23,40,25,16,12,11,0,161,13,55,26,34,28,13,19,29,0,211,3,9,7,6,10,13,4,8,3,56,0,4,0,5,3,0,0,0,0,5,0,4,0,0,5,0,0,0,0,16,0,6,3,4,3,5,6,6,0,36,3,6,7,3,3,0,0,3,0,32,4,15,11,16,10,14,9,14,0,101,4,10,4,10,30,21,17,8,0,112,13,43,39,52,25,28,16,37,0,256,12,33,26,21,27,28,10,9,3,169,0,14,6,5,0,0,0,0,0,29,3,23,5,13,11,4,9,6,0,69
UCL314018,35,77,58,87,288,408,238,442,20,1651,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,4,6,15,16,12,11,0,0,70,0,0,0,0,5,3,0,0,0,11,0,5,8,7,8,6,3,10,0,54,0,3,3,12,7,8,3,0,0,41,14,39,25,34,32,12,6,11,0,171,0,21,14,12,3,8,3,7,0,63,0,3,3,10,9,12,4,5,0,53,0,0,4,0,3,3,0,0,0,16,0,0,9,6,13,18,9,3,0,53,0,0,3,3,5,13,0,0,0,31,7,11,8,21,21,25,7,4,0,110,0,12,13,13,11,9,3,9,0,67,8,6,19,6,32,21,13,4,0,110,17,27,32,39,45,35,17,27,3,247,20,24,59,78,71,37,15,16,3,325,4,9,0,3,0,0,0,0,0,21,0,9,13,7,9,5,8,3,0,56
UCL314019,63,101,61,104,293,341,222,518,38,1743,0,6,3,8,3,5,0,4,0,35,0,3,0,0,5,9,3,9,0,34,0,3,0,0,11,0,8,5,0,36,0,3,0,0,4,4,4,0,0,21,0,9,10,8,6,3,0,3,0,32,0,3,3,3,7,10,4,3,0,30,4,33,19,27,46,22,11,19,3,178,8,31,10,23,20,8,18,14,0,137,0,3,0,7,7,5,3,6,0,39,0,0,0,0,3,3,0,0,0,6,0,3,6,4,11,3,4,4,0,35,0,3,0,3,8,3,4,4,0,28,0,10,8,0,16,4,8,12,0,73,3,12,7,6,8,9,3,8,0,49,10,7,18,9,64,33,12,11,0,162,7,28,25,28,45,28,17,35,0,217,17,19,34,43,105,101,24,50,3,395,0,0,0,0,3,5,0,0,0,12,0,4,7,7,7,13,7,6,0,54
UCL314020,70,111,105,146,301,311,192,392,38,1663,0,0,4,5,4,0,0,3,0,20,0,0,0,0,0,0,0,3,0,6,0,6,4,9,11,13,0,0,0,49,0,0,0,0,3,3,0,0,0,10,0,12,14,8,4,9,4,0,0,57,0,4,0,4,4,0,3,0,0,11,6,57,41,51,41,14,7,10,0,232,4,48,22,22,10,8,3,11,3,139,0,5,7,3,8,11,0,5,0,39,0,0,3,0,4,0,0,0,0,9,3,0,3,9,8,9,3,0,0,36,3,7,0,7,14,4,8,6,0,43,0,17,11,7,12,9,4,3,0,63,3,15,11,6,9,14,0,9,5,66,9,0,6,7,22,8,3,6,0,68,3,24,20,38,22,17,12,15,4,143,23,31,67,107,83,37,17,17,5,392,0,7,5,3,5,4,5,0,0,26,3,10,10,14,9,8,3,0,4,59
UCL314021,57,173,101,152,223,314,132,324,31,1507,0,5,4,3,0,4,0,12,0,28,0,0,0,3,0,0,0,0,0,3,4,11,6,7,3,7,3,0,0,47,0,0,0,3,0,0,0,3,0,4,0,10,3,4,0,10,0,3,0,27,0,0,0,0,5,0,0,0,0,11,7,33,22,35,19,12,5,12,0,146,9,58,25,23,10,13,4,20,3,167,0,5,4,3,0,3,0,3,0,21,3,4,3,4,0,0,0,5,0,24,0,0,3,3,3,6,0,3,0,25,3,4,7,0,7,4,0,13,0,35,0,16,16,16,17,22,4,13,0,109,3,24,13,7,0,5,0,9,0,64,5,8,4,3,10,10,5,12,0,51,21,54,33,49,41,39,22,41,4,291,17,37,60,74,52,39,11,17,5,305,7,5,5,4,4,4,0,0,0,34,3,10,9,4,3,4,3,6,0,48
UCL314022,79,121,68,101,309,429,520,746,27,2388,3,3,3,0,0,3,0,0,0,12,0,0,0,0,0,8,5,5,0,19,9,10,12,7,15,19,35,13,0,114,0,3,0,3,4,3,0,0,0,13,3,21,4,12,13,7,6,20,0,81,3,0,0,0,3,0,3,0,0,11,11,65,47,51,31,18,16,18,4,260,3,69,28,26,12,15,8,14,3,179,8,3,6,9,10,14,4,10,0,66,0,3,3,0,3,0,0,0,0,11,3,3,7,3,11,0,5,4,0,42,3,4,4,5,10,8,5,12,0,49,5,13,11,10,9,6,4,7,3,76,0,19,9,10,11,7,7,10,0,69,5,7,15,10,32,8,3,3,0,90,15,45,50,62,58,32,12,54,0,341,15,39,66,80,55,36,24,14,0,337,0,10,0,3,0,0,0,0,0,18,0,20,18,8,13,7,3,0,0,74
UCL315001,26,36,28,28,94,115,69,145,11,551,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,7,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,6,0,9,0,0,0,0,23,0,3,0,3,0,0,0,0,0,8,3,15,11,14,13,3,0,4,0,70,0,3,3,0,6,4,0,0,0,21,0,3,0,0,4,0,3,3,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,3,0,8,0,0,0,5,4,0,0,0,0,14,3,3,4,6,3,4,0,3,0,31,0,0,0,6,0,0,0,0,0,8,3,0,3,6,20,11,7,0,0,51,3,9,12,13,18,10,3,15,0,88,4,11,16,26,23,18,9,8,0,117,0,3,0,0,0,0,0,0,0,9,0,7,3,8,7,0,0,0,0,22
UCL315002,10,21,4,10,41,49,37,55,10,237,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,3,0,0,0,18,0,10,5,3,3,0,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,8,0,0,4,7,4,4,0,0,0,17,4,8,7,8,8,0,0,3,0,39,5,6,17,8,9,8,0,4,0,63,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5
UCL315003,4,5,5,20,40,28,3,27,3,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,3,0,3,0,21,0,0,0,7,6,3,0,9,0,22,0,0,0,0,4,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,0,0,18
UCL315004,4,3,12,18,55,35,13,40,6,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,5,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,3,0,3,18,0,0,3,0,28,0,0,3,29,20,3,3,13,0,71,0,0,4,13,26,22,7,4,4,67,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,11
UCL315005,21,43,36,59,122,110,63,130,17,590,0,0,3,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,4,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,3,8,6,0,4,0,22,0,0,0,0,0,0,0,0,0,9,5,21,16,22,22,8,5,3,0,102,0,9,3,5,3,4,3,3,0,35,0,3,3,0,5,0,0,7,0,11,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,3,0,0,0,7,0,0,0,0,16,0,4,3,0,3,0,3,6,0,28,0,0,0,0,3,0,0,3,3,16,4,0,0,4,9,7,0,0,0,27,4,13,6,12,4,6,3,6,0,60,5,10,20,28,33,11,8,8,0,126,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,13
UCL315006,73,64,36,45,115,114,222,691,28,1384,0,4,3,0,0,0,0,0,0,6,11,6,10,9,17,16,48,86,3,202,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,3,4,0,25,0,0,0,0,0,4,0,0,0,8,8,12,15,22,12,9,3,3,0,81,6,24,25,18,21,12,5,23,0,141,0,0,0,3,3,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,4,0,0,3,4,3,0,0,10,0,4,0,0,0,0,3,3,0,13,3,15,6,11,3,3,4,7,0,46,8,0,4,3,9,3,3,3,3,33,9,10,10,35,8,18,7,25,3,127,3,13,26,11,10,9,0,8,0,77,0,5,3,0,0,0,0,0,0,8,0,11,3,10,4,7,3,6,0,40
UCL315007,14,32,20,37,94,90,74,122,16,495,0,0,3,5,3,12,8,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,0,23,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,13,10,8,12,4,3,4,0,44,0,21,10,14,3,0,0,0,0,54,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,0,0,0,0,16,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,4,3,0,0,15,0,8,3,4,0,3,3,0,0,26,0,7,4,3,7,0,0,0,0,15,0,8,8,16,9,10,3,4,0,55,3,12,17,29,17,14,3,4,3,97,0,3,3,0,0,0,0,0,0,6,0,3,0,0,4,3,0,5,0,25
UCL315008,22,56,34,38,91,64,45,109,15,462,0,3,0,4,5,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,10,3,18,14,10,12,0,3,4,0,55,0,13,10,15,6,3,0,4,0,55,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,6,0,4,0,0,3,3,0,0,0,10,0,3,4,0,3,3,0,0,0,16,0,0,3,0,3,3,0,3,0,10,3,6,9,7,9,3,0,3,0,39,9,0,25,41,37,6,8,13,4,142,0,0,0,0,0,3,0,0,0,5,0,4,0,3,5,4,4,0,0,20
UCL315009,9,19,11,4,7,11,10,29,4,110,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,16,0,4,4,0,3,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,8,4,5,4,4,4,5,0,3,3,33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
UCL315010,26,38,29,14,107,128,150,280,15,783,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,3,0,5,0,3,6,3,7,4,6,3,0,37,0,0,0,0,3,4,0,0,0,6,0,0,4,0,0,4,3,4,0,25,0,0,3,0,6,4,0,0,0,15,7,21,17,23,17,7,7,10,0,110,0,13,12,9,5,4,7,3,0,55,0,3,5,4,7,3,9,3,0,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,0,0,0,16,0,0,0,3,6,5,0,0,0,18,3,4,10,7,3,3,0,3,0,29,0,9,7,3,7,0,0,4,0,26,7,0,4,0,12,4,4,3,0,40,5,15,18,8,15,8,5,8,0,85,5,12,24,17,27,17,3,0,0,105,0,3,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,0,14
UCL315011,7,8,13,9,42,44,32,84,7,256,0,0,0,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,4,0,12,11,3,3,0,0,29,3,3,0,3,0,0,0,0,0,14,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,3,3,0,0,0,3,0,0,14,0,0,3,0,0,0,0,0,0,7,0,3,3,10,5,3,3,0,0,36,8,3,4,12,8,9,4,3,0,56,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,5
UCL315012,11,19,21,27,43,35,17,50,3,216,0,3,4,5,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,6,7,4,0,0,6,0,30,4,3,8,6,5,3,3,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,3,0,5,0,0,0,0,9,0,3,0,9,0,3,0,3,0,20,0,0,6,10,11,5,0,4,0,38,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5
