UCL_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
UCL522068,0,5,4,3,21,16,0,5,3,61,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11
UCL531777,2418,2747,2134,2596,4057,6875,4705,21714,1008,48266,248,858,632,645,277,713,280,1351,98,5104,85,61,56,49,56,87,142,704,26,1259,54,186,140,184,150,160,80,120,11,1084,5,9,18,17,38,28,18,23,0,151,59,231,151,158,113,171,61,243,21,1205,21,67,49,64,71,98,55,71,0,489,117,760,525,569,414,265,144,248,38,3076,93,632,289,306,140,162,101,457,36,2212,42,173,122,129,103,112,79,127,13,902,5,29,27,23,26,21,7,15,0,149,30,59,67,93,75,87,26,45,4,480,17,73,57,85,89,81,40,46,5,498,62,270,236,248,214,180,101,189,5,1503,39,271,164,170,116,119,56,186,18,1132,110,173,265,229,439,341,141,141,11,1836,232,645,783,832,576,495,320,525,42,4454,261,633,915,1005,760,434,180,251,45,4482,22,136,80,81,56,61,22,62,10,524,50,239,156,168,164,145,63,82,18,1081
UCL579997,12,12,9,0,4,14,7,261,4,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL599994,83,82,78,63,114,138,75,452,43,1128,0,3,0,7,8,20,3,5,0,49,3,0,0,0,0,3,4,22,0,39,0,3,3,0,3,3,3,0,0,18,0,0,0,0,3,0,0,0,0,5,0,0,0,3,3,3,3,3,0,17,0,0,0,0,0,3,0,0,0,4,5,11,11,15,12,6,5,4,0,62,0,7,17,18,19,16,14,38,0,136,0,0,3,0,0,0,4,10,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,4,0,3,5,9,3,5,0,38,0,10,12,3,12,4,0,12,0,53,3,0,0,0,6,5,3,3,0,17,8,11,6,8,0,4,0,7,0,41,13,8,7,9,16,6,3,6,0,67,3,0,0,4,3,0,3,3,0,20,0,3,3,0,3,3,0,0,0,15
UCL603001,1168,3785,2559,3442,8866,8088,4527,6031,611,39080,5,49,34,50,52,42,15,18,0,265,0,0,0,3,0,0,3,8,0,14,39,199,134,132,208,107,54,57,4,929,29,21,27,63,145,75,46,37,0,426,26,97,72,85,78,109,33,32,3,537,19,56,41,58,96,54,33,27,0,382,258,1348,753,809,797,353,197,175,23,4725,113,1365,551,498,375,206,154,192,52,3502,42,65,91,87,112,126,52,45,6,630,41,75,83,109,169,113,46,25,3,665,73,68,132,191,411,149,78,65,8,1176,10,64,59,62,162,77,35,40,3,515,99,305,279,314,455,278,137,152,11,2025,39,334,215,176,229,122,50,67,15,1243,311,220,551,725,1527,607,323,301,30,4597,241,778,857,950,905,645,462,633,32,5502,491,1007,1670,2226,1773,916,419,582,61,9158,27,245,131,131,134,88,45,50,13,859,54,292,224,261,275,129,92,80,5,1418
UCL611001,518,1532,995,1415,3683,3264,1885,2634,271,16182,10,22,17,32,29,12,3,3,0,125,0,0,0,0,0,3,0,3,0,9,22,75,54,61,107,62,36,36,9,466,3,5,7,12,37,30,8,11,0,105,12,45,33,28,25,37,9,10,0,212,13,35,30,34,58,44,11,12,0,240,99,599,377,452,389,147,88,80,22,2247,65,614,282,248,164,62,63,82,28,1606,22,31,31,45,51,30,16,21,0,240,6,20,24,18,56,16,16,9,0,170,30,32,64,102,173,100,36,21,0,568,11,23,20,34,72,41,12,23,0,242,27,107,100,102,152,86,36,51,7,668,17,118,102,81,89,44,24,20,11,497,59,58,136,163,264,146,49,59,7,944,101,324,403,354,398,255,182,264,10,2303,237,462,723,986,736,469,225,247,33,4110,15,70,45,54,51,11,12,12,3,278,28,126,113,98,130,56,33,31,0,614
UCL612001,177,397,274,394,859,881,580,796,88,4454,3,16,19,32,19,20,6,7,0,132,0,0,0,0,0,0,0,0,0,7,14,36,25,37,48,38,19,9,0,225,0,0,0,6,0,7,3,0,0,16,0,17,13,12,11,21,9,0,0,75,0,9,10,11,12,12,3,0,0,53,17,174,127,121,95,28,30,29,0,631,19,155,70,77,46,19,8,23,6,430,11,23,22,25,26,20,8,13,0,139,3,5,4,8,5,8,0,5,0,40,3,5,17,14,34,13,0,0,0,81,4,16,3,6,22,3,10,10,0,75,11,27,23,37,43,24,5,7,0,165,11,45,21,19,33,15,4,5,3,163,15,23,34,29,54,41,16,12,3,225,28,78,106,99,68,44,45,61,7,528,65,114,169,258,203,85,35,53,15,992,6,25,3,3,4,9,0,0,3,48,4,55,28,35,41,13,12,11,0,205
UCL613001,143,331,210,306,826,744,466,727,62,3826,0,7,4,10,10,12,0,3,0,49,0,6,0,0,0,8,3,0,0,20,5,15,28,21,37,33,15,10,3,169,0,0,0,0,4,3,0,0,0,11,3,8,4,7,7,9,4,3,0,53,0,4,6,5,10,7,0,0,0,34,20,171,108,127,95,38,22,22,13,616,10,144,70,71,31,22,13,28,6,397,4,11,6,3,10,8,4,3,0,51,0,8,0,3,9,3,0,4,0,33,4,7,19,15,20,8,5,3,0,74,3,7,7,4,15,6,8,4,0,48,4,20,12,20,37,14,6,9,0,114,3,61,25,33,66,20,6,12,3,222,18,21,27,33,72,35,13,17,0,245,14,64,94,75,106,48,35,39,3,477,60,101,147,231,183,101,39,66,9,946,3,15,0,0,7,0,0,0,0,23,6,27,22,27,20,11,4,5,0,132
UCL613002,91,191,131,188,503,484,342,393,37,2364,9,0,7,10,17,3,3,4,0,47,0,0,0,0,0,0,0,0,0,0,6,17,20,19,34,12,22,8,0,137,0,3,0,0,3,0,0,0,0,8,0,13,8,3,0,10,0,0,0,38,3,3,10,3,8,7,3,3,0,38,17,102,59,62,52,21,14,11,3,354,11,90,38,32,15,13,7,12,5,226,5,10,9,10,5,5,0,8,0,51,0,0,0,3,3,0,3,0,0,10,0,9,6,11,11,8,0,0,0,42,0,3,3,3,13,5,7,0,0,31,0,16,10,11,18,12,4,0,0,79,3,15,8,3,10,6,0,5,0,62,11,12,30,32,30,16,12,13,0,150,12,38,61,66,63,31,22,27,3,323,38,82,90,150,80,50,19,29,7,556,0,6,3,3,0,5,0,3,0,22,0,24,13,18,13,4,8,3,0,81
UCL614001,43,75,60,88,246,239,124,157,31,1057,0,0,7,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,4,11,4,0,0,0,28,0,0,0,0,6,0,0,0,0,13,3,0,4,3,3,3,0,0,0,13,0,3,3,0,4,0,0,0,0,14,12,52,33,33,26,14,0,10,4,184,3,30,16,13,10,3,4,6,3,88,0,8,7,8,5,0,0,0,0,16,0,0,3,0,3,0,0,0,0,5,3,0,7,3,3,0,0,0,0,19,0,0,0,0,8,3,0,0,0,12,0,3,5,3,6,4,0,0,0,20,0,18,4,7,13,3,0,0,0,47,3,3,17,19,11,7,4,10,0,73,4,9,16,26,14,9,3,12,0,87,23,23,50,86,66,18,13,17,3,307,0,4,0,0,3,0,0,0,0,9,0,6,7,12,3,0,3,0,0,38
UCL614002,40,75,47,58,187,180,128,169,25,901,3,0,3,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,4,3,3,3,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,0,0,0,13,0,5,6,0,0,3,0,0,0,22,5,42,24,15,30,6,9,3,3,137,4,26,13,14,9,0,3,14,0,89,0,4,0,0,0,0,0,0,0,16,0,0,3,0,3,0,0,0,0,11,0,0,3,3,4,0,0,0,0,14,0,0,0,3,4,3,5,0,0,15,4,3,4,0,4,5,0,6,0,25,0,9,4,8,7,0,3,0,0,40,3,5,11,12,15,3,3,4,0,56,5,13,17,19,22,10,12,5,3,104,13,32,45,58,37,26,9,13,4,247,0,3,4,0,0,0,0,0,0,7,0,12,8,3,9,4,0,3,0,36
UCL615001,13,15,17,17,30,22,16,18,10,153,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,3,0,0,0,0,26,3,3,4,0,0,0,0,0,0,12,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,7,0,3,4,0,0,0,0,0,0,10,0,6,7,7,9,3,3,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL615002,13,21,22,13,36,29,28,27,11,188,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,4,0,0,0,0,27,5,15,4,6,3,7,4,7,0,44,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,8,0,0,4,0,0,3,0,0,0,9,0,0,3,12,4,0,0,0,0,22,5,3,7,7,3,0,3,0,0,34,0,4,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6
UCL615003,14,20,6,18,42,44,41,58,3,258,0,0,5,0,8,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,11,9,6,0,4,0,0,0,28,3,10,5,3,3,4,3,4,0,32,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,3,3,0,3,0,0,15,0,4,0,0,0,0,0,0,0,7,0,0,0,4,0,4,0,3,0,16,3,7,6,3,3,5,3,4,0,35,5,7,11,0,7,7,0,3,0,40,0,0,4,0,0,0,0,0,0,10,0,0,0,6,5,0,0,0,0,11
UCL615004,25,27,15,42,87,69,49,91,13,418,0,0,0,7,0,3,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,13,0,3,0,0,0,0,0,0,0,3,0,8,3,9,11,0,4,3,0,50,7,12,5,4,3,0,0,4,5,45,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,6,0,0,22,0,7,3,3,0,0,0,3,0,15,3,3,0,6,4,0,0,0,0,25,0,9,12,18,0,3,4,3,0,51,6,7,20,19,19,13,4,9,0,98,0,0,3,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,0,10
UCL615005,35,72,73,106,226,239,123,162,20,1062,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,8,3,9,3,4,3,0,43,0,0,0,3,7,0,3,0,0,20,0,3,5,0,0,0,5,0,0,10,0,0,0,3,3,0,0,0,0,13,10,33,22,40,19,17,4,3,0,141,3,31,19,15,6,3,5,6,0,96,4,3,3,0,3,0,3,3,0,20,0,4,3,0,4,3,0,0,0,17,0,0,6,3,10,3,4,0,0,29,0,0,0,0,3,5,3,0,0,19,0,8,5,4,5,3,0,3,0,38,0,10,11,3,10,3,3,0,0,40,7,7,11,12,31,8,9,7,0,93,4,24,23,27,17,10,6,15,3,124,9,21,45,69,38,16,10,12,4,228,0,3,3,7,5,3,0,0,0,22,4,7,12,6,15,5,3,3,0,53
UCL615006,8,21,9,31,49,38,42,40,4,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,0,4,5,15,3,0,0,0,0,0,0,26,0,6,3,4,3,0,0,3,0,17,0,0,0,0,4,3,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,10,0,0,8,3,6,3,0,3,0,27,3,4,15,13,11,5,3,7,0,61,0,3,0,0,0,0,0,0,0,5,0,4,0,7,0,0,0,0,0,7
UCL615007,19,43,38,52,126,138,91,120,23,653,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,3,4,3,9,6,11,5,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,18,20,21,18,8,7,7,0,95,6,27,17,10,5,3,0,7,0,73,0,5,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,0,3,0,0,4,0,0,0,0,9,0,0,0,0,3,0,0,0,0,13,0,8,9,4,5,0,0,0,3,29,4,4,4,5,5,0,0,0,0,26,3,5,15,16,7,5,4,3,0,58,3,20,28,31,19,5,4,3,3,120,0,0,3,0,3,0,0,0,0,9,0,8,0,4,7,3,0,0,0,13
UCL615008,15,29,23,37,142,120,79,96,12,562,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,0,0,9,0,5,0,0,3,3,0,0,0,12,5,16,12,15,17,7,3,0,0,78,0,10,6,7,8,4,3,4,0,42,0,0,0,0,0,3,0,0,0,6,0,3,0,0,3,0,0,0,0,4,3,4,3,5,11,4,0,0,0,30,3,0,0,0,3,0,0,0,0,6,0,0,0,9,4,0,0,0,0,15,0,0,0,0,0,3,0,0,0,9,5,0,3,3,9,4,0,3,0,27,4,16,4,13,9,11,6,3,0,64,19,9,28,47,28,11,3,5,0,152,0,6,0,3,0,0,0,0,0,9,0,4,5,0,5,0,0,0,0,12
UCL615009,14,16,28,21,65,75,43,57,12,323,0,3,0,3,3,11,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,6,4,0,3,0,5,3,39,0,12,4,8,0,3,0,3,0,33,0,0,0,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,3,0,0,3,0,0,0,6,3,4,4,0,0,0,0,0,0,13,0,6,0,0,3,0,0,0,0,9,3,0,4,4,3,7,4,0,0,29,0,6,9,5,3,3,0,5,0,29,6,11,17,18,6,6,0,4,0,64,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,4,0,0,0,10
UCL615010,24,48,21,53,145,168,70,131,16,680,3,3,6,4,8,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,3,9,5,10,3,6,0,41,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,3,0,0,11,7,29,17,14,22,4,3,7,0,103,3,20,8,14,3,3,5,6,0,64,0,0,7,7,3,3,0,0,0,26,0,0,4,0,3,0,3,0,0,7,0,0,3,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,0,3,0,0,22,0,12,4,0,7,0,0,3,0,24,0,0,0,5,5,6,5,0,0,19,0,7,15,15,10,3,10,6,0,70,11,26,32,31,31,15,5,7,3,160,0,5,0,3,0,0,0,0,0,4,0,3,3,3,3,3,0,0,0,21
UCL615011,17,67,36,45,176,166,111,118,9,750,0,3,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,0,23,0,0,0,0,4,0,0,0,0,8,0,3,4,3,4,0,0,0,0,14,0,3,0,3,5,0,0,0,0,15,4,20,21,25,19,4,0,4,0,98,0,24,4,13,7,3,0,0,0,57,0,0,0,4,0,0,3,0,0,8,0,0,0,0,3,0,0,0,0,10,0,3,9,5,8,6,0,0,0,26,0,0,0,4,7,3,0,3,0,14,0,5,3,9,11,4,3,3,0,28,3,3,4,0,0,0,0,0,0,13,4,6,12,15,12,0,3,0,0,45,6,14,24,24,17,14,9,16,0,114,9,22,35,41,38,21,0,8,3,173,0,5,3,3,0,0,0,0,0,15,0,8,4,5,4,3,0,3,0,29
UCL615012,26,48,45,68,185,126,80,98,6,685,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,4,11,13,9,3,0,0,50,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,5,0,16,0,0,0,0,0,0,0,0,0,6,3,19,17,21,14,5,0,5,0,85,4,9,9,0,4,0,0,4,0,30,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,6,0,0,0,11,0,3,0,0,0,0,0,0,0,4,0,0,0,4,10,3,0,0,0,28,0,3,7,4,0,5,3,0,0,19,0,4,3,0,7,3,0,0,0,29,3,12,9,10,11,5,0,9,0,54,9,25,19,39,36,21,10,6,0,161,0,3,6,0,0,5,0,0,0,13,0,6,0,4,0,3,3,0,0,23
UCL615013,23,36,24,31,104,128,74,102,9,529,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,3,3,0,0,19,0,3,0,0,3,0,0,0,0,9,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,7,3,19,7,13,21,3,3,0,0,70,3,20,3,8,3,0,0,0,0,36,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,0,0,0,4,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,4,0,11,0,3,5,3,6,8,0,3,0,26,0,4,0,4,3,0,0,0,0,17,3,0,10,5,21,6,4,4,0,58,0,4,15,14,15,5,3,7,0,63,9,11,34,34,26,4,3,0,0,121,3,0,0,0,0,0,0,3,0,4,0,4,3,3,5,0,0,0,0,23
UCL615014,15,39,31,59,175,152,93,104,13,681,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,0,21,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,7,0,0,0,11,0,0,0,5,0,0,0,0,0,3,4,19,14,18,14,11,3,3,0,84,3,23,15,9,7,0,4,0,0,60,0,0,0,3,3,3,3,0,0,18,0,8,3,4,4,0,0,0,0,15,0,0,5,4,5,3,0,0,0,18,0,0,0,0,3,0,0,0,0,9,3,3,0,3,5,3,0,0,0,23,0,12,8,0,3,4,0,0,0,29,5,4,10,24,36,9,3,9,0,94,5,6,9,11,18,5,0,4,0,67,3,13,29,38,20,9,11,9,0,142,0,0,0,0,0,0,0,0,0,5,0,4,8,4,6,0,0,0,0,29
UCL615015,31,46,40,64,133,133,82,137,14,663,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,8,3,5,3,5,0,3,0,28,3,0,0,0,3,0,0,0,0,6,0,7,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,0,26,16,11,10,7,0,3,0,83,0,28,6,10,9,5,0,4,0,70,0,4,3,3,4,0,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,3,6,6,0,6,0,3,0,18,0,4,3,0,9,3,0,0,0,22,7,3,7,15,19,4,6,3,0,65,7,8,9,13,13,10,4,9,0,82,17,19,33,30,26,25,8,5,0,155,0,0,0,0,3,0,0,0,0,3,0,5,4,0,3,0,0,0,0,11
UCL615016,20,35,36,61,168,120,83,107,14,642,0,3,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,5,3,8,4,4,3,0,35,0,0,0,0,3,3,0,0,0,9,0,3,0,0,0,5,0,0,0,8,0,3,0,0,3,5,0,0,0,12,6,22,26,16,23,7,4,7,4,114,4,19,8,0,3,3,3,3,0,42,0,0,0,7,0,5,0,0,0,14,0,0,3,0,3,0,0,0,0,10,3,0,6,3,7,3,3,0,0,21,0,0,0,0,5,0,0,0,0,9,0,7,3,3,0,4,0,0,0,16,0,4,6,5,0,0,0,0,0,18,3,0,5,11,3,4,0,4,0,34,0,5,9,12,15,8,0,5,0,57,7,15,25,32,26,19,5,7,0,145,0,4,4,0,0,0,0,0,0,11,0,4,9,7,6,3,0,0,0,38
UCL615017,30,43,25,46,126,132,87,137,6,628,0,0,3,4,3,6,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,5,0,9,8,11,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,4,0,0,0,0,10,8,32,17,13,9,11,0,3,0,95,3,16,5,8,5,0,4,6,0,48,0,0,3,5,3,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,14,3,3,3,0,0,3,0,3,0,16,3,0,5,5,7,3,7,0,0,24,0,0,3,5,0,3,3,0,0,24,0,0,4,5,6,5,3,0,0,29,0,6,12,15,18,12,6,14,0,81,9,16,33,38,18,10,10,11,4,152,0,0,0,0,0,0,0,0,0,3,3,11,3,3,3,3,0,0,0,31
