UCL_CODE_2016,R_0_74_LT_Real_estate_agent,R_0_74_LT_Ste_terr_hsg_auth,R_0_74_LT_Psn_not_Sme_hhd,R_0_74_LT_hs_coop_com_ch_g,R_0_74_LT_Other_Lld_type,R_0_74_LT_Lld_type_ns,R_0_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_hs_coop_com_ch_g,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_hs_coop_com_ch_g,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_hs_coop_com_ch_g,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_hs_coop_com_ch_g,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_hs_coop_com_ch_g,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_hs_coop_com_ch_g,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_hs_coop_com_ch_g,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_hs_coop_com_ch_g,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_hs_coop_com_ch_g,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_hs_coop_com_ch_g,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_hs_coop_com_ch_g,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_hs_coop_com_ch_g,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_over_LT_Psn_not_Sme_hhd,R_950_ovr_LT_hs_coop_com_ch_g,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_hs_coop_com_ch_g,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_Psn_not_Sme_hhd,Tot_LT_hs_coop_com_ch_g,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL422037,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
UCL422038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10
UCL422039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,13
UCL422040,0,0,0,0,0,3,3,0,3,0,0,0,0,3,6,3,6,0,0,0,17,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,8,0,0,4,37
UCL422041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,8,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,16
UCL422042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,15
UCL422043,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,7,0,0,0,5,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,23,0,0,3,25
UCL422044,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,8,0,0,3,0,0,0,8,0,0,7,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,3,0,9,33
UCL422045,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9
UCL422046,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,0,0,8,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,23
UCL422047,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,19
UCL422048,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,8,0,0,0,6,0,0,7,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,0,0,3,28
UCL422049,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,6,0,0,0,10,4,0,4,0,0,0,10,0,0,3,0,0,0,4,5,0,5,0,0,0,17,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,26,0,0,0,48
UCL422050,0,12,0,0,10,4,28,0,67,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,82,0,3,9,4,101
UCL422051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9,3,0,0,8,0,0,10,3,0,0,0,0,0,7,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,11,14,0,0,43
UCL422052,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,4,13
UCL422053,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,4,0,12,5,0,8,0,0,0,10,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25,0,3,0,36
UCL422054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6
UCL422055,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,4,0,20
UCL422056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,10,0,6,0,0,0,12,4,0,5,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,3,33
UCL422057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,19
UCL422058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,9
UCL422059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,9,0,10,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,14,0,0,0,30
UCL422060,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,10,0,3,0,18,0,0,5,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,0,3,0,29
UCL422061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,16
UCL422062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,13,0,0,0,12
UCL422063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,12
UCL422064,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,6,0,0,0,10,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,27,0,0,0,33
UCL422065,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12
UCL422066,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,27,0,24,0,4,0,0,16,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,0,52,3,61
UCL422067,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5
UCL422068,0,5,0,4,3,0,17,0,8,0,3,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,3,20,0,25,0,9,6,7,49
UCL431777,5,61,810,62,645,678,2262,8,107,125,50,53,4,334,81,46,667,40,245,7,1092,269,21,628,30,171,13,1126,172,0,397,0,69,3,654,344,3,376,0,62,12,798,388,0,310,0,20,8,721,224,0,152,0,12,0,392,49,0,38,0,4,0,87,21,0,20,0,3,0,46,6,0,8,0,0,0,20,5,0,3,0,0,0,6,3,0,0,0,0,0,4,3,0,8,0,0,0,7,36,31,219,20,198,13,512,1613,263,3753,207,1492,731,8063
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL501001,231,1101,2959,165,225,1607,6284,41,1330,176,198,48,30,1808,295,7798,1330,490,229,96,10230,701,3817,2063,923,344,77,7917,1055,1459,1971,214,203,42,4945,4529,1328,3526,179,789,65,10407,19117,1084,9786,189,1040,139,31354,40464,471,16815,159,1500,215,59613,18829,81,6970,43,513,78,26521,6474,29,2128,17,122,12,8772,2719,21,865,6,42,16,3666,1455,13,438,3,25,6,1948,776,13,195,3,22,5,1004,1300,12,464,4,48,5,1843,1259,1064,1684,241,367,242,4860,99238,19604,51353,2832,5505,2640,181172
UCL511001,7,56,85,8,14,56,222,0,49,9,7,3,0,67,11,362,45,11,9,3,442,60,223,104,90,21,10,499,63,65,125,15,28,3,294,400,68,259,19,45,10,798,1348,44,684,20,61,17,2164,1630,6,534,13,54,8,2241,222,0,58,3,7,0,292,29,0,9,0,0,0,46,6,0,3,0,0,0,11,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,0,4,0,3,0,14,54,54,44,11,13,12,190,3838,936,1959,183,255,114,7285
UCL512001,0,24,58,8,15,51,164,4,33,5,23,9,0,75,11,184,37,47,5,3,294,29,148,64,37,22,5,308,34,68,73,12,16,0,201,174,71,153,18,19,0,449,589,27,305,17,29,5,968,499,4,158,9,15,8,694,60,3,22,0,0,0,84,6,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,17,36,23,15,3,4,98,1430,616,903,184,146,79,3354
UCL512002,4,8,37,4,10,23,86,0,24,3,3,3,0,38,4,200,19,0,4,0,237,8,142,32,20,15,0,230,18,36,28,0,13,0,95,38,27,57,6,11,0,150,274,17,163,0,26,4,495,778,0,259,0,22,3,1070,148,0,47,0,8,0,200,12,0,6,0,0,0,20,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,8,14,27,30,5,7,3,78,1312,497,680,42,127,42,2701
UCL512003,3,42,71,3,19,31,168,0,39,9,7,6,0,65,16,257,49,4,15,4,349,129,141,71,25,21,4,397,154,68,120,4,40,3,386,288,60,200,12,35,6,601,612,58,290,18,62,0,1034,386,20,172,0,15,3,599,54,0,27,0,0,0,81,3,0,4,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,12,25,37,33,3,20,3,122,1677,727,1063,78,222,49,3820
UCL512004,6,27,37,3,30,24,131,8,20,3,18,4,0,62,12,170,30,18,46,0,282,44,155,50,12,107,0,373,82,66,56,0,55,3,266,250,109,115,0,84,0,559,541,52,192,0,74,4,863,548,11,156,0,15,3,739,226,0,45,3,9,3,289,85,4,12,0,8,0,107,16,0,3,0,0,0,23,3,0,7,0,0,0,8,3,0,0,0,0,0,3,3,0,0,0,0,0,3,29,33,20,0,27,9,122,1861,652,731,61,468,48,3816
UCL513001,4,27,17,5,49,44,147,0,27,3,0,3,0,35,5,153,6,3,20,3,187,14,133,13,9,66,5,249,7,70,16,0,72,0,167,35,96,13,0,87,0,241,87,80,32,3,75,3,279,170,29,58,0,45,3,308,188,9,44,3,18,0,262,137,4,33,0,13,0,187,91,5,21,0,14,0,139,44,3,11,0,0,0,63,19,0,4,0,4,0,25,29,0,9,0,5,0,38,22,54,18,3,36,3,135,846,689,308,27,515,68,2458
UCL513002,3,9,18,0,18,21,69,5,12,4,7,3,0,38,3,65,28,9,8,3,111,39,52,48,17,23,4,178,40,21,41,0,8,3,113,84,25,74,3,17,3,202,146,11,119,5,11,0,297,107,5,72,0,3,4,196,23,0,13,0,0,0,37,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,4,0,26,454,210,427,44,103,38,1271
UCL513003,28,31,18,0,673,77,831,7,23,0,0,31,0,55,10,98,7,0,104,0,221,29,70,3,0,114,0,217,15,52,8,0,85,0,162,71,70,14,0,121,0,278,204,63,11,3,117,0,400,324,17,38,0,52,3,442,222,4,21,0,40,0,290,136,3,17,0,22,0,174,87,0,12,0,12,0,107,76,0,3,0,10,0,89,35,0,11,0,7,0,50,58,3,9,0,20,0,93,90,39,20,0,169,7,320,1395,467,183,8,1582,92,3725
UCL513004,46,38,9,0,478,48,622,6,25,0,0,40,0,71,14,84,0,4,424,4,530,26,91,4,0,81,0,204,34,48,5,0,61,0,145,84,85,14,3,73,0,259,175,35,18,0,34,0,263,251,26,20,3,21,3,333,170,20,10,3,18,0,220,97,0,6,0,3,0,108,63,3,0,0,8,0,75,36,0,3,0,5,0,46,15,0,3,0,0,0,20,52,0,8,0,10,0,76,86,42,12,3,133,4,275,1161,494,122,23,1389,62,3259
UCL514001,0,9,5,0,3,16,38,0,4,0,0,0,0,7,0,58,10,0,0,0,69,23,41,25,3,0,3,96,37,22,38,0,6,0,112,86,7,61,0,6,0,161,66,8,37,0,3,0,113,29,0,19,0,4,0,50,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,6,13,0,3,0,26,251,163,204,6,27,16,676
UCL514002,0,0,10,0,3,5,23,0,3,0,0,0,0,5,0,7,4,0,0,0,14,0,7,5,0,3,0,12,0,3,7,0,4,0,18,3,0,3,0,3,0,13,24,0,25,0,0,0,51,148,0,65,0,3,3,224,120,0,35,0,3,0,166,13,0,3,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,0,0,0,6,321,21,176,0,16,12,555
UCL514003,0,3,3,0,6,4,19,0,3,0,0,0,0,3,0,32,6,0,0,0,44,3,12,9,7,4,0,34,3,9,10,0,5,0,31,34,10,18,0,3,0,67,90,8,54,0,6,0,157,170,0,111,0,7,3,288,48,0,28,0,0,0,79,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,0,3,0,19,351,75,257,13,34,5,745
UCL514004,0,8,14,0,3,6,35,0,12,0,0,0,3,13,3,69,4,3,7,5,93,4,58,17,4,12,0,95,24,27,24,0,14,0,87,70,21,26,0,4,0,123,93,12,57,0,14,0,178,56,3,27,0,9,0,91,19,0,4,0,0,0,25,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,4,0,0,0,25,279,223,179,7,63,11,769
UCL514005,0,0,10,0,0,11,22,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,0,0,7,0,0,11,0,0,0,15,15,0,16,0,0,0,33,161,0,46,0,0,0,211,212,0,80,0,3,6,301,28,0,18,0,0,0,49,7,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,13,439,0,196,0,13,15,661
UCL515001,0,0,4,0,0,3,8,0,0,0,0,0,0,0,0,14,0,3,0,0,18,3,4,7,0,0,0,17,9,3,3,0,0,0,18,22,0,6,0,0,0,29,22,0,3,0,0,0,25,9,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,67,20,25,5,5,3,128
