UCL_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL522013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,7,7,16,8,6,3,0,0,0,42,0,0,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,5,7,17,8,19,3,0,0,0,47,0,0,0,3,0,0,0,0,3,7,0,0,4,0,0,0,0,11,12,24,8,28,5,3,0,0,82
UCL522014,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,23,4,0,0,0,0,0,30,0,9,3,3,0,0,0,0,20,0,15,13,5,6,0,0,0,44,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,5,3,19,16,11,7,4,0,0,58,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,16,9,54,26,15,13,4,3,0,129
UCL522015,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,10,0,0,0,0,4,0,0,0,9,5,8,3,5,6,3,6,0,40,3,0,0,0,0,0,0,0,6,0,0,0,3,3,3,0,0,8,5,13,3,9,8,3,7,0,51,0,0,0,0,0,0,0,0,0,3,0,0,3,12,7,8,0,34,15,15,11,17,24,15,13,0,115
UCL522016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,3,3,0,0,0,16,0,0,3,8,3,6,0,0,21,0,21,8,11,9,5,5,0,60,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,4,21,9,11,9,11,5,0,67,0,0,0,0,0,0,0,0,5,3,14,3,7,5,15,7,0,48,4,37,15,31,20,30,10,0,158
UCL522017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,3,0,0,8,0,3,0,0,3,0,0,0,10,0,0,4,5,7,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,0,0,27,0,0,3,0,0,0,0,0,6,3,4,7,3,9,13,0,0,42,9,14,10,12,21,17,3,0,85
UCL522018,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,8,9,13,7,0,0,0,39,4,3,5,5,7,4,0,0,24,6,18,16,26,9,6,3,0,91,7,0,0,0,0,0,0,0,7,0,0,3,0,3,0,3,0,10,10,18,22,26,13,8,3,0,105,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10,5,0,24,22,32,42,50,31,20,9,0,199
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,3,0,0,5,0,0,0,7,3,5,3,11,3,0,0,3,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,7,10,3,11,3,0,0,3,36,0,0,0,0,0,0,0,0,0,0,7,0,0,5,4,0,0,19,7,15,14,18,11,6,7,5,80
UCL522020,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,8,0,3,3,3,3,3,0,0,19,0,0,3,0,4,0,0,0,6,8,7,8,8,6,0,0,0,40,8,3,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,20,11,7,14,12,0,0,0,62,0,0,0,0,0,0,0,0,0,10,11,9,4,9,3,0,0,41,31,29,27,24,32,10,0,0,141
UCL522021,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,3,0,0,20,0,7,4,3,5,3,4,0,21,3,5,11,5,7,9,3,0,42,3,0,3,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,3,5,13,5,11,9,3,0,48,0,0,0,0,0,0,0,0,3,3,3,4,10,6,11,3,0,42,7,22,25,20,24,22,11,0,141
UCL522022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,3,0,0,3,3,0,0,13,3,9,0,6,10,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,9,3,10,8,5,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,5,0,25,3,10,8,11,18,14,8,0,76
UCL522023,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,4,3,5,0,0,0,0,16,0,0,5,5,5,3,0,0,16,4,5,7,15,4,4,8,0,46,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,4,8,7,20,5,6,8,0,59,0,0,0,0,0,0,0,0,0,7,3,8,11,9,11,6,0,45,9,14,24,40,18,19,10,0,142
UCL522024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,14,0,0,0,0,3,9,0,0,19,8,7,4,15,8,13,8,0,49,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,13,8,6,8,15,9,16,8,0,62,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,3,24,8,11,18,17,27,34,5,3,121
UCL522025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,8,3,0,0,11,0,0,0,6,3,3,0,0,17,3,11,9,13,11,5,3,0,53,0,0,0,0,0,0,0,0,3,5,0,0,0,3,4,0,0,12,10,11,5,14,18,9,3,0,72,0,0,0,3,0,0,0,0,6,3,6,4,3,7,0,5,0,36,15,18,11,27,38,18,8,0,142
UCL522026,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,3,8,0,0,19,0,0,0,0,3,0,3,0,8,0,0,0,4,4,7,3,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,7,7,3,32,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,3,0,32,10,11,3,13,15,31,13,5,93
UCL522027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,9,0,7,8,4,4,0,0,0,23,16,20,19,7,6,16,5,0,78,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,16,23,20,7,6,16,6,0,93,0,0,0,0,0,0,0,0,0,3,3,5,0,0,11,4,0,28,22,37,31,18,16,21,6,0,155
UCL522028,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,10,0,3,3,3,9,0,0,0,17,3,15,8,3,15,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,18,9,3,13,3,0,0,56,0,0,0,0,0,0,0,0,0,8,8,3,6,3,3,4,0,28,15,31,19,10,24,3,3,0,107
UCL522029,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,7,4,3,0,0,0,22,0,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,13,7,4,3,0,0,0,33,0,0,0,0,0,0,0,0,0,11,3,8,6,5,3,0,0,36,13,23,17,11,11,3,0,0,76
UCL522030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,17,0,0,0,3,0,0,0,0,3,3,4,3,0,3,0,0,0,17,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,3,8,3,5,6,0,0,0,27,0,0,0,0,0,0,0,0,0,16,20,9,4,0,3,0,0,56,24,29,20,8,6,3,0,0,99
UCL522031,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,3,0,3,0,3,4,3,0,0,12,0,0,6,3,3,6,4,0,22,3,3,9,19,18,17,8,0,71,3,0,0,0,3,0,0,0,8,0,0,0,0,6,3,0,0,14,10,3,9,18,25,24,8,0,88,0,0,0,0,0,0,3,0,4,3,3,0,5,9,12,10,0,45,15,12,13,34,42,48,21,0,183
UCL522032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,15,9,6,3,3,7,0,0,0,29
UCL522033,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,7,4,3,0,0,0,0,13,0,7,0,0,3,0,0,0,8,0,7,3,4,7,3,0,0,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,7,4,3,11,7,0,0,33,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,7,17,18,10,14,15,7,0,75
UCL522034,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,4,0,0,0,0,4,3,8,7,3,8,4,0,0,45,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,6,7,14,9,8,4,0,0,51,0,0,0,0,0,0,0,0,0,3,7,4,3,8,0,4,0,22,10,14,18,18,17,10,5,0,94
UCL522035,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,5,3,5,8,3,0,0,0,0,18,0,3,0,0,3,3,0,0,9,5,6,9,7,6,5,0,0,42,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,4,6,11,9,6,9,0,0,47,0,0,0,0,0,0,0,0,3,10,3,4,5,3,5,7,8,32,20,20,21,19,14,17,6,9,123
UCL522036,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,0,5,7,0,8,0,0,0,16,0,6,0,8,8,0,0,0,18,3,5,3,8,5,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,6,11,4,0,0,32,0,0,0,0,0,0,0,0,0,4,12,6,7,19,3,8,0,62,10,34,12,23,41,11,8,0,141
UCL522037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,8,5,0,0,23,4,10,6,10,20,6,0,0,59,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,7,5,11,6,14,20,10,0,0,67,0,0,0,0,0,0,0,0,0,4,3,3,10,17,5,3,0,45,8,14,18,30,43,25,6,0,139
UCL522038,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,8,9,3,0,0,0,21,0,3,4,4,0,0,0,0,14,3,31,16,19,12,0,0,0,84,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,40,17,19,14,0,0,0,91,0,0,0,0,0,0,0,0,0,8,43,27,28,14,3,0,0,119,15,90,55,56,28,3,0,0,250
UCL522039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,3,0,3,0,0,0,7,0,9,3,3,0,0,3,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,3,3,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,6,0,7,7,0,0,24,3,17,12,11,18,7,3,0,64
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,20,20,3,0,4,0,0,51,8,21,22,6,0,4,0,0,67
UCL522041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,13,0,3,0,0,0,0,0,0,8,0,13,8,6,8,4,0,0,38,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,14,8,10,15,5,0,0,44,0,0,0,0,0,0,0,0,0,4,5,0,4,14,4,4,0,44,7,22,14,15,28,12,3,0,111
UCL522042,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,7,0,3,6,3,0,0,24,0,0,3,0,4,0,0,0,15,0,11,5,11,8,10,0,0,45,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,6,4,11,6,13,11,10,0,0,60,0,0,0,0,0,0,0,0,0,17,21,25,20,24,22,3,0,117,25,38,42,39,45,40,6,0,223
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,0,3,0,14,0,4,0,3,5,0,0,0,13,9,17,9,3,3,3,0,0,47,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,20,7,3,5,3,0,0,52,0,0,0,0,0,0,0,0,0,0,3,5,0,3,3,3,0,22,9,32,22,10,19,10,6,0,103
UCL522044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,8,3,0,0,0,21,0,5,0,6,0,3,0,0,23,4,11,4,7,8,5,3,0,39,4,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,3,11,8,4,7,11,11,3,0,51,0,0,0,0,0,0,0,0,0,3,3,6,19,8,6,11,3,56,12,22,15,39,20,22,13,0,153
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,5,0,8,5,0,0,28,0,3,0,0,3,0,3,0,15,4,16,14,3,10,0,0,0,47,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,6,5,15,10,3,13,0,5,0,61,0,0,0,0,0,0,0,0,0,6,9,3,3,8,14,6,9,58,10,37,25,10,35,21,17,9,163
UCL522046,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,4,0,3,5,3,0,14,3,0,0,6,5,3,0,0,19,3,5,21,16,16,5,0,0,71,3,0,0,0,0,0,0,0,7,0,3,0,0,0,3,0,0,5,13,6,21,23,17,9,0,0,81,0,0,0,0,0,0,0,0,0,8,3,5,7,5,6,5,0,31,19,16,31,30,35,19,7,0,154
UCL522047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,6,0,3,0,4,0,0,0,0,5,0,7,3,3,4,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,4,4,3,0,0,33,0,0,0,0,0,0,0,0,0,4,9,0,6,4,0,0,0,25,8,27,10,18,10,7,0,0,76
UCL522048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,14,12,6,0,0,0,0,45,12,18,15,6,3,0,0,0,51
UCL522049,8,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,3,9,15,21,9,9,3,0,62,0,3,6,14,11,15,7,0,51,4,13,15,23,13,8,0,0,78,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,10,13,14,25,16,10,0,0,93,0,0,0,0,3,0,0,0,4,5,3,9,14,15,11,6,0,52,15,29,50,72,50,45,18,0,285
UCL522050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,9,3,12,0,3,7,3,3,0,32,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,6,12,0,4,5,3,3,0,41,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,18,4,17,9,11,12,8,9,0,76
UCL522051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,9,4,0,0,0,23,0,0,3,3,3,0,0,0,16,0,3,11,17,14,4,0,0,48,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,6,17,11,4,0,0,54,0,0,0,0,0,0,0,0,0,3,0,0,6,8,0,0,0,20,4,14,23,34,22,7,4,0,119
UCL522052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,0,0,21,0,4,3,3,5,0,3,0,14,4,4,6,3,9,0,3,0,35,7,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,6,9,7,8,4,15,0,3,0,47,0,0,0,0,0,0,0,0,0,0,10,5,3,10,13,6,0,44,13,28,23,17,34,20,8,0,134
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,6,0,0,0,0,18,0,3,0,4,3,0,0,0,9,3,9,4,0,5,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,11,6,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,31,60,33,29,24,16,6,0,204,41,81,48,33,37,16,6,0,259
UCL522054,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,7,0,3,0,3,3,5,0,0,10,0,3,3,12,5,8,6,0,33,7,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,3,5,12,6,8,3,0,43,0,0,0,0,0,0,0,0,0,7,11,7,4,12,5,7,3,56,12,21,14,26,21,17,19,3,122
UCL522055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,3,0,0,0,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,6,3,0,19,0,0,0,0,0,0,0,0,0,3,11,7,4,5,3,0,0,37,9,13,6,10,12,8,3,0,73
UCL522056,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,5,6,0,0,0,21,0,4,3,0,6,3,0,0,17,9,11,6,10,11,7,0,3,58,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,9,10,15,16,7,0,3,71,0,0,0,0,0,0,0,0,0,3,4,8,0,5,13,4,3,41,13,30,22,16,32,26,3,9,154
UCL522057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,8,3,3,4,7,4,0,0,0,19,0,0,0,0,0,0,0,0,0,7,6,0,0,3,3,0,0,21,8,8,5,5,11,4,0,0,50
UCL522058,0,0,0,0,3,0,6,0,0,4,0,0,0,0,0,3,0,0,3,6,12,3,4,0,28,0,0,3,4,10,7,4,0,24,0,4,7,9,22,4,6,0,59,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,13,0,4,10,11,27,9,9,0,70,0,0,0,0,0,0,0,0,0,0,3,0,7,5,7,10,0,36,0,10,19,31,48,26,33,0,163
UCL522059,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,4,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,12,0,7,5,4,4,0,0,40,19,7,16,9,6,5,0,0,69
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,9,13,8,8,0,0,0,0,47,9,22,11,15,6,0,0,0,71
UCL522061,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,7,3,3,0,0,0,0,16,0,0,3,0,0,0,0,0,0,3,8,3,5,0,0,0,0,27,5,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,8,10,14,6,8,0,0,0,0,38,0,0,0,0,0,0,0,0,0,8,5,3,3,3,0,0,0,26,11,31,17,18,9,0,0,0,85
UCL522062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,16,0,0,3,8,3,0,0,0,12,0,15,3,7,4,4,0,0,35,0,3,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,3,3,24,6,10,8,4,0,0,51,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,11,3,35,7,18,11,12,6,0,92
UCL522063,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,8,3,0,0,0,0,19,0,5,3,0,3,0,3,0,14,7,22,5,8,7,9,0,0,58,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,7,8,22,6,10,8,10,0,0,69,0,0,0,0,0,0,0,0,3,6,10,7,4,8,8,3,3,49,22,41,23,18,29,15,4,3,161
UCL522064,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,3,3,0,0,0,0,23,0,3,0,3,0,0,0,0,8,0,3,3,3,0,3,0,0,17,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,3,3,3,3,3,0,0,23,0,0,0,0,0,0,0,0,4,3,7,8,0,6,4,0,0,25,12,26,22,9,8,9,0,0,84
UCL522065,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,8,0,3,0,0,0,19,0,3,6,8,13,4,0,0,44,9,7,27,11,8,10,3,0,74,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,9,9,25,14,15,11,6,0,85,0,0,0,0,0,0,0,0,4,9,5,10,13,12,7,4,0,59,19,20,58,45,44,27,9,0,213
UCL522066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,0,4,3,3,0,0,0,0,11,3,7,4,11,14,7,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,11,14,13,0,0,48,0,0,0,0,0,0,0,0,0,3,11,0,3,7,11,8,0,48,8,27,6,17,24,22,11,0,120
UCL522067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,3,3,0,0,0,10,0,3,10,13,9,4,0,0,39,0,0,0,0,0,0,0,0,5,0,0,3,0,3,3,0,0,9,0,3,10,16,9,5,5,0,48,0,0,0,0,0,0,0,0,3,0,12,3,4,7,3,3,0,27,7,14,16,20,19,11,4,0,93
UCL522068,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,15,13,4,5,0,0,0,47,3,6,0,3,0,0,0,0,13,0,3,4,0,0,0,0,0,5,7,24,17,10,5,0,0,0,64,0,0,0,0,0,0,0,0,0,21,5,10,9,5,3,0,0,53,35,38,34,17,13,3,0,0,134
UCL531777,418,473,450,319,77,14,2095,15,237,362,473,460,188,31,0,1762,526,2487,3035,2752,2271,1305,352,50,12781,368,1206,1872,2653,2544,1483,364,66,10551,2361,5354,5453,6267,4912,2396,627,112,27478,507,362,323,321,231,101,18,7,1866,172,329,547,638,630,426,107,23,2870,3043,6042,6317,7225,5777,2922,747,137,32210,51,84,116,176,177,154,60,13,831,2839,4301,4025,4015,3302,2350,1040,241,22119,6849,14682,16148,17771,14982,8722,2682,522,82357
UCL579997,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,10,8,5,0,0,3,0,31,0,13,20,17,9,0,0,0,55,0,41,39,32,11,0,0,0,134,0,3,3,0,0,0,0,0,5,0,4,3,3,0,0,0,0,13,6,49,46,34,10,0,0,0,145,0,0,0,0,0,0,0,0,0,7,29,20,24,9,0,0,0,87,11,106,100,83,31,4,3,0,338
UCL599994,24,17,15,12,0,0,117,0,15,5,6,16,6,3,0,48,58,227,89,47,63,35,10,0,522,20,73,35,51,77,42,3,0,308,78,227,166,169,202,103,17,3,969,20,16,13,9,12,5,0,0,65,7,29,11,15,29,19,0,0,114,108,273,191,197,236,123,14,3,1147,10,9,5,3,5,7,4,0,43,177,385,315,357,222,142,26,5,1633,374,1033,673,680,633,368,58,13,3820
UCL603001,1744,1513,1227,761,244,84,7537,78,663,779,917,750,417,104,26,3727,1451,5443,4790,3632,3433,2072,760,319,21909,452,1597,2060,2366,2167,1666,809,288,11414,2404,4892,4024,4036,3551,1999,1116,361,22382,582,514,314,227,202,130,34,21,2022,208,349,433,490,569,391,219,106,2760,3193,5752,4767,4747,4314,2518,1373,491,27160,69,140,113,160,190,209,172,56,1114,1705,1787,1603,1757,1917,2001,1630,930,13332,7041,17268,15859,15106,14002,9637,5088,2194,86205
UCL611001,403,401,308,216,44,8,1770,18,180,203,234,219,103,29,12,995,512,1777,1686,1379,1135,619,204,90,7396,236,637,819,976,877,564,288,87,4488,1203,2190,1819,1881,1609,1030,504,166,10399,329,254,165,121,77,55,14,8,1022,129,167,210,222,235,163,88,37,1250,1660,2607,2193,2222,1920,1249,611,214,12672,29,55,62,50,61,70,44,29,405,928,755,679,822,823,1008,733,413,6165,3404,6373,6046,6084,5350,3824,1951,851,33887
