UCL_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL514001,7,21,5,7,5,3,3,3,0,63,10,13,18,27,14,0,5,4,0,100,32,17,414,113,74,25,124,56,14,879,6,0,8,19,15,5,12,12,0,72,9,3,4,10,10,8,16,3,0,66,0,0,0,0,0,0,0,0,0,3,10,3,6,10,3,8,22,19,8,88,86,197,470,203,139,55,186,109,21,1466
UCL514002,25,32,18,19,24,15,3,14,0,140,39,21,16,43,30,29,4,15,5,200,80,17,369,74,49,37,61,61,9,750,7,7,0,8,4,17,4,6,0,46,14,3,13,16,16,7,8,5,0,80,6,3,0,3,4,0,0,0,0,24,4,6,14,9,13,12,9,5,3,72,269,476,468,233,194,153,93,149,22,2046
UCL514003,21,25,18,21,16,14,12,15,0,133,28,31,30,57,25,19,12,24,0,217,96,27,386,71,42,60,55,98,9,836,6,0,6,11,5,8,8,10,0,54,5,7,11,17,16,10,3,6,0,79,3,3,3,3,0,6,5,3,0,27,7,3,12,15,9,9,8,10,14,78,252,448,502,266,149,162,106,242,30,2156
UCL514004,9,29,11,14,3,3,6,4,0,79,18,21,7,40,24,6,3,4,0,129,69,32,238,90,58,40,43,58,10,636,3,0,7,12,20,4,0,11,0,61,6,7,4,15,12,12,6,9,0,69,3,0,0,3,3,0,0,0,0,10,6,7,5,8,15,9,8,13,3,74,158,313,294,211,160,86,75,112,15,1430
UCL514005,22,44,18,38,25,19,6,7,0,177,31,48,28,76,43,12,9,19,0,273,91,47,511,131,84,55,93,115,11,1132,0,5,8,11,6,6,10,8,0,60,7,9,18,21,11,13,13,10,0,99,3,3,4,3,4,3,0,6,0,27,4,5,15,7,15,9,12,14,7,82,226,427,618,324,243,139,138,205,26,2351
UCL515001,0,7,0,0,3,3,0,0,0,12,0,0,0,3,3,3,0,0,0,13,11,0,38,18,4,9,6,15,0,101,3,0,0,3,0,4,0,3,0,12,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,3,0,21,23,27,44,36,22,27,7,27,3,214
UCL515002,0,4,3,0,0,0,0,0,0,12,3,3,9,3,11,0,0,4,0,35,12,4,87,17,15,11,16,17,0,178,0,0,0,0,4,4,0,3,0,14,0,0,5,0,3,0,3,8,0,19,0,0,0,0,3,0,0,0,0,3,0,0,4,0,4,0,0,4,3,22,29,65,109,31,48,16,20,40,5,357
UCL515003,3,8,4,5,0,0,0,3,0,27,3,8,0,8,3,3,0,0,0,24,13,6,77,22,7,4,15,16,0,156,0,0,0,0,5,0,3,3,0,13,4,3,4,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,3,4,3,0,18,47,88,88,51,22,17,26,27,0,375
UCL515004,3,7,3,0,3,0,0,0,0,22,0,3,7,20,4,3,3,5,0,46,18,10,96,22,32,14,23,20,3,247,3,5,4,3,7,3,0,6,0,25,5,0,0,3,7,3,0,3,0,26,0,0,3,3,3,0,0,0,0,8,3,4,0,0,0,5,8,0,4,23,45,93,115,58,64,28,41,46,11,492
UCL515005,0,13,11,4,8,3,0,0,0,34,6,3,4,10,5,0,0,0,0,32,12,15,97,24,15,12,18,35,4,237,3,0,0,5,4,3,0,4,0,19,3,0,4,3,8,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,4,7,0,19,31,102,118,57,51,24,31,53,3,471
UCL515006,7,18,8,10,8,0,0,3,0,58,16,8,9,18,24,9,0,12,0,101,47,18,153,42,42,28,34,50,4,425,4,3,4,10,15,3,3,6,0,49,4,5,8,11,7,4,0,7,0,47,3,4,3,3,3,0,0,3,0,20,3,3,10,9,10,4,4,16,7,67,120,222,205,125,136,50,47,109,21,1038
UCL515007,4,8,3,8,8,6,3,4,0,38,6,0,6,3,5,0,0,0,0,24,24,7,90,15,15,3,9,27,8,204,3,3,0,0,3,5,3,0,0,16,3,0,3,3,0,3,0,5,0,16,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,0,0,3,0,13,71,109,119,42,57,28,21,56,4,501
UCL515008,3,14,3,7,5,0,3,0,0,33,3,0,3,3,5,3,5,3,0,32,14,15,91,3,20,4,24,15,3,192,0,0,3,0,0,0,0,0,0,8,0,4,0,3,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,22,48,79,114,24,52,7,46,28,3,399
UCL515009,8,12,3,3,11,3,0,0,0,43,5,11,3,13,9,4,0,5,0,49,19,9,85,29,19,12,6,31,3,211,0,0,0,3,4,4,0,3,0,17,3,0,3,0,0,3,0,4,0,28,0,3,0,3,3,0,0,0,0,9,0,0,0,0,0,4,3,3,0,20,79,161,107,68,67,46,17,58,10,614
UCL515010,3,14,3,6,8,3,0,3,0,47,17,12,3,25,13,0,0,3,0,67,24,22,94,59,32,12,11,28,5,293,0,0,0,5,12,3,3,7,0,34,3,3,3,11,4,0,3,7,0,30,0,3,0,4,3,0,0,0,0,7,8,7,3,18,6,3,0,0,8,57,80,261,115,166,98,31,17,51,20,846
UCL515011,3,8,0,3,9,0,0,4,0,41,3,8,10,9,6,4,0,3,0,50,20,0,106,22,27,11,30,27,8,249,0,0,0,0,3,4,0,0,0,14,3,0,3,10,7,3,0,3,0,26,0,0,0,0,0,3,0,3,0,10,5,4,0,0,0,6,3,8,6,36,51,99,122,58,59,32,46,62,12,550
UCL515012,3,14,0,9,4,0,3,0,0,36,14,4,3,18,9,0,0,3,0,54,21,14,141,28,38,17,32,19,3,321,0,3,3,4,4,3,3,3,0,19,0,3,3,7,0,0,3,3,0,27,0,0,0,0,3,0,0,0,0,4,3,5,3,4,0,0,5,0,0,17,70,165,163,91,66,27,43,40,5,661
UCL515013,13,9,9,7,5,3,0,11,6,63,9,12,16,11,14,10,0,6,0,78,46,25,159,38,34,12,24,37,3,381,3,3,3,10,8,3,0,7,0,42,3,7,3,3,12,3,0,6,0,37,0,0,0,4,0,0,3,3,0,8,0,3,6,5,3,3,0,7,4,38,120,171,215,105,97,42,29,78,22,887
UCL515014,0,0,0,3,0,0,0,0,0,8,4,5,0,11,0,3,0,0,0,24,6,11,18,8,7,4,0,0,0,60,0,0,3,3,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,11,28,84,29,46,17,8,0,5,4,226
UCL515015,3,0,6,3,6,0,3,4,0,28,4,5,9,13,5,3,6,20,0,58,22,3,116,23,28,10,22,35,3,262,3,3,0,5,3,0,4,3,0,23,3,0,3,3,7,3,0,10,0,32,0,0,0,0,0,0,0,10,3,17,0,0,0,4,3,6,3,18,5,43,50,56,150,63,54,34,42,162,13,634
UCL515016,0,0,4,4,3,0,0,4,0,21,4,3,8,8,3,4,0,0,0,24,15,10,58,11,16,3,10,16,0,157,0,3,0,0,0,0,3,6,0,12,0,0,0,8,0,0,4,3,0,20,0,0,0,0,0,0,0,0,0,3,9,3,4,0,3,0,4,4,0,25,48,59,83,39,32,10,24,37,0,331
UCL515017,11,10,3,9,3,0,0,3,0,34,0,6,0,3,0,0,0,0,0,21,9,5,53,20,11,4,5,27,7,138,5,0,0,0,3,0,0,5,0,16,4,3,0,8,4,0,0,3,0,25,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,4,4,0,20,44,59,52,41,29,20,18,46,10,313
UCL515018,0,4,5,7,0,0,0,0,0,14,4,3,3,9,3,6,7,3,0,37,3,8,115,12,17,3,49,9,0,230,0,0,0,0,0,3,0,0,0,6,0,0,8,3,3,0,7,3,3,22,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,6,3,0,17,19,63,134,32,27,11,77,27,9,404
UCL515019,5,9,3,7,3,0,0,3,0,31,13,3,3,17,7,3,0,3,0,50,23,14,129,39,29,18,23,53,6,338,0,0,0,3,3,3,0,19,0,38,3,0,3,7,5,6,0,7,0,28,0,0,0,0,0,0,0,0,0,4,9,0,7,3,0,4,10,23,3,61,71,172,161,89,52,37,35,114,10,746
UCL515020,17,42,6,18,11,0,6,0,0,95,20,13,11,33,21,10,5,15,0,131,58,41,197,53,48,24,40,37,14,516,4,4,3,8,15,6,0,6,3,53,3,9,6,18,5,8,3,3,0,52,0,3,0,0,0,0,0,0,0,10,5,6,6,8,15,9,8,8,7,65,165,388,248,192,166,64,64,82,24,1391
UCL515021,7,14,0,9,8,3,0,0,0,36,6,6,10,16,3,0,5,3,0,44,17,10,88,26,14,12,15,25,4,206,0,0,0,0,4,7,0,0,0,15,3,0,3,4,7,5,0,0,0,20,0,3,0,0,0,0,0,4,0,9,0,0,3,3,3,0,0,0,3,16,55,142,110,62,51,26,23,32,9,511
UCL515022,8,11,7,6,7,0,0,3,0,50,8,5,7,17,19,9,0,7,0,69,51,14,205,63,54,22,48,49,5,500,3,0,3,4,7,9,5,7,0,37,6,0,4,9,8,3,8,5,0,40,0,0,0,4,0,0,0,0,0,7,3,0,3,4,7,8,10,11,4,53,99,185,231,121,110,59,68,88,9,972
UCL515023,7,12,0,3,3,0,0,0,0,32,0,10,0,12,8,0,4,0,0,42,29,10,121,24,22,15,37,26,3,294,3,0,3,0,9,4,0,3,0,27,4,0,0,3,6,0,5,7,0,23,0,0,3,0,0,0,0,0,0,4,5,4,5,3,3,0,10,5,3,34,76,127,139,60,60,32,59,50,8,609
UCL515024,6,7,0,5,3,3,0,0,0,22,3,0,0,8,0,3,0,3,0,22,21,6,61,18,17,11,23,17,0,171,0,0,3,3,3,3,0,5,0,16,3,0,0,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,3,3,6,3,0,4,0,23,39,60,76,44,40,26,24,31,3,353
UCL515025,3,6,7,7,3,0,0,3,0,28,3,3,3,7,5,0,4,0,0,23,26,0,61,23,24,5,15,27,3,196,0,0,0,7,3,3,0,3,0,21,4,0,3,5,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,9,0,18,48,57,83,53,47,19,25,43,6,377
UCL515026,3,27,5,10,3,4,3,4,3,61,21,11,4,41,11,11,3,11,0,104,37,16,167,69,25,24,26,41,3,415,5,4,7,7,7,7,9,10,0,55,7,3,4,12,7,3,0,10,0,49,0,0,0,0,3,0,3,0,0,13,3,6,10,11,4,13,3,8,4,67,102,265,211,176,79,78,45,95,12,1060
UCL515027,14,7,14,6,3,0,5,0,0,60,19,13,20,23,14,6,25,3,0,130,57,19,418,44,35,10,142,52,12,788,0,3,0,3,7,4,11,13,0,36,0,0,9,4,11,0,18,4,0,50,0,3,0,0,0,0,5,0,0,19,4,3,10,9,6,0,17,8,5,64,152,225,533,105,100,34,236,87,23,1500
UCL515028,7,0,5,0,3,3,4,3,0,17,4,4,11,10,0,5,9,3,0,40,10,12,126,4,18,0,56,10,0,234,0,3,0,3,0,3,0,5,0,12,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,5,0,3,21,31,60,152,33,31,12,89,26,7,431
UCL515029,10,8,3,11,9,3,0,0,0,42,7,8,11,15,7,5,7,0,0,63,21,15,168,60,35,13,55,37,17,420,0,0,0,4,6,4,3,8,0,26,0,3,0,3,3,3,0,0,0,26,0,0,0,0,0,0,0,3,0,8,0,0,8,3,3,3,3,3,3,33,58,117,207,117,68,33,78,54,24,765
UCL515030,11,10,8,9,7,3,0,3,0,50,3,6,11,10,9,0,0,6,0,44,23,12,133,24,25,14,24,29,4,293,3,3,3,0,12,3,3,8,0,29,4,7,0,3,6,5,0,12,0,34,0,0,0,0,0,0,0,0,0,0,5,6,0,3,10,4,7,9,5,47,74,101,150,62,73,31,38,68,11,612
UCL515031,8,11,3,4,3,3,3,0,0,39,13,14,10,11,13,3,3,3,0,72,37,7,325,25,41,4,131,18,8,585,0,3,0,4,0,0,0,0,0,14,5,0,5,0,11,0,11,0,0,32,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,13,6,3,29,104,156,364,66,83,16,170,35,16,999
UCL515032,3,8,10,4,5,0,5,4,0,36,7,5,3,16,6,8,0,5,0,51,11,4,104,26,21,8,34,35,5,253,0,0,3,0,4,3,4,4,0,21,0,3,3,3,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,11,4,0,6,3,0,0,0,3,3,26,36,68,136,62,44,29,54,62,7,504
UCL515033,4,0,0,0,4,0,3,0,0,13,3,4,0,8,0,3,0,0,0,16,13,5,48,14,4,5,7,14,0,128,0,0,4,0,3,0,0,0,0,15,0,0,0,3,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,3,22,36,56,59,33,18,18,12,23,3,254
UCL515034,0,6,3,6,3,0,0,3,0,22,8,8,7,5,4,3,0,4,0,43,15,7,132,39,12,5,36,18,3,272,0,0,3,0,7,5,3,3,0,17,0,0,3,9,3,0,0,4,0,20,0,0,0,0,0,0,0,0,0,3,0,4,4,10,0,0,11,11,0,36,33,59,153,78,36,12,55,44,6,478
UCL515035,0,3,4,0,4,0,3,0,0,16,5,5,12,7,7,0,5,0,0,42,4,5,156,16,21,5,58,8,10,286,0,0,0,3,0,0,9,0,0,10,0,0,3,3,3,0,0,6,0,15,0,0,3,0,0,0,0,0,0,3,0,0,5,0,3,3,8,3,0,25,16,53,197,33,42,7,88,19,9,472
UCL515036,4,14,3,9,4,3,0,3,0,43,3,15,3,18,12,0,0,4,0,52,17,9,71,33,19,14,17,26,0,202,3,0,0,7,7,0,0,0,0,18,0,3,0,3,3,0,6,7,0,23,0,0,3,0,0,0,0,0,0,8,5,0,0,0,0,6,4,3,0,22,57,119,86,82,59,24,27,47,6,507
UCL521001,3,3,3,0,0,0,0,0,0,16,0,3,3,3,3,0,5,0,0,16,5,0,53,11,11,3,11,4,3,95,0,0,0,0,0,3,0,3,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,0,6,8,24,61,12,19,6,19,16,3,168
UCL521002,0,4,3,9,3,0,0,5,0,21,0,0,0,3,5,0,0,3,0,11,8,10,42,18,9,5,14,14,0,117,0,0,3,3,0,3,0,0,0,10,0,0,0,0,5,0,0,4,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,10,15,31,49,36,21,9,17,21,0,204
UCL521003,3,4,0,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,0,17,3,7,18,9,4,5,9,4,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,16,19,22,27,20,15,6,10,9,4,137
UCL521004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,0,0,0,0,18,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,3,8,4,0,0,3,0,55
UCL521005,3,3,0,0,3,0,3,0,0,17,0,0,4,9,7,0,0,0,0,15,7,5,54,6,8,3,29,9,8,127,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,5,0,12,29,52,68,24,26,8,47,13,4,266
UCL521006,0,11,0,0,3,0,3,0,0,22,3,0,0,6,3,0,0,0,0,18,3,9,62,13,18,3,20,16,0,144,0,0,0,3,4,3,0,3,0,8,0,0,0,4,3,3,0,3,0,21,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,8,18,51,67,31,44,12,24,26,3,270
UCL521007,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,4,0,6,5,3,0,3,3,0,32,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,9,12,16,9,12,9,10,4,12,0,75
UCL521008,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,5,0,5,6,5,3,0,0,0,27,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,16,16,12,13,6,3,0,8,4,79
UCL521009,3,3,0,3,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,11,8,0,20,13,0,0,3,3,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,20,27,27,21,7,3,9,6,0,114
UCL521010,0,0,0,0,0,0,0,0,0,5,0,3,0,5,4,0,0,0,0,15,5,4,36,15,5,3,7,10,3,87,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,9,7,21,39,24,16,9,15,14,3,143
UCL521011,3,3,0,0,0,0,0,0,0,6,7,3,8,3,3,0,0,0,0,22,8,0,33,11,9,3,10,7,0,91,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,13,33,47,19,23,4,10,14,0,165
UCL521012,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,8,3,24,9,8,4,14,3,0,69,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,9,35,26,16,13,4,12,3,3,125
UCL521013,7,0,0,4,3,0,0,0,0,15,0,5,3,0,0,0,0,0,0,11,14,3,34,3,16,0,6,9,0,83,0,0,0,0,3,0,0,0,0,5,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32,47,10,31,6,9,9,0,169
UCL521014,3,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,5,10,6,11,3,8,0,3,20,3,63,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,12,0,15,17,15,15,8,15,0,7,37,5,126
UCL521015,0,3,0,3,0,0,3,0,0,11,3,0,3,0,3,0,3,0,0,21,11,9,48,21,10,9,10,6,0,126,0,0,0,3,0,0,0,0,0,5,0,4,0,0,3,3,0,3,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,26,39,55,32,27,13,22,17,6,230
UCL521016,0,3,0,0,0,0,0,0,0,11,3,0,4,3,0,0,0,0,0,18,0,3,28,5,12,0,16,7,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,19,13,21,33,20,16,3,20,12,0,150
UCL521017,3,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,9,13,3,24,5,6,3,11,9,0,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,12,25,29,27,15,19,6,13,11,0,152
UCL521018,3,5,3,0,0,0,0,0,0,14,0,3,4,0,3,0,0,0,0,14,19,7,40,17,7,4,4,10,0,100,0,0,0,0,0,3,0,3,0,10,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,32,32,50,20,11,6,7,20,3,186
UCL521019,3,0,0,0,3,0,0,0,0,5,4,0,3,5,3,0,0,3,0,23,15,5,38,5,5,8,10,8,0,85,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,34,26,54,20,19,10,7,13,0,193
UCL521020,5,3,3,0,0,0,0,0,0,10,0,3,0,4,0,3,0,0,3,13,4,3,22,11,3,4,5,6,0,64,0,3,0,8,0,0,0,3,0,16,3,0,0,5,0,0,0,3,0,12,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,26,29,32,26,14,15,5,14,5,179
UCL521021,0,3,0,0,3,0,0,0,0,9,0,0,3,0,4,0,0,0,0,6,3,4,29,3,0,0,14,6,5,71,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,9,12,20,29,15,18,6,14,12,5,125
UCL521022,3,0,0,0,3,0,3,0,0,17,0,0,4,5,3,0,3,0,0,16,16,5,31,0,13,5,8,16,3,96,3,0,0,0,3,0,0,0,0,5,0,3,3,0,0,0,0,3,0,10,3,0,0,0,0,0,0,0,0,10,0,0,0,3,0,3,3,3,0,9,41,26,48,19,24,13,19,32,3,216
UCL521023,11,3,4,0,3,8,0,3,0,33,3,0,0,4,5,0,0,3,0,18,16,3,26,8,3,5,0,4,3,70,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,16,59,78,30,32,20,28,3,19,3,273
UCL521024,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,6,4,3,26,4,5,3,8,11,0,57,0,0,0,0,4,0,0,0,0,8,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,6,15,22,37,13,12,5,9,10,0,122
UCL521025,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,8,0,18,3,3,0,9,3,0,49,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,14,17,22,12,16,4,9,3,3,90
UCL521026,3,6,0,4,0,0,0,3,0,16,3,5,4,13,0,3,0,0,0,26,3,5,19,15,6,3,0,6,4,65,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,3,16,24,86,22,50,17,11,3,21,9,245
UCL521027,3,3,0,0,3,0,0,0,0,17,0,0,3,4,4,4,0,0,0,23,16,0,50,15,8,0,14,9,3,113,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,9,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,30,33,58,28,34,6,22,12,8,226
UCL521028,3,4,3,0,0,0,3,0,0,13,0,0,0,3,0,3,0,0,0,9,5,3,38,5,3,0,7,8,0,72,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,15,26,45,11,14,12,13,10,0,148
UCL521029,0,8,0,4,0,0,0,0,0,17,4,8,3,3,4,0,0,3,0,23,6,3,42,10,10,0,11,11,0,106,0,0,0,0,0,3,0,0,0,6,0,3,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,0,0,0,5,24,46,53,31,23,11,15,12,0,217
UCL521030,3,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,3,0,0,13,3,0,50,3,12,3,19,7,0,94,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,13,6,19,66,13,19,3,36,8,0,161
UCL521031,3,0,0,3,0,0,0,0,0,7,0,0,0,3,3,0,0,3,0,13,0,0,32,15,3,0,5,6,0,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,17,21,15,37,26,14,0,12,15,6,145
UCL521032,10,8,0,3,3,0,0,0,0,25,0,0,0,3,0,0,0,0,0,14,13,3,37,14,5,7,13,14,0,106,0,0,0,0,0,0,0,3,0,6,5,0,0,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,7,10,3,4,0,0,3,3,8,0,27,59,50,46,31,20,16,19,31,3,274
UCL521033,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,12,10,5,36,0,3,4,5,3,3,70,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,20,22,45,10,14,8,11,11,3,140
UCL521034,4,4,0,0,3,0,0,0,0,9,3,0,0,3,3,0,0,3,0,17,7,3,24,5,6,0,8,14,0,67,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,14,0,15,3,0,0,3,3,0,0,3,0,14,21,26,32,14,18,6,15,42,3,171
UCL521035,3,0,0,0,0,0,0,0,0,9,0,3,0,3,3,0,0,0,0,15,3,0,14,5,3,0,5,3,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,12,17,18,22,13,5,11,7,0,102
