UCL_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
UCL321035,0,10,11,3,0,24,0,0,3,12,23,0,42,0,0,0,0,0,0,3,0,0,0,0,11,0,18,0,0,0,3,13,3,20,4,0,25,40,192,20,285
UCL321036,3,21,3,10,0,46,0,3,8,3,13,0,28,0,0,0,0,0,0,0,4,0,0,5,6,0,9,0,0,0,0,6,0,4,15,9,52,47,135,13,270
UCL321037,0,11,5,4,0,21,3,0,3,11,18,0,35,0,0,0,0,0,0,0,0,0,0,4,11,3,20,0,0,0,3,4,0,6,5,3,22,51,138,15,234
UCL321038,3,6,6,3,0,24,0,0,5,11,17,0,29,0,0,0,0,0,0,6,0,0,0,0,5,0,8,0,0,0,0,0,0,10,13,3,37,38,101,11,200
UCL321039,3,15,0,10,0,29,4,0,14,10,12,0,40,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,5,3,9,5,5,57,28,94,11,202
UCL321040,0,6,0,8,0,16,0,0,13,9,11,0,34,0,0,0,0,6,0,8,0,0,0,3,7,0,8,0,0,0,0,5,0,6,0,4,36,39,104,12,192
UCL321041,5,15,3,5,0,38,5,3,16,10,9,0,41,0,0,3,3,0,0,6,0,0,0,0,6,0,14,0,0,0,0,7,0,7,11,14,75,46,133,17,301
UCL321042,7,13,3,4,0,36,9,8,14,10,12,0,52,0,0,0,5,0,0,8,0,0,0,0,4,0,8,0,0,8,3,6,4,13,21,18,72,49,101,16,266
UCL321043,0,8,4,6,0,17,4,0,8,10,11,0,32,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,5,0,13,10,7,31,44,86,6,190
UCL321044,3,9,3,4,0,25,0,3,6,6,3,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,6,20,26,67,15,128
UCL321045,0,12,0,7,0,28,3,0,5,6,5,0,27,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,8,0,12,10,5,35,27,87,5,164
UCL321046,0,14,0,7,0,24,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,3,6,5,43,23,114,11,199
UCL321047,0,3,0,5,3,16,0,0,0,3,6,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,4,5,7,8,21,13,87,12,134
UCL321048,3,24,12,12,3,60,4,0,34,19,23,8,89,3,0,0,3,12,0,19,0,0,0,3,25,0,30,4,0,4,3,14,3,35,18,7,125,87,328,29,596
UCL321049,0,0,3,7,0,11,0,0,9,11,19,3,37,0,0,0,0,0,0,0,0,0,3,0,8,0,11,0,0,0,0,11,4,13,3,0,14,24,100,19,158
UCL321050,3,14,6,7,7,41,0,8,13,15,15,4,49,0,0,0,0,0,0,7,0,0,0,0,12,0,10,0,0,0,0,11,3,18,6,14,60,63,168,26,327
UCL321051,3,16,4,8,0,34,3,3,15,10,7,0,38,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,3,11,13,50,25,59,12,171
UCL321052,0,11,4,3,0,20,0,0,0,12,9,4,27,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,7,3,11,0,3,23,28,97,14,165
UCL321053,0,8,0,5,0,14,4,0,3,4,6,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,20,5,36,5,76
UCL321054,3,5,6,0,0,16,0,0,3,5,8,0,23,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,3,7,0,5,22,22,77,10,131
UCL321055,0,3,6,4,0,19,0,0,3,4,10,0,18,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,3,4,3,3,13,21,88,14,142
UCL321056,0,15,3,9,0,35,0,0,9,5,12,0,33,0,0,0,0,0,0,4,0,0,0,0,10,0,10,0,0,0,0,4,3,6,8,0,35,32,96,15,179
UCL321057,3,4,0,6,0,18,0,0,0,6,11,0,17,0,0,0,0,0,0,0,0,0,0,3,21,5,29,0,0,0,0,0,3,3,0,3,6,15,93,12,132
UCL321058,0,9,0,3,0,10,0,0,4,10,4,0,20,0,0,0,0,0,0,3,0,0,3,0,4,0,12,0,0,0,0,0,3,5,4,5,21,24,67,16,133
UCL321059,0,5,4,5,0,15,0,0,6,7,4,3,21,0,0,0,3,0,0,7,0,0,0,0,5,0,7,0,0,0,0,3,0,6,9,0,43,28,89,13,183
UCL321060,3,17,0,3,0,21,0,0,9,5,3,0,20,0,0,0,0,4,0,4,0,0,3,0,6,0,14,0,0,0,0,4,0,9,4,7,50,30,131,19,236
UCL321061,0,7,7,9,0,21,0,0,4,10,12,3,29,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,5,4,4,9,23,80,14,140
UCL321062,0,3,3,6,0,13,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,3,0,4,22,43,3,73
UCL321063,4,9,0,7,3,22,0,0,13,9,11,6,40,0,0,0,0,0,0,0,0,0,0,4,9,4,16,0,0,0,0,3,3,10,0,12,38,37,129,29,244
UCL321064,0,10,5,3,0,24,0,0,5,8,14,0,33,0,0,0,0,0,0,0,0,0,0,3,10,0,12,0,0,0,0,4,0,12,3,3,27,34,90,4,168
UCL321065,0,7,0,6,0,13,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,3,8,3,0,18,23,77,15,136
UCL321066,8,17,4,9,0,49,10,4,22,12,6,0,60,0,0,0,0,3,0,3,0,0,0,3,18,0,19,0,0,3,0,4,0,19,23,20,98,62,143,10,352
UCL321067,0,8,0,0,0,9,0,0,7,10,10,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,3,0,19,22,70,12,123
UCL321068,3,6,3,0,0,17,0,0,3,3,5,0,20,0,0,0,0,3,0,3,0,0,0,0,4,0,10,0,0,0,0,0,0,0,3,3,23,25,71,7,131
UCL321069,3,14,0,16,3,34,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,5,3,13,4,79,14,125
UCL321070,0,12,0,10,0,33,4,4,28,15,18,0,69,0,0,3,0,0,0,5,0,0,0,0,9,0,9,0,0,0,0,3,8,11,14,7,71,42,133,16,284
UCL321071,3,13,0,9,0,23,0,0,6,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,20,29,62,5,127
UCL321072,3,13,7,4,3,38,3,0,8,14,14,0,40,0,0,0,0,0,0,3,0,0,0,0,9,3,16,0,0,0,0,3,3,8,13,9,40,47,136,27,268
UCL321073,3,12,0,3,5,26,0,0,0,3,11,4,20,0,0,0,0,0,0,0,0,0,0,0,7,5,11,0,0,0,0,0,5,5,3,4,15,10,35,29,98
UCL321074,5,12,12,8,0,42,3,0,17,13,12,0,54,0,0,0,3,0,0,3,0,0,0,3,7,0,15,0,0,3,3,6,0,10,19,8,67,67,121,10,292
UCL321075,3,11,0,4,0,22,5,0,17,18,8,0,48,0,0,0,3,3,0,9,0,0,4,0,3,0,9,0,0,0,3,3,3,11,12,4,59,40,80,9,213
UCL321076,0,8,0,4,0,18,0,0,3,5,11,0,26,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,3,0,9,11,3,26,27,89,6,160
UCL321077,0,9,0,3,0,15,0,3,7,7,15,0,27,0,0,0,0,0,0,3,0,0,0,0,8,0,12,0,0,0,3,4,3,7,3,4,26,25,96,9,160
UCL321078,3,9,3,3,3,20,0,0,10,9,15,0,25,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,8,0,8,0,3,29,32,156,6,225
UCL321079,6,30,8,13,5,59,0,0,9,4,19,0,34,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,3,0,3,0,10,3,11,49,30,130,14,235
UCL321080,3,9,0,3,0,20,0,3,10,4,3,0,25,0,0,0,0,6,0,3,0,0,0,0,3,0,6,0,0,3,0,7,0,12,6,11,50,32,118,12,221
UCL321081,3,12,3,7,0,21,0,0,6,6,6,0,29,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,3,6,0,9,4,3,29,36,85,8,161
UCL321082,5,14,3,3,0,20,5,0,10,11,11,0,36,0,0,0,0,0,0,3,0,0,3,0,7,0,12,0,0,3,0,6,3,16,11,10,45,58,145,9,269
UCL321083,0,0,0,3,0,3,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,3,47,11,72
UCL321084,0,0,0,3,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,6,0,6,6,0,16,17,99,6,139
UCL321085,3,5,5,8,0,25,0,0,15,11,8,0,31,0,0,0,0,0,0,3,0,0,0,3,3,3,10,0,0,0,0,0,0,3,8,7,28,32,103,13,185
UCL321086,3,20,0,12,3,43,3,4,10,7,11,4,43,0,0,0,0,0,0,0,0,0,0,4,5,0,10,0,0,0,0,9,5,12,15,8,46,39,103,23,232
UCL321087,3,27,11,16,0,68,6,7,27,21,36,5,92,0,0,3,0,0,0,3,0,0,0,0,16,0,21,0,0,0,0,8,3,17,9,13,67,64,266,19,444
UCL321088,0,3,3,3,0,13,0,0,3,5,9,5,27,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,5,0,3,3,0,10,23,49,12,95
UCL321089,0,16,3,6,0,26,0,0,7,6,9,0,28,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,4,0,4,5,3,30,19,95,3,153
UCL321090,0,10,9,18,0,39,3,3,12,8,12,0,49,0,0,0,0,0,0,0,0,0,0,4,8,3,16,0,0,0,3,9,5,13,10,8,49,48,159,11,279
UCL321091,3,13,3,3,0,24,3,0,13,3,4,0,21,0,0,0,0,0,0,4,0,0,0,3,6,0,7,0,0,0,0,6,0,6,10,7,51,38,97,23,229
UCL321092,0,4,0,3,0,16,0,3,3,3,6,0,14,0,0,0,0,4,0,7,0,0,0,3,7,3,7,0,0,0,0,0,0,0,4,0,12,18,52,5,96
UCL321093,4,17,8,4,0,61,3,3,22,4,3,5,43,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,39,14,103,28,33,11,230
UCL321094,0,12,0,12,0,22,0,0,8,3,7,0,24,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,4,3,22,23,90,3,149
UCL321095,0,14,0,9,0,29,0,0,0,4,11,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,4,4,10,4,0,23,18,82,11,139
UCL321096,0,7,0,0,0,15,0,0,4,7,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,5,4,9,27,25,72,11,143
UCL321097,0,3,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,16,7,37,3,63
UCL321098,7,21,5,7,0,48,3,0,15,13,4,0,31,0,0,0,0,0,0,4,0,0,0,3,3,0,10,0,0,0,3,5,0,9,23,15,90,46,55,10,234
UCL321099,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,4,3,3,7,6,33,9,56
UCL321100,3,12,4,0,0,20,0,0,7,10,10,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,6,28,35,87,7,161
UCL321101,8,21,0,7,0,26,3,0,17,6,9,0,30,0,0,0,0,0,0,5,0,0,0,0,8,0,12,0,0,0,0,4,0,4,11,13,47,16,65,3,157
UCL321102,4,17,7,5,4,39,0,0,11,7,3,3,21,0,0,0,0,3,0,7,0,0,0,0,9,0,9,0,0,0,0,0,0,10,11,9,55,37,116,22,242
UCL321103,3,25,7,10,0,44,0,0,9,9,4,0,19,0,0,0,0,0,0,6,0,0,0,0,13,0,13,0,0,0,0,3,0,3,0,5,60,30,135,9,234
UCL321104,3,17,7,6,0,40,0,3,18,12,22,0,57,0,0,0,0,0,0,0,0,0,3,0,10,0,16,0,0,0,4,3,0,10,7,9,52,31,154,5,256
UCL321105,4,24,4,4,0,43,0,0,3,3,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,6,8,4,33,24,69,17,155
UCL321106,0,5,0,0,0,7,0,0,5,8,10,3,17,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,21,15,64,11,104
UCL321107,0,8,5,3,0,25,0,0,3,12,10,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,25,28,59,7,121
UCL321108,3,9,7,3,0,21,0,0,7,4,23,3,35,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,4,0,7,4,7,22,44,127,10,215
UCL321109,0,9,9,3,0,24,0,0,10,15,13,0,35,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,4,3,11,4,9,29,51,140,11,244
UCL321110,10,25,4,13,0,57,3,0,19,16,8,4,51,0,0,0,0,3,0,4,0,0,0,3,14,0,19,0,0,0,0,10,0,9,14,18,81,52,196,9,377
UCL321111,0,12,4,0,0,18,0,0,6,9,12,3,32,0,0,0,0,6,0,5,0,0,0,0,9,0,7,0,0,0,3,8,3,13,0,5,40,39,123,16,226
UCL321112,0,3,0,0,0,8,0,0,5,5,18,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,6,0,12,7,4,12,23,94,7,145
UCL321113,0,3,0,7,3,8,0,0,0,3,8,0,13,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,3,7,0,9,0,0,13,13,101,10,137
UCL321114,3,11,0,4,0,24,4,3,13,7,3,4,22,0,0,3,3,3,0,6,0,0,0,0,9,0,14,0,0,3,0,7,0,12,9,7,40,34,119,13,225
UCL321115,5,10,8,5,0,32,0,0,14,17,9,0,45,0,0,3,0,4,0,8,0,0,0,4,9,0,8,0,0,4,0,6,0,14,16,12,57,52,93,12,238
UCL321116,0,3,0,10,0,22,0,0,12,3,14,0,31,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,3,8,6,3,26,22,110,17,188
UCL321117,0,7,0,3,8,23,0,0,6,3,5,3,23,0,0,0,0,0,0,0,0,0,0,3,12,3,17,0,0,0,0,0,0,0,4,3,13,15,41,26,102
UCL321118,0,0,4,0,0,5,0,3,4,3,6,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,3,0,8,3,3,14,15,93,7,131
UCL321119,0,9,0,3,0,18,0,0,3,7,8,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,6,4,0,9,19,59,4,99
UCL322001,3,4,5,0,0,27,3,0,9,3,6,0,19,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,3,0,3,0,4,32,4,30,22,38,8,139
UCL322002,0,9,0,3,0,13,0,0,7,5,7,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,19,8,44,7,87
UCL322003,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,9,5,30,4,57
UCL322004,0,4,0,0,0,6,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,13,61,3,95
UCL322005,3,7,0,0,0,10,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,25,5,46
UCL322006,0,0,0,3,0,5,0,0,0,3,4,0,12,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,14,62,6,89
UCL322007,0,3,0,0,0,11,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,17,3,46
UCL322008,0,4,0,0,0,7,0,0,8,3,3,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,41,16,81
UCL322009,3,9,3,3,0,19,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,14,9,20,3,50
UCL322010,0,3,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,10,0,3,6,5,27,0,46
UCL322011,0,0,0,0,0,8,0,0,7,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,9,0,0,16,10,37,3,73
UCL322012,0,0,0,0,0,3,0,0,6,6,10,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,15,19,51,3,97
UCL322013,0,3,4,3,0,10,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,0,5,4,0,17,12,48,5,82
UCL322014,0,4,3,0,0,9,0,0,4,3,7,0,12,0,0,3,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,3,22,16,47,9,88
UCL322015,0,0,0,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,44,14,62
UCL322016,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,0,0,0,0,0,0,0,0,0,0,4,13,14,33
UCL322017,0,0,0,0,0,7,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,5,8,43,5,60
UCL322018,0,3,0,0,0,3,3,0,7,3,3,0,18,0,0,3,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,3,0,3,8,0,20,7,29,0,69
UCL322019,0,3,0,5,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,29,3,52
UCL322020,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10,5,28
UCL322021,0,3,4,5,0,17,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,13,4,11,3,3,11,23,79,12,134
UCL322022,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,6,17,10,44
UCL322023,0,3,0,0,0,10,0,0,4,3,12,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,5,3,15,9,43,3,75
UCL322024,0,3,3,3,0,9,0,0,7,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,11,6,56,3,79
UCL322025,0,3,4,0,0,16,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,3,0,3,3,4,20,15,93,13,142
UCL322026,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,5,22
UCL322027,0,3,3,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,23,0,41
UCL322028,0,4,0,0,0,9,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,21,6,36
UCL322029,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,20,6,26
UCL322030,0,3,0,0,0,10,0,0,5,4,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,18,9,37,11,81
UCL322031,0,3,3,0,0,10,0,0,3,7,8,0,13,0,0,0,0,4,0,4,0,0,0,0,15,0,20,0,0,0,0,0,0,5,3,0,17,13,41,3,78
UCL322032,0,5,0,0,0,6,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,11,9,32,3,48
UCL322033,0,3,7,3,0,18,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,10,7,0,8,13,41,0,75
UCL322034,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,17,5,40
UCL322035,0,0,0,4,0,7,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,5,22,6,33
UCL322036,3,5,0,3,3,18,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,6,26,12,56
UCL322037,0,3,0,4,0,9,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,17,10,23,6,63
UCL322038,0,0,0,0,0,9,0,0,4,4,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,10,46,6,74
UCL322039,0,4,0,0,0,3,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,24,0,43
UCL322040,3,6,0,0,0,6,0,0,4,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,11,10,27,7,54
UCL322041,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,3,0,0,4,9,27,6,46
UCL322042,0,6,3,0,0,11,0,0,4,0,7,3,15,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,3,3,5,4,4,30,24,62,9,130
UCL322043,0,3,0,5,0,9,0,0,0,0,6,0,5,0,0,0,0,4,0,4,0,0,0,0,3,3,6,0,0,0,0,3,0,5,0,0,3,0,33,15,48
UCL322044,0,0,0,4,0,4,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,4,0,0,7,3,46,10,60
UCL322045,0,7,3,3,0,17,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,6,0,9,0,0,0,0,0,0,5,4,3,17,18,50,8,91
UCL322046,0,3,0,0,0,6,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,30,4,53
UCL322047,3,11,4,4,0,15,0,0,9,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,4,3,26,17,45,3,98
UCL322048,0,9,5,3,0,14,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,3,5,0,0,20,14,46,8,99
UCL322049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
UCL322050,0,3,0,0,0,7,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,14,29,3,61
UCL322051,0,0,3,0,0,4,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,9,6,32,11,57
UCL322052,3,0,3,3,0,6,0,0,7,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,9,0,11,0,3,8,10,42,4,70
UCL322053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,0,30
UCL322054,0,3,0,0,0,5,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,4,3,3,14,18,42,6,89
UCL322055,0,0,0,3,0,5,0,3,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,3,3,10,41,9,66
UCL322056,0,4,0,0,0,10,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,11,6,50,15,79
UCL322057,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,8,34,5,46
UCL322058,3,0,3,3,0,8,0,0,0,3,9,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,4,0,6,0,4,3,22,65,8,102
UCL322059,0,0,0,0,0,3,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,4,3,0,4,22,47,8,90
UCL322060,0,3,0,3,0,7,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,24,12,42
UCL322061,0,3,0,3,0,8,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,7,15,42,3,70
UCL322062,0,9,0,3,0,16,0,0,3,3,6,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,7,0,20,15,38,8,87
UCL322063,0,3,0,0,0,9,0,0,3,5,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,23,15,64,13,122
UCL322064,0,0,0,0,0,3,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,4,4,33,3,46
UCL322065,0,3,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,24,3,41
UCL322066,0,8,0,0,0,4,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,7,4,13,0,25,3,51
UCL322067,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,23,3,39
