UCL_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
UCL113004,..,4,10,0,3,3,0,4,3,5,27,..,0,0,0,3,0,0,5,0,0,10,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,7,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,4,10,3,3,3,0,7,3,6,38,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,0,0,17,7,4,7,0,6,0,0,0,0,5,29,3,3,16,3,0,4,3,6,3,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
UCL113005,..,3,8,0,4,3,0,0,0,0,17,..,3,3,0,3,3,0,0,0,3,12,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,3,0,3,3,0,0,0,3,12,..,0,0,0,0,0,0,0,0,0,0,..,9,8,0,5,8,0,0,0,5,33,3,9,0,0,0,0,0,0,0,3,24,0,0,0,0,0,4,3,4,0,0,17,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,4,4,4,6,3,43,23,3,15,3,0,0,0,3,0,4,48,4,5,18,3,5,14,5,3,5,0,55,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,5
UCL113006,..,4,10,7,3,3,0,0,0,0,26,..,0,7,0,0,0,3,0,0,4,19,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,7,0,0,0,3,0,0,4,19,..,0,0,0,0,0,0,0,0,0,0,..,4,22,7,3,3,3,4,0,4,50,3,0,0,3,4,0,0,3,0,3,21,0,3,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,5,12,3,4,0,0,3,0,8,38,22,9,9,3,6,0,0,0,0,0,41,3,3,23,3,5,6,9,4,3,0,59,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3
UCL113007,..,6,27,15,11,10,8,5,3,13,98,..,15,37,15,22,26,30,15,0,12,170,..,0,0,0,0,6,7,4,9,5,32,..,0,0,0,0,0,0,0,0,0,3,..,15,40,18,23,36,33,21,13,21,205,..,0,0,0,0,0,0,0,0,0,0,..,18,65,36,32,45,44,30,16,32,299,15,39,11,4,4,3,7,17,3,6,116,9,42,56,10,14,20,21,34,20,14,247,0,0,0,0,0,3,6,17,15,14,58,0,0,0,0,0,0,0,0,0,0,0,9,42,56,10,16,22,27,42,33,29,300,0,0,0,0,0,0,0,0,0,0,0,28,79,69,15,21,29,41,63,42,34,417,34,28,25,14,13,3,8,11,9,5,154,33,56,180,25,49,50,35,44,23,25,517,0,10,27,3,13,23,26,34,22,44,199,3,0,3,0,0,0,0,0,0,0,6,41,64
UCL113008,..,0,0,0,0,0,3,0,3,0,14,..,0,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,3,0,11,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,8,3,22,6,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,4,5,0,7,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,15,0,0,0,0,0,0,0,0,0,4,4,6,3,0,3,0,0,0,6,3,7,27,7,0,3,0,3,0,0,0,0,0,16,3,0,10,3,6,4,10,3,7,4,47,0,0,0,0,0,0,0,8,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0
UCL113009,..,11,27,3,10,15,7,3,0,3,82,..,0,0,0,0,3,5,0,3,3,12,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,5,0,4,3,12,..,0,0,0,0,0,0,0,0,0,0,..,11,26,4,10,14,9,4,4,9,93,9,25,13,0,0,3,3,0,0,6,65,4,7,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,3,3,16,0,0,0,0,0,0,0,0,0,0,0,13,31,11,0,0,3,6,3,3,6,80,26,15,23,8,8,3,0,0,7,4,92,8,5,13,0,0,3,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,5
UCL113010,..,0,8,0,0,0,0,0,0,0,15,..,0,3,0,3,4,3,0,0,0,11,..,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,10,4,3,3,0,0,17,..,0,0,0,0,0,0,0,0,0,0,..,0,13,0,6,4,3,3,0,3,37,0,6,10,0,0,0,0,0,0,0,25,0,3,3,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,11,9,6,5,0,0,0,3,0,42,19,0,8,3,0,0,0,3,0,0,40,0,0,18,3,4,0,3,0,0,4,40,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113011,..,4,12,0,0,0,0,0,0,3,21,..,0,0,0,0,0,0,9,0,0,8,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,3,10,3,0,15,..,0,0,0,0,0,0,0,0,0,0,..,4,13,0,3,0,3,8,3,3,37,3,7,0,0,0,0,0,0,0,0,14,0,10,4,7,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,7,0,0,3,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,3,12,4,9,0,0,3,0,0,3,38,11,8,8,0,0,0,0,3,0,6,36,5,8,12,0,4,3,6,7,3,3,43,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,8
UCL113012,..,9,26,4,0,6,4,0,4,3,56,..,0,12,3,3,4,0,0,0,0,23,..,0,0,0,0,0,0,0,3,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,12,3,3,8,0,3,3,0,29,..,0,0,0,0,0,0,0,0,0,0,..,9,32,4,3,14,10,4,10,4,92,33,32,24,4,0,6,8,3,4,10,115,5,6,22,4,4,3,3,6,3,3,51,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,3,8,6,21,4,4,3,3,9,3,3,61,0,0,0,0,0,0,0,0,0,0,0,34,33,45,10,9,13,7,11,7,14,172,48,12,28,7,8,4,0,0,0,7,106,29,7,27,12,7,4,7,5,0,3,106,0,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,29,7
UCL113013,..,0,3,0,0,0,0,0,0,3,13,..,0,9,0,9,5,0,4,0,0,21,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,9,0,9,5,0,4,0,0,21,..,0,0,0,0,0,0,0,0,0,0,..,0,9,0,6,5,0,4,0,3,32,3,4,3,3,3,0,0,0,0,0,15,0,0,3,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,3,3,0,0,3,0,27,10,8,18,0,0,0,0,3,0,3,49,0,5,14,3,9,3,0,0,0,4,42,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10
UCL113014,..,0,20,4,0,8,0,0,0,0,28,..,0,9,0,3,4,4,6,5,0,42,..,0,0,0,0,0,0,3,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,9,0,3,4,4,9,5,0,46,..,0,0,0,0,0,0,0,0,0,0,..,0,24,5,6,8,4,13,6,0,77,3,6,7,0,3,0,0,0,0,3,22,0,3,17,3,0,4,4,3,3,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,17,4,3,4,3,3,3,0,41,0,0,0,0,0,0,0,0,0,0,0,3,10,19,3,3,4,3,0,7,3,58,17,6,8,4,0,3,0,3,0,0,47,5,6,31,5,4,7,9,0,0,0,77,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6
UCL113015,..,13,45,11,7,4,12,9,3,6,105,..,0,8,5,3,3,3,6,0,3,33,..,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,8,5,3,3,3,9,0,9,34,..,0,0,0,0,0,0,0,0,0,0,..,14,51,13,8,10,17,14,3,16,139,9,17,22,6,4,0,3,3,3,0,63,0,0,14,0,0,5,5,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,5,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,11,15,33,6,4,7,11,3,3,3,89,16,3,21,7,4,7,8,8,4,3,78,3,7,24,3,0,4,7,4,3,3,57,0,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,3,11
UCL113016,..,3,12,4,0,3,3,0,0,0,24,..,0,3,0,3,0,0,4,0,0,10,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,3,0,0,3,3,0,10,..,0,0,0,0,0,0,0,0,0,0,..,3,11,4,3,3,3,7,4,0,41,3,6,3,0,0,0,0,0,0,0,21,0,8,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,3,18,12,0,0,0,3,3,3,0,42,20,9,11,7,0,0,0,0,0,3,55,13,5,20,9,0,0,0,3,3,0,53,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,5
UCL113017,..,4,19,9,11,10,3,3,4,4,59,..,0,10,3,0,5,0,5,0,0,29,..,0,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,10,3,0,7,3,7,0,0,36,..,0,0,0,0,0,0,0,0,0,0,..,4,28,12,9,10,11,13,4,12,98,7,15,17,3,4,0,3,0,0,0,50,0,0,9,4,3,3,3,5,0,0,26,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,3,4,5,0,0,32,0,0,0,0,0,0,0,0,0,0,0,7,22,27,4,4,5,10,6,0,3,80,25,11,20,4,6,3,0,0,0,0,76,4,6,28,4,13,7,7,6,3,0,81,0,3,0,0,0,0,3,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,4,12
UCL113018,..,3,9,0,0,0,3,0,0,0,19,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,9,0,0,0,3,3,0,0,20,9,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,3,23,8,5,9,0,0,0,0,3,0,5,36,6,3,6,0,0,0,0,3,0,0,25,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3
UCL113019,..,7,3,3,0,0,3,0,0,0,16,..,0,11,0,8,0,3,4,0,3,35,..,0,0,0,0,0,0,0,3,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,11,0,8,0,3,3,3,7,42,..,0,0,0,0,0,0,0,0,0,0,..,6,16,5,7,0,7,3,3,10,60,11,10,3,0,0,0,0,3,0,3,23,0,4,8,3,7,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,7,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,12,14,14,3,4,0,0,0,0,3,49,14,5,11,0,0,3,0,0,0,4,46,10,0,24,3,8,3,10,4,10,3,69,0,0,4,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0
UCL113020,..,8,20,6,0,3,3,3,0,3,42,..,0,3,0,5,0,0,5,3,0,17,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,5,0,0,5,3,0,17,..,0,0,0,0,0,0,0,0,0,0,..,9,30,6,5,7,3,6,3,3,59,4,7,0,0,0,0,0,0,0,0,14,3,3,3,0,0,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,7,11,3,0,0,0,3,6,3,0,29,6,3,11,0,3,3,4,0,0,0,30,3,4,23,0,7,0,3,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
UCL114001,..,0,6,3,0,4,0,0,0,0,17,..,0,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,6,..,0,0,0,0,0,0,0,0,0,0,..,0,7,3,0,4,0,0,3,3,20,4,3,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,3,18,3,4,3,3,0,0,3,0,0,0,12,0,3,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL114002,..,4,8,3,3,3,0,0,0,3,24,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,4,8,3,3,3,0,0,0,3,26,4,9,10,0,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,5,0,0,4,0,0,0,0,29,10,0,4,0,3,0,0,0,0,0,19,3,0,6,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
UCL114003,..,3,22,0,3,0,4,6,4,4,41,..,0,3,3,5,0,7,3,0,0,22,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,5,0,7,3,3,0,17,..,0,0,0,0,0,0,0,0,0,0,..,3,21,3,10,0,10,6,3,5,66,10,9,9,0,0,5,7,16,20,6,79,6,0,3,0,0,0,4,14,7,6,45,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,4,19,11,6,54,0,0,0,0,0,0,0,0,0,4,4,14,9,9,0,3,5,12,29,33,17,134,26,19,43,14,25,21,20,17,10,6,208,0,9,31,14,16,31,17,26,10,6,168,0,0,0,0,0,0,0,4,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,9
UCL114004,..,3,5,0,3,0,0,3,3,0,12,..,0,3,0,3,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,3,9,0,5,0,0,3,3,0,26,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,3,0,4,0,0,0,0,0,0,3,17,0,0,6,3,4,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL114005,..,0,5,0,0,0,0,0,0,3,12,..,0,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,4,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,0,3,4,0,0,3,21,0,5,0,0,0,0,0,0,0,3,10,0,0,4,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,0,0,3,18,10,4,7,0,0,0,0,0,0,0,17,0,0,3,3,0,0,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114006,..,3,0,4,3,0,0,0,0,0,14,..,0,3,0,0,0,0,7,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,8,0,0,15,..,0,0,0,0,0,0,0,0,0,0,..,3,3,4,3,0,0,8,0,0,24,0,6,3,0,0,0,0,0,0,3,10,3,3,9,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,5,0,7,30,0,0,0,0,0,0,0,0,0,3,3,4,11,6,0,0,3,0,5,0,12,46,8,0,4,0,0,0,0,0,0,0,21,4,6,3,0,4,0,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6
UCL114007,..,0,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,7,0,0,0,8,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,0,3,3,0,0,6,0,0,3,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,0,3,0,0,0,0,0,0,0,12,0,0,4,0,0,0,3,10,0,0,21,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL114008,..,0,0,4,0,0,0,4,0,0,9,..,0,0,0,4,0,0,0,0,0,5,..,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,7,0,0,9,..,0,0,0,0,0,0,0,0,0,0,..,0,4,4,4,0,0,3,0,0,13,4,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,16,7,0,3,0,0,0,0,0,0,0,13,0,0,5,0,0,0,4,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114009,..,0,3,0,0,0,0,0,0,0,4,..,3,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,4,8,..,0,0,0,0,0,0,0,0,0,0,..,3,3,0,0,0,0,0,0,7,12,0,4,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,11,0,3,10,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
