UCL_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
UCL322125,0,9,9,83,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,17,5,7,87,0,117,0,0,0,0,0,4,0,0,0,0,0,3,8,0,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,34,0,39,12,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,26,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,3,0,3,0,12,0,0,0,3,51,58,53,11,11,183,58,312
UCL322126,0,16,6,67,0,89,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,11,8,4,56,0,74,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,0,32,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,18,23,24,19,11,138,18,205
UCL322127,0,0,7,53,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,3,60,0,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,33,0,39,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,12,0,0,0,0,4,9,26,8,7,134,10,183
UCL322128,0,8,7,100,3,122,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,92,4,123,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,0,20,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,24,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,9,0,0,0,7,34,41,32,14,10,199,37,297
UCL322129,8,6,0,75,0,89,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,47,0,50,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,18,49,11,3,67,3,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,15,0,0,0,0,7,14,76,17,8,162,13,277
UCL322130,3,17,13,156,8,189,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,7,22,24,10,117,3,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0,37,4,0,0,4,0,7,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,46,0,51,4,6,0,27,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,32,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,18,0,0,0,0,52,56,60,30,18,302,66,469
UCL322131,0,0,0,15,0,16,0,0,3,339,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,365,0,375,0,0,0,3,4,3,9,3,8,402,6,427
UCL322132,4,10,11,131,5,158,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,7,11,9,7,78,3,115,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,17,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,20,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,4,0,21,0,0,0,3,19,21,33,16,9,206,23,293
UCL322133,0,4,10,200,6,223,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,3,0,0,4,14,5,3,134,18,175,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,20,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,57,6,69,3,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,22,0,0,0,16,33,47,36,11,7,349,49,468
UCL322134,0,7,0,161,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,16,5,3,96,7,135,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,12,0,19,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,0,29,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,4,4,0,28,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,3,0,0,0,11,11,20,41,16,3,271,23,355
UCL322135,0,3,3,111,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,65,0,73,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,6,14,12,3,3,169,7,191
UCL322136,0,4,10,146,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,3,6,114,3,136,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,33,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,29,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,26,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,8,0,0,0,6,15,22,28,13,10,265,21,333
UCL322137,0,0,0,4,0,4,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,219,0,227,0,0,0,0,0,0,7,4,0,234,0,245
UCL322138,0,5,3,46,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,3,0,23,0,35,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,12,25,5,3,70,9,114
UCL322139,0,0,0,17,0,17,0,0,0,244,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,9,4,4,0,266,5,282
UCL322140,0,10,9,141,10,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,37,12,18,91,8,159,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,22,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,16,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,28,0,49,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,5,0,0,10,9,26,56,18,25,243,22,366
UCL322141,0,4,3,104,0,108,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,62,0,75,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,17,0,26,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,26,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,13,15,10,7,164,8,205
UCL322142,0,3,0,110,0,114,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,88,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,6,23,17,7,3,197,6,232
UCL322143,0,0,0,10,3,17,0,0,0,37,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,13,207,7,253,0,0,0,0,0,5,18,9,13,220,7,270
UCL331777,1864,12192,9883,152798,3106,179837,4,71,36,1873,42,2030,1325,136,160,1142,51,2813,412,85,31,176,8,711,3353,932,646,1628,70,6631,26767,11306,9125,118976,2893,169066,1386,22,332,74,38,1859,1001,155,116,823,23,2121,4203,1649,1234,27796,566,35440,383,176,70,610,15,1249,388,115,37,127,14,678,831,72,69,115,7,1101,5006,2515,1914,39116,748,49298,3618,1527,705,7550,198,13600,201,6,6,24,0,248,87,39,12,140,0,276,35,11,4,14,0,69,803,315,199,1355,25,2706,1104,205,172,131,27,1637,2106,739,621,378,40,3888,777,177,132,623,21,1724,379,81,85,281,10,828,6425,2916,2241,33314,679,45577,111,27,14,23,0,179,1197,109,106,75,6,1491,557,113,86,499,21,1276,137,17,15,45,0,212,68,4,8,17,0,100,415,9,19,9,6,464,862,224,169,1169,31,2449,8999,1838,1652,5753,240,18492,663,249,210,4500,35702,41322,59557,22676,17832,288346,42351,430761
UCL379997,0,3,0,31,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,15,3,7,36,0,61,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,16,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,12,0,0,0,0,18,19,49,3,4,75,19,150
UCL399994,60,362,215,3075,64,3784,0,7,3,82,5,90,221,5,8,36,9,279,10,4,0,4,0,17,139,31,15,24,4,215,1303,281,189,2144,73,4000,54,0,11,6,0,71,97,8,4,32,3,140,196,24,21,379,13,620,13,11,4,24,3,53,7,3,3,0,0,16,79,3,0,5,0,80,273,59,47,728,22,1123,139,35,9,91,0,270,38,0,0,0,0,45,3,3,0,3,0,5,3,0,0,0,0,3,17,3,0,10,0,26,90,6,12,5,3,106,101,22,18,11,3,152,37,7,6,16,0,71,14,0,0,4,0,17,294,88,58,623,19,1085,6,0,0,0,0,7,26,3,0,0,0,33,42,3,0,12,0,57,14,0,0,0,0,12,4,0,0,0,0,3,32,0,0,0,0,32,49,4,4,41,0,106,689,54,31,125,28,930,48,3,7,88,2462,2603,3384,603,387,5483,2658,12510
UCL401001,9979,40775,29675,264220,5224,349870,40,236,104,2849,92,3324,45844,781,1217,1274,321,49435,4303,666,348,1343,49,6706,8564,2749,1739,4259,127,17442,106521,40670,31462,238259,5778,422682,10764,271,1325,246,138,12744,2388,456,329,2195,52,5421,14351,5708,3850,50857,885,75657,18892,3504,1542,9667,335,33937,2839,542,223,860,51,4514,29598,533,391,368,179,31073,17642,7345,4978,62362,1132,93466,40137,9319,3945,27913,1006,82322,3755,48,152,146,26,4127,2734,641,317,1014,44,4752,925,126,90,319,15,1469,2655,736,436,1711,69,5607,1091,362,216,218,40,1923,2464,1169,744,435,35,4853,9791,1415,911,3219,154,15486,3880,337,300,761,41,5317,22434,8592,6640,55176,1063,93906,4236,399,225,509,55,5431,2840,324,299,139,23,3627,3105,305,234,698,44,4386,3096,148,126,75,20,3471,766,95,38,65,12,974,17534,513,521,260,175,18993,4196,891,616,2929,85,8712,94022,7748,5675,11005,1150,119603,3994,467,412,4983,51530,61389,428557,81364,57931,531658,66125,1165632
UCL412001,131,1061,873,8059,237,10358,0,5,0,48,0,54,80,5,6,21,3,114,23,3,3,24,0,52,210,76,52,147,4,490,3710,1118,1019,6934,238,13027,98,13,24,5,5,138,29,3,8,65,3,108,292,146,133,1967,37,2574,49,27,11,90,3,188,38,8,9,16,0,72,47,10,3,4,0,59,511,159,124,1633,23,2456,271,101,63,427,11,882,19,0,0,0,0,17,6,3,0,10,3,29,4,0,0,4,0,12,46,18,19,34,3,122,30,11,5,8,0,58,52,33,23,4,3,117,99,32,17,71,0,215,41,5,10,14,0,70,634,223,167,1431,36,2496,11,0,0,3,0,9,61,3,0,0,0,64,33,11,6,20,0,71,17,0,3,3,0,24,0,0,0,0,0,0,25,4,0,0,0,28,104,13,16,75,0,214,530,97,62,200,14,909,46,10,12,165,1175,1402,5982,1876,1563,15375,1671,26472
UCL412002,98,713,481,9426,171,10889,7,7,0,77,0,88,96,3,8,65,3,170,52,8,0,23,0,79,326,104,58,199,10,687,1180,679,488,8289,174,10811,123,4,33,9,0,169,26,3,5,48,0,87,227,101,77,1713,23,2134,68,14,10,42,0,139,30,9,5,9,0,50,103,5,0,0,0,111,171,115,99,2136,39,2557,350,94,16,360,13,832,3,0,3,0,0,7,0,3,3,15,0,21,5,0,3,0,0,10,10,3,0,15,0,37,46,19,10,14,0,83,50,25,18,20,0,119,93,20,7,73,3,196,31,3,4,11,0,47,310,149,115,2151,38,2767,5,0,0,4,0,13,41,4,4,0,0,52,25,0,0,7,0,31,13,0,0,0,0,15,0,3,0,0,0,0,23,0,3,0,0,31,44,14,10,67,0,135,952,91,59,216,16,1334,63,3,15,265,1243,1584,3845,1309,899,18466,1632,26148
UCL412003,156,821,638,7038,180,8837,0,9,5,176,7,201,88,3,13,21,0,125,97,9,3,37,3,154,223,44,47,104,4,421,2349,718,668,4945,193,8876,291,12,26,3,6,334,50,13,3,38,4,102,305,110,73,965,22,1476,121,17,9,86,6,240,15,6,0,9,3,35,144,3,3,4,0,153,400,126,103,1014,25,1664,172,52,34,199,8,465,13,0,5,0,0,17,3,3,0,3,0,14,4,0,0,0,0,0,28,5,10,23,0,72,36,4,6,19,0,62,28,17,9,7,0,64,56,8,13,39,3,116,6,0,5,0,0,18,967,202,178,988,35,2366,26,6,5,6,3,49,88,0,4,0,0,94,99,18,7,32,5,160,18,0,0,0,0,18,8,0,0,0,0,8,18,9,0,3,0,28,115,38,29,56,3,232,492,82,40,153,13,780,67,13,9,190,1339,1613,5373,1402,1132,11825,1777,21501
UCL413001,84,742,555,4058,43,5478,0,0,0,11,0,12,118,30,19,28,0,189,17,5,0,16,0,43,185,58,44,67,0,356,1837,733,573,4193,59,7398,16,0,9,0,0,20,54,17,10,63,3,146,322,126,88,1047,10,1585,53,14,9,59,0,135,35,15,6,8,0,59,28,10,3,0,0,44,302,134,93,1045,13,1577,176,87,39,241,7,541,14,0,0,0,0,16,12,11,0,15,0,34,0,0,0,6,0,10,20,8,8,13,0,48,7,3,0,0,0,8,33,35,22,13,0,99,91,33,18,67,0,207,52,4,3,5,0,66,328,143,100,1189,9,1773,13,7,5,3,0,26,53,6,5,4,0,75,23,0,7,17,0,46,6,3,0,10,0,17,9,0,0,3,0,9,15,4,0,0,0,16,91,13,17,57,0,170,524,156,107,181,3,963,25,3,5,66,553,652,3559,1348,993,8577,648,15125
