UCL_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
UCL522004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,14
UCL522005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,3,8,6,21,3,13,0,0,3,4,3,43
UCL522006,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,53,20,11,14,13,7,7,0,142
UCL522007,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,18,4,4,3,0,6,0,63
UCL522008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,13,8,4,0,3,3,3,49
UCL522009,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,15,29,10,7,5,3,5,5,86
UCL522010,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,7,35,32,10,6,8,7,7,5,112
UCL522011,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,17,23,5,12,0,7,12,0,82
UCL522012,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,25,14,11,3,7,10,0,79
UCL522013,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,20,9,9,3,3,8,4,56
UCL522014,0,0,3,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,18,17,12,18,14,3,0,15,0,102
UCL522015,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,10,11,11,8,5,3,8,0,61
UCL522016,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,19,7,4,0,6,4,0,75
UCL522017,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,3,6,0,3,7,0,37
UCL522018,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,17,25,27,15,11,9,13,17,0,143
UCL522019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,11,4,3,0,4,0,0,44
UCL522020,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,23,8,14,12,0,3,4,4,83
UCL522021,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,16,19,9,4,9,7,3,3,0,66
UCL522022,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,6,6,0,3,0,0,29
UCL522023,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,12,11,0,0,9,7,0,61
UCL522024,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,7,0,3,4,0,38
UCL522025,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,5,14,23,10,7,0,13,13,0,72
UCL522026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,6,8,0,0,7,0,34
UCL522027,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,37,9,13,9,3,7,0,94
UCL522028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,27,3,3,0,9,8,0,75
UCL522029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,18
UCL522030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,3,4,0,0,0,0,27
UCL522031,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,10,17,3,7,0,10,0,67
UCL522032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,17
UCL522033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,12,8,3,0,0,3,0,50
UCL522034,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,13,5,4,0,5,4,0,54
UCL522035,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,15,5,0,8,13,0,0,70
UCL522036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,15,9,19,4,4,8,4,0,68
UCL522037,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,7,12,3,5,0,7,9,0,62
UCL522038,3,0,3,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,40,7,9,0,29,11,0,122
UCL522039,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,7,8,6,0,0,8,0,41
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7
UCL522041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,3,4,6,3,12,3,0,53
UCL522042,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,12,7,21,16,7,7,0,3,12,0,78
UCL522043,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,12,10,17,3,7,3,3,4,0,61
UCL522044,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,24,10,14,3,0,3,4,0,69
UCL522045,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,16,20,17,3,8,3,4,6,0,88
UCL522046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,27,11,3,4,9,4,3,81
UCL522047,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,9,8,3,0,0,18,3,0,45
UCL522048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,9
UCL522049,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,56,25,23,20,12,4,12,4,172
UCL522050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,5,5,0,11,3,0,41
UCL522051,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,17,15,19,7,14,0,6,11,0,85
UCL522052,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,13,8,7,13,9,8,3,0,70
UCL522053,3,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,17,10,0,0,0,3,0,50
UCL522054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,12,3,3,10,3,0,10,0,3,45
UCL522055,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,4,3,5,0,0,6,0,26
UCL522056,0,0,5,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,12,17,20,4,5,5,8,0,85
UCL522057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,9,6,0,0,0,0,26
UCL522058,0,0,3,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,17,9,5,12,9,4,3,0,70
UCL522059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,3,0,0,3,0,0,22
UCL522060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,3,0,0,0,0,0,24
UCL522061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,14,6,9,3,3,0,4,0,43
UCL522062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,7,4,4,3,5,10,0,59
UCL522063,0,0,6,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,13,13,18,10,9,5,3,13,3,92
UCL522064,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,3,9,3,5,3,6,3,47
UCL522065,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,8,16,24,35,17,13,3,8,7,4,131
UCL522066,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,10,5,4,0,5,0,44
UCL522067,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,12,7,0,0,5,11,0,41
UCL522068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,12,5,9,7,8,12,0,0,26,0,64
UCL531777,329,72,695,265,294,161,259,305,27,2405,13,6,13,4,5,6,12,9,0,68,86,88,77,56,49,22,99,53,21,550,380,103,318,154,147,77,243,268,171,1867,9440,9078,11346,3858,4328,1698,3760,4091,751,48353
UCL579997,0,0,15,0,0,0,0,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,13,78,73,0,4,0,21,55,9,250
UCL599994,3,5,29,8,6,4,8,17,3,85,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,0,9,7,0,22,0,0,9,3,0,0,9,9,8,42,73,214,279,110,77,41,139,193,42,1169
UCL603001,356,68,1223,506,367,290,91,278,33,3216,4,12,5,12,9,9,4,20,0,84,120,190,69,107,130,45,40,53,23,775,114,122,175,155,144,108,92,179,138,1226,6536,17418,7569,6749,6722,2774,1293,2311,787,52156
UCL611001,158,39,500,231,121,147,57,137,4,1393,0,3,4,4,4,0,3,7,4,25,27,49,34,28,28,14,18,19,11,236,39,44,80,70,48,50,59,92,68,548,2302,6161,3174,2758,2215,1191,731,1156,279,19963
UCL612001,39,17,168,82,32,44,19,59,0,467,3,0,0,0,0,0,0,0,3,6,14,10,5,6,10,5,7,10,0,66,10,10,27,17,19,32,28,35,17,187,532,1117,1051,831,622,339,245,429,77,5223
UCL613001,23,4,108,47,36,38,16,45,4,322,0,0,0,0,0,0,4,0,0,6,5,9,0,0,3,0,4,6,0,32,13,7,25,24,16,20,16,39,16,171,430,1063,825,696,516,288,249,353,77,4495
UCL613002,26,7,82,35,15,31,10,30,0,230,0,0,0,0,0,0,3,0,0,3,0,8,4,4,4,0,3,3,0,33,12,8,16,14,9,8,17,8,6,99,299,689,610,438,306,158,105,211,34,2850
UCL614001,12,7,36,12,3,6,3,10,3,99,0,0,0,0,0,0,0,3,0,3,3,0,0,4,0,0,0,0,0,9,3,3,3,12,5,4,9,15,3,55,92,143,254,227,92,58,70,85,26,1051
UCL614002,11,0,35,19,5,18,3,10,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,3,0,7,3,7,4,3,4,4,46,118,220,227,182,97,72,63,70,21,1072
UCL615001,3,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,3,3,0,12,11,19,31,23,7,3,17,26,0,139
UCL615002,0,0,8,6,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,3,0,3,0,0,0,18,22,43,47,35,22,14,13,27,4,233
UCL615003,0,0,18,3,3,3,3,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,3,0,15,43,58,79,45,24,17,17,19,5,305
UCL615004,3,0,14,4,0,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,12,3,0,6,6,3,0,4,3,3,29,62,96,96,82,44,30,33,32,8,482
UCL615005,8,0,41,14,5,9,7,8,3,100,0,0,0,0,0,0,0,0,0,0,3,5,3,0,7,0,0,3,0,19,0,4,15,3,4,0,4,7,6,35,153,284,284,206,174,97,54,82,27,1364
UCL615006,3,0,4,5,0,4,5,0,0,21,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,13,36,80,52,41,34,13,16,11,0,292
UCL615007,4,0,13,11,0,6,7,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,4,4,3,7,9,8,4,51,48,73,131,100,56,40,69,61,16,597
UCL615008,5,0,25,8,12,3,0,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,9,58,127,160,90,82,34,45,34,7,644
UCL615009,3,0,9,7,3,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,4,3,17,41,60,96,55,39,14,13,49,5,371
UCL615010,4,3,31,21,7,3,3,14,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,4,0,3,13,11,41,86,142,179,125,61,52,34,68,11,759
UCL615011,3,0,26,12,9,3,3,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,3,5,3,0,0,4,26,118,256,194,118,127,65,31,34,11,963
UCL615012,4,0,17,8,3,10,0,11,0,53,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,12,0,8,9,4,5,0,9,3,4,44,73,144,160,101,76,38,47,56,10,709
UCL615013,10,3,23,9,3,6,4,3,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,3,6,0,3,0,0,5,3,20,78,140,139,107,113,40,23,36,10,688
UCL615014,4,0,27,12,9,5,4,3,3,71,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,4,0,6,0,21,100,156,168,110,121,46,33,48,12,801
UCL615015,5,3,19,8,9,7,3,0,0,52,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,4,7,3,0,8,6,4,0,31,84,211,160,108,110,44,49,45,5,803
UCL615016,4,0,29,13,0,6,0,8,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,6,3,6,0,10,3,0,31,78,118,157,93,91,38,49,52,10,693
UCL615017,5,4,28,11,7,11,0,6,0,70,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,9,0,0,9,0,0,3,0,5,3,27,113,208,155,98,55,65,25,55,10,777
UCL615018,0,0,6,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,3,3,0,0,3,3,3,18,16,33,35,32,13,13,12,21,4,194
UCL615019,0,0,13,7,0,0,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,33,58,86,51,23,12,24,28,9,312
UCL615020,3,0,11,6,0,4,0,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,3,0,6,0,24,37,56,59,38,31,33,25,33,3,321
UCL615021,3,0,11,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,15,30,24,43,23,13,12,15,26,3,192
UCL615022,3,3,23,7,9,3,5,20,0,70,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,8,0,10,9,0,3,0,3,5,5,13,5,45,94,103,135,102,60,40,52,117,18,722
UCL615023,10,0,14,12,3,3,0,4,0,48,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,4,3,0,3,0,0,0,3,17,77,146,88,67,52,21,10,16,10,485
UCL615024,0,0,19,7,3,6,0,4,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,11,0,0,3,0,3,3,3,4,4,23,42,86,109,85,85,52,24,37,18,535
UCL615025,3,0,12,10,0,7,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,37,36,39,45,16,17,7,24,0,230
UCL615026,0,3,3,3,0,3,4,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,3,3,4,0,20,36,77,58,50,29,20,23,22,3,321
UCL621001,9,0,16,4,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,7,34,30,36,15,20,11,8,21,0,167
UCL621002,0,0,5,0,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,0,12,17,18,29,24,10,13,10,19,0,134
UCL621003,3,0,4,4,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,34,108,44,25,18,14,3,6,0,255
UCL621004,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,25,68,37,20,19,9,3,8,0,195
UCL621005,3,0,4,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,13,38,14,7,9,13,13,4,127
UCL621006,3,0,9,3,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,31,29,44,16,21,13,3,32,3,195
UCL621007,3,0,9,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,7,25,34,49,27,23,13,10,8,4,187
UCL621008,0,0,6,6,6,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,21,17,43,22,26,9,7,9,4,156
UCL621009,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,40,158,27,23,28,11,0,3,4,300
UCL621010,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,17,18,23,17,10,8,12,20,3,120
UCL621011,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,19,49,29,20,12,5,5,7,0,148
UCL621012,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,12,38,110,42,32,32,11,3,17,3,296
UCL621013,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,48,106,38,28,28,9,0,7,3,259
UCL621014,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,14,51,28,30,12,8,5,7,3,160
UCL621015,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,13,16,13,7,8,4,7,8,0,73
UCL621016,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,23,24,6,20,5,10,6,0,116
UCL621017,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,4,12,6,11,42,13,12,8,12,14,9,129
UCL621018,3,0,8,5,3,0,3,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,10,38,50,66,33,35,11,9,21,3,262
UCL621019,3,0,4,3,5,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,10,38,72,41,38,32,12,10,10,5,255
UCL621020,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,6,13,42,35,12,9,5,21,13,3,150
UCL621021,4,0,9,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,22,28,15,15,0,11,8,4,125
UCL621022,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,8,23,45,33,33,16,7,6,6,5,174
