UCL_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL115069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,35,28,22,30,12,8,0,149,0,10,4,5,11,8,0,0,39,0,3,0,6,3,3,0,0,16,0,0,0,3,3,0,0,0,6,0,3,3,4,3,5,5,0,24,0,4,7,3,3,5,3,0,21,0,3,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,15,14,18,21,15,15,3,114,30,75,69,59,81,53,27,7,407,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,6,7,7,15,3,7,3,61,3,9,9,10,14,0,0,0,51,0,16
UCL115070,0,0,0,4,4,6,0,0,12,0,0,0,0,0,0,0,0,9,7,9,22,20,29,43,7,0,141,3,3,11,12,21,22,4,0,72,0,5,5,0,7,0,0,0,23,0,0,3,3,0,4,0,0,10,0,0,3,0,3,0,0,0,14,0,3,3,10,14,3,0,0,36,3,3,7,3,7,0,0,0,15,0,0,0,0,0,0,0,0,4,3,3,11,4,4,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,10,4,3,3,17,13,9,0,58,22,34,71,70,101,101,29,3,428,0,0,3,0,4,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,10,12,16,20,15,4,0,75,0,3,9,6,17,4,0,0,41,5,11
UCL115071,0,0,3,0,3,0,0,0,5,0,0,0,3,0,0,0,0,3,16,24,22,26,21,15,8,3,127,0,7,9,7,9,4,7,0,37,5,3,4,3,0,7,0,0,25,0,3,0,0,3,3,0,0,7,0,0,3,3,4,3,3,0,16,5,9,3,6,5,10,0,0,37,0,3,4,0,3,0,0,0,16,0,0,0,0,0,0,0,0,3,0,3,4,7,8,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,5,5,19,18,10,15,7,8,86,30,59,64,76,70,62,27,12,404,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,8,3,11,9,8,13,0,0,54,7,11,6,5,16,5,0,0,56,4,19
UCL115072,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,6,13,18,18,18,15,6,3,94,0,5,7,11,9,6,0,0,39,0,12,6,9,3,3,0,0,33,0,3,3,4,5,0,0,0,11,0,0,0,0,0,5,0,0,7,0,3,7,3,11,0,0,0,21,0,0,0,4,8,0,0,0,12,0,3,0,0,0,0,0,0,5,4,3,6,8,3,3,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,12,13,11,16,17,3,0,95,32,61,55,69,69,58,15,8,359,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,9,6,10,13,9,16,3,3,63,0,5,8,11,7,7,0,0,40,8,19
UCL115073,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,19,30,17,16,19,10,3,116,0,6,8,7,10,7,3,0,36,7,3,6,0,10,4,4,3,30,3,0,0,0,6,0,0,0,13,0,5,3,0,0,3,3,0,10,0,0,3,3,0,5,0,0,20,0,5,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,5,0,3,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,9,3,6,8,16,19,20,12,97,25,53,60,54,62,68,40,17,384,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,0,3,3,0,0,0,10,3,9,3,15,20,8,4,0,66,0,12,9,9,5,8,0,3,45,5,16
UCL115074,0,0,0,0,0,4,0,0,8,0,0,3,0,0,0,0,0,9,3,7,13,29,72,98,44,9,272,4,5,9,14,26,32,20,0,113,5,4,3,0,3,5,5,0,24,0,0,4,0,9,4,0,0,15,0,0,3,8,6,12,3,0,36,0,3,3,3,19,29,7,4,81,0,0,3,4,9,7,0,0,21,0,0,0,0,3,3,0,0,9,3,0,10,9,13,0,7,0,45,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,8,13,3,13,8,17,36,9,10,120,38,31,64,77,181,234,97,28,756,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,9,16,21,42,17,7,0,118,0,8,17,9,16,15,0,3,67,4,15
UCL115075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,18,17,23,31,17,4,0,130,6,12,7,12,3,7,4,0,43,3,6,8,15,3,5,0,0,37,0,3,3,3,3,0,0,0,11,0,3,3,3,0,0,3,0,11,0,3,3,5,0,7,0,0,19,3,4,3,8,0,3,0,0,17,0,0,0,0,0,0,0,0,0,6,3,3,4,3,0,3,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,25,8,32,24,22,25,3,153,44,73,57,95,73,67,44,4,461,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,12,5,14,10,11,16,13,5,3,71,7,6,6,21,14,8,0,0,59,14,16
UCL115076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,14,38,38,43,30,12,9,0,183,10,18,9,13,5,9,3,0,73,3,3,0,0,4,0,0,0,15,0,0,0,5,0,0,0,0,8,0,4,3,4,4,0,0,0,17,0,13,10,8,8,3,0,0,36,0,5,9,8,5,3,0,0,29,0,3,0,0,0,0,0,0,8,0,8,10,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,12,9,6,13,6,13,8,0,61,46,107,78,97,64,43,21,4,470,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,7,9,12,15,9,13,3,0,63,0,18,12,5,4,3,0,0,40,8,21
UCL115077,0,3,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,3,6,13,16,15,15,0,3,3,66,3,6,0,4,4,0,3,0,23,0,5,3,5,4,3,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,9,3,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,3,3,4,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,12,12,13,5,9,3,68,34,52,38,36,41,8,15,7,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,0,16,6,0,7,0,0,0,30,4,5,7,3,8,0,0,0,28,3,6
UCL115078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,13,23,21,3,0,87,0,7,0,6,3,3,3,0,28,0,6,0,3,5,6,3,3,26,0,3,4,4,7,0,0,0,22,0,0,0,0,0,0,5,0,9,0,0,0,3,3,4,4,0,12,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,10,9,12,13,16,14,6,76,15,33,27,43,58,53,27,10,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,5,3,5,14,3,5,0,38,0,3,7,3,3,3,3,0,18,3,3
UCL115079,0,0,0,4,0,0,0,0,6,0,3,3,0,3,0,0,0,5,14,13,23,32,34,41,14,3,172,7,13,13,6,16,8,7,4,76,4,7,12,9,5,6,0,0,42,0,0,3,0,6,3,0,0,12,0,0,3,8,5,4,0,0,19,0,7,7,3,9,8,3,0,43,0,0,0,5,0,3,0,0,12,0,0,0,0,4,0,0,0,8,0,3,4,3,3,4,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,23,8,10,16,24,27,19,11,141,45,60,83,87,106,105,46,27,558,0,0,3,0,0,3,4,0,9,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,11,3,12,8,15,16,9,4,0,73,0,10,4,4,17,9,5,0,48,4,28
UCL115080,0,0,0,0,0,7,0,0,10,0,0,0,0,3,0,0,0,4,3,4,5,15,33,59,28,4,155,0,3,5,8,18,19,7,0,63,0,0,0,3,5,0,3,0,13,0,0,0,0,5,0,0,0,4,0,0,0,3,4,3,4,0,16,0,0,0,6,11,8,5,0,25,0,0,4,4,4,8,0,0,20,0,0,0,0,0,0,0,0,4,0,4,8,5,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,12,11,23,30,21,4,104,10,9,37,62,105,137,69,12,452,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,3,9,3,9,14,13,8,0,62,0,4,8,3,12,14,3,0,42,0,7
UCL115081,0,8,3,4,0,4,0,0,18,0,0,3,3,3,0,0,0,6,14,37,26,31,21,16,12,0,150,5,24,12,13,13,7,0,0,75,3,8,3,3,0,4,0,0,16,4,4,4,3,0,0,0,0,15,0,7,7,0,5,3,0,3,21,3,6,19,16,5,5,0,0,53,6,8,4,4,3,3,0,0,34,7,7,0,0,3,0,0,0,25,4,14,5,3,3,5,0,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,16,27,25,10,24,9,3,0,4,103,77,147,97,95,72,50,19,7,564,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,9,0,4,0,0,3,0,0,0,8,4,3,0,6,0,0,0,0,10,4,10,8,13,4,0,0,0,44,3,11,13,11,5,8,0,0,50,8,30
UCL115082,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,8,12,17,18,22,8,0,0,91,3,14,8,6,11,0,4,0,47,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,3,7,3,0,0,0,0,16,3,0,11,8,8,3,0,0,29,0,0,3,0,3,3,0,0,8,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,10,8,3,4,0,47,23,40,65,50,62,21,7,0,263,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,11,9,7,3,0,0,38,0,4,9,10,4,3,0,0,33,7,16
UCL115083,0,0,0,3,0,0,0,0,3,0,3,0,0,3,3,0,0,8,0,13,6,15,13,15,12,0,79,0,0,11,0,4,9,3,0,23,0,6,3,3,0,8,0,0,14,0,3,3,4,3,8,0,0,17,0,4,0,3,5,3,0,0,16,0,7,8,12,10,12,3,0,63,0,3,4,8,3,3,3,0,27,0,0,0,0,0,3,0,0,5,0,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,10,0,0,8,5,4,3,9,35,16,46,46,49,51,61,21,13,306,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,3,10,3,8,24,4,11,0,54,0,5,6,9,14,6,0,0,44,5,10
UCL115084,0,0,0,0,4,0,0,0,3,0,0,3,0,3,0,0,0,6,25,50,35,35,43,35,7,0,230,14,7,17,12,17,18,5,0,93,3,5,13,10,10,10,0,0,44,0,3,0,3,5,0,0,0,18,0,0,3,3,3,0,3,0,13,9,13,11,10,12,7,3,0,63,0,14,19,14,10,5,0,0,52,0,0,0,0,0,0,0,0,5,5,7,8,10,3,7,0,0,41,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,3,0,8,143,293,298,152,107,46,25,10,1081,196,413,401,249,221,133,45,9,1671,0,3,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,3,6,0,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,3,0,8,3,4,0,0,0,0,16,13,19,15,23,26,16,10,0,124,0,16,16,10,7,9,0,0,60,14,35
UCL115085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,13,25,28,14,9,0,108,4,0,3,3,0,5,4,0,19,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,18,19,23,14,3,98,22,31,30,51,59,48,28,6,274,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,10,3,3,0,28,0,3,3,4,3,5,0,0,21,3,3
UCL115086,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,5,3,7,18,20,28,13,0,89,8,5,8,9,11,6,5,0,48,0,0,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,0,0,17,0,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,12,12,19,15,3,70,24,27,27,45,51,67,35,8,277,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,3,7,10,0,0,0,28,0,3,0,0,0,7,0,0,17,9,4
UCL115087,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,15,20,13,24,18,10,9,4,111,6,19,8,8,6,7,3,0,65,0,0,3,8,6,0,0,0,20,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,13,0,3,8,5,4,0,0,0,19,0,3,0,4,5,4,0,0,16,0,0,0,0,0,0,0,0,3,3,4,4,0,0,4,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,6,4,9,10,7,15,5,70,32,69,53,61,54,38,31,10,350,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,3,19,17,18,14,6,3,0,83,0,6,11,4,4,3,0,0,31,9,11
UCL115088,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,3,3,5,12,16,28,16,3,7,89,7,7,8,3,11,10,3,0,47,0,0,0,0,4,4,0,0,15,0,0,3,6,0,0,0,0,14,0,0,3,7,7,5,0,0,19,5,0,5,9,7,6,3,0,36,0,0,3,4,3,3,0,0,19,0,0,0,3,0,0,0,0,11,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,3,7,9,0,0,25,15,25,40,52,81,48,11,12,296,0,0,3,5,0,0,4,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,8,6,9,7,3,0,39,3,7,14,6,11,7,3,0,58,4,5
UCL115089,0,0,0,0,3,3,0,0,6,0,0,0,0,3,0,0,0,6,7,22,20,21,29,30,18,0,147,4,9,11,7,7,12,3,0,47,0,12,0,3,8,6,0,0,24,0,0,6,3,3,3,0,0,20,0,3,3,3,7,0,3,0,27,0,5,3,3,4,3,3,0,26,0,0,5,4,7,5,0,0,27,0,0,0,3,4,3,0,0,10,7,3,6,3,3,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,16,12,18,26,22,26,24,10,155,35,69,74,77,107,92,54,18,535,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,7,0,14,12,17,34,26,8,3,115,3,16,12,8,20,14,3,0,78,11,15
UCL115090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,13,8,7,5,0,0,52,4,0,5,0,7,3,0,0,21,0,0,3,0,3,3,0,0,11,0,0,3,4,0,0,0,0,9,0,5,3,0,4,0,0,0,10,0,3,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,11,7,8,18,12,0,86,25,41,36,25,32,36,17,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,6,9,4,0,10,30,3,13,6,3,3,7,0,0,35,6,9
UCL115091,0,0,4,0,0,3,0,0,7,0,4,9,0,3,3,0,0,16,3,22,30,48,48,58,26,5,239,6,17,14,32,17,19,7,3,116,0,7,4,4,4,10,0,0,23,0,3,3,8,10,3,0,0,23,0,0,6,7,12,9,4,3,54,3,3,6,15,17,14,0,0,65,0,6,10,13,8,3,0,0,41,0,0,3,3,5,0,0,3,13,3,3,6,3,3,4,5,0,27,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,8,8,8,17,10,21,15,0,93,35,74,105,151,135,152,67,18,734,0,0,3,8,0,3,0,0,10,0,0,0,0,0,0,0,0,6,4,3,3,4,0,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,3,15,20,23,24,15,8,3,114,3,12,18,28,29,25,4,0,118,3,16
UCL115092,0,4,0,0,0,3,0,0,6,0,4,3,3,0,0,0,0,15,9,30,30,40,57,67,26,4,269,0,6,11,18,20,20,9,0,77,0,3,5,3,5,5,0,0,27,0,0,0,3,4,4,0,0,17,0,3,3,6,10,9,4,0,27,4,3,10,3,17,20,11,0,61,0,4,3,3,5,12,0,0,27,0,3,0,4,0,0,3,0,11,0,3,4,6,3,6,3,0,24,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,0,0,10,10,13,12,16,34,28,8,4,130,27,73,85,108,164,175,66,15,707,3,0,3,0,3,0,0,0,13,0,0,0,0,3,0,0,0,4,0,3,0,0,4,8,3,0,12,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,4,7,7,19,21,18,3,0,83,0,9,5,6,14,14,0,0,50,3,18
UCL115093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,14,13,13,0,62,0,0,4,4,7,11,4,0,28,0,0,0,0,0,0,0,0,6,0,8,0,0,3,3,0,0,17,0,3,4,3,3,0,0,0,18,3,0,0,3,3,3,0,0,22,0,3,8,0,0,4,0,0,21,0,0,0,0,0,0,0,0,6,4,0,4,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,15,15,12,12,22,27,23,0,121,26,36,44,39,58,61,48,3,311,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,8,10,6,7,9,5,0,42,3,9,7,10,13,5,3,0,52,4,12
UCL115094,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,10,27,22,25,25,34,14,13,156,3,5,11,9,19,10,3,0,62,0,0,4,0,10,0,0,0,23,0,0,3,3,10,0,0,0,19,0,3,3,8,3,4,3,0,22,3,5,9,9,10,8,0,0,41,0,3,8,6,7,5,0,0,32,0,0,0,0,0,3,0,0,9,3,10,0,7,4,3,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,3,0,15,21,6,15,23,26,21,20,22,154,43,65,85,88,121,99,50,35,585,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,4,0,4,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,8,8,10,22,15,5,5,78,3,12,8,15,10,17,8,3,70,12,18
UCL115095,0,0,0,3,0,0,6,3,8,4,3,0,0,0,0,0,0,9,8,14,16,16,32,57,23,6,163,0,6,9,13,19,28,13,3,87,0,0,7,3,3,0,3,0,10,0,5,3,7,12,3,0,0,35,0,0,3,3,9,3,3,0,30,3,4,4,8,13,8,4,3,40,0,0,12,6,3,8,3,3,35,0,4,0,0,4,0,0,0,10,7,3,5,6,3,3,7,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,15,15,8,18,17,27,24,6,129,37,55,58,86,108,143,77,28,594,0,0,3,3,3,3,0,0,10,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,3,3,14,0,0,5,0,0,0,0,0,4,0,0,3,0,0,0,0,0,6,5,7,19,21,23,25,14,10,123,0,3,9,19,16,14,8,3,85,6,7
