UCL_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL422018,48,0,0,0,0,47,19,0,0,0,0,22,9,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,17,0,0,0,0,0,0,4,0,0,0,0,4,82,0,0,3,0,83
UCL422019,36,0,0,0,0,33,31,0,0,0,0,26,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,80,0,0,4,0,82
UCL422020,27,0,0,0,0,27,33,0,0,3,0,37,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,3,0,81
UCL422021,113,0,0,15,0,135,38,3,0,0,0,43,12,0,0,0,0,9,0,3,0,0,0,6,14,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,0,0,34,0,0,0,0,0,0,6,0,0,0,0,9,188,13,0,21,0,213
UCL422022,59,0,0,3,0,62,38,0,0,3,0,44,0,0,0,0,0,0,0,0,4,0,0,3,18,0,0,0,0,18,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,18,0,4,0,0,23,0,0,0,0,0,0,4,0,0,0,0,4,124,0,4,12,0,132
UCL422023,30,0,0,0,0,31,24,0,0,0,0,22,0,0,0,0,0,0,9,0,0,0,0,9,9,0,0,0,0,9,0,4,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,25,4,0,0,0,28,0,0,0,0,0,0,7,0,0,0,0,7,82,4,0,0,3,89
UCL422024,65,0,0,0,0,68,87,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,163,0,0,0,0,164
UCL422025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,7,47,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,0,0,50
UCL422026,46,0,0,0,0,49,43,0,0,0,0,43,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,111,0,0,0,0,113
UCL422027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,6,0,0,0,0,0,0,50,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,0,55
UCL422028,66,0,0,0,0,62,31,0,0,0,0,38,3,0,0,0,0,5,5,0,0,0,0,9,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,26,0,0,4,0,29,6,0,0,0,0,7,3,0,0,0,0,3,135,0,0,6,0,143
UCL422029,40,0,0,0,0,40,79,0,0,0,0,79,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,141,0,0,0,0,143
UCL422030,79,0,0,3,0,81,63,0,0,0,3,62,9,0,0,0,0,12,8,0,0,0,0,8,21,0,0,0,0,20,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,52,0,0,0,0,54,4,0,0,0,0,4,3,0,0,0,0,3,204,0,0,6,4,216
UCL422031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,52,0,7,0,0,56,0,0,0,0,0,0,68,0,6,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,65,0,6,0,0,78
UCL422032,52,0,0,0,0,51,17,0,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,24,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,4,99,3,0,3,0,106
UCL422033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,4,0,0,0,0,4,56,0,0,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,62,0,0,0,0,62
UCL422034,67,0,0,0,0,67,33,0,0,4,0,42,9,0,0,0,0,9,0,0,3,0,0,10,18,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,32,0,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,3,137,3,8,4,0,148
UCL422035,46,0,0,0,0,48,54,0,0,0,0,58,9,0,0,0,0,9,3,0,0,0,0,3,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,128,0,0,0,4,129
UCL422036,35,0,0,0,0,35,56,0,0,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,107,0,0,0,0,108
UCL422037,27,0,0,0,0,23,56,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,93
UCL422038,55,0,0,0,0,55,49,0,0,0,0,56,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,118
UCL422039,30,0,0,0,0,30,88,0,0,0,0,91,9,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,138,0,0,0,0,144
UCL422040,75,0,0,0,0,75,78,0,0,0,0,78,15,0,0,0,0,15,8,0,0,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,37,0,0,0,0,37,0,0,0,0,0,0,8,0,0,0,0,8,192,0,0,0,0,192
UCL422041,45,0,0,0,0,45,49,0,0,0,0,49,8,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,3,0,111
UCL422042,41,0,0,0,0,41,48,0,0,0,0,50,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,107
UCL422043,45,0,0,0,0,42,39,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,3,108,0,0,0,3,107
UCL422044,49,0,0,0,4,50,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,6,110
UCL422045,71,0,0,3,0,79,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,8,120,0,0,3,0,126
UCL422046,73,0,0,0,3,72,38,0,0,0,0,43,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,4,145
UCL422047,32,0,0,0,0,37,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,70,0,3,0,0,75
UCL422048,68,0,0,0,0,68,28,0,0,0,0,28,3,0,0,0,0,3,7,0,0,0,0,7,12,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,28,0,0,0,0,0,0,4,0,0,0,0,4,122,0,0,0,0,123
UCL422049,113,4,0,0,0,119,42,3,0,3,0,43,12,3,0,0,0,19,0,4,0,0,0,9,21,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,0,0,0,48,0,0,0,0,0,0,5,0,0,0,0,5,194,12,0,7,0,217
UCL422050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,9,3,3,0,0,0,4,89,7,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,4,97,7,0,0,0,107
UCL422051,68,0,0,0,0,68,49,0,0,0,0,54,13,0,0,0,0,13,0,3,0,0,0,3,7,0,0,0,0,11,5,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0,43,0,0,0,0,0,0,3,0,0,3,0,3,149,6,0,5,3,166
UCL422052,37,0,0,0,0,38,22,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,7,0,13,0,0,0,3,0,3,0,0,0,7,0,6,66,0,0,15,0,86
UCL422053,77,0,0,5,0,86,50,0,0,0,0,52,3,6,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,31,6,0,5,0,36,0,0,0,0,0,0,3,0,0,0,0,3,158,6,0,11,0,176
UCL422054,58,0,0,0,0,54,41,0,0,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,101,0,0,0,0,105
UCL422055,40,0,0,0,0,36,29,0,0,0,0,29,0,0,0,0,0,0,0,0,3,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,16,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,88,0,3,0,0,93
UCL422056,40,0,0,0,0,43,82,0,0,0,0,83,16,0,0,0,0,16,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,152
UCL422057,52,0,0,0,0,52,19,0,0,0,0,19,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,9,96,0,0,0,0,100
UCL422058,49,0,0,0,0,49,28,0,0,0,0,28,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,89
UCL422059,61,0,0,0,0,62,68,0,0,0,0,68,7,3,0,0,0,17,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,152,3,0,3,0,155
UCL422060,53,0,0,0,0,53,19,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,29,0,0,0,0,0,0,3,0,0,0,0,3,105,0,0,0,0,103
UCL422061,47,0,0,0,0,46,68,0,0,0,0,68,12,0,0,0,0,10,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,135
UCL422062,48,0,0,0,0,48,19,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,86,0,0,0,0,87
UCL422063,32,0,0,0,0,32,82,0,0,0,0,82,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,131,0,0,0,0,131
UCL422064,75,0,0,0,4,82,46,0,0,0,0,43,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,153,0,3,0,4,156
UCL422065,55,0,0,5,0,57,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,12,0,0,0,0,0,0,7,0,0,0,0,7,104,0,0,5,0,109
UCL422066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,46,0,5,0,0,52,0,0,0,0,0,3,58,0,5,0,0,61,3,0,0,0,0,4,0,0,0,0,0,0,58,0,5,0,6,70
UCL422067,24,0,0,0,0,24,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,77
UCL422068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,9,0,0,0,0,9,9,3,0,0,0,6,7,0,0,0,0,7,52,3,0,0,0,49,3,0,0,0,0,3,4,0,0,0,0,4,58,3,0,0,0,59
UCL431777,21552,31,9,449,175,22222,18066,22,14,110,117,18326,1563,20,18,8,12,1613,235,25,3,0,0,263,3651,19,10,34,44,3753,190,13,0,0,0,207,1316,17,4,97,55,1492,691,10,4,12,18,731,7641,106,36,148,135,8063,578,11,3,17,6,614,1027,6,3,66,39,1144,48863,174,64,784,478,50362
UCL479997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL501001,156100,23448,5946,1081,222,186798,239091,30444,8332,227,433,278529,55019,25815,18013,112,273,99238,7450,9026,3087,8,29,19604,33950,11732,5413,113,148,51353,759,1302,735,13,16,2832,3423,1148,614,268,55,5505,1689,655,252,24,16,2640,102300,49679,28115,532,550,181172,2601,2982,1502,27,36,7139,9967,3296,1492,121,265,15144,510058,109846,45387,1986,1495,668779
UCL511001,6078,492,155,170,11,6902,9841,393,48,11,11,10308,2833,755,240,3,12,3838,355,506,80,0,0,936,1586,296,70,9,3,1959,35,55,94,0,0,183,138,48,10,48,3,255,75,24,8,3,0,114,5020,1689,499,63,21,7285,111,70,109,0,0,291,418,94,54,11,11,582,21460,2734,866,256,58,25377
UCL512001,3430,217,3,65,14,3725,3311,56,3,4,17,3391,1246,165,11,9,9,1430,427,180,0,0,4,616,812,78,3,3,0,903,52,123,13,0,0,184,108,23,0,5,5,146,62,12,0,0,0,79,2705,578,31,20,21,3354,59,65,0,0,4,127,233,73,3,3,3,312,9741,985,39,92,56,10911
UCL512002,2472,261,0,262,5,3004,2969,104,0,3,9,3081,1120,187,3,0,3,1312,277,217,3,0,0,497,603,67,0,3,0,680,6,21,12,3,0,42,63,8,0,48,7,127,28,7,3,0,0,42,2106,517,17,53,11,2701,46,72,0,9,0,128,165,48,3,19,3,240,7749,1001,24,351,31,9155
UCL512003,2909,294,24,102,13,3338,3720,171,14,39,3,3940,1184,395,81,4,12,1677,395,240,79,17,3,727,856,164,24,17,5,1063,34,34,3,0,0,78,163,30,11,15,3,222,41,10,0,0,0,49,2669,879,196,51,22,3820,48,35,0,4,0,91,220,49,16,16,8,316,9567,1420,248,212,48,11501
UCL512004,1517,83,0,61,15,1681,3877,247,15,7,5,4151,1141,624,94,0,4,1861,336,279,34,0,8,652,592,113,12,3,3,731,7,28,24,0,0,61,263,110,13,74,6,468,34,14,0,5,0,48,2378,1163,177,86,15,3816,21,6,0,4,0,26,173,52,6,6,13,249,7960,1554,200,161,48,9921
UCL513001,443,12,10,187,13,657,1080,34,31,19,8,1180,531,140,152,22,3,846,538,73,52,0,23,689,230,21,29,15,10,308,27,0,0,0,0,27,338,66,16,70,22,515,47,4,3,4,8,68,1719,304,251,107,75,2458,33,3,3,4,4,44,86,22,22,23,10,156,3353,377,316,347,104,4497
UCL513002,1079,68,8,12,18,1180,1086,16,7,5,4,1116,353,78,19,0,0,454,127,70,11,0,4,210,350,48,20,0,7,427,5,39,0,0,0,44,74,16,3,0,8,103,32,7,0,0,0,38,938,259,55,9,15,1271,14,10,0,0,0,22,77,36,0,0,0,121,3196,386,67,24,35,3711
UCL513003,200,8,0,33,0,248,666,52,8,3,3,728,1095,181,112,3,0,1395,355,100,15,0,0,467,160,18,4,3,0,183,8,0,0,0,0,8,1422,99,37,16,10,1582,72,13,0,3,0,92,3112,408,166,24,13,3725,40,0,0,0,0,42,80,12,4,0,0,97,4103,487,179,65,17,4845
UCL513004,204,19,16,29,3,269,369,17,13,3,0,404,852,95,211,0,3,1161,431,41,16,0,7,494,101,9,14,0,0,122,12,0,5,0,0,23,1028,133,204,11,10,1389,49,4,11,0,0,62,2469,287,465,13,19,3259,28,0,3,0,0,33,100,12,22,14,7,160,3178,335,513,70,30,4124
UCL514001,937,18,3,11,3,975,948,7,0,0,3,955,218,29,4,0,0,251,122,31,11,0,0,163,197,10,0,0,0,204,3,3,0,0,0,6,26,3,0,4,0,27,14,5,0,0,0,16,585,75,12,3,0,676,10,3,0,0,0,12,73,8,0,0,0,82,2551,111,18,14,8,2703
UCL514002,561,29,0,0,7,595,811,23,0,0,3,841,296,24,0,0,0,321,10,12,0,0,0,21,162,14,0,0,4,176,0,0,0,0,0,0,15,0,0,0,0,16,14,3,0,0,0,12,496,54,0,4,4,555,11,0,0,0,0,9,35,0,0,0,3,35,1906,105,3,4,10,2038
UCL514003,453,9,0,4,0,470,931,27,0,4,0,966,290,55,0,0,0,351,45,30,3,0,0,75,245,16,0,0,0,257,13,0,3,0,0,13,22,0,0,14,3,34,4,0,0,0,0,5,613,95,5,14,9,745,20,0,0,0,0,20,39,3,0,0,3,39,2054,135,5,28,13,2240
UCL514004,727,7,8,28,7,774,731,3,3,0,4,743,246,10,20,0,0,279,173,23,27,0,0,223,172,0,3,0,0,179,0,0,8,0,0,7,49,4,3,6,0,63,9,0,0,0,0,11,662,35,67,8,3,769,16,0,0,0,0,16,54,0,7,0,0,62,2183,52,77,32,15,2363
UCL514005,483,18,0,0,0,498,1599,47,3,0,4,1656,416,19,0,0,0,439,0,0,0,0,0,0,187,7,0,0,0,196,0,0,0,0,0,0,13,0,0,0,0,13,15,0,0,0,0,15,632,23,0,0,0,661,32,0,0,0,0,30,56,0,0,0,0,59,2807,87,6,0,10,2904
UCL515001,226,3,3,6,0,239,82,0,0,0,0,85,56,3,0,0,0,67,4,0,21,0,0,20,24,0,0,0,0,25,0,0,5,0,0,5,3,0,0,0,0,5,4,0,0,0,0,3,93,3,31,3,0,128,6,0,11,0,0,23,10,0,0,0,0,14,417,12,47,10,3,493
UCL515002,135,0,0,0,0,135,151,0,0,0,0,154,69,0,0,0,0,69,0,0,0,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,132,0,0,0,0,132,5,0,0,0,0,5,15,0,0,0,0,15,439,0,0,0,0,437
UCL515003,238,3,0,0,0,238,188,0,0,0,0,189,51,3,9,0,0,64,15,5,0,0,0,26,58,0,0,0,0,58,0,0,0,0,0,0,9,0,0,0,0,12,9,0,0,0,0,10,149,14,9,0,0,171,0,0,0,0,0,3,18,0,0,0,0,18,583,17,9,0,0,610
UCL515004,108,0,0,0,0,108,345,0,0,0,0,345,61,0,0,0,0,61,3,0,0,0,0,3,49,0,0,0,0,49,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,127,0,0,0,0,127,0,0,0,0,0,0,12,0,0,0,0,12,595,0,0,0,0,595
UCL515005,208,8,7,0,0,218,320,3,0,0,0,327,65,8,0,0,0,78,14,23,0,0,0,34,54,3,0,0,0,51,0,4,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,136,35,0,0,0,171,0,0,0,0,0,0,11,0,0,0,0,16,681,43,6,0,3,736
UCL515006,313,9,7,67,3,396,328,5,5,0,4,348,114,9,11,0,0,136,206,55,4,0,5,266,115,14,7,0,0,137,12,12,0,0,0,30,85,18,3,14,0,118,8,6,0,0,0,16,543,117,30,16,4,709,4,0,0,5,0,5,46,6,0,5,4,61,1236,133,43,94,19,1525
UCL515007,96,0,0,0,0,98,266,0,0,0,3,273,40,0,0,0,0,39,5,0,0,0,0,5,38,3,0,0,0,43,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,3,88,5,0,0,0,96,0,0,0,0,0,0,3,0,0,0,0,6,457,6,0,0,5,473
UCL515008,58,0,3,3,0,66,113,0,3,0,0,115,61,0,3,0,0,63,4,0,0,0,0,4,21,0,0,0,0,19,0,0,0,0,0,0,44,0,7,0,0,53,3,0,0,0,0,3,131,0,11,0,0,146,0,0,0,0,0,0,3,0,0,0,0,7,302,0,15,3,3,330
UCL515009,364,7,0,0,0,379,224,3,0,0,0,229,117,5,0,0,0,119,56,24,0,0,0,73,88,5,0,0,0,98,10,15,0,0,0,22,17,0,0,0,0,17,3,0,0,0,0,8,295,49,0,0,0,339,4,17,0,0,0,26,18,3,0,0,0,22,904,80,0,3,5,1000
UCL515010,105,0,3,26,0,146,131,0,0,0,0,138,65,23,0,0,0,93,249,85,0,0,0,332,48,6,0,9,0,67,7,0,0,0,0,4,130,45,0,3,0,184,11,0,0,0,0,13,515,171,0,14,3,700,3,0,0,0,0,4,48,17,0,0,0,70,810,188,10,45,5,1057
UCL515011,316,9,3,0,0,328,343,5,0,0,0,348,60,3,0,0,0,68,19,13,0,0,0,36,66,3,0,0,3,79,0,7,0,0,0,7,5,0,0,0,0,5,4,0,0,0,0,4,156,29,4,0,3,192,5,3,0,0,0,4,18,3,0,0,0,19,841,48,4,0,3,897
UCL515012,135,0,0,0,0,135,286,0,0,0,0,292,141,0,0,0,0,141,19,0,0,0,0,19,50,0,0,0,0,50,0,0,0,0,0,0,20,0,0,0,0,22,0,0,0,0,0,0,228,0,0,0,0,233,0,0,0,0,0,0,11,0,0,0,0,11,660,0,0,0,0,663
UCL515013,143,0,0,24,0,166,258,0,0,0,0,265,137,10,0,0,0,151,89,0,0,0,0,89,51,5,0,0,0,58,0,0,0,0,0,0,67,0,0,4,0,72,9,0,0,0,0,9,357,16,0,3,0,379,3,0,0,0,0,6,19,31,0,3,0,53,783,39,0,35,6,867
