UCL_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL311002,526,628,1487,1703,1862,1534,365,44,7,8166,3,3,9,6,12,18,0,0,0,49,0,0,0,3,5,0,0,0,0,13,17,11,20,24,37,19,7,0,0,132,0,0,8,5,6,10,0,0,0,29,3,4,31,41,62,39,9,0,0,191,3,7,9,16,22,19,0,0,0,77,225,143,190,232,261,154,30,3,0,1235,228,109,161,149,174,123,23,0,0,974,4,0,14,23,37,22,3,0,0,104,5,13,13,17,14,9,0,0,0,66,7,5,30,32,44,23,0,0,0,143,6,13,14,46,61,31,8,0,0,181,15,22,62,62,77,65,15,0,0,311,6,10,42,73,90,50,15,0,0,285,0,19,75,100,98,80,6,0,0,372,6,70,195,334,378,199,30,0,0,1222,40,156,430,547,691,549,70,4,0,2479,11,11,15,18,13,10,0,0,0,74,29,29,65,75,67,52,16,0,0,325
UCL311003,1042,1668,4310,3914,4153,2885,551,55,10,18581,0,3,11,6,16,13,11,3,0,69,4,53,182,140,109,34,3,0,0,534,31,40,88,96,107,76,10,3,0,450,5,3,28,15,18,11,0,0,0,75,7,31,96,85,117,61,8,0,0,409,19,26,84,70,89,40,4,0,0,318,364,289,467,446,481,318,45,0,0,2416,392,250,307,270,214,132,27,0,0,1592,0,20,110,101,124,73,13,3,0,452,15,25,29,18,17,12,3,0,0,115,8,37,97,100,89,43,3,0,0,378,14,39,79,79,75,58,10,0,0,355,26,89,256,175,162,67,9,0,0,785,9,44,133,134,156,88,14,4,0,590,13,55,214,200,237,110,14,0,0,851,27,99,386,578,602,365,49,6,0,2108,85,300,802,712,881,671,92,4,0,3538,34,18,45,42,23,18,10,0,0,185,48,87,178,146,121,82,22,0,0,684
UCL311004,927,1447,3198,2762,2863,2106,439,55,3,13798,6,4,7,15,20,22,15,6,0,85,0,8,25,26,21,9,4,0,0,95,25,37,108,113,86,31,3,0,0,408,0,19,98,64,42,17,0,0,0,246,8,20,41,58,65,49,4,0,0,245,11,21,43,29,43,17,3,0,0,164,340,265,292,273,316,200,44,3,0,1741,410,195,195,149,156,85,14,0,0,1209,4,30,71,51,83,40,8,0,0,297,9,19,18,15,13,6,4,0,0,78,3,18,77,58,46,36,4,0,0,242,19,29,45,38,50,22,4,0,0,206,22,69,134,116,102,51,14,0,0,511,18,30,70,75,103,68,13,0,0,375,8,57,233,203,202,134,19,0,0,859,48,116,371,539,557,376,47,3,0,2053,60,323,746,624,750,582,96,3,0,3181,13,18,19,21,23,10,10,3,0,115,36,55,123,86,101,83,13,3,0,502
UCL312001,494,844,2037,1902,1832,1124,187,19,0,8453,0,0,3,3,0,0,3,0,0,13,3,9,33,29,7,4,0,0,0,85,13,22,114,91,68,25,4,0,0,336,3,7,23,24,15,12,0,0,0,78,4,14,66,62,54,22,6,0,0,227,3,10,25,38,25,12,0,0,0,118,193,143,208,170,190,81,15,0,0,1009,141,126,144,89,84,38,6,3,0,633,7,23,91,73,100,46,3,0,0,335,3,6,16,7,5,3,0,0,0,39,0,8,29,27,28,10,3,0,0,115,3,20,38,27,26,19,9,0,0,149,7,35,79,75,75,33,6,0,0,316,5,20,65,61,66,45,4,0,0,268,0,25,72,95,79,42,5,0,0,319,10,85,238,238,227,128,26,0,0,958,29,116,248,218,263,159,15,0,0,1049,18,3,22,11,13,3,0,0,0,73,12,38,89,72,60,25,6,3,0,300
UCL312002,215,316,636,708,768,645,134,20,3,3450,0,0,0,3,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,16,11,17,20,23,12,0,0,0,97,0,3,5,5,6,7,0,0,0,35,0,0,9,17,12,7,8,0,0,49,3,7,5,3,9,4,0,0,0,32,89,69,93,64,84,51,10,0,0,463,77,42,45,49,33,20,3,0,0,279,4,0,4,10,14,13,0,0,0,51,3,8,12,9,13,7,3,0,0,52,0,4,13,18,11,11,3,0,0,59,0,3,4,9,12,8,0,0,0,43,6,13,21,17,20,18,3,0,0,90,3,3,24,40,39,34,13,3,0,153,0,3,41,64,70,41,11,0,0,229,7,17,66,140,167,113,13,0,0,516,23,60,142,171,258,237,28,0,0,924,3,0,8,10,9,5,3,0,0,36,12,16,23,25,35,25,3,0,0,142
UCL313001,116,119,330,481,511,425,112,9,3,2104,0,0,12,9,11,5,0,0,0,38,0,0,0,0,0,0,0,0,0,3,3,0,6,10,18,13,3,0,0,60,0,0,0,0,7,0,0,0,0,11,0,0,13,7,10,4,3,0,0,42,0,3,3,10,5,7,0,0,0,25,45,21,34,45,46,34,3,0,0,230,65,17,33,29,23,20,8,0,0,189,0,0,0,6,10,4,0,0,0,26,0,3,0,0,6,3,0,0,0,18,4,0,4,13,14,4,3,0,0,40,0,0,6,18,6,7,3,0,0,47,0,4,14,27,16,14,11,0,0,98,3,3,15,22,14,11,0,0,0,66,0,5,17,27,30,19,0,0,0,99,7,15,42,107,105,82,13,0,0,364,9,42,119,148,161,150,25,3,0,659,0,3,0,7,4,3,3,0,0,26,5,7,16,13,20,7,0,0,0,73
UCL313002,157,193,310,462,671,629,193,27,3,2641,0,5,11,4,9,4,3,0,0,37,0,0,0,0,0,3,0,0,0,6,3,3,6,9,11,12,8,0,0,51,0,0,0,0,0,0,0,0,0,3,0,7,5,15,23,12,4,0,0,61,0,0,0,9,13,7,0,0,0,28,55,29,34,55,98,73,10,0,0,367,57,33,45,39,46,26,7,0,0,258,0,3,0,12,13,17,0,0,0,52,0,0,0,4,0,0,3,0,0,14,0,0,3,11,29,15,4,0,0,60,3,3,7,10,22,26,8,4,0,86,3,3,16,17,37,43,17,0,0,137,0,4,7,17,35,29,4,0,0,110,3,3,11,29,37,29,4,0,0,116,4,15,29,97,128,82,17,0,0,363,11,35,68,106,169,187,39,3,0,612,5,4,3,10,10,10,3,0,0,44,8,16,15,18,17,21,4,0,0,94
UCL313003,208,303,611,618,555,426,145,23,4,2894,7,8,18,13,16,10,4,0,0,82,0,3,9,3,3,4,0,0,0,16,8,5,17,14,14,10,3,0,0,77,0,0,4,3,7,0,0,0,0,15,3,8,27,17,17,5,4,3,0,74,11,12,13,16,13,10,0,0,0,73,68,36,59,79,71,56,9,3,0,389,54,38,37,44,33,22,0,0,0,220,0,0,0,12,6,10,3,0,0,35,0,3,3,3,0,0,0,0,0,10,3,15,15,12,5,5,0,0,0,52,3,4,5,3,11,3,0,0,0,33,9,21,32,39,23,13,9,0,0,135,4,5,15,18,19,23,3,0,0,83,7,16,38,52,37,23,7,0,0,176,9,31,74,115,103,48,0,0,0,377,21,30,80,87,107,76,10,3,0,413,0,0,3,3,0,4,0,0,0,11,17,14,17,28,13,22,3,0,0,120
UCL313004,205,356,934,828,731,447,106,16,4,3626,0,10,17,6,17,9,0,0,0,65,7,13,41,39,14,5,0,0,0,120,6,3,9,7,15,3,0,0,0,43,0,0,6,0,5,0,0,0,0,9,0,4,22,24,21,12,0,0,0,82,5,4,18,13,16,3,0,0,0,62,76,49,114,114,104,59,8,3,0,518,63,39,55,51,39,22,4,0,0,275,4,12,13,24,32,21,0,0,0,103,0,3,5,0,3,3,0,0,0,21,0,7,26,16,18,6,0,0,0,70,3,14,13,15,13,8,3,0,0,69,6,17,40,28,24,11,0,0,0,129,4,11,26,40,22,15,3,0,0,127,4,13,52,46,38,36,4,0,0,193,12,38,131,126,123,52,9,0,0,483,14,36,102,95,84,48,5,0,0,385,0,0,3,3,0,3,0,0,0,18,9,24,36,32,29,12,3,0,0,139
UCL313005,130,251,715,485,421,305,41,3,3,2352,5,0,3,4,3,4,0,3,0,17,0,7,12,4,11,3,0,0,0,41,0,7,9,13,3,9,0,0,0,41,0,5,17,18,3,3,0,0,0,44,3,3,7,13,18,12,0,0,0,54,0,4,15,7,5,8,0,0,0,39,55,52,94,62,61,34,4,0,0,357,71,48,44,19,19,15,0,0,0,210,0,8,20,15,22,10,3,0,0,81,0,0,0,4,0,0,0,0,0,6,0,3,8,9,11,0,0,0,0,30,3,3,16,3,9,8,0,0,0,36,3,8,21,17,9,6,0,0,0,68,0,6,14,13,16,8,3,0,0,61,0,16,45,34,27,12,0,0,0,138,5,13,71,64,55,39,7,0,0,259,9,70,169,122,143,93,3,0,0,612,3,0,6,0,3,3,0,0,0,15,3,16,33,16,11,7,0,0,0,83
UCL313006,197,316,693,629,676,504,121,20,4,3171,0,5,12,19,13,16,4,0,0,68,0,0,0,3,0,0,0,0,0,9,13,14,27,34,28,26,3,0,0,146,0,0,3,0,0,0,0,0,0,5,0,4,10,16,13,12,3,0,0,68,4,4,20,5,11,7,0,0,0,48,86,69,120,98,91,58,13,0,0,530,88,31,48,47,36,19,3,0,0,266,0,3,9,10,16,7,4,0,0,46,3,3,3,3,3,5,0,0,0,21,3,0,11,4,11,4,0,0,0,47,0,5,8,4,16,3,3,0,0,43,0,7,46,34,30,22,9,0,0,147,3,4,10,23,29,14,4,0,0,88,0,3,30,30,39,36,3,0,0,145,5,21,74,105,133,91,10,0,0,445,24,59,121,130,203,160,24,0,0,722,3,4,3,7,7,0,0,0,0,26,11,25,33,26,24,15,4,0,0,130
UCL313007,151,243,469,420,419,327,82,18,0,2119,3,0,3,3,4,4,6,0,0,27,0,0,4,3,6,0,0,0,0,12,12,15,24,19,32,14,0,0,0,112,0,0,3,4,8,0,0,0,0,20,0,7,3,9,5,0,0,0,0,28,0,0,6,3,0,7,0,0,0,20,66,44,48,53,45,35,7,3,0,305,44,39,40,34,34,11,5,0,0,205,0,0,6,3,3,0,3,0,0,20,0,3,8,0,4,3,0,0,0,19,0,3,12,7,5,4,0,0,0,37,0,3,3,4,10,8,0,0,0,29,3,5,16,18,13,14,4,0,0,77,0,0,11,9,12,9,6,0,0,51,0,10,20,28,22,15,0,0,0,99,6,19,70,78,88,61,4,0,0,329,11,43,97,98,93,120,6,0,0,465,0,0,3,4,3,0,0,0,0,14,10,5,19,20,15,10,3,0,0,80
UCL313008,252,488,1375,1048,970,605,149,14,0,4904,4,0,5,4,3,4,0,0,0,22,6,40,169,109,67,26,0,0,0,423,6,8,20,19,18,4,0,0,0,77,0,0,7,3,5,0,0,0,0,21,0,3,17,13,18,10,5,0,0,61,0,7,14,11,9,5,3,0,0,55,78,63,80,89,84,52,11,3,0,463,59,43,67,51,54,28,7,0,0,304,0,9,32,26,24,23,5,0,0,116,8,9,9,6,4,3,0,0,0,37,0,5,22,10,10,3,0,0,0,55,0,4,18,17,7,11,0,3,0,68,3,13,29,22,11,13,3,0,0,90,5,17,45,27,40,22,4,0,0,162,5,33,95,64,83,31,4,0,0,316,11,80,180,147,145,60,13,0,0,631,20,86,236,172,208,102,21,0,0,841,0,3,5,0,5,6,3,0,0,23,19,20,53,41,23,14,4,0,0,170
UCL313009,193,358,836,824,769,589,154,13,4,3744,0,4,7,10,8,8,4,0,0,43,0,0,3,3,0,0,0,0,0,6,7,7,20,25,29,30,0,0,0,131,0,0,9,10,3,0,0,0,0,15,0,0,23,21,23,5,3,0,0,76,0,3,14,7,17,4,4,0,0,52,74,58,112,87,90,49,7,0,0,471,97,61,61,53,48,30,3,0,0,344,0,6,9,10,21,17,3,0,0,65,0,9,5,8,8,3,0,0,0,41,0,8,17,19,13,10,0,0,0,69,3,0,21,18,16,8,5,0,0,62,5,14,42,32,20,25,9,0,0,143,14,14,32,27,44,31,10,0,0,164,3,3,26,45,37,37,3,0,0,147,6,15,50,132,129,72,13,0,0,410,20,65,208,229,321,234,44,3,0,1122,3,11,10,17,11,7,3,0,0,59,3,11,28,43,29,10,3,0,0,137
UCL313010,209,342,543,509,573,466,134,15,3,2789,0,5,8,11,9,14,4,0,0,49,0,3,4,0,0,0,0,0,0,11,13,12,37,47,37,27,7,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,11,11,13,9,0,0,0,50,3,0,7,4,4,5,3,0,0,27,77,59,65,67,89,58,15,3,0,428,95,40,50,25,27,34,3,0,0,276,0,3,11,25,22,15,4,0,0,82,4,6,5,3,9,3,3,0,0,35,3,3,12,11,10,6,0,0,0,43,3,10,0,10,10,4,3,3,0,44,3,9,27,8,15,18,4,0,0,79,3,4,9,15,27,10,0,4,0,68,0,3,17,28,41,26,9,0,0,126,4,23,59,100,123,74,9,0,0,395,14,37,98,103,141,122,16,0,0,519,3,0,3,4,4,3,0,0,0,25,3,13,21,24,15,15,3,0,0,97
UCL313011,216,313,632,747,828,661,128,20,0,3539,3,3,3,0,8,3,6,0,0,32,0,5,23,14,19,7,0,0,0,69,15,3,9,13,12,10,6,0,0,55,0,0,12,10,7,4,0,0,0,36,3,6,15,25,27,18,3,0,0,100,4,7,3,8,14,4,0,0,0,40,86,46,74,85,109,85,7,0,0,502,89,64,48,62,68,32,8,3,0,377,0,4,10,11,21,8,3,0,0,60,0,3,5,3,0,6,0,0,0,20,0,4,18,21,13,4,0,0,0,60,3,13,20,7,20,13,5,3,0,81,3,17,19,40,31,21,8,0,0,140,4,5,32,36,35,15,4,0,0,132,3,17,52,52,68,44,3,0,0,235,8,28,108,171,204,109,12,0,0,642,12,37,117,137,184,154,24,3,0,666,9,0,4,3,14,10,0,0,0,44,16,20,27,34,36,14,0,0,0,142
UCL314001,97,203,633,586,483,317,105,16,0,2436,0,0,0,3,0,0,0,0,0,6,0,0,9,20,11,0,0,0,0,43,4,3,9,12,5,8,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,13,19,18,7,0,0,0,51,3,3,3,3,5,3,4,0,0,29,34,36,68,61,65,57,11,0,0,327,45,74,128,80,68,50,11,0,0,457,4,17,65,33,24,24,3,3,0,171,0,6,6,0,3,3,0,0,0,20,0,0,6,13,9,7,0,0,0,38,0,8,15,21,12,6,0,0,0,64,0,0,35,28,20,12,11,0,0,104,3,14,54,42,40,15,0,0,0,168,0,6,13,6,10,7,0,0,0,44,0,16,51,48,43,12,4,0,0,176,9,12,51,58,42,32,5,0,0,214,0,9,10,7,11,4,0,0,0,31,3,6,31,28,19,9,3,0,0,105
UCL314002,109,132,227,245,286,229,80,8,3,1317,4,16,10,7,9,12,0,0,0,57,0,0,3,0,0,0,0,0,0,4,3,0,3,8,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,3,10,6,4,3,3,0,0,22,0,0,3,0,4,3,0,0,0,15,43,19,24,29,35,37,4,3,0,201,34,24,19,13,23,12,0,0,0,124,0,0,3,4,7,6,0,0,0,17,0,3,3,0,4,3,0,0,0,15,0,4,8,9,9,8,0,0,0,40,0,0,4,3,4,6,5,0,0,26,3,0,10,17,13,4,3,0,0,52,0,3,5,9,10,7,7,0,0,32,0,0,18,18,21,17,0,0,0,71,0,8,33,48,51,32,7,0,0,183,10,23,49,70,83,73,22,0,0,338,0,0,0,0,3,0,0,0,0,7,6,4,13,11,10,11,0,0,0,54
UCL314003,105,188,347,359,399,370,118,17,0,1899,0,27,26,16,8,7,8,3,0,101,0,3,3,0,0,0,0,0,0,8,0,9,14,15,18,12,6,0,0,75,0,0,0,0,5,0,0,0,0,8,0,0,3,7,0,7,0,0,0,21,0,3,3,7,0,4,0,0,0,21,41,17,36,51,50,46,3,0,0,245,50,17,21,17,26,18,0,0,0,148,0,0,3,3,5,10,3,0,0,29,0,3,4,0,3,0,0,0,0,9,0,8,9,14,12,7,0,0,0,42,0,3,5,5,4,5,0,0,0,25,3,6,15,12,8,15,5,0,0,63,3,5,9,13,18,11,8,0,0,66,0,3,17,16,22,8,0,0,0,73,0,16,42,57,69,51,8,0,0,244,9,38,64,68,78,74,13,0,0,354,3,0,3,3,4,0,0,0,0,17,5,11,11,15,22,10,0,0,0,78
UCL314004,71,94,194,189,232,184,44,11,0,1019,0,0,3,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,3,4,4,3,9,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,3,0,0,0,29,0,3,4,3,3,5,0,0,0,21,19,12,27,20,35,14,0,0,0,128,31,13,12,14,22,9,0,0,0,109,0,3,3,4,10,7,3,0,0,28,0,0,0,0,4,0,0,0,0,5,0,0,0,3,8,7,0,0,0,16,0,0,3,4,3,3,0,0,0,19,0,0,7,8,4,3,0,0,0,33,0,3,0,4,15,15,0,0,0,37,0,0,7,5,13,9,3,0,0,37,0,8,21,25,37,13,0,0,0,100,3,11,37,42,56,43,11,0,0,203,4,3,3,0,0,0,0,0,0,11,3,6,8,6,9,4,3,0,0,37
UCL314005,73,97,237,267,208,135,29,6,0,1044,0,3,0,7,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,10,0,6,13,3,3,3,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,6,4,9,3,0,0,0,31,0,0,5,0,6,0,0,0,0,12,23,22,19,26,29,17,7,0,0,143,34,17,14,20,7,5,0,0,0,99,0,0,3,7,4,3,0,0,0,20,3,0,0,4,0,0,0,0,0,9,0,0,3,6,5,0,0,0,0,10,0,7,3,6,3,0,0,0,0,23,0,3,13,11,9,4,0,0,0,43,0,3,9,16,14,12,0,0,0,57,3,3,7,13,15,3,0,0,0,42,0,3,23,35,26,23,6,0,0,119,4,19,53,54,64,50,4,0,0,256,4,0,12,4,0,0,0,0,0,29,3,3,10,4,14,4,4,0,0,35
UCL314006,99,170,384,373,312,209,40,12,0,1607,0,0,5,3,6,0,0,0,0,18,0,4,11,17,12,0,0,0,0,43,9,7,30,25,11,7,0,0,0,90,0,5,17,8,9,3,0,0,0,47,0,4,7,5,5,5,0,0,0,28,0,5,16,8,3,0,0,0,0,29,46,19,27,34,39,17,4,0,0,182,22,11,24,17,18,7,0,0,0,106,0,0,0,3,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,3,8,11,8,3,0,0,0,32,0,0,3,6,0,0,0,0,0,14,4,7,14,12,9,3,0,0,0,48,0,3,9,14,11,7,0,0,0,44,0,7,20,17,19,10,0,0,0,79,4,18,44,49,42,33,3,0,0,179,4,16,42,35,45,31,7,0,0,175,0,0,5,0,3,0,0,0,0,5,3,4,14,12,16,9,3,0,0,61
UCL314007,122,170,453,345,397,364,104,10,3,1968,3,49,89,32,32,33,7,0,0,240,0,0,5,4,0,3,0,0,0,10,0,0,6,6,7,9,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,4,5,11,4,3,0,0,31,0,0,4,8,6,3,0,0,0,27,25,16,38,28,45,39,7,0,0,211,32,12,22,20,40,27,9,0,0,163,0,9,10,12,16,9,3,0,0,52,0,0,4,0,5,0,0,0,0,17,0,0,9,12,15,0,0,0,0,35,3,3,0,3,9,6,0,0,0,23,3,4,11,11,11,7,0,0,0,51,3,6,33,11,22,14,0,3,0,88,0,3,18,10,18,8,0,0,0,70,3,14,46,54,59,33,3,0,0,211,10,20,54,71,75,83,12,0,0,326,0,0,0,3,3,3,0,0,0,10,0,3,4,13,11,9,7,0,0,47
UCL314008,129,124,269,290,298,255,73,10,0,1446,3,0,10,6,3,4,3,0,0,26,0,3,5,10,4,5,0,0,0,28,3,3,9,4,3,4,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,3,5,9,5,3,0,0,20,0,0,8,3,5,3,0,0,0,16,39,28,31,36,33,27,3,3,0,203,23,11,17,21,24,16,3,0,0,124,0,0,0,9,12,0,3,0,0,27,0,0,0,3,0,3,0,0,0,9,0,6,6,9,5,0,0,0,0,27,0,3,0,0,3,5,3,0,0,21,3,4,15,5,7,0,0,0,0,35,0,3,5,12,6,10,4,0,0,44,3,3,12,19,26,14,0,0,0,83,7,33,64,82,96,55,18,4,0,353,6,12,49,72,90,73,14,0,0,326,3,0,3,0,3,0,0,0,0,10,7,8,11,16,10,8,0,0,0,62
UCL314009,88,126,329,259,247,171,57,12,3,1292,0,0,0,7,0,5,7,3,0,18,0,5,9,18,9,4,0,0,0,42,0,3,5,3,7,3,0,0,0,24,0,0,8,6,10,0,0,0,0,33,0,5,6,6,6,3,0,0,0,32,0,0,0,10,4,5,0,0,0,19,29,18,28,31,24,16,0,0,0,153,28,24,19,32,17,16,0,0,0,145,0,0,0,8,5,0,3,0,0,21,3,0,0,3,6,0,0,0,0,12,0,4,8,0,3,0,0,0,0,17,0,3,7,8,4,0,0,0,0,23,0,5,16,19,4,7,0,0,0,45,0,8,19,16,12,11,0,0,0,59,0,0,10,5,11,0,0,0,0,31,3,16,50,37,32,18,6,0,0,163,11,13,25,26,43,34,0,0,0,148,3,0,0,0,3,0,0,0,0,6,0,11,6,7,15,3,0,0,0,40
UCL314010,84,158,413,233,207,161,53,9,0,1314,5,77,174,35,27,20,3,0,0,337,0,0,0,0,0,0,0,0,0,3,3,8,14,10,7,11,0,0,0,46,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,4,4,3,3,0,3,0,0,17,20,22,32,21,39,12,5,0,0,144,21,16,17,15,3,7,0,0,0,84,3,5,4,8,3,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,13,0,3,0,3,0,0,0,0,0,13,6,13,10,13,3,7,0,0,0,52,0,9,23,10,8,3,3,0,0,59,0,3,6,14,18,4,0,0,0,42,4,22,30,34,40,25,5,0,0,156,0,11,18,24,29,34,4,0,0,125,0,3,3,3,3,0,0,0,0,14,0,9,11,0,6,9,3,0,0,33
UCL314011,86,137,273,272,254,222,71,8,7,1327,3,5,20,14,12,10,8,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,12,5,10,3,0,0,0,33,0,3,10,10,3,0,0,0,0,26,26,26,21,39,37,30,7,0,0,188,33,23,25,11,13,16,3,0,0,135,0,0,4,3,5,8,0,0,0,26,0,0,0,4,0,0,0,0,0,8,0,3,13,3,0,0,0,0,0,28,0,0,3,4,0,0,0,0,0,9,4,12,28,13,11,13,3,0,0,84,0,0,9,10,16,9,5,0,0,47,0,0,10,10,4,8,0,0,0,37,0,8,46,53,39,33,0,0,0,184,8,22,51,49,51,44,7,0,0,232,3,0,0,0,0,0,3,0,0,10,3,6,14,11,16,11,0,0,0,58
