UCL_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL222109,0,0,0,0,0,0,0,0,0,4,0,4,15,10,20,7,3,0,0,60,0,0,4,0,0,6,0,0,0,15,0,0,0,0,0,3,0,0,0,7,0,0,7,0,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,3,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,3,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
UCL222110,0,0,0,0,0,0,0,0,0,7,4,8,18,15,22,20,5,0,0,97,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,20,0,3,0,3,0,0,0,0,0,5,3,0,4,0,3,0,0,0,0,20,0,0,3,3,0,3,0,0,0,16,0,0,0,3,0,3,3,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,6,0,0,0,0,0,4,3,0,0,13,0,0,3,0,3,9,0,0,0,18,0,3,5,9,7,3,4,0,0,29,0,0,3,8,5,3,0,0,0,19,0,0,0,0,0,0,0,0,0,3
UCL222111,0,0,0,0,0,0,0,0,0,0,0,3,10,12,14,5,0,0,0,54,3,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,7,3,10,6,0,0,0,25,0,0,3,3,0,0,0,0,0,9,0,3,6,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,0,4,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,3,0,3,0,5,3,0,0,0,18,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL222112,0,0,0,0,0,0,0,0,0,0,3,0,3,7,9,11,3,0,0,36,0,0,6,8,9,11,5,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,4,0,5,0,0,10,0,0,0,3,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0
UCL222113,0,0,0,0,0,3,0,0,0,4,4,4,12,21,16,16,0,0,0,69,0,0,7,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,0,5,0,6,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,4,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,10,0,0,4,0,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,13,0,0,0,6,4,3,0,0,0,16,0,0,0,0,3,6,0,0,0,6,0,0,0,0,3,3,0,0,0,3
UCL222114,0,0,0,0,0,0,0,0,0,0,0,6,14,0,7,11,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3
UCL222115,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,3,0,0,27,0,0,3,3,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0
UCL222116,0,0,0,0,0,0,0,0,0,0,0,3,8,11,11,5,0,0,0,41,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,4,0,0,0,13,0,0,3,0,3,0,0,0,0,6,0,0,3,7,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0
UCL222117,0,0,0,0,0,0,0,0,0,0,5,3,15,13,21,17,0,0,0,79,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,9,4,3,4,0,0,0,15,0,0,0,0,5,3,0,0,0,7,0,0,7,3,6,6,0,0,0,20,3,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,15,0,0,0,0,0,3,0,0,0,9,0,0,3,3,4,4,0,0,0,16,0,0,0,6,6,6,0,0,0,15,0,0,0,0,0,6,0,0,0,11
UCL222118,0,0,0,0,0,0,0,0,0,5,0,9,4,9,12,6,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,5,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,6,5,3,0,0,0,13,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4
UCL222119,0,0,0,0,0,0,0,0,0,0,5,3,4,12,14,13,0,0,0,42,0,0,3,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,3,0,0,0,10,3,0,0,0,0,0,3,0,0,4,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,0,0,4,0,0,0,0,4,0,0,0,3,4,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0
UCL222120,0,0,0,0,0,0,0,0,0,0,6,0,4,8,14,10,3,0,0,52,0,0,0,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,11,0,4,0,0,4,3,0,0,0,11,0,0,0,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,4
UCL222121,0,0,0,0,0,0,0,0,0,3,0,7,10,6,10,14,3,0,0,42,0,0,4,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0
UCL222122,0,0,0,0,0,0,0,0,0,0,8,9,4,12,13,14,0,0,0,50,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,9,0,0,0,0,4,0,0,0,0,7,0,3,4,0,3,0,0,0,0,18,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,4,4,0,0,0,9,0,0,0,3,7,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0
UCL231777,232,236,360,603,857,691,360,113,18,3467,5555,6209,11737,17297,24636,19491,5490,899,146,91453,920,1568,3938,5438,7708,8833,6000,1941,323,36660,13,71,250,377,455,316,53,12,0,1545,765,1058,1749,2902,4134,3158,744,82,14,14612,30,103,389,554,887,652,95,7,0,2710,1018,1973,3389,4080,4885,3471,724,62,13,19617,184,348,619,971,1317,1013,288,34,4,4770,2738,1734,1845,2317,3293,2556,660,86,16,15238,2934,1310,938,1112,1510,1259,385,39,10,9505,123,339,906,1584,2540,2208,656,57,12,8417,76,109,195,302,431,351,83,5,0,1548,34,157,508,639,893,499,153,19,3,2905,55,170,324,403,510,442,172,18,3,2096,142,460,1221,1925,2357,1817,699,86,6,8717,127,284,595,997,1436,1236,318,36,7,5031,225,598,1471,2263,3214,2328,378,24,9,10500,329,644,1794,2944,4217,3751,697,36,12,14421,270,1198,2793,4036,6426,5932,1073,75,12,21810,317,335,422,553,678,574,210,27,3,3120
UCL279997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL299994,0,14,14,10,9,4,0,0,0,50,25,142,304,121,102,80,16,0,0,786,3,13,23,5,10,7,3,0,0,62,0,0,10,5,0,0,0,0,0,17,3,13,39,44,26,7,4,0,0,131,0,0,7,3,3,5,0,0,0,20,4,20,73,51,25,22,4,0,0,199,0,3,16,17,7,10,0,0,0,42,12,21,32,30,23,16,0,0,0,133,21,80,84,25,20,14,5,0,0,245,0,15,45,29,24,18,3,0,0,134,0,4,12,3,6,0,0,0,0,29,0,0,16,11,10,4,0,3,0,45,0,0,11,5,7,0,0,0,0,29,0,8,76,26,11,10,3,0,0,131,0,11,32,11,10,17,4,0,0,89,10,28,33,23,17,19,0,0,0,118,3,10,40,25,14,21,0,0,0,115,0,22,62,39,34,28,0,0,0,189,5,9,31,9,15,7,3,0,0,65
UCL301001,823,1624,3536,3588,3078,1841,536,139,51,15215,29232,51318,113207,106154,100029,60847,11558,827,119,473280,250,662,1399,1087,1128,715,291,57,4,5595,29,340,3294,3624,2565,1131,166,7,7,11164,1943,5048,13797,15424,15658,9490,1636,125,10,63132,83,430,2342,3078,2745,1617,191,18,0,10500,3209,9126,22556,19393,16047,9513,1900,123,13,81878,718,2235,6581,7341,7086,4224,901,72,5,29160,13723,18199,20978,15138,13914,9220,2249,177,16,93615,19025,14252,14682,7335,5640,3342,737,81,10,65102,739,3422,12145,12828,13825,9801,2289,158,13,55214,716,1700,3767,3336,2814,1543,261,29,4,14174,275,2091,9668,9604,7030,3531,657,79,23,32959,558,1954,4910,4308,4143,2808,1073,182,25,19961,1274,7383,22439,21427,15818,8887,2512,248,22,80008,988,3708,9304,7943,6971,4665,1163,102,12,34852,611,4420,16787,19174,17786,10225,1433,78,8,70520,2299,6365,18415,22073,23077,15489,3105,218,13,91048,2524,11557,31907,29923,29889,20948,4189,286,20,131251,1618,2275,3668,3024,2360,1480,484,81,4,14982
UCL302001,282,434,992,1068,1087,705,229,61,19,4870,7950,12357,26658,27091,26968,17969,4276,324,43,123639,31,71,206,260,227,151,89,22,0,1060,4,45,460,532,421,235,49,8,0,1760,626,1069,2672,3268,3173,2038,551,66,4,13462,17,65,266,389,442,243,34,0,0,1460,950,2615,7317,7204,6145,3697,881,59,7,28869,149,411,1217,1552,1551,917,306,27,0,6131,3864,4641,5931,4851,4963,3381,984,69,4,28686,5355,4138,5769,3778,3117,1987,569,57,4,24779,113,449,1686,2031,2519,1982,713,57,3,9556,192,447,959,881,900,462,101,3,0,3941,84,473,1556,1653,1503,959,303,34,8,6574,144,547,1363,1557,1697,1435,706,106,11,7559,242,1200,3625,4087,3187,2228,844,83,7,15505,231,894,2348,2498,2577,1875,520,56,3,11006,82,480,2071,2980,2974,1861,321,25,0,10789,412,1192,4014,5381,5093,3586,760,68,3,20501,517,2286,7017,6971,7652,5760,1325,94,11,31631,707,1176,1699,1492,1357,836,241,30,0,7534
UCL303001,57,76,212,240,209,122,58,11,4,994,2027,2725,6929,7895,7750,4999,1026,91,12,33453,26,60,127,137,153,133,34,15,3,686,10,24,236,313,224,111,21,0,0,938,108,171,465,545,555,406,83,8,0,2339,3,25,117,160,181,107,9,0,0,601,187,449,1187,1227,1283,829,148,17,4,5325,47,84,278,411,380,291,56,0,0,1547,1137,907,1328,1260,1321,909,280,21,5,7170,1300,881,1605,1314,1000,674,163,15,0,6962,68,225,815,966,1173,832,242,16,0,4337,30,81,133,110,119,70,15,4,0,561,19,56,231,249,264,157,41,3,0,1018,50,102,223,305,345,258,96,10,0,1381,51,222,691,814,694,496,189,14,3,3164,69,187,590,707,780,495,112,8,0,2953,41,295,1200,1480,1393,844,125,16,0,5389,108,281,1038,1527,1665,1126,227,15,0,5986,129,693,2179,2387,2389,1697,318,24,3,9821,137,163,310,303,251,168,39,4,0,1382
UCL303002,111,129,298,393,438,287,98,29,10,1800,3830,4525,9413,11539,13259,8819,1747,139,23,53280,37,90,186,166,152,176,69,9,0,891,0,45,369,449,379,162,29,3,0,1427,291,401,850,991,1179,754,179,17,4,4670,8,43,148,243,276,177,19,0,0,927,488,1097,2948,3157,2807,1826,313,16,0,12666,75,137,328,561,607,397,99,12,0,2213,1951,1639,1992,2001,2329,1725,497,36,5,12170,2675,1571,1975,1525,1451,1046,271,18,10,10540,42,133,451,624,985,870,276,19,0,3404,68,113,219,267,271,188,51,3,0,1175,44,246,718,831,837,446,116,17,0,3255,74,156,402,564,718,587,246,31,3,2782,131,366,1163,1672,1580,1050,383,45,0,6381,115,318,723,979,1153,799,179,13,0,4268,35,172,685,1161,1417,820,129,12,0,4440,180,355,1386,2467,2912,1909,330,23,0,9561,232,959,2855,3485,4294,3279,554,45,3,15702,247,233,352,408,372,234,94,18,0,1949
UCL303003,29,32,89,101,91,90,29,17,3,478,1586,2304,4484,4126,4601,3375,716,69,9,21263,35,119,226,202,173,132,73,17,3,981,7,45,167,123,143,50,14,0,0,549,148,302,673,681,544,376,78,11,0,2810,4,12,130,99,117,75,14,0,0,456,192,521,996,648,616,455,111,5,0,3551,38,120,254,274,306,189,40,8,0,1228,688,731,912,666,694,571,155,15,0,4437,1043,573,573,312,282,211,52,3,4,3054,26,85,298,326,401,414,115,10,0,1671,25,55,90,51,55,76,12,0,0,364,25,140,407,325,248,155,31,7,3,1340,33,91,141,145,135,102,50,9,0,705,68,234,534,472,364,283,102,5,0,2057,35,108,248,205,290,213,61,3,0,1165,49,218,649,663,682,466,81,10,0,2818,118,273,889,1156,1420,1095,246,25,3,5222,144,631,1655,1474,1719,1394,280,9,0,7301,64,70,95,76,75,61,18,4,0,458
UCL303004,68,89,169,217,182,143,32,13,5,916,2726,4537,8779,8150,7951,5051,888,71,15,38170,25,47,67,84,80,66,16,0,3,395,5,84,454,524,441,228,26,0,0,1764,154,275,834,885,765,518,104,10,0,3543,15,58,279,325,307,167,22,0,0,1175,229,647,1540,1415,1233,824,152,14,0,6044,42,155,388,391,402,257,54,6,0,1702,1408,1519,1583,1201,1173,738,166,14,0,7813,1861,1331,1101,710,605,337,98,8,3,6052,59,196,695,739,992,771,171,19,0,3634,75,138,266,199,181,110,18,3,0,979,27,95,336,276,289,166,31,3,0,1214,56,120,270,267,262,198,57,4,0,1246,74,344,915,824,686,459,129,12,0,3446,76,249,510,501,577,403,59,10,0,2384,302,1935,3249,2346,2112,1065,142,12,0,11165,182,566,1619,1818,1883,1242,237,24,0,7570,203,1127,2879,2617,2647,1908,324,22,3,11723,147,162,245,177,176,88,20,9,0,1024
UCL311001,22,27,52,53,51,35,13,8,5,266,746,866,1853,1776,2003,1474,240,31,5,8994,42,198,389,183,206,126,42,12,3,1208,0,8,83,86,58,28,4,0,0,267,59,113,258,241,259,248,40,4,0,1218,4,4,41,40,48,35,9,0,0,188,48,132,328,289,294,230,33,3,0,1352,33,44,65,74,99,65,14,0,0,389,447,328,477,417,382,296,39,6,0,2389,424,251,235,169,154,101,20,0,0,1361,10,34,87,135,183,179,48,0,0,669,19,17,40,15,24,20,0,0,0,150,0,31,97,56,83,39,5,0,0,305,17,39,60,47,29,57,19,4,0,269,11,50,174,132,99,99,25,3,0,596,28,54,135,121,142,110,20,4,0,605,17,43,174,207,264,199,15,0,0,919,32,68,250,399,465,304,58,9,0,1592,78,226,652,676,824,632,95,6,0,3187,13,18,23,23,34,25,9,4,0,155
UCL311002,19,17,36,67,60,39,20,3,0,267,635,650,1409,1865,2199,1499,257,22,0,8532,4,8,25,25,36,48,22,11,0,175,0,9,64,77,74,34,3,0,0,262,36,40,109,136,133,99,22,0,0,569,6,12,42,49,67,43,3,0,0,216,64,140,279,299,378,265,45,3,0,1480,11,16,47,57,56,50,4,0,0,238,397,255,362,409,421,273,68,9,0,2194,389,215,282,248,277,213,60,0,0,1696,10,14,60,87,150,146,40,3,0,511,9,22,34,29,20,25,4,0,0,152,8,9,36,46,73,45,10,0,0,227,10,25,30,70,106,78,23,3,0,353,20,37,100,127,139,148,29,3,0,610,22,25,92,126,158,113,28,0,0,567,12,44,178,254,248,190,14,3,0,947,13,83,275,453,498,301,56,3,0,1680,42,190,608,731,883,709,101,6,0,3276,19,18,27,39,31,25,10,3,0,165
UCL311003,25,46,93,104,123,57,19,9,8,476,1129,1562,3693,3495,3753,2324,372,34,10,16371,3,27,41,42,50,76,39,14,0,291,36,236,1154,1146,1013,495,32,0,0,4106,103,202,450,440,470,370,52,8,0,2097,7,21,92,68,86,65,3,0,0,347,102,268,682,546,554,368,71,6,0,2597,41,110,324,277,328,217,27,5,0,1337,603,528,718,636,649,453,84,4,0,3686,734,363,469,373,321,193,50,3,0,2504,13,113,358,402,576,446,96,8,0,2008,21,42,61,41,33,25,4,0,0,215,14,42,117,128,135,73,12,0,0,520,26,50,113,134,150,111,26,7,3,617,37,153,455,356,320,172,41,3,0,1540,26,86,246,218,250,162,32,3,0,1024,27,106,413,362,487,269,36,5,0,1711,43,120,515,683,731,492,77,10,0,2672,87,359,975,857,1044,796,113,5,0,4245,53,27,68,62,37,34,9,0,0,294
