UCL_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
UCL421017,5,4,5,0,7,13,8,35,0,72,3,3,3,4,9,11,8,9,0,51,0,4,6,14,20,20,15,15,0,93,0,14,11,9,3,0,4,0,0,39,0,14,17,12,8,11,3,3,0,65,0,19,4,6,9,4,6,3,0,50,3,3,4,0,13,9,4,9,3,49,0,12,9,7,28,5,6,3,0,75,0,0,0,3,0,0,0,0,5,8,22,72,56,61,88,80,48,78,11,509
UCL421018,6,3,8,4,5,7,4,18,0,59,0,3,5,4,0,13,7,3,0,36,3,0,0,3,6,12,8,8,0,41,0,3,13,6,3,3,3,0,0,28,6,7,9,3,3,0,4,3,0,28,0,4,0,3,11,6,3,4,0,29,6,3,0,0,3,3,0,3,0,22,3,11,0,5,5,3,7,3,0,34,0,0,0,0,0,0,0,0,3,3,25,31,31,30,36,49,33,45,5,287
UCL421019,4,0,3,0,8,9,7,19,0,59,3,3,3,3,0,3,3,3,0,21,0,4,0,3,3,8,4,5,3,33,0,8,4,4,0,3,0,0,0,19,4,0,4,9,5,3,0,4,0,30,3,8,3,4,3,0,0,0,0,17,0,0,0,0,9,0,0,7,0,17,0,3,4,5,6,3,3,10,0,34,0,0,0,0,0,0,0,0,0,0,12,26,22,31,35,35,18,48,8,231
UCL421020,3,3,6,6,6,14,5,12,0,59,7,7,13,19,16,14,10,9,6,105,0,8,10,7,19,9,11,10,3,84,0,15,15,12,6,4,3,3,0,51,3,12,12,10,15,4,0,3,0,55,0,4,7,4,9,3,4,3,3,43,0,0,0,0,7,5,4,10,0,35,0,14,5,6,12,9,0,3,0,46,0,0,0,0,0,0,0,0,0,8,19,58,70,69,91,67,38,59,15,490
UCL421021,0,0,3,3,7,5,9,17,0,38,0,0,3,7,3,3,0,0,0,20,3,3,3,0,8,19,5,7,3,55,3,0,4,9,4,0,3,3,0,28,3,3,6,10,13,0,0,0,0,34,3,8,9,3,4,3,0,0,0,27,0,7,0,4,8,9,5,15,0,46,0,10,3,7,13,12,3,8,3,55,0,0,0,0,3,0,0,0,8,11,10,26,28,47,66,45,28,51,12,323
UCL421022,3,3,0,11,12,5,11,14,0,55,3,3,3,17,16,11,9,8,0,71,6,4,5,4,14,17,12,16,4,76,0,14,6,12,4,3,7,3,0,55,3,9,7,5,15,8,4,3,0,49,3,9,10,5,8,0,0,3,0,34,0,0,3,4,8,4,4,11,0,35,0,10,6,5,7,4,7,3,0,50,0,0,0,0,0,0,0,0,0,0,18,46,42,63,88,58,53,63,3,425
UCL421023,6,6,3,0,4,3,3,13,0,47,0,0,3,3,10,3,5,6,0,27,3,7,0,4,7,10,5,10,0,45,0,10,11,9,3,3,0,4,0,48,3,8,5,7,8,4,0,0,0,31,0,6,6,7,4,0,7,10,0,37,3,3,6,0,0,0,3,13,0,31,0,10,4,11,9,12,4,13,0,62,0,0,0,0,0,0,0,0,0,7,13,57,37,49,47,34,23,66,5,330
UCL421024,3,0,3,10,6,11,8,15,0,59,4,15,19,6,11,7,8,14,0,86,8,10,7,8,7,7,6,8,3,63,3,10,21,13,4,10,0,0,0,72,4,4,9,18,9,3,0,0,0,44,3,3,5,5,3,0,0,4,0,25,0,4,3,3,0,0,3,8,0,19,0,11,3,5,6,3,3,0,0,46,0,0,0,0,0,0,0,0,3,3,23,70,70,71,54,42,31,55,5,418
UCL421025,0,0,3,0,4,7,4,15,0,33,0,9,5,3,3,5,0,6,0,26,0,6,0,5,13,10,3,10,0,48,4,15,7,8,4,0,3,0,0,42,0,3,8,3,6,3,0,0,0,29,0,3,5,0,4,0,4,0,0,18,0,0,3,3,3,5,4,10,0,30,3,8,8,5,12,3,3,0,0,46,0,0,0,0,0,0,0,0,0,0,12,50,36,29,47,38,16,45,0,279
UCL421026,0,4,3,8,4,13,0,8,0,43,0,3,9,5,3,4,3,10,0,34,0,3,3,3,5,4,0,7,0,33,3,7,4,12,0,3,3,3,0,39,0,6,5,9,5,3,0,3,0,35,0,5,0,4,5,4,3,3,0,31,0,3,0,0,3,3,3,9,0,23,0,14,5,10,7,3,3,8,0,44,0,0,0,0,0,0,0,0,3,3,16,46,33,47,28,36,18,51,0,280
UCL421027,0,0,0,0,5,15,3,8,0,26,0,5,0,3,3,5,4,4,0,27,0,6,4,3,14,3,3,12,0,45,0,4,7,0,7,3,0,3,0,30,0,3,4,4,3,3,3,0,0,21,0,5,0,0,0,4,0,0,0,22,0,3,3,0,6,0,3,0,0,20,0,11,3,7,3,8,3,7,3,42,0,0,0,0,0,0,0,0,3,3,3,44,18,21,46,43,24,34,5,239
UCL421028,0,0,3,3,9,9,4,14,0,43,0,9,6,11,7,13,3,5,0,57,0,7,0,6,14,20,8,5,0,58,3,12,4,7,3,3,6,0,0,36,0,5,10,14,11,6,4,4,0,64,3,5,3,3,4,0,3,0,0,32,0,0,0,3,11,0,0,6,0,17,5,5,7,3,7,0,3,9,0,35,0,0,0,0,0,0,0,0,0,0,12,43,32,53,67,54,24,44,0,329
UCL421029,0,3,0,4,3,13,3,22,0,52,3,0,8,8,3,4,4,3,0,34,3,4,3,4,4,8,0,10,0,33,0,8,8,8,3,4,0,3,0,34,0,3,3,5,0,0,0,0,0,13,0,5,0,0,4,3,0,5,0,12,0,0,0,0,3,0,0,3,0,6,0,8,4,3,6,3,0,3,0,28,0,0,0,0,0,0,0,0,0,5,7,31,26,34,28,37,16,42,0,217
UCL421030,4,6,3,12,11,3,11,21,0,72,3,0,8,11,5,9,13,9,0,58,3,3,0,6,13,12,4,18,0,61,4,3,11,9,10,3,0,0,0,48,4,7,13,9,12,8,3,4,0,59,0,8,3,4,0,4,0,0,0,27,3,0,0,3,6,12,3,12,0,38,4,14,11,15,25,22,9,9,3,107,0,0,0,0,0,0,0,0,0,3,23,39,52,61,87,76,50,78,3,474
UCL421031,3,3,0,4,3,13,5,29,0,60,3,0,0,5,0,10,0,4,0,24,0,0,0,0,7,6,0,8,0,31,0,10,7,5,4,0,3,0,0,27,0,3,4,0,3,3,0,0,0,16,0,4,0,6,0,6,0,0,0,18,0,3,0,3,0,3,3,17,0,33,0,6,9,10,7,5,7,10,0,47,0,0,0,0,0,3,0,0,7,11,7,23,19,32,35,47,18,69,9,260
UCL421032,3,0,0,0,3,9,3,5,0,23,0,3,3,6,3,0,3,7,0,26,0,3,3,3,5,6,6,5,4,33,0,3,9,4,0,0,3,0,0,19,4,5,0,3,3,0,0,3,0,22,0,4,3,0,4,0,0,0,0,11,0,4,3,0,7,0,0,6,0,25,4,13,4,10,3,10,0,4,0,40,0,0,0,3,0,0,0,0,0,10,19,29,20,35,29,32,15,30,9,221
UCL421033,0,0,0,3,4,0,4,10,3,27,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,4,0,3,0,30,0,0,3,6,0,3,4,4,0,20,0,0,3,0,3,0,3,0,0,17,0,3,3,7,0,0,0,0,0,13,0,3,0,0,6,0,5,0,0,11,3,14,10,9,50,6,3,6,3,98,0,0,0,0,4,0,0,0,3,8,5,21,18,25,86,23,18,19,9,226
UCL421034,0,6,0,0,3,4,3,16,0,34,7,12,4,9,15,19,7,14,0,80,3,10,3,0,20,3,3,19,0,65,4,13,11,14,15,5,3,10,4,69,3,4,5,3,12,4,0,0,0,31,0,10,7,5,7,6,5,0,0,41,0,3,0,3,3,8,3,25,0,55,4,14,3,14,7,5,5,3,0,58,0,0,0,0,0,3,0,0,4,9,25,65,34,47,89,60,28,87,10,440
UCL421035,5,3,0,3,3,4,0,15,0,37,0,0,4,9,0,7,3,9,0,32,0,0,7,0,3,9,4,7,0,31,4,8,6,12,6,0,3,0,0,34,0,3,4,3,9,0,4,0,0,24,0,3,6,6,0,0,3,3,0,17,0,3,0,3,0,0,0,6,0,24,5,10,10,7,13,3,5,0,0,47,0,0,3,0,0,0,0,0,0,4,15,28,40,49,36,32,26,42,0,262
UCL421036,3,0,0,5,9,16,7,21,0,59,0,4,14,12,8,5,5,7,0,55,3,3,9,10,19,18,8,19,3,92,0,11,11,12,6,9,4,9,0,57,3,5,8,12,14,13,4,4,0,63,4,11,12,5,3,0,7,0,0,48,0,0,0,3,15,11,9,11,0,49,4,11,4,12,11,10,5,6,0,70,0,0,0,0,3,3,0,3,4,12,20,53,66,67,90,81,48,74,9,506
UCL421037,0,0,0,8,5,0,3,8,0,29,0,0,0,0,0,4,3,3,0,7,6,0,3,5,5,5,3,3,0,28,3,7,3,3,3,0,0,0,0,22,0,4,3,3,3,0,0,0,0,12,0,7,0,0,0,0,0,0,0,9,3,0,0,0,4,0,3,3,0,19,3,10,0,3,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,3,11,28,15,23,26,21,11,25,0,162
UCL421038,4,4,3,3,9,4,13,21,0,71,5,3,9,0,12,6,5,9,0,57,0,5,7,10,10,17,11,9,0,61,3,4,7,12,3,0,3,0,0,38,0,7,5,3,13,4,3,4,0,41,0,16,8,5,7,0,3,4,0,44,0,4,0,3,4,4,3,4,0,21,7,19,10,13,4,4,3,9,7,76,0,0,0,0,0,0,0,3,3,7,19,60,52,54,59,49,36,72,18,423
UCL421039,0,3,4,12,3,17,7,25,0,70,14,16,10,18,15,9,10,24,3,129,6,7,3,9,11,17,6,8,0,64,8,5,9,5,9,3,5,4,0,42,7,8,11,12,14,5,7,3,0,67,4,9,8,7,3,0,7,3,0,40,0,0,0,0,4,3,3,4,0,17,0,10,3,8,3,6,4,3,0,38,0,0,0,0,0,0,0,3,0,3,33,64,55,69,61,66,45,71,6,472
UCL421040,0,7,4,9,11,15,5,18,3,65,4,0,3,6,15,7,4,13,0,52,3,3,3,0,11,6,5,11,3,52,0,3,4,11,5,5,0,3,0,34,3,0,3,3,16,14,5,4,0,51,3,3,4,6,4,4,3,7,0,35,0,3,0,5,12,4,9,8,0,46,0,4,3,4,8,4,8,0,0,36,0,0,0,0,3,0,0,0,3,6,11,32,31,47,82,63,38,65,10,369
UCL421041,0,0,0,3,7,12,3,13,0,42,0,0,5,4,0,9,3,9,0,34,0,3,10,0,11,4,14,7,0,49,3,6,3,5,3,4,0,3,0,24,0,6,10,8,6,0,0,0,0,30,3,8,4,3,0,3,0,0,3,24,0,0,3,0,3,3,0,5,0,17,0,4,3,4,6,3,0,5,0,31,0,0,0,0,0,0,0,0,0,4,6,30,33,30,39,45,20,44,4,261
UCL421042,3,0,3,0,3,5,11,26,0,49,9,0,3,3,10,8,0,12,0,40,3,0,4,3,7,11,8,10,0,41,4,6,3,3,0,0,0,0,0,21,0,7,8,7,6,4,3,3,0,29,0,3,3,5,0,7,3,3,3,28,0,3,0,0,6,3,0,6,3,23,0,13,16,3,4,5,3,3,0,42,0,0,0,0,0,0,0,0,0,0,19,29,36,27,43,46,25,54,4,273
UCL421043,0,3,3,0,8,3,7,4,0,22,0,0,5,3,7,3,3,4,0,23,0,4,6,8,12,9,5,0,0,46,0,7,3,3,8,0,5,3,0,30,0,8,3,8,4,0,0,3,0,20,3,9,3,3,3,0,3,3,0,23,0,0,0,3,4,3,0,6,0,11,3,13,5,5,3,3,0,0,0,44,0,0,0,0,0,3,0,0,0,3,16,47,31,34,39,21,15,23,0,226
UCL421044,0,0,0,3,3,8,3,13,0,34,0,0,0,7,0,9,3,6,0,30,0,0,5,3,5,11,5,4,0,41,0,8,4,4,8,0,0,0,0,32,0,3,0,4,8,0,3,0,0,19,0,11,3,3,6,3,0,0,0,30,0,3,0,0,4,0,3,6,0,14,0,13,6,4,4,0,0,0,3,44,0,0,0,0,0,0,0,0,3,5,3,42,17,33,31,31,25,35,7,237
UCL422001,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,8,3,7,7,0,26,4,3,3,3,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,3,0,0,0,15,0,0,0,4,0,3,0,5,0,17,0,3,6,0,0,0,3,3,0,21,0,0,0,0,0,0,0,0,0,0,4,18,16,13,12,13,12,21,0,110
UCL422002,0,0,0,3,0,3,0,3,0,15,0,0,0,13,8,4,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,7,11,4,0,0,3,20,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,27,18,13,4,4,6,88
UCL422003,0,0,0,0,4,0,0,3,0,16,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,12,0,9,5,0,0,0,0,0,0,16,0,0,3,0,0,0,3,0,0,4,0,4,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,16,8,10,6,5,9,3,0,64
UCL422004,0,0,0,0,0,0,0,4,0,9,0,0,0,0,3,0,4,0,0,8,0,4,0,6,3,0,3,9,0,26,0,4,0,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,8,0,0,4,0,0,0,0,3,0,6,0,6,3,4,0,0,4,14,0,26,0,3,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,4,4,21,14,17,11,10,11,33,0,116
UCL422005,3,0,0,0,0,0,0,11,5,18,0,3,0,3,0,0,0,3,0,8,4,0,0,3,4,3,3,4,0,20,0,3,0,3,6,0,0,0,0,12,0,3,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,8,5,3,0,4,3,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,9,16,7,19,13,10,3,19,3,101
UCL422006,0,0,3,5,4,4,8,4,0,36,3,3,4,5,3,10,5,3,0,30,3,4,0,4,6,3,8,5,0,26,0,9,3,7,3,0,3,0,0,21,0,9,3,4,3,0,3,0,0,18,0,3,4,3,9,0,0,0,0,17,0,0,0,0,0,0,4,3,0,11,3,4,4,3,9,9,0,0,0,35,0,0,0,0,0,0,0,0,0,0,12,30,22,25,30,35,30,16,0,186
UCL422007,11,3,3,0,0,9,4,19,0,45,0,3,0,0,0,3,3,0,0,18,0,3,4,0,3,3,0,0,0,23,0,8,6,5,3,0,0,0,0,17,7,0,0,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,10,3,6,0,0,4,6,4,6,0,37,0,0,0,0,0,0,0,0,0,4,27,35,19,14,12,25,12,27,6,174
UCL422008,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,5,0,0,0,15,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,3,0,0,4,3,3,4,3,0,0,14,0,0,0,0,0,0,0,0,0,4,0,8,11,12,8,11,12,7,4,64
UCL422009,0,3,0,4,5,6,3,6,0,32,0,0,0,3,3,3,0,4,0,20,0,3,0,0,6,7,3,7,0,26,0,3,3,9,7,0,0,0,0,29,3,0,3,0,4,4,0,0,0,22,0,3,3,0,0,0,0,3,0,14,0,0,0,3,3,3,3,10,0,28,4,17,4,6,7,3,3,8,0,45,0,0,0,0,0,0,0,0,0,3,13,31,24,27,33,34,16,36,0,207
UCL422010,0,0,0,0,0,0,3,12,0,20,0,0,0,3,0,4,0,4,0,18,0,0,0,0,4,0,3,3,0,9,0,5,3,0,0,4,0,0,0,15,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,3,0,11,0,3,4,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,8,8,4,18,12,9,16,15,9,22,10,109
UCL422011,0,0,0,3,3,4,3,4,0,24,3,0,3,7,3,4,0,4,0,28,0,0,3,0,0,9,6,5,0,28,0,4,4,5,3,3,0,0,0,23,0,8,0,6,4,3,3,3,0,28,0,8,0,0,0,0,0,4,0,15,0,0,0,0,3,0,3,0,0,8,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,10,23,10,25,23,28,21,25,0,171
UCL422012,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,4,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,4,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,13,9,8,4,16,4,8,0,62
UCL422013,0,0,0,3,5,0,0,3,0,11,0,3,3,3,5,6,3,3,0,28,0,4,0,6,13,9,3,4,0,40,0,4,6,5,12,4,0,0,0,33,0,3,0,3,4,9,0,0,0,21,0,3,3,3,5,0,0,0,0,17,0,0,0,3,4,7,0,10,0,25,0,11,7,4,4,11,0,3,0,35,0,0,0,0,0,0,0,0,4,3,7,28,26,33,45,34,12,31,6,214
UCL422014,0,0,0,0,0,5,0,13,0,19,0,4,3,8,5,3,3,4,0,32,0,0,3,0,11,3,0,13,0,28,3,0,4,3,3,0,6,0,0,18,3,4,0,3,11,3,0,0,0,24,0,3,4,3,0,0,3,3,0,16,0,0,0,0,0,3,0,3,0,14,0,11,0,0,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,5,6,24,16,18,37,22,17,40,0,181
UCL422015,0,0,0,0,3,3,6,0,0,20,0,7,0,0,3,3,0,0,0,15,0,0,3,0,0,4,3,3,0,15,0,0,0,0,0,3,0,3,0,10,0,0,0,8,3,6,0,3,0,20,3,3,5,0,0,0,0,3,0,14,0,0,0,0,7,3,0,0,0,10,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,11,10,13,15,16,13,12,0,110
UCL422016,0,0,0,0,0,0,3,3,0,12,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,4,3,4,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,8,0,6,0,7,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,15,9,10,14,9,10,8,3,87
UCL422017,0,0,0,3,0,3,0,3,0,4,0,3,0,0,0,0,0,3,0,8,0,3,3,0,0,5,0,0,0,12,0,0,0,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,3,5,0,4,23,0,0,0,0,0,0,0,0,0,0,0,13,10,16,13,18,7,12,4,87
UCL422018,0,0,3,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,3,0,3,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,7,6,10,12,6,3,6,0,55
UCL422019,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,3,3,0,14,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,10,0,9,3,0,0,3,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,10,4,4,4,8,11,0,66
UCL422020,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,3,3,3,0,17,0,3,4,4,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,6,0,0,12,0,0,0,0,0,3,0,3,0,9,0,3,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,11,7,11,18,7,10,6,0,75
UCL422021,0,0,0,0,0,3,3,12,0,18,0,0,3,0,0,3,0,3,0,16,0,0,0,0,0,4,5,3,0,21,0,0,3,3,3,0,0,0,0,16,0,3,3,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,11,0,0,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,3,9,14,15,10,16,17,9,24,3,109
UCL422022,0,3,0,0,0,6,0,7,0,24,0,3,3,6,3,0,3,0,0,19,3,0,0,0,4,8,0,3,0,22,0,4,3,4,0,6,0,0,0,21,3,4,3,0,3,3,0,3,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,3,6,3,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,23,9,23,14,25,7,19,4,132
UCL422023,0,4,3,3,0,3,0,3,0,17,0,3,0,0,6,0,3,3,0,14,0,3,0,0,0,5,0,9,0,17,0,0,0,3,0,3,0,4,0,18,0,7,0,0,3,0,0,3,0,11,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,0,9,0,5,0,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,3,3,5,26,4,8,15,14,9,28,5,112
UCL422024,0,0,0,3,3,7,4,14,0,34,0,8,3,9,17,8,4,14,0,62,0,5,3,7,4,17,4,13,0,48,3,11,4,8,0,3,6,0,0,35,0,8,8,3,10,6,3,0,0,45,0,4,3,0,0,8,0,3,0,26,0,0,0,0,3,3,0,8,0,15,0,8,0,7,3,3,0,4,0,23,0,0,0,0,0,0,0,0,0,3,7,47,27,39,38,54,25,51,4,288
UCL422025,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,6,3,5,0,24,0,0,0,0,0,0,0,0,0,3,0,4,4,6,0,3,0,0,0,17,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,3,20,8,12,3,5,0,70
UCL422026,0,0,0,0,3,9,0,5,0,13,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,6,0,3,0,14,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,3,0,0,8,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,9,0,7,0,3,6,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,11,7,14,8,33,3,14,3,91
UCL422027,0,0,0,0,0,0,3,0,0,12,0,0,0,3,5,3,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,21,14,8,3,3,3,55
UCL422028,0,0,0,0,0,6,0,12,0,19,0,0,0,0,0,0,5,0,0,15,0,0,0,0,4,6,3,6,0,18,0,0,3,4,0,0,0,0,0,20,0,0,0,4,3,0,0,0,0,4,0,4,0,0,0,0,0,3,0,12,0,0,3,0,0,0,0,0,0,9,0,7,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,13,12,10,15,17,12,18,0,110
UCL422029,0,0,0,0,4,3,4,13,0,22,3,0,4,8,9,4,3,3,0,31,0,0,0,5,8,20,6,9,0,44,0,3,4,4,4,4,0,0,0,28,3,3,6,5,9,8,3,0,0,34,0,7,0,6,4,0,0,0,0,13,0,3,0,0,3,0,0,3,0,13,0,8,0,0,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,18,21,23,41,46,19,27,0,204
UCL422030,0,0,0,0,8,7,7,7,0,26,0,4,3,4,7,3,0,5,0,35,3,5,0,0,10,4,5,8,0,35,3,9,8,4,0,0,3,0,0,30,0,5,0,5,0,0,0,0,0,15,0,4,3,0,7,4,0,0,0,19,0,3,0,3,4,0,0,6,0,24,3,4,11,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,3,3,9,39,27,20,36,28,20,32,3,214
UCL422031,0,0,0,0,3,0,0,7,0,17,0,0,0,3,3,0,0,3,0,14,0,0,3,3,0,4,0,6,0,16,0,0,4,3,0,5,0,0,0,11,0,3,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,9,0,13,0,3,3,0,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,7,14,6,15,9,11,33,3,106
UCL422032,3,0,0,0,4,3,0,6,0,13,0,0,0,0,3,0,0,0,0,4,3,0,3,0,3,3,3,3,0,20,5,9,0,0,0,3,0,0,0,22,0,0,0,0,3,0,0,0,0,7,0,5,3,0,0,0,0,3,0,13,0,0,0,4,5,0,0,5,0,15,0,0,3,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,14,12,11,15,14,4,21,0,96
UCL422033,0,0,5,3,3,0,0,0,0,17,5,0,3,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,3,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,7,13,19,10,15,0,3,0,66
UCL422034,0,0,0,0,3,0,0,5,0,15,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,5,0,12,0,3,0,5,3,0,0,4,0,15,0,3,0,3,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,3,0,3,3,7,3,9,3,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,4,21,6,16,16,6,6,17,3,98
UCL422035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,3,0,6,7,0,0,0,18,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,13,0,0,0,0,5,5,0,9,0,18,0,10,3,6,9,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4,14,3,11,28,21,3,9,3,98
