UCL_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
UCL112003,..,88,8,95,0,95,..,0,0,0,3,3,..,52,0,52,0,52,..,17,0,17,0,17,..,8,0,8,0,8,..,4,0,4,0,4,..,6,0,6,0,6,..,90,0,90,3,90,..,130,6,138,3,142,..,42,17,55,0,55,..,62,8,66,0,66,..,4,0,4,0,4,..,22,0,22,0,22,..,3,0,10,0,10,..,68,4,74,0,74,..,64,3,67,0,66,..,4,0,4,0,4,..,3,0,4,0,5,..,20,0,20,0,20,..,63,0,63,0,63,..,26,3,29,0,29,..,25,0,23,0,23,..,135,4,139,0,139,..,152,14,162,0,165,..,9,0,9,0,9,..,45,5,56,0,52,..,11,0,11,0,11,..,76,3,76,0,76,..,357,49,405,5,408,..,2048,187,2233,18,2259,..,60,25,81,1536,1620,25444,2105,208,2318,1556,29319
UCL112004,..,94,9,109,0,105,..,7,0,7,0,7,..,32,0,37,0,37,..,30,5,27,0,32,..,3,0,3,0,3,..,0,0,0,0,0,..,107,3,105,0,105,..,176,8,184,0,186,..,120,6,126,3,132,..,25,7,29,0,31,..,13,3,16,0,22,..,15,3,17,0,17,..,5,0,6,0,6,..,4,0,4,0,7,..,17,0,17,0,20,..,0,0,0,0,0,..,8,0,13,0,13,..,19,3,23,3,29,..,4,0,4,0,4,..,12,0,12,0,12,..,26,0,26,0,26,..,7,0,7,0,7,..,56,0,56,0,56,..,70,0,70,0,70,..,3,0,3,0,3,..,25,3,26,0,26,..,16,4,19,0,19,..,21,3,23,0,23,..,170,26,201,7,207,..,1216,126,1345,28,1368,..,58,3,59,1211,1272,18755,1272,130,1406,1238,21394
UCL112005,..,6,0,6,0,6,..,0,0,0,0,0,..,15,0,17,0,17,..,6,0,6,0,6,..,4,0,7,0,7,..,0,0,4,0,4,..,16,0,15,0,15,..,42,4,48,0,48,..,9,3,14,3,15,..,11,0,11,3,9,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,3,11,0,7,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,16,0,17,0,17,..,4,0,4,0,4,..,28,0,26,0,26,..,10,0,17,0,17,..,0,0,0,0,0,..,30,14,39,0,39,..,3,0,3,0,3,..,3,0,6,0,6,..,81,26,114,8,122,..,338,68,407,20,425,..,41,3,48,2073,2122,19179,379,77,451,2092,21725
UCL112006,..,43,0,43,0,43,..,5,0,5,0,5,..,62,3,69,0,69,..,214,56,267,6,272,..,3,0,3,0,3,..,21,5,27,0,27,..,34,3,39,0,39,..,346,64,414,6,415,..,154,11,160,4,167,..,45,14,61,0,60,..,12,6,14,0,18,..,4,0,3,0,3,..,15,0,15,0,10,..,25,19,48,0,48,..,27,0,29,0,29,..,36,3,34,0,34,..,18,0,18,0,18,..,17,0,17,0,17,..,47,0,53,0,53,..,20,0,24,0,24,..,76,3,83,0,80,..,17,0,25,0,25,..,169,7,175,0,179,..,144,19,160,0,167,..,16,0,16,0,16,..,63,10,77,0,77,..,5,0,5,0,5,..,39,6,48,0,46,..,824,442,1266,24,1297,..,2697,704,3406,59,3465,..,181,12,192,3296,3487,41272,2880,713,3593,3352,48225
UCL112007,..,45,3,49,0,47,..,58,9,64,0,69,..,75,3,78,0,81,..,74,3,77,0,74,..,93,10,98,0,103,..,47,20,64,0,64,..,276,15,292,0,292,..,622,59,678,3,680,..,40,3,45,5,45,..,13,0,13,0,13,..,34,16,45,0,45,..,4,0,4,0,4,..,3,0,3,0,3,..,29,0,32,0,32,..,9,0,9,0,9,..,19,0,19,0,19,..,3,0,3,0,3,..,9,0,9,0,9,..,40,5,43,0,43,..,20,3,23,0,23,..,103,3,105,0,105,..,10,0,10,0,10,..,166,9,177,0,177,..,31,0,31,0,31,..,58,3,59,0,60,..,22,3,21,0,21,..,6,0,6,0,6,..,49,3,54,0,54,..,353,53,400,3,408,..,1906,225,2135,16,2146,..,90,14,99,2235,2334,29857,1994,237,2229,2252,34339
UCL112008,..,50,4,56,0,57,..,18,3,20,0,20,..,36,3,40,0,40,..,26,9,34,0,34,..,11,0,13,0,15,..,11,0,13,0,13,..,55,6,60,0,60,..,148,20,172,0,177,..,28,7,36,4,38,..,3,4,4,0,4,..,19,44,62,0,63,..,7,0,7,0,7,..,0,0,0,0,0,..,7,5,15,0,15,..,6,0,11,0,9,..,10,0,10,0,10,..,8,0,10,0,10,..,4,0,4,0,3,..,44,0,45,0,45,..,11,0,11,0,11,..,36,0,36,0,36,..,8,0,8,0,8,..,93,0,97,0,97,..,32,0,28,0,30,..,0,0,0,0,0,..,29,6,35,3,34,..,3,0,3,0,3,..,0,0,0,0,0,..,189,53,242,9,249,..,840,186,1034,28,1057,..,68,7,82,1870,1954,19411,912,197,1114,1900,22419
UCL112009,..,13,0,13,0,13,..,19,0,19,0,19,..,30,0,29,0,29,..,38,4,43,0,43,..,9,0,8,0,8,..,29,4,33,0,33,..,9,0,9,0,9,..,127,11,135,0,135,..,164,29,188,3,193,..,32,9,35,0,39,..,11,6,19,0,19,..,0,0,0,0,0,..,7,0,7,0,7,..,4,3,6,0,6,..,7,0,7,0,7,..,3,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,26,0,29,0,29,..,24,0,24,0,24,..,56,3,55,0,55,..,9,0,9,0,9,..,117,3,117,0,117,..,36,3,38,0,40,..,4,0,4,0,4,..,34,4,34,0,34,..,3,0,3,0,3,..,30,16,44,0,44,..,233,58,298,5,303,..,1165,179,1343,15,1364,..,89,13,103,2016,2117,24092,1256,185,1445,2031,27569
UCL112010,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,10,0,5,0,5,..,28,10,38,0,36,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,7,0,7,..,63,13,77,4,76,..,13,0,13,121,130,1942,76,13,86,122,2154
UCL112011,..,46,0,46,3,51,..,23,3,19,0,22,..,28,3,30,0,30,..,26,0,26,0,33,..,22,0,24,0,24,..,8,0,8,0,8,..,62,3,69,0,69,..,174,8,186,0,185,..,47,9,59,3,57,..,13,3,16,0,16,..,10,6,17,0,23,..,11,0,12,0,12,..,21,0,21,0,21,..,8,0,8,0,7,..,19,0,19,0,19,..,7,3,11,0,11,..,9,0,9,0,9,..,4,0,4,0,4,..,25,0,25,0,25,..,33,0,39,0,39,..,86,3,88,0,88,..,12,0,12,0,12,..,156,3,161,0,161,..,66,10,80,0,80,..,8,0,8,0,8,..,39,19,58,0,57,..,3,0,3,0,3,..,20,12,34,3,33,..,243,57,300,3,304,..,1213,204,1419,15,1440,..,107,3,109,2808,2915,26495,1318,215,1530,2821,30853
UCL112012,..,49,5,54,3,57,..,17,3,23,0,23,..,59,7,62,0,66,..,55,14,65,0,65,..,9,0,9,0,9,..,36,0,33,0,33,..,112,11,129,3,132,..,286,33,325,3,327,..,100,17,111,0,114,..,24,0,24,0,24,..,43,28,68,0,68,..,0,0,0,0,4,..,3,0,3,0,3,..,26,0,22,0,25,..,29,0,29,0,29,..,66,15,73,0,73,..,10,0,10,0,10,..,16,3,18,0,18,..,50,3,57,0,57,..,16,0,16,0,16,..,62,0,61,3,65,..,29,0,29,0,26,..,151,3,157,4,163,..,55,9,66,0,62,..,44,9,51,0,51,..,25,12,35,0,35,..,16,0,23,0,23,..,38,11,45,3,51,..,557,110,669,22,691,..,1962,352,2310,38,2352,..,90,7,93,2278,2370,32456,2050,356,2405,2317,37182
UCL112013,..,28,3,31,0,31,..,10,0,10,0,10,..,37,0,32,0,32,..,24,4,26,0,26,..,7,0,7,0,7,..,3,0,3,0,3,..,60,7,67,0,65,..,136,8,148,0,148,..,84,8,96,3,95,..,41,3,42,0,42,..,18,12,29,0,29,..,6,0,6,0,6,..,9,0,9,0,9,..,10,0,11,0,11,..,17,0,17,0,17,..,20,3,21,0,21,..,5,0,5,0,5,..,11,0,13,0,13,..,50,3,57,0,57,..,12,0,12,0,12,..,50,0,51,0,51,..,0,0,0,0,0,..,114,3,115,0,116,..,101,3,111,0,111,..,7,0,7,0,7,..,40,3,47,0,47,..,11,0,11,0,11,..,47,15,62,0,62,..,269,43,313,15,327,..,1530,178,1706,37,1749,..,125,3,127,2528,2653,40409,1655,180,1834,2563,44814
UCL112014,..,20,0,17,0,23,..,38,0,43,0,43,..,55,11,68,3,68,..,63,9,71,0,74,..,17,0,21,0,21,..,26,4,28,0,30,..,52,3,58,0,58,..,253,35,281,7,286,..,28,3,30,0,34,..,9,3,7,0,7,..,46,95,140,0,147,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,8,0,10,0,10,..,11,3,12,0,12,..,7,0,7,0,7,..,0,0,0,0,0,..,103,4,102,0,106,..,3,0,3,0,4,..,194,5,204,0,204,..,4,0,4,0,4,..,302,11,316,4,319,..,19,5,22,3,25,..,17,0,22,0,21,..,29,10,41,0,41,..,0,0,3,0,3,..,39,23,62,0,59,..,207,66,275,8,278,..,1363,375,1745,33,1777,..,95,4,104,2520,2628,29478,1465,386,1846,2552,33885
UCL112015,..,72,0,77,0,77,..,74,3,81,3,83,..,106,3,109,0,109,..,41,3,45,0,45,..,65,9,69,0,69,..,39,3,43,0,43,..,102,14,113,3,115,..,429,33,465,6,466,..,47,7,54,6,63,..,20,0,20,0,20,..,39,17,57,0,57,..,0,0,0,0,0,..,7,0,7,0,7,..,48,17,63,0,60,..,9,0,12,0,12,..,10,0,10,0,10,..,12,0,13,0,13,..,19,0,19,0,19,..,134,5,141,0,143,..,17,0,17,0,17,..,152,0,156,0,160,..,33,3,39,0,39,..,337,11,350,0,354,..,63,3,65,0,68,..,47,23,68,0,68,..,18,4,30,0,30,..,0,0,0,0,0,..,32,12,46,0,46,..,903,263,1169,13,1184,..,2797,564,3368,40,3407,..,120,9,128,2401,2528,42329,2917,574,3489,2441,48263
UCL113001,..,13,0,13,0,13,..,3,0,3,0,3,..,15,0,15,0,15,..,36,3,35,0,37,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,65,3,67,0,73,..,51,0,46,3,53,..,25,3,30,4,35,..,8,4,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,13,0,13,..,3,0,3,0,3,..,7,0,7,0,7,..,6,0,6,0,6,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,10,0,10,0,6,..,3,0,3,0,3,..,20,0,20,0,26,..,16,0,22,0,22,..,0,0,0,0,0,..,20,3,23,0,23,..,11,0,11,0,11,..,19,3,18,0,18,..,103,11,113,5,118,..,513,52,565,15,573,..,40,0,47,1314,1356,14573,554,51,609,1322,16506
UCL113002,..,25,9,36,0,36,..,11,0,11,0,11,..,3,0,3,0,3,..,7,0,9,0,9,..,6,0,6,0,6,..,6,0,6,0,6,..,0,0,0,0,0,..,31,3,32,0,32,..,45,3,50,0,50,..,4,0,4,0,4,..,0,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,3,0,3,0,3,..,9,4,11,0,11,..,14,0,14,0,14,..,10,3,8,0,8,..,6,0,6,0,6,..,5,0,5,0,5,..,31,3,35,0,35,..,20,6,19,4,26,..,0,0,0,0,0,..,6,3,12,0,12,..,4,0,4,0,4,..,15,3,16,0,16,..,73,8,79,5,82,..,465,62,530,7,540,..,43,0,39,781,827,9932,507,69,573,794,11294
UCL113003,..,12,6,15,0,15,..,5,0,7,0,7,..,9,0,9,0,9,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,13,4,13,0,13,..,43,3,44,0,44,..,40,6,39,0,45,..,8,4,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,18,0,19,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,36,3,35,0,37,..,0,0,0,0,0,..,34,0,30,0,34,..,10,0,10,0,10,..,79,5,84,0,83,..,7,0,7,0,7,..,6,0,6,0,6,..,7,0,12,0,12,..,0,0,0,0,0,..,6,3,12,0,12,..,66,18,81,0,83,..,385,46,430,11,441,..,41,4,47,1503,1548,15607,426,50,474,1514,17589
UCL113004,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,6,0,6,..,3,0,6,0,6,..,3,0,3,0,3,..,8,0,8,0,8,..,25,5,29,0,29,..,15,0,15,0,15,..,0,7,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,19,0,16,0,16,..,6,0,3,0,3,..,0,0,0,0,0,..,4,0,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,26,9,27,3,30,..,135,19,158,3,156,..,10,0,10,359,370,5086,150,19,169,366,5620
UCL113005,..,13,0,16,0,16,..,9,0,9,0,9,..,3,0,3,0,3,..,16,0,16,0,17,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,35,0,35,0,38,..,50,3,51,0,53,..,3,0,4,0,4,..,3,5,8,0,8,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,8,0,8,0,8,..,11,0,11,0,11,..,0,0,0,0,0,..,6,3,8,0,8,..,13,0,13,0,13,..,4,0,10,0,10,..,34,0,34,0,34,..,3,0,3,0,3,..,58,0,57,0,57,..,32,3,38,0,38,..,0,0,0,0,0,..,15,3,15,0,15,..,5,0,5,0,5,..,7,0,8,0,11,..,62,14,78,3,78,..,513,57,571,14,582,..,50,0,48,1454,1503,17835,557,59,616,1468,19918
UCL113006,..,7,0,3,0,6,..,0,0,0,0,0,..,13,0,13,0,13,..,17,0,16,0,16,..,3,0,5,0,5,..,5,0,5,0,5,..,3,0,3,0,3,..,42,3,44,0,44,..,11,0,11,0,11,..,9,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,4,0,4,0,8,..,0,0,0,0,0,..,19,0,19,0,19,..,0,0,0,0,0,..,26,0,28,0,28,..,10,0,10,0,10,..,56,0,54,0,58,..,12,0,12,0,11,..,8,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,4,13,16,0,16,..,57,8,67,4,68,..,351,42,389,11,400,..,34,3,36,1259,1294,15101,384,43,426,1268,16787
UCL113007,..,5,0,5,0,5,..,18,0,18,0,18,..,57,10,73,0,73,..,502,174,670,7,680,..,21,0,21,0,21,..,68,17,80,0,81,..,182,60,242,6,247,..,847,257,1106,18,1118,..,1116,251,1366,21,1392,..,4,0,5,0,5,..,7,4,19,0,19,..,4,0,4,0,4,..,0,0,0,0,0,..,14,5,17,0,17,..,4,0,4,0,4,..,5,0,8,0,8,..,184,26,211,7,218,..,0,0,0,0,0,..,53,3,52,0,52,..,3,0,3,0,3,..,92,3,93,0,94,..,30,12,46,0,42,..,176,19,194,3,201,..,51,12,68,3,67,..,16,0,16,0,19,..,19,5,25,0,25,..,65,59,117,0,120,..,3,0,9,0,9,..,652,179,830,16,846,..,3383,993,4376,78,4450,..,52,18,73,1635,1711,12717,3433,1014,4451,1715,18874
UCL113008,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,0,7,0,7,..,3,0,3,0,3,..,6,0,7,0,7,..,22,6,28,0,28,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,4,7,0,7,..,0,0,0,0,0,..,0,4,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,8,0,8,0,8,..,19,0,19,0,19,..,3,0,3,0,3,..,38,0,38,0,38,..,4,0,7,0,7,..,0,0,0,0,0,..,5,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,48,5,55,0,54,..,232,56,283,3,285,..,45,3,46,1559,1605,8756,273,59,331,1563,10648
UCL113009,..,32,0,32,0,32,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,54,9,64,0,59,..,9,0,9,0,9,..,7,0,7,0,7,..,31,3,30,0,30,..,16,0,16,0,16,..,3,3,4,0,4,..,9,0,10,0,10,..,4,0,4,0,4,..,3,0,3,0,3,..,8,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,11,3,7,0,7,..,3,0,3,0,5,..,10,3,15,0,16,..,35,0,41,0,43,..,0,0,0,0,0,..,24,7,30,0,30,..,4,0,6,0,6,..,4,0,3,0,3,..,84,12,101,5,101,..,560,65,633,10,640,..,30,0,32,626,661,12161,594,65,660,634,13453
UCL113010,..,6,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,19,0,25,0,25,..,0,0,0,0,0,..,7,0,10,0,10,..,5,0,5,0,4,..,42,0,47,3,45,..,9,0,9,0,9,..,0,0,0,0,0,..,0,3,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,0,25,0,26,..,0,0,0,0,0,..,25,0,25,0,25,..,9,0,9,0,9,..,51,0,53,0,56,..,16,0,14,3,18,..,0,0,0,0,0,..,22,0,22,0,22,..,0,0,0,0,0,..,4,3,7,0,7,..,20,6,28,4,36,..,240,30,267,11,280,..,32,0,32,1027,1056,15459,276,30,305,1033,16792
UCL113011,..,8,0,8,0,8,..,9,0,9,0,9,..,13,0,8,0,8,..,14,4,21,0,21,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,40,11,47,0,47,..,39,6,44,0,44,..,3,0,4,0,4,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,3,0,3,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,15,0,15,0,15,..,8,0,7,0,11,..,27,0,27,0,26,..,8,0,8,0,8,..,58,3,55,4,63,..,14,0,11,0,11,..,4,0,4,0,4,..,19,3,21,0,21,..,0,0,0,0,0,..,24,7,30,0,35,..,71,15,85,3,89,..,410,74,479,19,497,..,44,0,50,899,946,10091,458,72,533,914,11530
UCL113012,..,19,0,21,0,21,..,20,5,27,0,27,..,11,0,11,0,11,..,11,0,15,0,15,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,54,8,59,0,59,..,34,3,37,4,36,..,9,0,14,0,14,..,22,6,28,0,28,..,3,0,8,0,8,..,4,0,4,0,4,..,5,0,5,0,5,..,13,0,15,0,18,..,15,3,23,0,23,..,54,3,62,0,62,..,12,0,12,0,12,..,24,0,24,4,26,..,3,0,3,0,3,..,18,0,18,0,18,..,6,0,6,0,6,..,51,0,57,4,56,..,74,7,81,0,81,..,3,0,3,0,3,..,22,6,26,0,26,..,0,0,0,0,0,..,7,0,7,0,7,..,207,37,242,5,250,..,839,105,943,18,961,..,58,0,60,820,879,16905,893,102,1001,842,18741
UCL113013,..,8,4,12,0,12,..,8,0,6,0,6,..,3,0,3,0,3,..,11,3,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,25,3,31,0,31,..,13,3,14,0,14,..,8,0,3,0,3,..,7,8,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,10,0,9,0,9,..,0,0,0,0,0,..,23,0,23,0,27,..,3,0,3,0,3,..,34,0,35,0,40,..,16,0,16,0,16,..,0,0,0,0,0,..,17,3,20,0,25,..,0,0,0,0,0,..,15,0,14,0,14,..,57,10,72,0,69,..,307,52,361,5,366,..,28,0,30,892,918,9685,332,56,385,895,10966
UCL113014,..,9,0,9,0,9,..,11,0,9,0,9,..,13,0,13,0,13,..,27,0,27,0,27,..,5,0,5,0,5,..,3,0,3,0,3,..,10,0,10,0,10,..,67,7,70,0,70,..,8,3,7,0,7,..,10,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,34,0,34,0,34,..,0,0,0,0,0,..,45,0,41,0,41,..,6,0,6,0,6,..,82,0,81,0,81,..,8,0,12,0,12,..,8,0,8,0,8,..,6,3,11,0,16,..,0,0,0,0,0,..,0,0,5,0,5,..,114,20,134,4,136,..,399,49,448,5,456,..,36,4,35,625,663,9289,433,48,486,632,10404
