UCL_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
UCL315026,208,90,144,129,131,107,95,38,13,951,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,5,0,4,5,3,0,3,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,10,5,3,0,3,0,32,12,5,0,10,5,3,0,3,0,35,219,100,139,132,134,108,101,38,13,985
UCL315027,465,181,164,313,286,211,178,48,31,1868,0,0,0,0,0,0,3,0,0,8,3,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,7,10,4,10,3,10,7,12,3,6,64,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,10,7,15,14,16,5,6,89,14,4,10,10,15,14,23,3,6,99,474,189,178,324,298,228,201,55,35,1966
UCL315028,513,232,205,176,93,75,24,12,0,1331,0,3,3,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,15,22,13,18,16,3,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,22,16,27,17,4,0,0,125,29,19,24,16,27,18,4,0,0,136,544,246,231,188,120,92,31,10,0,1468
UCL315029,636,287,428,351,314,190,55,15,0,2280,0,0,3,0,0,0,0,0,0,4,0,8,5,0,10,7,3,0,0,32,4,6,6,0,0,0,0,0,0,22,11,38,174,175,216,125,7,0,0,748,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,47,185,178,233,137,10,3,0,815,16,47,185,181,233,137,10,3,0,818,649,338,614,539,543,327,68,16,3,3098
UCL315030,941,419,422,462,507,579,490,287,127,4235,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,14,29,10,4,50,0,0,0,0,0,8,49,29,3,94,22,40,28,16,21,30,32,6,4,196,0,0,0,0,0,3,13,4,3,25,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,3,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,22,42,28,15,25,61,130,43,13,381,22,47,28,19,25,61,132,45,13,392,960,463,454,484,534,639,624,335,136,4625
UCL315031,781,336,362,419,314,247,152,60,11,2683,3,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,13,21,18,13,7,9,4,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,22,17,13,9,10,0,0,97,14,18,21,17,13,8,10,0,0,103,790,354,381,437,325,259,165,60,16,2787
UCL315032,265,212,206,149,213,214,202,113,46,1617,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,7,19,18,14,26,31,10,7,0,137,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,18,20,33,39,16,6,0,160,11,24,18,20,33,39,16,7,0,161,271,234,226,168,245,250,220,124,46,1783
UCL315033,732,348,335,479,464,466,387,174,40,3430,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,13,0,0,0,0,0,0,5,0,0,7,7,18,3,4,3,9,7,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,20,8,8,11,13,20,0,0,90,13,20,8,8,11,13,20,3,0,87,744,367,340,486,471,472,411,181,44,3515
UCL315034,312,173,128,148,193,140,113,57,8,1285,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,3,4,3,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,4,3,6,7,0,0,36,3,15,9,4,3,6,7,0,0,42,317,188,137,153,194,147,121,57,8,1323
UCL315035,509,223,219,286,276,229,105,37,10,1887,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,14,3,0,0,9,3,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,11,3,0,6,3,0,3,57,12,14,11,3,0,6,3,0,3,57,523,230,232,285,281,239,108,37,6,1948
UCL315036,329,169,168,132,127,68,42,14,0,1048,3,0,4,5,0,4,3,0,0,23,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,5,12,12,9,12,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,12,13,9,12,3,0,0,63,13,8,18,17,16,12,3,0,0,79,338,182,183,145,140,81,45,14,0,1133
UCL315037,142,445,656,259,153,96,32,5,0,1798,0,3,0,0,3,0,0,0,0,5,78,43,86,116,69,65,61,19,3,535,90,43,80,96,80,87,64,11,3,552,58,80,79,85,74,62,51,3,0,493,3,17,26,11,21,28,11,0,0,125,3,0,11,13,22,10,8,0,0,70,8,0,0,8,3,7,3,3,0,26,0,0,0,0,0,3,0,0,0,3,6,5,7,9,18,12,9,0,0,74,0,0,0,0,0,0,0,0,0,0,249,184,295,343,283,266,205,42,6,1882,249,191,303,344,283,266,205,42,6,1892,389,635,960,602,437,364,239,45,7,3685
UCL315038,257,132,111,181,176,173,112,41,12,1199,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,9,8,7,11,9,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,10,7,9,12,0,4,70,6,7,9,15,7,9,12,0,4,71,259,135,122,189,189,188,128,37,14,1263
UCL315039,514,313,220,293,336,414,402,199,113,2798,0,0,0,0,0,0,0,3,0,0,0,3,9,0,3,9,10,3,0,31,0,0,0,0,0,8,17,9,0,44,4,18,3,12,14,31,22,9,0,115,0,0,0,0,0,0,6,5,0,12,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,15,13,16,45,62,27,0,219,8,22,15,13,20,45,62,33,0,219,522,340,229,308,361,462,463,228,114,3013
UCL315040,143,69,52,78,116,170,196,119,33,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,3,0,0,0,0,11,0,7,0,5,7,3,6,0,0,34,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,8,9,8,9,0,50,0,7,0,8,8,9,8,9,0,57,145,77,53,87,130,180,201,126,36,1027
UCL315041,671,400,363,382,517,545,524,487,229,4123,4,0,0,0,3,0,0,0,0,11,3,0,3,0,3,10,19,6,0,42,0,0,0,0,0,3,13,0,0,21,14,44,29,32,32,41,52,23,3,264,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,31,30,41,60,100,29,3,350,19,48,29,30,38,60,96,26,3,364,692,452,399,411,558,604,626,520,229,4482
UCL315042,296,145,182,219,305,266,203,61,20,1692,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,7,3,10,3,0,16,10,10,5,5,12,14,7,3,0,70,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,4,5,16,25,20,6,0,98,11,12,4,5,16,23,20,6,0,101,308,159,187,226,320,286,223,62,20,1798
UCL315043,1002,598,493,609,621,354,272,83,28,4058,5,0,0,0,0,5,0,0,0,9,0,5,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,13,23,18,4,12,9,9,3,0,90,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,18,4,9,10,15,7,4,107,20,27,16,5,9,14,15,7,4,113,1020,620,516,612,629,371,288,87,31,4175
UCL315044,1132,490,510,672,708,556,375,125,23,4585,6,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,3,6,0,0,8,22,18,15,13,10,0,16,6,0,104,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,23,13,10,5,24,6,0,123,24,20,23,13,10,8,24,4,0,130,1155,515,533,686,717,557,400,130,23,4716
UCL315045,390,196,266,244,181,205,183,100,57,1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,5,7,6,4,10,11,6,6,69,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,6,9,14,11,6,6,73,7,10,7,6,9,14,11,6,6,73,397,203,270,255,187,219,191,107,57,1891
UCL315046,352,189,191,166,236,186,144,59,8,1533,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,3,3,5,12,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,3,3,5,12,3,0,56,8,6,14,3,5,5,12,3,0,59,363,198,203,172,237,196,153,61,8,1592
UCL315047,297,145,106,205,232,234,277,74,11,1588,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,9,11,8,3,7,10,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,8,3,7,7,13,3,0,67,15,13,8,8,7,9,13,3,0,78,308,162,113,212,235,242,290,81,13,1660
UCL315048,383,158,178,295,325,398,283,81,21,2128,0,0,0,3,3,0,0,0,0,9,0,0,0,0,3,7,3,0,0,12,3,0,0,5,4,0,5,0,0,24,9,0,4,10,10,8,6,0,0,54,0,0,0,0,0,0,3,0,0,14,0,0,0,0,7,0,0,0,0,12,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,4,16,21,25,15,26,5,0,127,10,3,16,21,31,15,26,5,0,132,393,163,193,321,359,415,310,87,26,2259
UCL315049,679,449,348,333,349,369,382,248,162,3317,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,17,13,3,3,10,9,11,0,74,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,15,3,5,15,11,11,3,88,4,19,12,3,5,12,17,11,5,101,680,471,360,335,353,385,399,254,168,3412
UCL315050,674,463,356,451,543,506,402,166,45,3607,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,10,4,0,25,0,0,0,0,3,4,9,4,0,20,9,23,13,12,20,28,15,4,0,122,3,0,0,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,28,18,19,25,39,35,17,0,192,10,28,18,19,25,38,40,17,0,197,692,489,379,473,572,550,438,185,45,3807
UCL315051,489,300,232,324,363,317,266,104,8,2408,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,10,13,5,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,5,3,6,3,3,0,46,8,10,12,9,3,6,8,3,0,45,493,312,241,331,367,319,274,109,10,2457
UCL315052,507,352,323,295,340,329,198,134,65,2542,0,0,0,0,0,0,0,0,0,0,7,3,5,4,20,52,87,22,0,208,0,3,7,5,3,51,50,21,0,137,26,27,19,22,50,90,90,22,5,349,0,0,0,0,0,6,30,3,0,48,0,3,3,0,3,11,4,5,0,23,0,0,0,0,3,7,0,0,0,11,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,41,38,33,81,216,268,71,5,790,35,39,38,33,81,216,268,71,5,788,547,394,361,329,419,545,467,206,72,3332
UCL315053,973,518,416,397,484,418,341,163,61,3765,0,0,0,0,0,6,0,0,0,8,0,0,0,0,4,0,3,0,0,6,0,0,0,0,4,0,0,0,0,4,3,33,14,11,23,20,15,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,15,11,23,16,16,0,0,132,5,33,15,11,27,26,22,3,0,142,984,545,432,405,508,443,355,164,58,3903
UCL315054,264,163,137,173,317,547,658,221,35,2514,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,3,14,0,0,0,0,0,0,8,0,0,10,12,12,9,9,11,9,4,0,4,82,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,9,13,12,12,28,3,5,116,14,20,9,10,16,12,28,3,5,122,282,184,150,183,335,561,683,220,43,2635
UCL315055,265,137,116,134,207,245,226,149,71,1554,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,10,0,0,21,0,0,0,0,0,7,4,3,0,13,10,14,14,12,16,13,19,6,3,96,0,0,0,0,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,14,15,14,27,44,13,6,142,10,14,14,15,14,26,42,13,3,145,278,143,130,153,223,272,271,161,76,1697
UCL315056,374,179,131,263,322,440,532,282,109,2626,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,0,0,3,0,0,0,0,0,0,3,9,11,8,14,13,22,19,10,6,106,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,9,11,10,14,13,24,33,12,6,134,15,11,10,11,13,24,33,12,6,140,388,188,145,273,329,466,564,291,114,2762
UCL315057,664,256,359,310,250,181,97,39,9,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,7,4,3,7,12,0,0,67,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,7,4,10,9,14,0,0,77,9,15,7,6,10,9,14,0,0,76,673,267,366,314,256,190,107,40,12,2232
UCL315058,395,186,161,247,171,89,74,16,0,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,3,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,3,3,0,3,0,0,36,10,6,3,3,3,0,3,0,0,36,401,196,170,248,174,92,78,19,0,1377
UCL315059,665,231,328,320,288,198,127,36,4,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,13,3,0,0,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,11,3,0,3,4,0,0,41,10,6,11,3,0,3,4,0,0,41,677,236,342,319,289,203,129,35,4,2241
UCL315060,494,175,422,327,202,117,11,0,0,1748,0,0,0,3,0,0,0,0,0,3,0,0,16,12,13,7,0,0,0,39,0,3,0,0,3,4,0,0,0,13,5,42,237,278,266,160,17,0,0,1003,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,255,291,274,173,21,0,0,1067,5,47,256,292,274,173,21,0,0,1069,503,219,681,622,481,291,35,0,0,2813
UCL315061,229,120,151,111,120,117,86,76,46,1076,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,7,0,0,16,0,0,0,0,0,0,9,0,0,11,0,7,7,8,20,21,12,8,0,77,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,8,21,27,23,6,0,112,0,6,13,8,21,27,23,8,0,112,231,128,164,119,147,149,112,86,49,1188
UCL315062,264,143,154,144,167,168,134,86,33,1286,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,5,0,0,0,0,4,3,0,0,0,8,3,7,9,5,9,13,6,0,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,10,15,12,4,3,0,67,4,8,14,6,15,12,4,3,0,71,270,147,161,153,178,182,139,89,33,1358
UCL315063,164,73,82,90,120,123,125,95,62,934,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,3,5,0,0,21,0,0,0,0,0,4,6,0,0,11,6,7,20,8,15,18,13,3,0,95,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,21,7,17,34,24,8,0,129,11,12,21,7,17,34,24,8,0,129,175,90,101,95,138,157,150,108,62,1070
UCL315064,642,314,285,445,438,353,264,113,34,2895,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,3,0,0,9,13,22,24,14,13,5,8,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,15,17,24,11,16,10,16,0,0,117,15,17,24,11,16,10,16,0,0,117,661,334,311,461,454,359,279,114,34,3012
