UCL_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
UCL315065,397,188,188,171,274,285,323,109,16,1953,3,4,5,0,0,0,0,0,0,10,0,0,0,0,4,3,12,4,0,30,0,3,3,3,0,10,38,24,0,86,9,7,3,4,14,12,19,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,8,7,20,35,87,36,3,202,10,9,14,7,20,35,83,35,3,212,408,203,202,180,289,317,405,144,20,2163
UCL315066,337,165,168,218,233,237,176,105,38,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,16,0,0,36,0,0,0,0,4,3,17,4,0,33,8,5,19,10,14,36,32,6,0,136,0,0,0,0,3,3,7,3,0,16,0,0,0,0,0,8,3,0,0,13,0,0,0,0,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,19,15,34,66,77,19,3,244,9,12,19,15,34,63,77,19,3,241,347,171,187,227,264,303,248,122,42,1913
UCL315067,365,233,179,216,308,375,376,167,58,2278,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,10,0,0,0,0,3,0,0,0,0,4,15,19,11,10,8,7,6,0,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,11,10,11,15,11,0,3,98,16,22,11,9,16,17,11,3,3,106,382,251,189,224,321,386,386,173,64,2384
UCL315068,359,143,247,205,167,165,101,42,9,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,7,0,0,0,0,3,0,3,0,0,5,4,19,65,86,90,68,17,3,0,348,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,23,69,93,98,69,19,3,0,367,4,23,64,93,98,69,19,3,0,370,359,162,317,298,261,239,118,39,9,1814
UCL315069,251,111,121,107,140,119,67,26,3,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,19,0,0,37,3,0,0,0,3,30,54,19,3,107,12,4,15,11,4,12,25,8,3,92,0,0,0,0,0,3,10,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,16,4,13,10,8,65,116,33,6,279,16,4,13,10,8,65,116,33,6,279,263,115,131,121,146,185,185,62,9,1218
UCL315070,213,132,207,115,122,125,111,69,35,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,22,0,0,0,0,0,0,3,4,0,5,0,14,29,3,16,13,10,5,0,95,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,34,7,20,17,26,7,0,130,0,13,35,7,20,15,26,7,0,131,214,144,245,117,140,138,138,76,41,1248
UCL315071,385,225,190,192,231,226,233,162,76,1927,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,0,8,0,0,0,0,3,0,4,3,0,10,15,10,12,13,11,13,15,3,4,99,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,9,16,17,15,25,3,4,121,17,12,9,16,18,15,26,3,4,128,409,235,201,209,248,236,258,167,78,2054
UCL315072,599,321,280,304,408,431,516,254,77,3198,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,14,0,0,20,0,0,0,0,0,0,5,0,0,8,22,19,15,17,20,22,18,13,3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,15,17,20,29,37,13,3,172,21,20,20,17,20,29,37,13,3,174,626,341,300,318,432,458,552,269,87,3373
UCL315073,138,49,102,117,153,228,180,79,21,1069,0,0,0,0,0,0,0,0,0,4,8,0,4,13,15,16,34,8,3,94,26,7,22,29,20,45,62,37,16,262,14,9,13,21,32,28,35,10,0,161,0,0,0,0,6,5,0,0,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,7,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,46,20,47,64,79,91,137,61,19,570,46,20,54,63,79,91,137,61,19,571,185,74,153,180,229,322,316,138,39,1638
UCL315074,919,537,440,486,521,488,376,246,100,4123,0,4,3,0,3,0,0,0,0,13,0,0,0,5,0,4,3,0,0,17,0,0,0,0,0,3,0,0,0,3,37,39,36,17,13,13,5,7,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,39,35,23,12,21,11,7,0,190,36,39,37,29,14,20,11,7,0,201,955,579,477,513,535,515,388,256,103,4324
UCL315075,755,423,332,247,298,185,70,11,0,2317,8,13,10,12,9,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,26,20,24,23,4,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,18,26,20,23,26,4,0,0,131,24,27,40,28,38,27,4,0,0,184,776,452,364,276,335,210,72,9,0,2505
UCL315076,882,384,392,536,567,444,409,250,134,3999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12,0,0,3,0,4,0,8,3,0,15,10,18,15,10,14,13,12,3,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,20,13,19,14,21,10,5,126,14,13,20,16,19,14,21,10,5,125,897,400,414,551,589,459,430,257,133,4123
UCL315077,603,308,279,286,311,277,303,269,186,2825,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,15,3,12,10,7,3,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,18,3,9,8,9,3,3,82,15,16,18,3,9,13,9,3,3,83,617,322,297,289,319,285,313,276,189,2916
UCL315078,315,133,124,209,262,267,177,84,30,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,14,4,0,0,3,3,0,7,0,0,12,4,3,3,4,3,8,4,4,0,42,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,9,7,14,20,5,0,75,3,9,3,9,7,14,20,5,0,75,315,141,131,216,269,282,202,88,30,1674
UCL315079,536,354,767,587,572,634,439,198,49,4143,0,0,0,0,0,0,0,0,0,7,87,37,88,155,119,174,227,78,8,974,225,56,242,285,235,550,707,314,32,2640,26,49,115,69,102,71,77,40,12,551,40,18,54,53,78,103,68,33,0,438,3,13,26,16,19,32,12,0,3,126,9,0,27,16,14,70,43,15,0,200,0,0,0,4,0,0,4,0,0,18,8,0,4,4,9,19,24,9,7,83,0,0,0,0,0,0,0,0,0,0,398,170,565,603,571,1017,1168,480,56,5030,398,172,567,606,573,1017,1168,480,56,5039,931,523,1331,1197,1144,1653,1607,679,113,9176
UCL315080,640,340,325,373,399,451,332,223,119,3205,0,0,0,0,0,0,0,0,0,6,3,4,0,3,3,7,4,0,0,25,0,0,3,0,0,0,4,0,0,10,23,29,25,23,33,33,26,14,6,212,0,0,0,0,0,3,8,0,0,7,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,32,31,29,37,47,40,20,8,273,27,30,34,29,37,47,45,20,8,277,667,372,361,398,441,500,378,245,128,3482
UCL315081,173,102,91,129,161,194,189,66,6,1115,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,16,22,4,0,44,9,0,3,10,12,14,25,11,3,87,21,5,26,26,29,32,24,9,0,175,0,0,0,0,6,0,3,0,0,10,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,16,28,33,49,73,79,32,5,321,26,16,28,33,49,73,81,32,5,327,205,110,121,159,208,266,270,97,10,1438
UCL315082,149,150,74,123,187,155,78,31,9,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,3,3,3,0,25,0,5,6,0,3,3,3,3,0,25,146,150,79,123,190,157,81,40,8,971
UCL315083,218,113,122,148,189,289,271,75,6,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,3,3,0,0,10,11,5,7,3,7,7,3,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,7,3,8,11,5,4,0,53,11,5,7,3,8,11,5,4,0,53,229,118,129,146,202,301,277,79,14,1486
UCL315084,456,261,273,253,255,298,214,133,97,2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4,10,11,12,5,14,10,4,3,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,12,7,15,13,7,3,5,89,10,14,12,7,15,13,12,3,5,92,467,279,288,260,273,307,221,138,105,2335
UCL315085,331,164,139,232,391,556,588,195,35,2627,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,3,4,0,0,9,8,13,9,13,16,16,7,5,0,88,3,0,0,0,0,0,3,0,0,6,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,10,16,20,23,17,6,0,117,14,17,10,14,20,23,13,9,0,115,341,183,149,249,415,575,606,202,37,2747
UCL315086,450,300,96,256,442,316,157,49,19,2078,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,7,4,3,6,6,3,4,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,4,3,4,4,7,4,7,48,8,12,4,3,4,4,7,4,7,50,456,311,95,257,445,320,159,55,26,2128
UCL315087,669,368,385,384,344,446,286,173,77,3133,0,0,0,0,0,0,0,0,0,9,0,0,3,3,3,8,11,3,0,32,0,3,0,0,0,7,9,4,0,22,12,32,20,12,20,24,27,17,0,171,0,0,0,0,0,3,11,0,0,11,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,36,21,13,32,45,60,20,0,237,12,38,21,16,35,48,62,26,3,250,677,405,408,403,378,492,348,192,83,3379
UCL315088,495,256,266,278,287,261,199,106,31,2172,6,3,0,0,0,0,0,0,0,13,0,0,0,3,0,9,25,9,0,45,0,0,3,0,4,7,19,10,0,43,12,29,20,18,33,35,20,4,0,177,0,0,3,0,3,3,5,0,0,15,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,23,20,36,64,78,23,0,290,20,29,29,27,36,60,78,23,0,305,510,284,292,303,325,322,276,132,40,2476
UCL315089,833,428,472,454,501,632,632,465,200,4624,0,0,0,0,0,0,0,3,0,4,0,4,10,0,3,7,12,7,0,48,0,0,0,0,0,0,3,0,0,10,8,32,32,41,36,42,41,9,11,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,43,39,38,53,58,14,11,311,12,39,46,39,38,51,59,21,11,320,845,465,523,498,535,683,691,487,209,4943
UCL315090,718,397,442,369,295,235,92,33,15,2592,47,14,15,4,6,3,0,0,0,81,0,0,4,0,3,5,3,0,0,18,0,0,0,0,0,5,0,0,0,8,43,47,42,29,41,48,22,0,3,287,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,50,51,48,31,47,54,28,0,3,318,94,63,65,41,55,63,24,0,3,399,812,458,502,405,346,293,115,37,14,2992
UCL315091,352,62,224,203,133,73,8,0,0,1049,0,0,0,0,0,0,0,0,0,0,0,9,9,8,8,10,0,3,0,45,0,0,5,8,3,3,0,0,0,16,4,31,152,170,132,76,3,3,0,563,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,168,183,145,91,6,3,0,630,4,39,168,183,146,91,6,3,0,628,352,100,393,379,275,164,10,9,0,1685
UCL315092,213,101,86,124,228,400,572,259,80,2063,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,6,34,3,0,53,3,0,0,0,3,12,36,10,3,63,4,6,8,10,10,51,46,12,0,148,0,0,0,0,0,0,8,3,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,11,0,0,0,0,0,0,0,0,0,0,10,3,7,14,26,79,130,32,4,306,10,3,7,14,26,79,136,30,4,309,226,109,88,134,254,477,702,294,88,2376
UCL315093,155,71,65,87,104,162,153,113,49,969,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,12,3,10,11,11,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,12,4,15,12,16,3,0,64,3,11,13,4,15,12,16,3,0,74,162,80,75,93,113,175,170,119,49,1043
UCL315094,410,145,163,207,229,297,376,100,13,1932,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,6,0,0,6,0,3,3,3,3,0,26,13,4,8,8,7,9,12,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,18,13,12,12,18,11,0,101,13,5,18,13,12,12,20,13,0,100,424,154,180,217,237,308,395,109,13,2038
UCL315095,383,261,341,231,258,233,196,146,79,2126,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,3,0,0,4,12,0,3,0,4,0,3,0,0,0,8,6,28,29,7,7,10,6,9,3,99,0,0,0,0,0,5,6,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,32,10,9,25,16,8,8,143,6,32,37,12,13,22,16,8,8,145,391,288,370,244,270,261,210,147,83,2272
UCL315096,696,362,461,359,396,322,225,86,31,2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,10,17,10,8,9,6,7,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,14,10,16,15,8,8,0,79,6,10,14,10,16,15,13,8,0,82,700,366,475,368,407,334,233,97,35,3021
UCL315097,191,171,105,135,194,186,116,36,5,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,6,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,6,0,0,4,0,22,4,6,6,0,6,0,0,4,0,22,200,178,111,135,198,185,116,39,5,1167
UCL315098,996,391,667,643,563,277,76,12,3,3630,3,3,3,0,0,0,0,0,0,10,3,0,14,6,23,30,15,12,0,105,0,3,10,0,24,32,7,3,0,73,35,38,90,73,118,89,41,5,0,500,7,0,3,10,3,10,6,0,0,33,0,3,3,0,3,11,0,0,0,22,0,0,0,3,3,3,0,0,0,9,0,0,3,0,0,0,0,0,0,9,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,48,48,119,94,175,169,71,20,3,752,53,48,125,99,175,170,71,20,3,762,1044,443,785,737,742,451,151,28,7,4390
UCL315099,1002,415,454,532,418,255,169,47,7,3300,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,19,8,3,10,3,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,14,6,9,11,3,0,0,64,13,18,16,5,9,11,3,0,0,71,1016,433,470,541,420,264,173,47,7,3370
UCL315100,228,123,149,161,178,175,117,56,8,1192,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,10,3,5,4,3,3,8,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,9,4,9,0,0,39,8,7,4,3,10,4,9,0,0,43,233,128,151,166,181,180,125,56,7,1233
UCL315101,353,200,182,178,262,191,118,41,11,1532,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,6,13,7,13,6,6,3,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,8,13,4,9,3,3,0,65,6,12,8,13,4,14,3,3,0,74,362,213,195,187,267,199,124,46,11,1600
UCL315102,312,161,149,138,225,184,293,176,77,1713,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,4,3,4,8,6,11,13,6,0,66,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,11,5,10,20,18,8,0,91,15,3,11,5,10,24,18,7,0,94,319,168,158,142,235,210,305,183,83,1808
UCL315103,197,106,93,155,166,210,174,61,11,1162,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,21,49,5,0,88,0,3,3,0,10,38,83,31,0,169,10,15,10,11,19,39,55,6,0,167,0,0,0,0,3,9,25,8,0,55,0,0,0,5,5,3,9,0,0,19,0,0,0,0,0,11,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,15,16,24,39,131,233,56,0,528,7,21,16,24,39,131,233,58,0,530,207,122,108,172,204,340,402,119,14,1691
