UCL_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL314005,6,0,3,0,10,0,0,0,0,3,0,4,7,0,7,3,0,12,0,11,18,3,21,0,43,19,3,38,0,58,92,13,27,0,128,61,33,44,4,135,50,45,43,0,143,49,68,30,0,143,33,51,16,0,95,40,58,5,0,98,60,98,16,0,171,22,47,3,0,77,4,29,4,0,38,4,9,3,0,20,9,20,0,0,31,33,75,26,3,141,5,0,4,0,12,508,554,295,12,1366
UCL314006,3,0,0,0,3,5,0,0,0,8,3,0,6,0,8,3,0,13,0,15,9,3,13,0,24,5,3,26,0,33,45,3,10,0,59,38,19,21,3,77,30,20,19,3,72,36,41,13,4,98,34,49,12,0,92,28,53,13,0,104,74,138,9,3,222,52,88,3,0,149,41,62,0,0,100,24,41,0,0,63,49,75,0,3,133,36,69,14,0,121,8,16,6,0,28,527,680,192,21,1423
UCL314007,9,3,5,3,25,7,0,0,0,10,6,4,6,0,16,8,0,23,0,27,52,0,27,0,83,32,8,56,0,92,145,21,34,3,210,70,36,45,0,156,101,58,32,4,198,99,55,31,9,189,58,42,14,0,108,63,58,9,0,135,98,112,10,0,232,48,73,3,3,126,34,59,3,0,94,12,39,0,0,47,27,56,3,0,79,76,144,31,5,253,29,9,3,3,47,973,777,353,33,2134
UCL314008,13,7,9,0,27,3,0,4,0,13,8,3,11,0,18,6,4,17,0,25,43,11,24,3,81,23,4,52,0,80,156,22,59,6,241,56,20,50,3,126,76,39,50,3,175,68,54,33,5,156,47,58,17,3,125,37,35,7,3,90,70,91,14,4,179,33,75,5,0,118,31,40,0,3,76,20,25,3,0,47,21,30,0,0,54,67,142,39,0,249,17,9,16,3,46,781,677,415,39,1918
UCL314009,7,0,7,0,18,0,0,4,0,8,4,3,5,0,14,0,5,7,0,8,21,0,26,0,52,15,0,34,0,52,71,12,42,0,125,37,15,28,3,89,47,39,26,3,115,39,42,15,3,95,35,53,9,0,99,41,51,9,0,95,68,103,10,0,183,29,66,4,0,97,28,27,0,0,59,15,25,3,0,45,15,41,0,0,60,50,91,20,0,162,5,10,3,0,25,537,572,261,15,1383
UCL314010,10,4,0,0,12,3,0,0,0,7,3,0,4,0,6,0,0,11,0,13,24,17,32,0,71,17,9,31,0,57,137,20,40,8,200,63,20,34,10,126,76,63,36,3,173,63,48,27,7,142,42,49,12,0,109,46,39,3,3,91,41,76,10,3,132,26,37,0,0,67,4,25,6,0,35,3,10,4,0,19,13,20,0,0,26,44,62,21,3,132,15,6,9,0,34,630,507,281,39,1456
UCL314011,10,0,3,0,7,0,0,0,0,8,3,0,4,0,3,0,0,9,0,14,19,0,14,0,31,11,5,28,0,44,52,8,33,0,97,46,16,23,0,91,54,41,25,10,128,59,48,13,4,120,28,60,10,4,105,54,49,12,0,121,87,109,7,3,198,47,61,3,0,113,20,36,0,0,54,11,20,0,0,32,16,33,0,0,47,34,65,18,0,122,11,9,7,0,29,564,566,217,23,1368
UCL314012,3,0,8,0,12,5,3,3,0,14,3,3,14,3,16,3,0,18,0,23,23,8,25,0,54,16,3,40,0,62,74,14,54,4,142,42,31,47,3,116,48,38,40,3,125,50,54,31,3,139,41,61,20,0,120,33,59,14,0,103,67,112,10,6,189,37,74,6,0,116,15,46,4,0,65,4,23,3,0,33,15,36,3,0,48,49,106,35,0,184,14,3,7,0,19,532,664,364,20,1578
UCL314013,11,0,3,0,14,6,0,0,0,13,7,0,0,0,10,8,0,7,0,15,29,3,12,0,48,20,6,24,0,49,157,4,21,0,182,104,31,19,0,156,109,37,33,0,178,100,62,19,3,186,68,93,23,0,182,67,108,11,3,191,132,225,19,0,385,82,214,4,3,301,65,145,3,0,214,28,100,3,0,137,35,126,3,0,168,65,170,19,0,257,15,6,4,0,30,1117,1335,243,16,2706
UCL314014,6,0,6,0,14,13,3,3,0,13,9,0,8,0,18,0,6,21,0,28,40,7,24,0,71,13,6,53,0,67,113,33,59,3,211,77,48,48,7,180,73,61,38,6,174,60,76,22,4,163,49,51,20,0,115,42,47,22,3,111,60,86,11,3,160,31,32,3,0,70,13,21,0,3,37,5,14,3,0,21,17,19,3,0,39,39,75,35,3,152,10,8,14,0,33,661,595,386,43,1695
UCL314015,9,0,8,0,18,0,0,0,0,3,0,0,3,0,3,0,0,8,0,8,14,4,14,0,27,3,3,19,0,28,44,9,22,0,79,21,16,29,0,67,22,34,18,0,79,38,73,16,0,127,38,76,16,0,131,36,87,6,3,139,78,154,5,0,243,29,125,5,0,159,15,63,0,0,81,4,31,0,0,38,16,33,0,0,51,29,106,15,0,148,3,16,3,0,25,405,850,192,11,1460
UCL314016,3,8,6,0,20,4,0,7,0,11,6,3,17,0,26,3,0,27,0,30,59,8,29,0,93,24,3,44,3,71,162,24,55,5,248,65,40,57,5,162,95,73,52,5,228,65,56,32,7,158,37,65,23,6,130,35,62,12,0,107,72,80,12,0,168,25,76,10,3,110,24,34,3,0,56,6,14,10,0,23,14,20,0,0,34,55,94,41,4,186,31,8,9,0,50,784,663,437,41,1923
UCL314017,10,0,3,0,12,3,0,0,0,3,0,0,3,0,7,0,3,13,0,12,9,3,14,0,32,3,3,15,0,24,11,6,22,0,35,5,15,16,0,35,14,23,12,0,48,19,42,12,3,84,27,41,14,0,78,24,60,10,0,96,93,178,22,0,299,78,147,6,4,225,56,87,7,3,155,44,121,14,0,176,123,272,7,0,409,58,125,23,0,205,10,8,8,0,30,584,1140,225,9,1958
UCL314018,6,0,5,0,9,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,7,0,14,5,3,18,0,22,28,4,29,0,54,20,12,13,0,45,32,25,15,0,71,25,48,16,0,88,27,58,14,0,99,37,76,15,0,118,96,201,10,7,314,73,157,10,0,239,51,92,4,0,146,32,79,3,0,115,32,101,0,0,132,34,90,11,0,133,3,12,4,0,15,496,955,169,11,1634
UCL314019,8,0,4,0,12,5,0,6,0,10,0,0,12,0,13,0,0,13,0,16,17,5,14,0,40,8,4,20,3,38,48,17,31,3,101,31,17,28,0,71,43,28,32,3,111,54,50,18,4,120,42,54,20,3,124,45,69,8,0,124,94,134,8,0,238,63,75,10,3,141,41,56,0,0,100,20,30,3,0,49,38,47,0,0,87,60,129,20,0,206,18,5,0,0,29,642,726,247,15,1622
UCL314020,17,5,4,0,27,10,0,0,0,15,8,0,4,0,15,3,4,6,0,16,65,13,36,0,110,52,14,45,3,110,309,24,59,8,403,158,32,54,3,247,150,71,44,0,267,120,88,17,0,229,57,83,16,0,160,63,93,12,0,171,100,125,16,3,241,48,83,5,0,143,23,62,0,0,88,10,34,0,0,44,21,38,3,0,66,73,126,27,0,227,30,8,12,0,53,1329,892,376,25,2621
UCL314021,16,0,3,0,22,8,3,5,0,13,10,4,4,0,17,5,3,9,0,14,48,3,19,0,73,27,8,34,0,74,160,14,30,3,194,83,25,27,3,135,121,49,34,4,205,113,72,21,3,212,55,56,14,0,123,68,51,7,0,129,96,127,18,0,241,52,90,3,0,143,42,60,0,0,108,24,35,0,0,58,42,59,6,0,105,66,84,28,0,182,19,11,6,0,40,1051,740,267,12,2075
UCL314022,8,9,11,0,28,15,3,4,0,29,7,4,10,0,19,6,0,15,0,21,34,5,22,0,66,29,11,47,0,85,70,13,33,3,116,40,14,35,0,88,60,42,21,3,129,63,56,17,0,144,34,68,11,0,116,60,78,8,0,149,146,234,22,0,399,89,183,7,0,279,68,102,3,0,167,49,92,4,0,150,79,181,0,3,268,82,184,33,3,303,18,6,5,0,30,956,1289,315,23,2578
UCL315001,0,0,0,0,0,3,3,0,0,8,3,0,0,0,5,0,0,0,0,0,4,0,4,0,7,0,0,3,0,8,18,0,3,0,27,15,10,6,0,32,22,14,6,0,46,17,13,4,0,38,14,19,4,0,40,13,21,3,0,35,34,41,3,0,77,21,40,3,0,61,19,40,0,0,52,9,29,0,0,38,9,31,0,0,42,19,72,3,0,98,0,3,0,0,8,220,335,45,3,606
UCL315002,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,3,0,4,25,0,0,0,25,5,3,7,0,15,40,0,4,3,48,17,6,4,0,24,22,8,4,0,33,14,9,3,0,24,11,7,3,0,25,4,5,0,0,12,13,17,0,0,35,4,11,3,0,14,3,3,0,0,7,0,5,0,0,3,4,6,0,0,7,16,13,11,0,40,4,0,0,0,10,204,93,46,3,348
UCL315003,0,0,0,0,0,0,0,4,0,4,3,3,23,0,31,0,0,13,0,13,16,15,12,8,55,0,19,10,3,28,0,13,14,5,36,0,12,4,3,23,3,14,18,0,30,0,16,3,0,17,0,0,0,0,3,0,4,5,0,7,3,5,0,0,6,0,3,0,0,8,0,3,0,0,4,0,0,0,0,3,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,34,107,105,22,268
UCL315004,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,0,0,8,3,9,0,4,8,4,18,3,3,9,0,18,3,4,13,0,20,4,8,8,0,21,3,14,6,0,24,3,13,11,3,27,4,9,3,0,20,3,10,4,0,14,10,18,3,0,32,3,3,3,0,7,4,3,0,0,7,3,7,0,0,7,3,4,0,0,11,3,4,6,0,16,0,0,0,0,0,45,107,91,15,259
UCL315005,3,0,3,0,6,8,0,0,0,8,5,0,8,0,19,4,0,7,0,11,34,0,11,0,45,17,3,11,0,36,112,8,18,0,137,31,18,23,3,80,62,28,20,3,115,53,32,25,0,107,20,32,5,0,58,21,26,3,0,52,38,47,0,0,83,16,28,0,0,51,11,14,0,0,24,5,9,0,0,13,3,13,0,0,14,19,30,19,4,74,13,5,4,0,28,485,303,159,13,965
UCL315006,0,0,3,0,3,0,0,0,0,3,0,0,7,0,7,0,3,6,0,11,0,0,10,0,15,3,3,9,0,15,7,10,16,0,33,5,13,4,0,18,8,12,9,0,27,17,23,8,3,53,21,22,4,0,43,21,47,7,0,75,59,103,14,5,183,43,56,8,0,107,23,61,0,0,87,30,57,0,0,87,45,100,0,0,152,27,73,8,0,109,0,3,0,0,8,320,577,127,12,1034
UCL315007,4,0,0,0,9,4,0,0,0,4,3,0,3,0,9,0,0,0,0,3,11,3,3,0,20,15,3,16,0,33,84,0,20,0,102,33,14,20,3,66,40,26,10,0,78,30,35,8,0,71,13,21,4,0,40,16,32,8,0,56,22,35,0,0,62,10,22,0,0,33,9,16,0,0,21,3,7,0,0,8,11,10,0,0,19,24,24,10,0,55,3,4,0,0,10,334,255,102,7,699
UCL315008,5,4,7,0,11,4,0,0,0,4,0,0,0,0,3,3,0,8,0,11,19,3,6,0,33,29,8,18,0,57,108,15,17,3,136,46,14,17,7,85,33,23,12,0,66,32,31,3,4,65,19,19,3,0,44,20,16,0,0,40,27,35,3,0,61,7,18,0,0,25,5,9,0,0,10,0,7,0,0,5,0,4,0,0,7,26,31,17,0,66,12,3,3,0,21,404,225,120,14,757
UCL315009,7,0,0,0,11,3,0,0,0,6,3,0,0,0,4,3,0,0,0,9,29,0,0,0,29,14,0,3,0,18,95,3,3,3,103,31,3,0,0,40,32,6,4,0,36,27,3,0,0,33,8,3,0,0,9,14,3,0,0,19,9,7,0,0,16,10,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,25,6,0,0,34,5,0,0,0,4,309,47,26,7,388
UCL315010,6,0,7,0,13,4,0,3,0,6,0,0,0,0,3,3,0,3,0,6,11,3,13,3,23,4,0,23,0,25,27,12,14,0,51,13,3,12,0,33,20,14,13,3,47,16,36,12,0,68,18,25,13,0,52,16,31,6,0,54,49,85,0,0,135,31,58,4,0,92,30,26,0,0,53,12,28,0,0,45,17,48,0,0,62,30,68,6,0,105,9,3,3,0,13,309,445,126,9,882
UCL315011,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,3,4,0,3,0,8,3,0,5,0,11,19,5,15,0,41,9,4,0,0,19,8,11,3,0,22,17,22,4,0,38,7,15,0,0,26,8,21,0,0,31,12,24,0,0,41,11,13,0,0,20,3,4,0,0,9,0,0,0,0,0,0,3,0,0,3,5,13,5,0,28,3,3,0,0,4,113,140,52,3,314
UCL315012,0,0,0,0,0,9,0,0,0,11,5,0,0,0,5,0,0,0,0,3,13,0,4,0,18,3,3,7,0,6,30,5,6,0,41,12,3,9,0,24,28,8,4,0,40,19,12,3,0,36,8,10,0,0,18,11,7,0,0,14,15,3,0,0,19,3,8,0,0,10,4,0,0,0,3,0,0,0,0,3,8,0,0,0,5,6,8,8,0,26,8,0,4,0,12,190,70,40,5,302
UCL315013,3,0,0,0,3,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,5,0,5,0,14,7,0,5,0,10,21,3,7,0,32,15,8,9,0,25,13,17,11,0,43,19,16,4,0,45,11,25,7,0,42,17,25,0,0,48,39,55,0,0,94,14,36,0,0,55,8,27,0,0,32,3,10,0,0,15,6,18,0,0,26,16,38,8,0,61,3,0,0,0,6,195,286,69,3,556
UCL315014,0,0,4,0,4,3,0,0,0,5,0,0,3,0,4,0,0,3,0,8,5,3,3,0,11,4,0,0,0,10,28,3,3,0,32,9,5,8,0,22,13,23,4,0,42,14,25,17,0,53,11,26,6,0,44,13,50,0,0,69,24,77,0,0,109,14,54,0,0,70,16,43,0,0,56,4,15,0,0,24,4,22,0,0,28,15,44,3,0,60,0,0,0,0,3,187,398,61,0,646
UCL315015,5,0,3,0,7,0,0,0,0,4,0,0,4,0,3,0,0,7,0,7,10,3,13,0,31,4,3,23,0,27,39,9,20,0,65,22,16,20,0,58,28,18,10,0,60,30,21,9,0,63,21,24,3,0,46,22,22,5,0,53,55,43,7,0,103,22,34,0,0,57,18,15,0,0,34,9,7,0,0,19,9,12,3,0,25,28,34,13,0,73,17,5,12,0,37,344,265,146,4,768
UCL315016,0,0,0,0,0,0,0,4,0,4,0,0,16,0,19,0,0,21,0,21,7,4,15,0,31,0,10,13,4,34,6,13,10,3,35,5,13,14,3,35,8,3,10,0,22,0,9,10,0,23,3,5,7,0,14,0,0,0,0,6,3,0,5,0,9,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,5,3,0,6,35,79,131,19,266
UCL315017,3,0,0,0,5,0,0,0,0,0,0,0,9,0,10,0,0,3,0,4,13,0,4,0,18,4,3,8,0,22,50,4,6,0,63,16,4,6,4,34,18,16,11,0,44,8,8,3,0,26,11,3,3,0,14,7,5,3,0,11,6,14,0,0,23,3,4,0,0,7,6,3,0,0,10,0,3,0,0,3,3,3,0,0,7,13,16,9,0,34,4,0,0,0,6,166,88,73,3,335
UCL315018,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,5,4,0,4,0,11,7,0,3,0,10,22,4,8,0,29,11,4,6,0,20,10,17,8,0,36,10,9,3,0,28,6,10,8,0,26,19,13,0,0,34,19,47,7,0,84,16,33,0,0,48,16,16,0,0,31,11,25,0,0,30,11,25,0,0,32,22,30,0,0,57,0,3,0,0,7,189,228,65,7,491
UCL315019,0,0,7,0,8,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,15,3,4,0,23,3,3,10,0,14,42,3,10,0,50,9,10,9,0,29,9,12,4,3,33,12,22,3,0,34,5,13,0,0,20,4,4,0,0,16,11,14,0,0,22,0,8,0,0,4,0,6,0,0,9,3,0,0,0,3,3,3,0,0,3,9,3,3,0,17,3,3,0,0,9,146,104,48,8,300
UCL315020,4,0,5,0,8,0,0,0,0,0,0,0,3,0,6,3,0,5,0,10,4,0,13,0,13,0,3,0,3,9,7,0,6,0,17,4,6,4,0,19,7,15,3,0,22,3,10,0,0,23,14,7,3,0,27,14,11,3,0,27,39,39,0,0,75,23,21,3,0,43,21,30,0,0,47,10,16,6,0,31,20,22,4,0,45,25,31,5,0,61,5,7,7,0,10,198,223,77,9,500
UCL315021,3,0,0,0,3,0,0,0,0,5,3,0,3,0,3,0,0,3,0,3,7,3,8,0,24,4,0,5,0,9,21,0,3,0,32,11,3,0,0,17,8,3,5,0,14,10,4,0,0,20,0,9,0,0,14,3,13,0,0,14,8,6,0,0,26,9,7,0,0,18,3,8,0,0,12,7,0,0,0,5,7,4,0,0,10,12,23,4,0,41,4,0,0,0,6,138,100,38,4,278
UCL315022,3,0,3,0,8,0,0,0,0,3,0,0,3,0,8,0,0,3,0,3,5,0,6,0,11,0,0,13,0,17,22,0,7,0,30,14,8,6,0,28,9,9,9,0,30,3,15,12,0,28,13,8,3,0,15,14,9,0,0,26,25,18,0,0,47,6,10,0,0,21,9,12,0,0,20,4,7,0,0,8,3,4,0,0,9,19,25,12,0,45,5,0,4,0,9,159,120,75,4,363
UCL315023,7,0,3,0,13,3,0,0,0,7,7,0,0,0,7,6,0,10,0,17,52,0,11,0,62,23,5,21,0,57,161,11,20,0,193,48,23,12,0,85,60,16,11,0,90,48,12,4,0,63,7,11,3,0,21,9,12,0,0,24,14,24,3,0,40,7,8,0,0,14,3,0,0,0,3,4,0,0,0,6,0,6,0,0,6,27,30,11,0,76,12,0,3,0,23,503,155,120,7,789
UCL315024,4,0,3,0,7,3,0,0,0,4,0,0,7,0,8,0,0,0,0,3,18,4,10,0,31,9,3,23,0,33,59,7,27,0,96,35,9,28,3,75,39,33,19,0,100,44,23,15,3,91,17,22,11,0,55,17,34,8,0,60,29,39,7,0,77,20,24,0,0,41,3,10,0,0,15,0,10,0,0,8,5,12,0,0,12,9,23,18,0,54,9,3,3,0,17,327,253,180,6,777
UCL315025,0,0,0,0,0,3,3,0,0,6,0,0,3,0,3,4,0,3,0,9,22,0,4,0,24,16,3,23,0,37,59,5,9,0,69,29,9,12,0,55,27,17,7,0,47,14,25,3,3,46,13,12,4,0,28,5,12,0,0,17,13,23,3,0,38,3,3,0,0,5,3,0,0,0,5,0,7,0,0,3,3,0,0,0,6,15,19,8,0,38,5,0,3,0,10,239,137,84,4,454
UCL315026,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,9,3,3,11,0,15,17,5,7,0,28,6,9,3,0,19,19,9,4,0,31,16,11,3,0,24,13,20,0,0,29,9,20,0,3,31,17,24,0,0,41,3,16,0,0,23,6,3,0,0,10,3,3,0,0,3,0,3,0,0,3,8,15,8,0,27,5,3,0,0,3,125,123,42,5,294
UCL315027,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,12,0,0,0,12,3,0,8,0,9,35,0,7,0,39,8,12,12,0,34,25,6,3,0,37,21,7,8,0,35,14,15,0,0,23,21,22,0,0,50,23,50,11,0,81,21,42,0,0,62,11,28,0,0,40,8,15,0,0,25,10,34,0,0,35,7,33,3,0,47,0,3,0,0,3,219,268,51,3,549
UCL315028,0,0,0,0,0,0,3,0,0,6,3,8,7,0,16,0,9,12,0,18,12,20,14,0,43,0,14,17,0,37,3,18,5,0,31,4,13,3,0,22,3,30,4,0,34,5,16,3,0,27,0,12,0,0,14,0,4,3,0,8,3,5,0,0,14,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,7,3,0,7,0,3,3,0,3,40,159,86,6,292
UCL315029,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,4,0,0,7,0,8,0,0,18,0,18,4,0,5,0,12,7,7,8,0,18,10,4,7,0,20,8,9,5,0,22,9,8,0,0,18,13,24,3,0,37,22,64,3,0,94,27,33,3,0,60,15,15,0,0,22,19,25,0,0,40,16,38,0,0,53,16,31,6,0,53,3,3,0,0,9,163,256,64,0,491
UCL315030,8,3,0,0,6,4,0,0,0,3,0,3,9,0,14,3,0,10,0,15,26,3,18,0,44,17,6,38,0,62,90,9,32,3,127,46,28,34,4,105,45,28,24,0,99,46,37,7,0,90,24,28,5,0,58,34,29,0,0,68,66,52,13,3,128,29,38,0,0,71,18,25,0,0,46,5,17,5,0,23,18,31,0,0,51,43,80,13,0,138,14,8,7,0,25,540,414,222,11,1187
UCL315031,0,0,5,0,4,0,0,0,0,3,0,0,5,0,5,3,0,8,0,10,16,0,4,0,26,6,3,20,0,21,31,9,15,0,56,18,12,24,0,53,19,28,20,0,72,20,37,14,0,71,9,40,8,0,59,17,34,3,0,51,25,59,0,0,91,17,45,0,0,63,17,12,0,0,31,5,8,0,0,11,3,16,0,0,14,18,39,13,0,71,3,6,0,0,11,220,357,147,3,728
UCL315032,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,14,3,6,0,28,6,3,12,0,17,36,5,8,0,52,27,7,3,0,36,16,9,7,3,29,22,17,3,3,41,9,15,0,0,27,15,13,0,0,28,10,20,3,0,40,7,7,0,0,15,7,9,0,0,13,0,0,0,0,0,3,0,0,0,3,11,10,12,0,36,8,4,4,0,14,188,131,68,6,386
UCL315033,3,0,0,0,3,3,0,0,0,7,3,0,3,0,8,0,0,3,0,5,18,0,10,0,25,17,10,11,0,36,86,5,17,4,108,47,12,21,0,77,51,29,16,0,96,40,40,21,3,102,24,41,8,3,71,24,46,3,0,67,58,82,6,0,152,20,53,3,0,77,15,28,0,0,43,4,20,0,0,28,9,24,0,0,38,30,49,16,0,91,7,5,3,0,17,456,436,149,10,1053
UCL315034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,3,0,10,0,17,21,4,8,0,27,16,0,9,0,21,21,9,10,0,36,17,21,9,0,38,8,18,4,0,26,7,15,0,0,22,19,39,5,0,59,7,20,0,0,27,8,12,0,0,21,0,10,0,0,13,0,6,0,0,12,4,23,3,0,36,0,3,0,0,3,138,183,65,0,385
UCL315035,3,0,0,0,3,7,0,0,0,7,3,0,0,0,3,0,0,0,0,0,8,0,0,0,8,4,0,8,0,10,18,4,6,0,31,22,5,3,0,34,23,13,6,0,44,8,18,0,0,30,8,26,6,0,43,18,39,0,0,56,32,66,0,0,99,23,46,0,0,73,10,24,0,0,33,4,17,0,0,20,3,12,0,0,8,18,41,0,0,67,0,3,0,0,4,202,311,44,0,556
UCL315036,0,0,0,0,0,0,0,0,0,3,0,3,10,3,18,0,3,4,0,10,11,8,17,3,31,3,9,11,0,20,10,9,10,0,25,4,13,5,0,23,3,11,3,0,17,4,5,4,0,17,0,3,3,0,3,0,5,3,0,6,7,3,4,0,17,3,3,0,0,9,3,0,0,0,3,0,0,0,0,0,3,3,0,0,10,4,16,8,4,29,0,9,12,0,19,49,95,93,13,247
UCL315037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,3,0,0,0,3,4,3,0,0,4,6,4,0,0,13,5,3,0,0,12,5,0,0,0,5,0,0,0,0,3,3,0,0,0,3,8,4,0,0,11,0,0,0,0,0,35,21,3,0,60
UCL315038,0,0,4,0,4,3,0,0,0,3,4,0,5,0,4,3,0,10,0,9,13,0,4,0,21,3,0,5,0,12,13,4,3,0,26,13,3,6,0,21,13,7,8,0,26,13,10,0,0,27,7,14,3,0,24,8,11,3,0,26,14,15,0,0,33,16,13,0,0,32,8,8,0,0,15,4,8,0,0,14,3,17,0,0,17,24,28,3,0,52,3,0,3,0,10,167,133,54,7,368
UCL315039,4,0,0,0,6,0,3,3,0,8,0,0,8,0,13,0,0,3,0,8,23,3,10,0,37,10,7,13,0,32,62,11,14,0,81,34,14,18,3,61,42,21,15,3,79,26,24,9,0,60,18,22,9,0,44,23,26,3,0,55,41,41,8,0,91,21,30,0,0,55,11,20,0,0,30,5,12,0,0,17,3,16,0,0,25,21,42,9,3,73,12,0,9,0,17,366,285,124,12,790
UCL315040,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,7,11,0,0,0,15,4,3,13,0,15,40,8,7,0,55,17,6,8,0,37,14,5,3,0,28,6,7,3,0,20,8,3,3,0,13,4,6,0,0,13,5,8,0,0,12,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,8,7,0,33,10,5,0,0,12,154,64,51,4,274
UCL315041,7,0,7,0,19,0,0,0,0,4,5,0,8,0,16,3,0,10,0,16,34,3,13,0,54,10,5,14,0,33,102,3,27,0,132,56,21,20,0,93,44,29,17,0,94,67,36,21,0,128,19,34,8,0,67,32,33,5,0,74,42,65,5,3,114,19,27,3,0,53,10,14,0,0,33,5,17,0,0,23,14,25,0,0,36,26,51,20,3,104,26,10,5,4,38,521,382,195,17,1112
