UCL_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
UCL112003,0,0,0,0,0,0,3,3,7,0,14,0,3,3,3,0,0,0,8,4,0,14,0,10,0,11,3,0,3,12,16,0,25,3,15,0,18,0,0,0,23,24,0,50,3,23,0,29,0,5,5,36,48,0,83,7,61,0,71,0,11,11,85,64,0,151,15,47,0,68,0,5,11,77,81,0,154,29,66,0,89,0,5,5,94,68,0,163,47,52,3,106,4,0,4,110,48,0,160,46,29,8,76,0,0,0,81,32,0,115,29,25,5,59,0,0,0,59,17,0,74,37,13,3,53,0,0,0,53,14,0,69,47,20,3,75,3,0,3,74,13,0,85,23,8,0,28,0,0,0,28,9,0,35,4,3,0,6,0,0,0,6,0,0,6,5,3,0,7,0,0,0,7,3,0,13,5,0,0,5,0,0,0,5,4,0,12,32,31,3,65,3,3,5,64,34,4,103,3,3
UCL112004,0,0,0,0,3,0,3,3,7,0,10,0,3,3,6,0,0,0,3,9,0,15,0,3,0,3,0,0,3,4,8,0,12,0,3,0,3,0,0,0,3,16,0,22,0,6,0,13,0,0,3,15,21,0,29,3,22,0,21,3,4,6,27,30,0,57,15,23,0,42,0,0,0,38,35,0,73,19,21,0,39,0,3,3,42,41,0,86,27,29,0,62,0,0,0,59,36,0,105,29,23,0,54,3,0,3,58,28,0,81,24,13,0,40,0,0,0,40,9,0,57,15,10,0,27,0,0,0,29,6,0,31,30,6,3,39,0,0,0,39,15,0,53,8,0,0,11,0,0,0,11,3,0,22,9,3,0,10,0,0,0,10,0,0,10,3,0,0,4,0,0,0,4,0,0,4,5,0,0,4,0,0,0,4,6,0,5,32,21,4,60,0,0,0,64,41,0,105,4,0
UCL112005,0,0,0,0,5,0,5,4,18,0,22,0,3,0,4,0,0,0,9,5,0,12,0,3,0,7,3,3,5,13,25,0,44,0,8,0,13,4,6,11,21,47,0,70,0,19,0,25,9,7,14,35,71,0,106,11,49,6,60,5,10,16,78,113,0,196,18,53,3,76,9,12,19,94,121,0,214,27,42,5,64,0,6,9,74,73,0,148,41,38,7,88,4,4,10,98,53,0,152,34,17,0,52,0,0,3,50,26,0,80,37,9,0,44,0,7,8,55,23,0,76,27,5,3,38,0,0,0,38,17,0,53,21,14,0,33,0,0,3,38,9,0,49,10,0,0,14,0,0,0,14,4,0,18,3,0,0,3,0,0,0,3,0,0,4,6,0,0,3,0,0,0,3,3,0,9,6,0,0,6,0,0,0,6,4,0,10,25,21,3,45,3,3,6,55,42,0,97,3,3
UCL112006,0,0,0,3,5,0,5,13,22,0,32,0,3,0,3,0,0,3,7,11,0,20,0,15,0,15,6,4,8,23,36,0,57,4,24,0,24,8,13,17,47,55,0,99,5,54,0,58,12,12,21,79,94,0,176,17,91,12,121,12,19,36,154,150,0,309,47,131,4,181,7,5,16,200,164,3,365,82,110,8,195,6,9,22,208,147,0,362,108,90,11,209,3,8,13,213,117,0,330,96,58,4,153,0,3,3,158,59,0,219,58,29,6,85,0,0,0,89,31,0,124,57,17,3,76,0,0,0,76,17,0,93,66,23,3,93,0,0,0,93,19,0,115,17,4,0,17,0,0,0,17,10,0,30,8,0,0,8,0,0,0,8,0,0,12,5,0,0,9,0,0,0,9,3,0,11,5,3,0,9,0,0,0,7,4,0,17,67,54,4,130,6,4,13,141,78,3,228,4,9
UCL112007,0,0,0,0,5,0,8,8,16,0,20,0,3,0,3,3,0,3,3,3,0,10,0,14,0,12,8,3,7,22,29,0,48,0,16,0,21,6,10,16,33,45,0,85,4,28,3,32,6,6,12,45,73,0,123,7,64,8,84,13,15,27,112,105,0,214,36,60,10,109,4,11,13,119,94,0,211,70,65,8,138,3,6,15,150,89,3,241,94,58,4,152,3,3,5,157,73,0,232,59,30,11,100,4,0,4,107,43,0,149,55,15,3,75,0,0,3,76,13,0,83,51,8,3,57,0,0,0,58,12,0,75,57,11,0,75,0,0,0,75,20,0,94,21,0,0,26,0,0,0,26,4,0,26,9,3,0,9,0,0,0,9,0,0,9,6,0,0,6,0,0,0,6,0,0,8,3,0,0,3,0,0,0,3,3,0,11,60,27,4,87,5,3,12,102,48,8,153,9,9
UCL112008,0,3,0,3,0,0,0,3,7,0,11,0,0,0,0,0,0,0,0,5,0,9,0,9,3,8,5,0,7,16,16,0,30,0,7,0,7,3,3,7,14,31,0,45,0,22,3,31,6,13,22,49,42,0,89,8,41,0,48,7,3,11,59,61,3,122,25,38,0,69,3,6,13,79,64,0,142,40,43,3,83,3,0,4,91,49,0,142,40,35,4,79,0,0,3,82,46,0,125,46,30,3,81,0,3,3,83,32,0,111,31,6,0,38,0,0,3,45,21,0,58,28,3,4,33,0,0,0,33,7,0,43,37,3,3,38,0,0,0,41,13,0,50,12,0,0,19,0,0,0,19,4,0,21,8,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,5,24,20,8,52,3,0,9,57,30,3,91,4,3
UCL112009,0,0,0,0,3,0,5,5,10,0,10,0,3,0,3,3,3,6,13,8,0,18,0,6,0,7,3,6,11,19,22,0,46,0,16,3,15,5,0,7,25,40,0,59,6,26,3,41,6,14,16,60,76,0,131,14,78,10,96,7,14,18,118,121,0,240,32,74,10,115,4,10,14,132,102,4,239,57,51,3,118,0,0,3,119,85,0,203,71,54,3,124,3,3,7,133,69,0,199,51,27,0,80,0,0,0,82,41,0,129,64,20,7,94,0,0,0,89,20,0,109,29,15,0,43,0,0,0,43,11,0,52,52,9,0,64,0,0,0,64,15,0,78,11,0,0,12,0,0,0,12,11,0,20,4,0,0,4,0,0,0,4,0,0,4,3,3,0,4,0,0,3,5,6,0,11,5,0,0,5,0,0,0,5,0,0,5,35,25,0,67,5,7,12,83,54,0,139,0,4
UCL112010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,0,8,0,4,0,4,0,0,0,6,3,0,7,0,3,0,3,0,0,0,3,3,0,5,0,3,0,3,0,0,0,3,4,0,5,3,0,0,8,0,0,0,8,6,0,11,3,3,0,5,0,0,0,5,0,0,8,7,0,0,9,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,7,0,0
UCL112011,0,0,0,0,6,0,3,3,14,0,17,0,0,0,0,3,0,5,3,12,0,16,0,13,0,13,7,4,7,23,39,0,64,0,15,4,19,3,5,11,27,72,0,107,0,28,0,33,3,8,8,41,102,0,145,10,46,6,60,10,11,20,83,128,0,214,22,57,3,87,5,6,9,98,123,3,222,40,68,6,114,3,13,15,128,94,0,227,60,47,7,113,4,4,4,124,60,0,181,50,30,0,75,3,3,3,80,33,0,116,41,8,3,49,0,0,0,49,20,0,68,38,7,0,49,0,0,0,49,8,0,59,37,15,0,57,0,0,0,54,17,0,73,12,0,0,13,0,0,0,13,3,0,14,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,0,0,6,0,0,4,7,0,0,7,0,0,0,7,3,0,7,43,44,0,88,3,0,5,92,57,0,149,5,3
UCL112012,0,0,0,0,0,3,3,3,24,0,31,0,0,0,3,7,4,7,6,6,0,18,3,3,0,11,4,5,15,22,28,0,50,3,17,0,16,4,4,11,31,36,0,68,0,23,0,25,5,13,20,40,68,0,109,14,66,5,81,17,19,34,119,114,5,235,43,66,9,113,5,7,11,130,112,0,238,67,53,9,126,8,4,5,137,66,0,198,67,46,3,123,0,7,4,127,71,0,200,59,27,8,95,0,0,0,95,43,0,136,50,10,0,67,0,0,0,67,22,0,87,49,3,4,50,0,0,0,57,9,0,64,86,10,7,98,0,0,0,99,16,0,118,25,4,0,31,0,0,0,34,6,0,38,13,3,0,12,0,0,0,12,3,0,17,14,0,0,13,4,0,4,18,3,0,18,3,0,0,3,0,0,0,3,0,0,3,49,26,0,77,13,0,12,92,68,6,162,6,7
UCL112013,0,0,0,0,0,8,3,10,19,0,29,0,3,0,3,3,0,4,6,3,0,14,0,8,0,6,3,0,6,14,20,0,33,0,22,0,23,0,6,6,34,38,0,69,0,30,7,34,7,9,18,54,62,0,117,7,88,3,103,13,14,33,140,116,0,254,30,106,7,140,3,5,12,154,122,0,281,58,96,3,162,4,6,16,176,105,3,282,86,60,4,149,0,3,3,155,104,0,256,71,38,4,114,3,0,6,123,50,0,166,67,30,0,91,0,0,4,97,19,0,115,59,8,7,77,0,0,0,77,18,0,94,58,13,3,67,0,0,0,67,20,0,88,17,3,0,16,0,0,0,16,6,0,26,9,0,0,8,0,0,0,8,3,0,11,11,0,0,11,0,0,0,11,4,0,16,11,0,0,12,0,0,0,12,4,0,13,61,38,11,111,0,4,3,113,54,3,167,8,3
UCL112014,0,0,0,0,0,0,3,3,10,0,15,0,0,0,0,0,3,3,7,11,0,13,0,11,0,11,10,3,11,25,29,0,50,0,12,0,19,9,9,19,38,49,0,81,7,35,0,47,10,12,15,61,81,0,148,14,69,9,88,21,19,35,127,132,0,259,32,59,11,108,7,7,14,124,136,0,263,56,64,6,126,3,4,7,139,108,3,241,73,49,12,133,3,3,3,135,84,0,222,53,37,9,102,4,3,10,109,48,0,160,45,14,0,66,0,3,3,69,25,0,87,51,11,0,66,0,3,3,67,24,0,88,46,18,3,68,0,0,0,68,11,0,78,17,3,0,23,0,0,0,23,8,0,26,6,0,0,8,0,0,0,8,0,0,8,3,0,0,4,0,0,0,6,7,0,13,3,3,0,6,0,0,0,6,11,0,15,57,25,9,94,3,0,6,98,66,8,167,0,4
UCL112015,0,0,0,0,0,0,3,3,18,0,25,0,0,0,0,3,0,6,4,11,0,16,0,3,0,6,10,6,18,26,46,0,73,4,16,5,22,7,4,13,36,60,0,93,6,31,4,35,13,11,20,64,106,0,164,18,68,6,88,15,17,32,119,146,0,268,35,78,4,116,4,10,13,129,125,0,252,86,82,8,171,3,4,9,179,94,0,276,91,55,9,157,3,5,7,163,98,0,268,104,39,3,143,3,3,3,144,55,0,203,86,21,3,114,0,4,4,116,25,3,145,83,20,0,104,0,0,0,104,17,0,116,76,10,8,91,0,0,0,99,19,0,119,25,4,0,36,0,0,0,36,3,0,39,16,3,3,22,0,0,0,22,0,0,22,10,0,0,11,0,0,0,15,3,0,23,12,0,0,8,0,0,0,8,8,0,13,73,33,4,112,0,4,4,114,61,13,187,5,3
UCL113001,0,0,0,0,0,0,0,0,9,0,9,0,0,0,3,0,3,3,3,0,0,6,0,3,0,3,3,3,3,10,6,0,18,0,3,0,5,3,6,7,13,17,0,33,0,33,0,34,4,0,3,37,27,0,64,3,38,0,46,5,3,6,49,45,0,96,5,52,4,59,0,3,3,67,62,0,122,21,34,3,62,0,0,0,60,48,0,111,34,26,0,63,0,0,3,65,55,0,112,25,18,3,42,0,0,0,42,21,0,70,16,6,0,25,0,0,0,25,5,0,31,22,11,0,27,0,0,0,27,10,0,37,21,3,0,25,0,0,0,25,10,0,36,7,0,0,12,0,0,0,12,3,0,10,3,0,0,5,0,0,0,5,0,0,5,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,31,18,0,46,3,0,0,51,22,0,71,0,6
UCL113002,0,0,0,0,3,0,3,3,4,0,8,0,3,0,0,0,0,0,0,3,0,9,0,5,0,5,3,0,3,8,13,0,18,0,10,3,8,3,4,6,17,8,0,24,0,6,0,13,3,0,5,12,28,0,41,8,33,5,45,7,8,7,52,37,0,90,5,28,6,34,0,0,5,42,41,0,81,15,16,0,34,4,0,3,42,47,0,84,16,18,0,33,0,0,0,35,39,0,74,15,5,0,22,0,0,0,22,19,0,47,7,4,3,17,0,0,0,17,4,0,20,8,3,0,13,0,0,0,13,3,0,16,10,3,0,13,0,0,0,13,4,0,20,3,0,0,3,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,3,0,3,0,3,0,0,0,3,0,0,3,11,11,0,21,3,0,3,27,20,0,48,0,6
UCL113003,0,0,0,0,0,0,3,3,7,0,7,0,0,0,0,6,0,6,6,7,0,15,0,4,0,8,6,3,10,16,12,0,32,3,16,0,19,5,10,10,30,28,0,58,0,23,0,29,7,7,11,40,47,0,89,14,42,3,65,0,7,12,75,70,0,141,12,28,0,47,4,5,9,52,66,0,116,24,33,10,62,3,3,6,74,61,0,135,27,22,6,55,3,3,3,58,36,0,96,24,13,4,45,0,0,0,42,26,0,69,25,7,0,38,0,0,0,37,16,0,54,16,4,0,20,0,0,0,20,10,0,30,22,5,0,29,0,0,0,28,15,0,42,6,3,3,13,0,0,0,13,5,0,10,6,0,0,6,0,0,0,6,0,0,3,5,0,0,5,0,0,0,5,0,0,5,0,0,0,7,0,0,0,7,5,0,7,29,18,6,49,4,0,5,52,43,4,92,3,3
UCL113004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,0,7,0,6,0,8,3,0,3,7,3,0,13,0,4,0,7,0,0,0,11,9,0,18,4,7,0,10,0,0,0,10,5,0,18,13,0,0,16,0,0,0,16,11,0,26,11,5,0,22,0,0,3,18,7,0,27,5,3,0,12,0,0,0,12,4,0,15,10,0,0,10,0,0,0,10,0,0,5,4,3,0,3,0,0,0,3,3,0,10,3,0,0,8,0,0,0,8,3,0,11,4,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,16,0,0,0,16,3,0,19,0,0
UCL113005,0,3,0,3,0,0,0,3,6,0,11,0,0,0,0,3,0,8,8,4,0,10,0,3,0,3,3,0,4,8,14,0,26,0,6,0,7,0,3,3,13,27,0,41,0,17,0,22,6,3,10,28,52,0,83,9,37,0,46,6,5,7,50,52,0,101,16,49,7,68,4,0,3,70,88,0,159,30,37,4,67,3,3,4,77,76,0,150,36,30,0,63,0,0,0,66,53,0,121,23,18,0,41,0,0,0,43,30,0,76,20,10,3,31,0,0,0,33,9,0,40,10,9,0,19,0,0,0,19,7,0,27,19,4,0,19,0,0,0,19,5,0,26,4,0,0,9,0,0,0,9,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,7,0,0,7,24,24,0,50,3,0,3,53,35,0,89,3,5
UCL113006,0,0,0,0,0,3,5,5,9,0,15,0,3,0,3,0,0,0,3,7,0,10,3,3,0,8,6,3,10,15,25,0,41,0,11,3,9,3,7,9,20,31,0,49,0,19,3,21,0,6,6,27,35,3,72,7,35,4,46,12,9,24,70,87,0,163,20,30,0,48,3,8,13,65,80,0,145,34,40,0,76,3,3,8,85,72,0,156,32,16,0,49,6,0,6,58,65,0,119,42,8,0,51,0,0,0,54,12,0,69,18,4,0,20,0,0,0,21,4,0,30,10,6,0,19,0,0,0,21,10,0,32,18,0,0,19,0,0,0,19,10,0,28,12,0,0,12,0,0,0,12,3,0,11,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,3,5,0,10,3,0,0,3,0,0,0,3,0,0,5,16,13,0,32,5,5,11,43,35,0,79,0,0
UCL113007,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,3,0,3,3,0,0,7,3,0,3,5,7,0,18,0,4,0,4,0,0,5,10,19,0,25,0,7,0,9,3,0,7,19,26,0,41,9,36,0,41,4,3,6,49,42,0,88,17,25,0,45,0,0,0,45,29,0,75,27,17,3,48,0,0,0,55,36,0,94,29,17,0,40,0,0,4,45,27,0,71,26,11,0,38,0,4,3,43,19,0,57,36,6,0,39,0,0,0,39,12,0,52,22,3,0,22,0,0,0,22,7,0,26,25,4,0,33,0,0,0,28,4,0,34,14,5,0,17,0,0,0,17,4,0,23,3,0,0,3,0,0,0,5,4,0,3,0,0,0,3,0,0,0,3,3,0,6,7,0,0,5,0,0,0,7,0,0,9,27,9,3,41,0,0,0,38,14,4,59,3,0
UCL113008,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,8,0,4,0,4,4,0,4,8,18,0,23,0,4,0,3,4,0,4,6,28,0,33,0,5,3,8,3,4,5,20,42,0,63,8,32,5,45,3,4,7,51,75,0,129,5,27,3,36,5,3,6,40,57,0,101,24,16,3,40,3,0,6,41,56,0,101,17,18,0,39,3,0,8,41,41,0,86,19,10,0,33,0,0,0,31,15,0,49,8,12,0,19,0,0,0,24,11,0,33,3,7,0,7,0,0,0,7,7,0,15,4,5,0,10,0,0,0,10,10,0,21,6,0,0,6,0,0,0,6,5,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,17,13,0,30,3,4,5,42,33,4,73,0,0
UCL113009,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,5,10,4,0,11,0,9,0,5,0,0,0,5,12,0,16,4,7,0,7,0,0,0,7,9,0,20,3,19,0,21,3,3,8,27,15,0,46,7,21,0,27,0,0,0,30,18,0,49,6,24,3,32,3,0,3,33,12,0,48,17,21,0,35,0,0,0,35,19,0,53,12,11,0,25,0,0,0,25,11,0,30,19,9,0,28,0,0,0,28,10,0,35,18,3,0,22,0,0,0,20,8,0,23,20,3,0,24,0,0,0,24,8,0,33,11,5,0,11,0,0,0,14,4,0,17,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,7,0,0,5,4,0,0,4,0,0,0,4,0,0,6,15,12,0,30,0,0,0,30,18,0,51,0,0
UCL113010,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,5,0,5,0,6,0,6,3,0,3,9,22,0,32,0,12,0,12,8,0,8,15,34,0,51,3,22,0,25,13,7,15,41,49,0,86,3,34,0,39,8,9,17,53,80,0,132,20,41,8,63,7,3,7,71,57,0,134,20,25,4,52,0,5,5,56,58,0,113,34,21,0,55,4,3,6,64,49,0,107,14,5,0,24,0,0,0,24,28,0,48,19,12,3,33,0,0,0,37,11,0,41,20,4,4,22,3,0,3,24,16,0,34,20,10,0,27,0,0,0,27,10,0,32,5,0,0,5,0,0,0,5,3,0,9,3,3,0,6,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,7,26,14,4,43,7,0,6,51,46,3,103,0,3
UCL113011,0,0,0,3,0,0,0,3,8,0,10,0,0,0,0,0,0,4,5,3,0,7,0,3,0,7,3,0,3,11,16,0,24,0,10,0,13,0,6,3,20,26,0,44,0,11,0,19,3,0,3,22,25,0,46,5,35,0,44,3,6,8,48,49,0,96,7,18,3,30,0,3,4,34,65,0,101,12,17,0,30,3,0,3,29,41,0,69,13,10,0,23,0,0,5,31,28,0,57,7,13,0,23,0,3,3,22,22,0,42,12,3,0,19,0,0,0,19,6,0,27,3,7,0,14,0,0,0,14,9,0,22,14,9,0,24,0,0,0,27,10,0,37,3,0,0,3,0,0,0,3,0,0,8,5,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,0,20,0,0,5,22,24,3,52,0,0
UCL113012,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,3,5,0,10,0,0,0,4,3,0,3,9,23,0,27,0,3,0,3,0,6,6,10,20,0,29,0,13,0,19,3,7,10,29,31,0,60,3,23,7,36,11,8,15,48,42,0,86,9,35,0,43,3,7,5,51,48,0,102,22,23,0,46,3,0,5,53,41,0,96,43,29,7,71,0,0,0,75,42,0,113,36,17,0,52,0,0,0,52,24,0,73,36,3,0,46,0,0,0,41,15,0,63,14,3,0,23,0,0,0,23,10,0,28,18,6,0,28,0,0,0,31,13,0,44,18,0,0,23,0,0,0,23,7,0,22,6,0,0,5,0,0,0,8,0,0,7,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,30,20,6,56,3,3,6,63,26,5,85,3,0
UCL113013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,3,0,6,0,0,0,6,9,0,16,0,7,0,7,0,0,3,13,12,0,28,0,13,3,14,5,4,7,18,22,0,38,3,23,0,29,0,3,9,35,29,0,61,6,27,0,35,0,3,4,34,33,6,68,11,17,0,34,0,5,5,36,28,0,67,22,7,0,31,0,0,0,34,9,0,39,15,9,0,20,0,0,0,20,12,0,29,10,3,0,12,0,0,0,15,5,0,18,4,0,0,6,0,0,0,6,9,0,14,18,9,0,26,0,0,0,26,4,0,34,4,0,0,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,17,13,0,28,0,0,0,33,11,3,43,0,0
