UCL_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
UCL615024,6,0,3,0,0,0,0,13,0,3,0,0,0,0,0,8,8,4,3,3,0,0,0,15,124,85,40,28,32,6,0,324,0,0,0,0,0,0,0,0,138,93,43,33,38,9,0,358,0,0,0,0,0,0,0,3,7,0,3,0,3,0,0,18,0,0,0,0,0,0,0,4,27,36,22,20,13,0,0,120,4,0,0,0,0,0,0,3,34,37,25,20,26,0,0,143,170,136,73,52,58,10,0,504
UCL615025,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,4,6,0,3,0,0,12,26,31,17,8,7,0,0,86,0,0,0,0,0,0,0,3,38,37,18,12,10,0,0,113,0,0,0,0,0,0,0,5,0,3,3,3,5,0,0,12,0,0,0,0,0,0,0,0,10,17,14,9,16,3,0,68,0,0,0,0,0,0,0,0,14,17,19,11,16,3,0,88,54,61,39,24,25,3,0,201
UCL615026,0,5,0,0,0,0,0,3,0,4,0,0,0,0,0,7,4,7,0,0,0,0,0,12,51,46,24,11,16,8,0,160,0,0,0,0,0,0,0,0,61,62,27,12,16,7,0,188,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,14,11,9,10,7,3,0,48,0,0,0,0,0,0,0,0,16,16,13,9,5,3,0,58,73,77,39,26,24,11,0,243
UCL621001,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,6,18,6,9,8,6,0,0,55,0,0,0,0,0,0,0,0,23,16,13,14,6,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,3,5,0,0,29,0,0,0,0,0,0,0,0,3,10,8,3,5,0,0,27,29,20,21,15,16,0,0,100
UCL621002,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,22,9,11,17,0,0,95,0,0,0,0,0,0,0,0,27,26,10,11,20,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,12,4,11,0,0,44,3,0,0,0,0,0,0,6,13,14,12,3,11,0,0,48,39,43,21,16,26,0,0,147
UCL621003,0,3,0,0,0,0,0,4,11,10,3,0,3,3,0,28,0,4,0,0,0,0,0,11,34,26,24,7,9,8,0,108,0,0,0,0,0,0,0,3,41,47,26,11,14,7,0,157,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,8,3,0,0,3,0,16,0,0,0,0,0,0,0,0,5,6,0,0,0,3,0,19,45,52,33,14,16,15,0,170
UCL621004,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,10,7,0,0,0,0,0,0,9,23,35,12,0,4,3,3,85,0,0,0,0,0,0,0,0,33,39,12,0,8,3,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,16,0,0,0,0,0,0,0,0,3,3,3,0,5,0,0,16,40,41,14,5,12,3,4,113
UCL621005,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,30,32,18,10,9,0,0,105,0,0,0,0,0,0,0,0,35,32,20,12,13,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,10,4,7,7,0,0,31,0,0,0,0,0,0,0,0,7,12,6,3,6,0,0,36,35,45,20,16,18,0,0,145
UCL621006,0,4,0,0,0,0,0,9,5,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,26,17,14,3,5,0,0,62,0,0,0,0,0,0,0,0,30,31,15,7,5,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,4,3,4,0,3,3,0,0,16,37,29,22,5,11,0,0,102
UCL621007,0,6,0,0,0,0,0,5,6,5,13,3,0,0,0,23,10,3,0,0,0,0,0,9,25,24,21,9,20,4,0,101,0,0,0,0,0,0,0,4,44,41,27,10,21,4,0,144,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,18,5,9,7,0,52,0,0,0,0,0,0,0,6,7,14,15,5,11,5,0,57,51,54,47,18,29,8,0,205
