UCL_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL214007,3,25,113,108,124,122,61,8,10,579,0,13,80,53,93,78,24,5,3,352,0,3,44,65,62,52,14,12,3,260,0,3,31,38,46,32,13,3,3,171,0,0,19,34,51,27,9,4,5,156,0,0,12,11,20,20,12,8,6,77,66,38,61,47,71,94,102,105,87,676,577,509,906,880,1101,1206,1136,717,393,7429
UCL214008,0,26,106,112,125,103,43,13,3,538,3,12,82,89,79,67,25,0,0,363,0,0,63,70,68,59,13,0,0,272,0,3,23,48,42,35,6,0,0,156,0,0,27,52,76,29,5,0,0,194,0,0,5,22,33,14,4,8,3,91,48,26,63,72,85,94,103,74,22,580,446,404,874,1036,1174,1207,999,574,236,6947
UCL214009,0,10,49,54,53,50,38,15,6,270,0,0,42,41,42,32,23,4,3,185,0,0,30,36,40,34,16,10,0,165,0,0,19,24,34,15,11,0,0,100,0,0,17,47,41,30,16,3,0,143,0,0,8,20,22,31,5,11,4,92,28,3,32,36,49,59,93,66,44,408,212,106,393,541,553,764,930,497,222,4223
UCL214010,0,20,92,85,105,75,26,12,3,431,0,8,66,92,74,47,13,3,0,300,0,6,53,57,71,45,13,3,0,248,0,0,31,64,57,23,4,0,0,181,0,0,27,55,81,29,8,0,0,196,0,0,11,26,14,11,3,4,0,72,87,30,64,71,76,73,96,79,20,591,605,378,726,875,924,723,672,433,149,5491
UCL214011,3,24,76,73,96,81,18,8,10,389,0,9,47,37,45,40,10,3,0,196,0,3,34,30,42,34,3,3,0,147,0,0,12,22,27,17,3,0,0,79,0,0,19,15,19,15,7,0,0,86,0,0,3,10,3,10,7,7,0,41,43,23,42,53,55,72,95,109,79,567,329,299,618,582,680,781,799,534,293,4916
UCL214012,0,24,48,56,70,63,41,18,9,337,0,3,31,22,37,31,11,3,6,136,0,3,4,18,40,31,8,3,3,105,0,0,10,11,19,15,4,0,0,62,0,3,6,11,21,20,7,0,0,71,0,0,0,13,13,15,0,3,0,49,36,19,52,70,95,114,148,108,98,747,314,227,473,534,735,961,1128,589,242,5210
UCL214013,3,20,83,59,69,54,21,14,3,328,0,3,56,53,48,41,12,4,0,212,0,0,26,39,34,37,10,3,0,147,0,0,11,24,24,25,7,0,0,92,0,0,14,35,23,28,6,0,0,111,0,4,8,11,12,9,9,0,0,49,31,22,44,28,38,45,79,73,36,397,286,239,581,528,574,630,644,416,213,4116
UCL214014,3,24,59,56,85,63,28,9,9,324,0,10,31,27,47,28,4,0,0,150,0,0,17,20,25,27,9,0,0,93,0,0,6,18,19,10,0,0,0,58,0,0,4,14,22,15,4,0,0,62,0,0,3,6,6,11,4,3,3,35,53,22,34,62,81,75,148,127,62,664,399,390,625,708,883,1012,1156,795,349,6328
UCL214015,0,9,33,40,91,86,63,19,9,356,0,4,23,38,74,59,20,5,3,231,0,0,13,35,39,54,18,12,0,172,0,0,4,15,34,33,5,3,0,102,0,0,7,18,38,46,19,4,0,124,0,3,8,14,13,23,10,3,0,70,31,13,37,53,71,132,180,95,43,660,264,204,375,571,831,1298,1531,695,298,6063
UCL214016,0,11,71,51,81,82,32,14,8,355,0,6,32,50,49,62,14,3,3,213,0,4,26,31,41,34,9,3,0,146,0,3,10,18,34,16,7,0,0,87,0,0,6,22,28,23,9,3,0,89,0,0,4,8,9,7,8,0,0,39,48,43,62,88,92,109,102,101,75,715,361,425,597,622,761,881,682,412,198,4937
UCL214017,0,27,58,55,72,78,18,10,3,319,0,7,31,44,52,29,17,4,0,186,0,3,24,30,31,32,7,0,0,130,0,3,14,19,33,10,3,0,0,82,0,0,17,18,28,12,6,0,0,81,0,0,3,7,3,6,4,3,3,34,51,31,46,50,67,83,81,83,37,516,315,301,580,583,722,788,713,471,245,4715
UCL214018,0,30,130,151,178,79,30,5,3,607,0,9,118,101,120,75,12,0,0,443,0,7,71,85,91,62,10,0,0,321,0,3,43,56,60,30,3,0,0,200,0,8,50,70,70,46,7,3,0,246,0,0,8,21,24,18,3,0,0,76,89,52,92,103,124,113,66,37,4,679,631,520,1108,1191,1306,1017,544,191,43,6564
UCL214019,0,16,96,71,85,72,25,12,12,383,0,7,50,36,35,29,10,5,0,175,0,0,23,33,34,27,6,3,0,138,0,0,9,9,29,12,4,0,0,65,0,0,11,10,21,10,3,3,0,59,0,0,4,14,12,13,8,4,5,53,50,33,67,39,106,105,147,138,87,776,458,361,805,692,1005,1102,1079,752,353,6602
UCL214020,0,18,85,84,110,66,54,9,12,446,0,8,46,51,60,58,23,6,0,261,0,7,25,51,55,45,8,3,0,196,0,0,19,37,33,25,9,9,0,120,0,0,11,36,29,24,5,3,0,113,0,0,6,16,20,10,8,6,3,71,70,26,72,69,97,126,181,149,115,898,379,329,668,762,881,1073,1229,814,363,6492
UCL215001,0,0,8,17,20,25,9,7,0,82,0,0,5,11,17,23,9,0,0,64,0,0,4,5,10,10,0,0,0,40,0,0,3,0,11,4,4,0,0,31,0,0,0,5,8,13,5,0,0,37,0,0,0,7,10,11,4,0,4,34,10,0,3,5,16,19,16,9,0,80,63,44,59,100,178,246,159,89,24,965
UCL215002,0,8,33,37,37,31,14,8,3,164,0,3,17,21,12,12,7,0,0,78,0,3,10,17,13,13,0,0,0,58,0,0,0,13,12,12,3,0,0,48,0,0,8,9,12,8,6,0,0,38,0,0,0,0,5,0,0,0,0,12,15,5,17,18,25,48,36,36,3,211,101,105,221,266,298,346,391,220,115,2069
UCL215003,0,6,27,23,41,57,33,10,5,197,0,0,32,25,33,27,23,8,0,139,0,0,15,23,14,28,4,6,0,92,0,0,6,14,23,14,4,0,0,66,0,0,7,27,34,19,7,0,0,89,0,0,3,9,15,19,11,0,0,68,18,7,19,12,27,30,45,29,40,223,114,81,212,252,362,417,425,192,109,2157
UCL215004,0,3,24,22,17,8,12,3,0,89,0,0,7,14,9,9,0,3,0,39,0,0,0,5,17,4,0,0,0,35,0,0,5,3,11,7,0,3,0,25,0,0,0,3,9,8,0,0,0,22,0,0,0,3,3,3,3,4,0,20,8,12,22,21,22,29,18,13,4,149,55,66,146,157,165,248,189,101,37,1167
UCL215005,0,9,26,34,29,27,9,0,0,138,0,0,18,25,33,12,6,0,0,94,0,0,15,20,22,24,0,3,0,84,0,0,3,12,13,4,3,0,0,42,0,0,12,27,22,9,0,0,0,71,0,0,5,11,5,3,0,0,0,21,19,11,17,12,30,27,27,32,29,201,139,95,239,289,315,308,259,146,69,1854
UCL215006,0,10,23,19,37,38,20,3,4,160,0,0,28,25,27,22,12,3,3,122,0,0,17,30,24,18,7,7,0,93,0,0,9,18,25,17,3,0,0,68,0,0,7,19,22,24,10,6,0,95,0,0,3,11,23,11,0,6,0,57,18,11,14,18,26,27,31,22,13,172,117,93,193,270,304,350,308,198,58,1895
UCL215007,0,23,112,101,85,43,14,3,0,376,0,9,80,79,59,26,10,0,0,254,0,3,50,82,45,26,3,0,0,217,0,0,28,50,21,14,0,0,0,112,0,0,34,57,34,19,3,0,0,156,0,0,3,15,14,3,0,0,0,38,42,19,28,53,36,34,37,38,49,340,313,259,646,826,579,447,342,174,91,3688
UCL215008,0,9,20,41,50,19,9,0,0,148,0,3,24,34,33,14,3,0,0,105,0,0,28,31,27,14,0,0,0,101,0,0,9,21,20,10,3,0,0,57,0,0,13,23,31,9,0,0,0,75,0,0,0,3,3,6,0,0,0,15,5,4,11,17,12,7,5,3,0,67,101,76,211,277,282,183,92,27,6,1252
UCL215009,0,0,8,11,4,12,4,3,0,42,0,0,4,4,0,3,3,0,0,21,0,0,3,0,3,5,0,0,0,12,0,0,5,0,3,4,0,0,0,9,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,4,3,10,3,17,7,3,57,43,32,75,60,106,142,164,69,15,706
UCL215010,0,8,21,35,36,42,6,8,0,157,0,3,23,20,26,17,12,0,0,105,0,0,13,48,27,20,5,0,0,120,0,0,6,24,20,10,8,0,0,73,0,0,8,29,39,26,8,0,0,112,0,0,0,23,22,16,0,0,0,60,7,10,11,17,20,17,28,25,18,154,148,122,164,320,319,298,191,84,29,1688
UCL215011,0,0,9,11,14,11,7,0,4,50,0,3,6,4,3,10,0,0,0,27,0,3,4,3,3,7,3,0,0,21,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,3,0,0,3,5,3,0,5,9,15,12,27,22,21,110,39,33,77,85,127,177,199,120,65,918
UCL215012,0,4,32,37,51,60,14,3,0,199,0,0,13,30,32,39,9,3,0,130,0,0,11,30,24,18,11,3,0,101,0,0,9,17,21,20,8,0,0,75,0,0,3,12,22,23,6,0,0,64,0,0,3,12,3,11,3,0,0,27,25,13,13,28,36,33,39,36,12,244,138,74,209,343,390,499,448,254,96,2452
UCL215013,0,7,59,42,33,15,4,0,0,159,0,4,44,32,23,4,0,0,0,113,0,4,31,28,17,6,0,0,0,87,0,0,15,21,7,8,0,0,0,49,0,0,14,19,12,3,0,0,0,48,0,0,0,6,0,3,3,0,0,21,22,11,40,39,25,10,13,0,0,152,89,85,394,320,214,123,72,15,3,1317
UCL215014,0,11,17,17,30,11,3,0,0,94,0,3,18,24,19,10,0,0,0,74,0,0,9,9,17,10,0,0,0,51,0,0,3,9,9,4,0,0,0,24,0,0,0,8,11,9,0,0,0,30,0,0,0,0,0,0,0,0,0,5,7,0,9,4,14,8,8,5,0,62,74,68,159,170,201,157,104,42,3,971
UCL215015,0,9,16,15,36,40,23,10,3,153,0,0,12,24,19,20,8,0,0,85,0,0,10,24,16,14,7,0,0,63,0,0,5,8,14,6,3,0,0,35,0,0,7,18,11,12,0,0,0,45,0,0,0,3,10,5,5,0,0,22,19,7,22,30,34,34,46,28,30,247,109,79,180,257,304,347,393,176,105,1941
UCL215016,3,10,70,62,65,46,14,9,0,281,0,12,45,34,32,40,8,0,3,170,0,3,27,23,39,20,4,0,0,115,0,0,15,14,29,19,0,0,0,81,0,0,9,16,16,17,3,0,0,59,0,0,0,0,6,4,0,0,0,14,34,18,45,18,41,36,31,28,18,264,240,242,509,417,542,502,349,175,56,3042
UCL215017,0,4,30,31,24,20,6,5,0,122,0,0,23,23,15,17,0,0,3,89,0,0,15,13,32,9,4,0,0,79,0,0,10,14,12,8,0,0,0,44,0,0,6,14,13,14,0,0,0,50,0,0,0,5,5,3,0,0,0,11,26,11,18,14,30,12,27,3,6,146,142,98,188,235,287,226,213,91,59,1545
UCL215018,4,8,38,36,36,31,13,5,0,165,0,3,17,25,27,26,9,3,0,106,0,0,12,17,30,15,4,3,0,88,0,0,0,5,21,5,4,0,0,45,0,0,0,15,14,11,3,0,0,43,0,0,0,4,7,5,5,0,0,21,15,8,24,28,31,33,47,62,24,280,131,131,259,305,373,415,455,305,123,2496
UCL215019,0,3,12,25,28,19,9,0,0,103,0,0,12,29,25,14,3,0,0,78,0,0,11,21,23,14,3,0,0,74,0,0,8,6,5,11,0,0,0,34,0,0,8,13,11,5,0,0,0,39,0,0,0,3,5,3,0,0,0,20,17,7,6,12,16,16,13,9,0,95,82,69,175,238,254,234,186,73,9,1318
UCL215020,0,3,15,15,17,23,0,3,0,75,0,0,8,7,3,4,0,0,0,32,0,0,3,0,3,3,0,0,0,20,0,0,0,5,3,6,4,0,0,13,0,0,0,3,7,6,3,0,0,19,0,0,0,0,3,4,0,0,0,3,9,7,3,8,19,18,27,46,15,148,61,57,91,104,160,211,221,177,88,1165
UCL215021,0,8,9,19,30,18,11,3,0,100,0,0,13,13,18,9,4,0,0,57,0,0,4,9,10,8,0,0,0,30,0,0,0,5,7,7,0,0,0,19,0,0,0,4,10,3,0,0,0,12,0,0,0,0,3,0,0,0,0,9,10,3,12,12,21,26,13,14,5,109,73,51,95,144,206,201,150,69,25,1015
UCL215022,0,20,64,40,38,42,22,3,3,232,0,5,56,30,19,28,7,3,0,151,0,0,16,22,21,20,8,0,0,85,0,0,17,16,18,25,3,0,0,75,0,5,23,16,31,34,3,0,0,120,0,0,3,3,11,13,3,3,0,43,40,80,69,61,58,54,57,22,0,442,313,439,661,493,483,616,508,194,46,3748
UCL215023,3,10,20,13,17,16,18,3,0,94,0,3,12,14,15,14,3,0,0,56,0,0,3,15,18,16,0,0,0,54,0,0,3,3,10,6,0,0,0,27,0,0,0,3,4,4,0,0,5,19,0,0,3,0,0,0,7,0,3,9,9,6,18,3,29,12,17,14,6,122,110,79,145,139,246,188,195,152,74,1318
UCL215024,0,3,20,22,20,17,7,3,0,91,0,0,12,10,19,12,4,0,0,54,0,0,7,13,6,10,3,0,0,40,0,0,3,4,6,0,3,0,0,18,0,3,0,5,4,0,0,0,0,18,0,0,0,4,3,9,3,0,0,18,12,10,14,7,16,25,30,33,14,162,73,70,138,173,192,257,349,235,118,1605
UCL215025,0,6,8,4,10,17,7,6,0,56,0,0,8,3,13,4,0,0,0,31,0,0,6,0,3,5,0,0,0,19,0,0,5,6,4,4,0,0,0,18,0,0,0,9,3,7,0,0,0,14,0,0,5,0,4,0,0,0,0,8,0,13,12,14,12,24,15,29,13,126,44,61,122,103,142,161,150,145,73,1010
UCL215026,0,10,52,45,57,44,33,19,10,266,0,0,26,22,26,28,16,8,0,127,0,0,12,25,21,30,11,7,0,100,0,0,11,26,30,11,4,3,0,90,0,0,10,20,19,18,5,0,0,76,0,0,3,10,10,9,10,3,0,43,29,4,27,50,44,64,91,73,64,453,207,141,396,467,568,752,928,506,292,4251
UCL215027,0,0,27,35,38,32,10,3,3,150,0,4,18,14,18,19,6,0,0,84,0,0,15,15,14,19,5,3,0,67,0,0,3,8,15,8,0,0,4,47,0,0,7,5,9,5,3,0,0,38,0,0,3,3,0,4,3,0,0,17,16,15,33,24,33,35,40,44,32,273,119,125,280,262,327,382,394,248,148,2285
UCL215028,0,12,32,36,51,52,20,9,4,208,0,3,14,31,35,29,10,3,0,129,0,0,4,19,26,30,10,3,0,100,0,0,5,15,25,10,3,3,0,64,0,0,7,11,19,28,8,0,4,81,0,0,4,11,13,6,9,0,0,45,25,8,12,23,40,59,35,36,35,280,137,108,272,361,548,626,484,263,154,2948
UCL215029,0,23,65,51,48,28,0,0,0,222,0,4,51,23,31,23,0,0,0,130,0,3,26,13,10,21,4,0,0,79,0,0,14,4,13,8,0,0,0,43,0,0,16,7,14,9,0,0,0,46,0,4,8,0,5,0,0,0,0,22,10,24,29,16,33,28,18,4,0,163,96,186,412,254,297,302,145,56,9,1747
UCL215030,0,4,10,8,21,17,6,0,0,70,0,0,12,5,11,11,0,3,0,46,0,0,3,7,11,9,0,0,0,34,0,0,4,3,3,12,0,0,0,18,0,0,4,8,0,6,0,0,0,27,0,0,0,3,3,0,0,0,0,12,11,0,9,18,25,31,27,19,31,162,81,57,98,140,189,242,196,134,84,1222
UCL215031,0,10,15,9,22,24,9,3,4,89,0,0,8,11,11,9,0,3,0,36,0,0,3,8,10,8,0,0,3,29,0,0,0,0,3,0,4,0,0,11,0,0,0,4,0,8,0,0,0,10,0,0,0,0,0,0,3,0,0,3,8,4,9,8,21,31,35,38,32,193,78,54,94,132,153,208,203,158,103,1186
UCL215032,0,5,36,31,32,27,11,4,9,155,0,4,17,25,17,31,7,6,0,104,0,0,10,17,12,8,3,3,0,47,0,0,3,15,9,10,0,0,0,39,0,0,3,13,4,8,0,3,3,33,0,0,3,0,0,0,0,0,0,8,16,15,13,19,33,34,50,57,62,304,126,109,240,275,326,442,443,327,173,2465
UCL215033,0,6,84,70,39,17,3,0,0,223,0,3,53,81,28,15,4,0,0,193,0,0,62,61,45,18,0,0,0,189,0,0,34,57,16,8,3,0,0,119,0,3,37,73,27,11,3,0,0,153,0,0,3,26,19,5,0,0,0,59,16,0,14,25,10,4,5,0,0,71,98,77,468,594,284,170,95,4,4,1793
UCL215034,0,3,3,4,9,20,6,0,4,49,0,0,7,4,5,6,3,3,0,32,0,0,3,0,8,3,0,0,4,18,0,0,0,4,3,5,0,0,0,9,0,0,3,8,3,5,0,0,0,14,0,0,0,3,3,0,0,0,0,6,7,3,9,0,12,14,32,20,46,150,48,46,61,87,115,187,218,159,114,1040
UCL215035,0,6,22,20,25,14,5,3,0,95,0,0,15,19,15,13,6,0,0,67,0,3,4,14,15,7,0,0,0,41,0,0,7,7,10,3,0,0,0,23,0,0,3,3,11,3,3,0,0,27,0,0,0,0,7,0,0,0,0,7,11,0,16,12,17,23,20,3,3,96,85,56,145,169,163,150,139,53,19,974
UCL215036,0,4,17,22,20,11,0,0,0,74,0,0,18,23,5,8,0,0,0,55,0,0,6,26,16,7,0,0,0,56,0,0,5,4,12,0,0,0,0,24,0,0,3,8,11,11,0,0,0,36,0,0,4,3,4,4,0,0,0,18,11,7,7,9,14,12,0,7,0,63,95,48,112,179,191,132,84,41,10,891
UCL215037,0,10,10,12,16,17,10,3,0,76,0,3,9,8,16,4,0,3,0,46,0,0,6,10,7,9,0,0,0,30,0,0,0,0,4,6,3,0,0,18,0,0,3,0,9,3,0,0,0,14,0,0,3,0,0,0,3,0,0,12,8,3,11,16,24,43,33,43,5,193,56,65,125,140,200,319,310,221,83,1517
UCL215038,0,14,6,15,27,11,0,3,0,83,0,8,23,14,11,4,4,0,0,65,0,0,3,14,8,4,0,0,0,31,0,0,9,0,7,5,0,0,0,17,0,0,3,6,3,3,0,0,0,16,0,0,3,3,3,0,0,0,0,15,9,5,11,14,11,19,13,17,8,109,74,106,149,159,173,185,190,128,73,1232
UCL215039,0,3,17,10,22,13,5,3,0,72,0,0,3,12,11,3,8,0,0,41,0,0,3,8,11,15,3,0,0,34,0,0,6,4,8,7,0,3,0,28,0,0,0,3,13,6,0,0,0,24,0,0,4,0,3,0,0,0,0,9,3,7,11,8,12,28,35,22,26,152,51,57,115,124,177,213,179,95,50,1063
UCL215040,0,15,55,31,42,43,17,6,7,224,0,5,9,29,25,15,5,3,0,87,0,0,11,11,22,19,8,0,0,75,0,3,4,7,17,5,0,5,0,40,0,0,9,13,15,12,0,0,0,45,0,0,4,3,10,7,7,0,0,24,27,19,33,39,39,49,58,72,26,359,199,168,336,341,442,493,487,412,189,3049
UCL215041,0,12,41,38,46,22,5,7,4,177,0,3,32,20,21,15,4,0,0,95,0,0,18,17,16,4,0,0,0,59,0,0,11,7,13,3,0,0,0,31,0,0,13,13,5,8,0,3,0,45,0,0,6,3,3,3,3,0,0,15,20,5,22,34,28,19,16,19,16,175,147,120,325,309,301,225,181,114,53,1768
UCL215042,0,7,25,29,23,16,9,3,0,119,0,3,13,17,16,19,4,0,0,60,0,0,9,12,10,12,4,0,0,46,0,0,8,10,8,6,0,0,0,35,0,3,4,3,6,4,0,0,0,22,0,0,0,3,3,0,3,0,0,13,15,9,14,19,17,21,11,15,3,120,94,84,195,211,199,207,155,74,27,1247
UCL215043,0,10,47,37,32,38,23,12,4,197,0,3,33,23,29,20,9,0,0,111,0,0,23,27,24,23,0,3,3,99,0,0,4,14,16,6,3,0,0,53,0,0,11,16,14,15,4,0,0,53,0,0,3,6,11,10,0,0,0,27,31,9,40,30,32,45,41,32,26,290,218,167,399,366,441,481,466,272,176,2991
UCL215044,0,17,59,75,71,41,26,10,10,302,0,11,34,55,57,44,10,6,0,223,0,6,26,57,47,33,5,3,0,178,0,4,20,36,25,10,0,0,3,99,0,0,9,30,47,21,6,4,0,116,0,0,3,11,22,9,4,3,0,60,40,25,38,71,46,59,72,78,77,500,237,229,494,631,639,601,586,401,239,4052
UCL215045,0,4,28,20,22,22,3,5,0,106,0,3,15,17,18,18,0,0,0,73,0,0,17,10,15,13,0,0,0,66,0,0,6,9,8,6,3,0,0,38,0,0,0,8,9,4,0,0,0,29,0,0,0,9,0,0,3,0,0,15,12,0,7,13,12,19,18,6,4,98,73,54,185,169,197,242,150,50,15,1147
UCL215046,0,0,26,28,19,11,4,0,0,90,0,3,15,8,4,11,0,0,0,39,0,0,10,9,3,4,0,0,0,26,0,0,3,5,5,6,3,0,0,23,0,0,3,5,7,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,0,9,3,4,16,13,9,0,53,78,63,144,140,140,153,119,60,21,918
UCL215047,0,13,37,18,13,8,0,0,0,91,0,3,18,15,11,7,0,0,0,57,0,0,5,3,4,3,0,0,0,24,0,0,3,8,4,3,0,0,0,17,0,0,4,4,3,0,0,0,0,15,0,0,3,3,3,3,0,0,0,13,10,3,24,16,15,19,17,12,3,120,83,95,274,166,178,172,121,50,13,1151
UCL215048,0,0,10,12,11,17,20,3,0,77,0,0,7,10,6,12,5,0,0,38,0,0,3,3,5,6,0,0,0,29,0,0,0,0,3,7,6,4,0,25,0,0,4,5,9,15,8,0,0,36,0,0,0,3,7,11,5,0,0,31,4,3,20,8,13,27,17,18,9,121,28,33,122,101,103,195,164,91,46,895
UCL215049,0,3,22,37,23,27,27,9,0,142,0,3,15,28,39,25,9,3,0,119,0,0,20,28,40,36,18,0,0,138,0,0,6,42,18,23,7,4,0,106,0,0,6,49,57,42,10,5,3,173,0,0,3,37,68,33,11,3,0,148,19,3,10,31,23,35,29,13,3,165,163,85,177,397,428,434,363,125,30,2198
UCL215050,0,15,67,49,57,45,24,9,3,270,0,11,28,47,26,25,14,4,3,156,0,0,21,15,24,23,11,0,0,99,0,0,16,27,20,14,0,0,0,85,0,0,21,24,17,19,0,0,0,78,0,0,9,6,15,10,4,0,0,41,31,26,34,39,45,41,55,48,27,360,255,228,509,462,494,548,537,331,145,3509
UCL215051,0,3,7,14,17,18,9,0,4,72,0,0,4,11,10,14,0,0,0,44,0,0,0,6,8,10,3,0,0,36,0,0,6,0,11,3,3,0,0,19,0,0,0,3,3,7,0,0,0,21,0,0,0,6,9,0,5,0,0,16,3,0,3,3,12,19,11,6,3,54,42,33,56,102,184,297,235,113,64,1126
UCL215052,3,10,35,63,52,52,15,5,7,245,0,0,29,37,27,28,4,0,5,135,0,0,18,26,29,24,5,0,0,103,0,0,4,17,20,17,3,0,0,61,0,0,13,14,12,13,0,6,0,59,0,0,5,3,7,3,3,3,3,18,18,16,43,42,35,38,38,20,13,270,169,159,359,408,429,453,403,247,144,2767
UCL215053,0,13,21,10,29,15,6,3,3,103,0,3,10,9,14,8,3,0,0,46,0,0,4,4,8,6,4,0,0,28,0,0,0,0,0,8,0,0,0,21,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,5,13,9,31,15,25,40,37,27,11,205,110,117,229,161,251,292,230,178,98,1668
UCL215054,0,6,21,19,30,17,0,0,0,95,0,0,7,13,12,6,0,0,0,46,0,0,5,3,9,9,0,0,0,24,0,0,3,0,4,3,0,0,0,9,0,0,4,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,5,26,15,19,18,17,6,3,116,80,103,196,181,228,244,140,53,21,1247
UCL215055,0,5,20,20,23,17,0,3,0,88,0,3,15,11,9,11,4,0,0,58,0,0,7,14,21,9,0,0,0,49,0,0,7,6,15,8,0,0,0,43,0,0,8,11,17,7,0,0,0,46,0,0,3,3,3,3,0,0,0,11,11,8,20,16,20,25,30,11,5,153,102,80,177,181,224,226,205,116,54,1364
UCL215056,0,4,8,13,8,15,3,0,0,48,0,4,4,10,3,4,0,0,0,28,0,3,4,4,8,3,3,0,0,24,0,0,0,0,10,0,0,0,0,11,0,0,0,0,3,7,0,0,0,13,0,0,0,0,0,5,4,0,0,10,4,5,4,7,11,14,20,25,14,92,46,56,82,106,120,161,167,122,55,913
UCL215057,0,0,13,20,23,34,14,3,3,110,0,0,7,15,8,20,15,0,0,69,0,0,7,14,16,12,4,0,0,46,0,0,0,12,10,9,0,0,0,29,0,0,4,6,12,13,4,0,0,41,0,0,0,4,5,8,0,0,0,23,3,3,6,16,17,19,25,14,5,116,73,33,118,212,221,287,289,132,44,1407
UCL215058,0,8,45,30,32,37,5,3,0,163,0,0,21,15,20,16,10,0,0,84,0,0,12,17,18,21,0,0,0,67,0,0,5,3,13,6,4,0,0,34,0,0,7,3,7,9,0,0,0,33,0,0,4,0,0,0,3,0,4,13,21,3,19,21,32,50,37,34,34,249,160,108,253,269,371,415,331,285,151,2345
UCL215059,0,7,30,19,20,25,8,0,5,120,0,3,9,12,15,11,3,3,0,56,0,3,12,11,14,17,3,0,0,55,0,0,4,7,3,5,0,0,0,22,0,0,9,11,10,6,0,0,0,27,0,0,0,4,3,4,3,0,0,16,13,0,17,7,20,34,30,18,6,139,75,74,167,170,210,287,263,147,81,1473
UCL215060,0,9,30,18,11,11,7,0,3,93,0,3,12,13,9,8,5,0,0,51,0,0,6,7,8,9,4,0,0,27,0,0,6,3,3,5,0,0,0,21,0,0,7,3,5,3,0,0,0,17,0,0,0,3,0,7,8,0,0,17,8,4,9,10,15,30,19,25,22,138,87,64,153,134,156,199,185,164,82,1222
UCL215061,3,5,23,19,19,21,9,6,3,97,0,3,12,10,8,12,0,3,3,49,0,6,3,9,11,7,0,0,0,34,0,0,0,0,9,11,4,0,0,28,0,0,0,3,5,4,0,0,0,22,0,0,0,0,3,0,4,5,3,19,7,4,8,8,15,16,23,22,20,121,93,93,193,148,206,247,201,193,125,1495
UCL215062,0,21,43,39,51,36,13,0,3,210,0,7,31,27,26,36,5,3,0,129,0,0,9,18,25,25,8,0,0,89,0,0,3,12,12,10,3,0,0,41,0,0,8,16,8,12,3,0,0,49,0,0,3,0,3,3,12,0,0,18,16,15,24,21,41,48,74,42,26,301,210,198,349,352,430,474,546,361,173,3088
