GCCSA_CODE_2016,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
6RTAS,1320,166,2144,4,6,70,109,278,37,499,10,20,79,67,106,7,298,16,18,117,184,379,42,748,12,10,61,143,221,40,486,95,85,548,280,456,54,1512,20,15,140,196,503,72,952,188,191,877,450,719,75,2495,683,410,2872,777,1198,148,6087,513,523,2838,2146,3612,455,10084,35,21,132,88,194,20,499,32,18,113,226,988,46,1424,25,10,126,111,256,191,718,1799,1456,9375,6122,13303,1840,33897,114,54,707,773,2435,411,4489,30,11,112,117,870,57,1196,133,68,578,594,3599,292,5253,37,22,133,210,654,47,1103,26,24,242,401,5227,221,6143,27,20,171,218,965,88,1491,82,64,656,584,3114,377,4869,76,34,483,481,2281,251,3606,29,25,224,373,1731,198,2584,30,28,163,158,313,23,723,37,38,228,344,506,56,1219,9,20,110,231,434,67,868,266,169,1288,587,875,103,3291,38,28,236,311,1029,126,1754,312,317,1306,859,1678,141,4614,1078
6GHOB,795,109,1751,9,7,67,89,210,22,405,34,42,183,86,157,6,509,44,34,193,231,315,37,862,15,9,75,98,169,21,390,299,147,805,249,327,55,1886,41,22,174,149,313,51,759,493,461,1453,660,886,99,4048,1214,535,2519,597,818,102,5788,739,628,3012,1646,2765,334,9124,96,52,240,79,175,17,662,81,36,208,243,719,50,1337,51,12,138,75,165,139,575,3413,2133,10562,5183,9698,1276,32269,79,37,293,164,489,51,1114,12,3,42,18,104,5,184,109,41,440,382,1950,119,3039,161,63,487,290,523,30,1561,49,24,305,389,4343,164,5272,31,14,143,138,543,34,906,133,57,873,606,2328,260,4255,208,49,826,442,1661,185,3363,52,22,226,313,936,101,1660,78,55,382,227,432,26,1201,105,80,473,467,468,58,1652,31,35,168,196,312,49,787,824,309,2255,621,735,127,4868,94,37,309,266,685,84,1484,888,775,2524,1323,2027,210,7750,1997
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
69499,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,6,0,0,10,3,0,3,0,3,0,5,3,0,6,3,3,3,15,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,17,19,10,4,63,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,10,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,0,4,0,8,0,17,0,0,3,5,4,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,9,0,0,3,0,7,0,6,0,0,3,6,0,0,13,3
5RWAU,1976,349,4022,21,25,216,312,627,116,1311,17,32,90,73,150,23,375,13,17,176,283,456,71,1017,13,18,141,282,551,92,1091,181,122,977,521,819,102,2724,41,38,320,410,992,191,1985,243,245,1286,919,1538,184,4413,663,1422,5273,1753,2905,415,12425,675,786,4606,3261,4309,678,14320,32,24,240,170,368,46,875,42,41,281,551,1584,112,2616,45,33,316,363,585,397,1736,2407,3181,17751,12452,23438,3884,63101,177,178,1986,1625,4685,891,9535,510,221,2314,1920,11882,593,17448,165,95,1122,835,5032,371,7627,52,17,214,273,1522,76,2143,103,48,867,1277,11303,561,14159,36,29,288,324,1631,120,2432,139,80,1173,1198,5047,605,8235,159,68,1190,1215,3667,553,6840,89,66,530,945,3504,403,5542,26,35,165,138,374,42,776,44,36,315,490,604,103,1591,26,23,275,458,1125,152,2060,405,213,2124,1091,1874,231,5940,68,54,521,610,2147,306,3704,488,424,2158,2104,3503,396,9068,980
5GPER,4864,775,13785,284,144,1316,1168,1978,299,5186,197,138,1081,409,498,104,2422,636,340,2939,2179,2118,351,8560,260,189,1505,1492,2026,419,5899,2937,1223,10847,3320,3429,656,22423,491,253,2666,2143,2963,554,9078,2329,1530,8165,3629,4137,665,20460,6314,6436,21456,6848,8340,1338,50738,6027,4093,29216,14769,15814,2745,72658,343,235,1742,896,1389,204,4802,478,276,2334,2676,6198,431,12404,624,254,2568,1705,2133,1359,8644,25140,16780,106380,54522,72843,12552,288211,216,83,985,557,1278,240,3354,3859,1077,10562,4008,14755,953,35218,1746,549,6907,4840,17714,1145,32901,893,262,2293,1100,2845,193,7580,1553,593,8557,7655,40756,2189,61304,879,286,3647,2428,5920,568,13724,2267,646,11416,7221,16559,2104,40213,1382,338,7803,6101,10259,1369,27250,1319,433,4911,4768,10227,1235,22888,587,266,2515,1350,1971,256,6941,1694,826,6735,4280,3305,619,17453,595,353,3260,2728,3941,664,11547,8289,2611,27828,7946,7521,1516,55712,1048,433,4883,3580,6934,978,17855,4796,2851,14877,8753,11499,1392,44169,10878
59799,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,13,0,0,0,3,7,0,14,4,0,8,11,51,3,82,0,0,0,0,6,0,11,0,0,0,0,3,0,5,0,0,0,3,14,0,15,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7,24,22,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,5,0,0,0,0,0,0,7,0
59499,34,0,81,0,0,6,3,10,0,17,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,5,4,0,12,4,9,4,26,0,0,5,10,9,0,26,0,0,10,4,0,0,12,3,4,21,3,5,0,40,5,5,15,12,17,0,60,0,0,5,0,4,0,10,0,0,0,0,9,0,12,0,0,4,3,10,7,25,29,13,163,64,142,20,427,3,0,24,9,25,5,76,3,0,39,10,104,9,171,0,0,13,4,28,3,47,0,0,0,4,13,0,15,3,0,9,5,101,7,121,0,0,0,0,10,0,13,0,0,15,7,28,3,52,9,0,35,18,67,0,129,0,0,19,12,35,3,71,0,0,3,0,4,0,11,0,0,3,3,3,0,7,0,0,3,0,3,0,12,10,0,33,4,25,4,71,5,0,12,15,25,3,58,0,0,12,4,16,3,40,5
4RSAU,1598,228,2478,5,5,62,115,328,51,566,11,14,68,54,109,13,269,10,14,110,233,379,45,787,8,7,60,140,300,32,539,85,75,466,314,588,74,1605,18,20,155,301,709,116,1324,138,139,694,650,955,93,2670,481,745,3378,1413,1546,176,7744,427,526,3412,3123,4746,499,12737,9,10,79,81,191,28,403,22,16,109,278,1133,63,1617,19,26,145,169,371,214,952,1424,1814,10746,9059,17791,2376,43213,178,153,1510,1645,5474,945,9909,77,19,321,240,2021,126,2805,148,111,1061,873,5465,482,8144,9,10,73,101,836,43,1075,20,23,243,399,5828,352,6865,26,19,241,299,1372,136,2093,66,56,648,746,4222,467,6206,42,28,412,540,2723,355,4095,23,21,161,350,1928,256,2734,10,21,119,91,314,27,590,26,20,183,408,486,64,1202,15,9,103,247,546,51,975,189,130,953,559,1033,138,3005,38,21,243,440,1566,205,2520,237,246,1085,1348,2422,226,5567,684
4GADE,3818,434,8343,133,64,554,533,1020,153,2457,163,121,848,310,525,54,2024,400,226,1855,1744,2044,233,6511,119,69,698,691,1076,108,2767,1602,836,5674,2091,2307,340,12841,293,154,1548,1398,2451,354,6197,1830,1357,6023,3078,3512,368,16170,5242,3099,13679,4680,3909,531,31144,4920,3308,22014,11688,13826,1770,57533,226,111,853,518,783,85,2579,297,203,1350,1495,4126,266,7739,291,102,1018,625,1086,703,3818,17488,10389,66203,35573,51741,6864,188258,198,84,834,572,1281,222,3191,406,100,1189,404,1493,84,3674,1456,425,5422,3939,14322,1022,26586,448,186,1390,886,2222,142,5278,544,198,3293,2921,21740,1140,29842,557,188,2272,1598,4404,351,9371,1249,394,6631,4305,12886,1303,26770,993,172,4089,2767,7647,816,16482,707,235,2234,2242,6076,714,12215,464,218,1993,1029,1871,164,5733,1011,538,3917,3538,3060,388,12448,287,160,1453,1393,2227,234,5756,4449,1761,14490,4637,4723,754,30816,654,249,2725,2336,5396,655,12017,3862,2323,11378,7002,9528,856,34951,9021
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,10,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,0,0,3,0,0,3,12,0,0,3,3,0,0,16,3,3,9,3,3,0,21,0,0,11,8,10,0,33,0,0,3,0,0,0,4,0,0,0,3,0,0,3,0,0,4,0,3,0,7,9,11,65,33,45,14,168,0,3,22,8,18,6,65,0,0,0,3,10,0,12,0,0,11,3,18,3,31,0,0,0,0,5,0,6,0,0,3,3,34,3,44,0,0,3,3,6,0,11,0,0,4,0,3,0,12,0,0,4,5,13,0,32,0,0,3,3,12,3,19,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,3,4,0,6,3,7,0,28,0,0,3,3,8,3,12,3,0,6,10,9,0,30,10
3RQLD,10311,1469,21409,160,110,1044,1319,2591,307,5532,107,109,877,546,818,106,2560,219,172,1599,2183,2578,288,7040,190,121,1199,1478,3272,483,6739,1241,860,7165,3254,4464,531,17517,280,215,2210,2644,4491,724,10570,1182,1061,5996,4538,5573,516,18863,5956,5878,25319,8371,11040,1332,57903,5613,4155,29039,19313,24971,3146,86236,209,119,1267,1124,1929,239,4886,258,208,1600,3257,8092,538,13947,335,164,1786,1707,2839,1735,8566,17784,14323,94316,66407,108425,14901,316146,546,298,4031,3805,10968,1931,21576,530,309,2697,2428,17847,831,24653,720,308,3695,4162,24109,1557,34556,325,148,1235,1509,5378,236,8828,528,328,4253,6029,54037,2600,67774,316,160,1944,2038,7975,583,13020,1063,484,7339,7875,25755,2803,45316,1185,356,6942,7898,20273,2419,39068,558,326,2881,4359,14538,1504,24158,247,171,1745,1253,2631,260,6305,679,384,3437,4013,3870,482,12866,441,225,2424,2474,6644,800,12997,3228,1601,15738,6432,9125,1217,37344,565,333,3501,4075,10258,1234,19969,2631,1956,11124,10827,17044,1446,45023,9466
3GBRI,6647,815,16159,475,224,2172,1838,2968,398,8078,353,274,1659,707,751,84,3830,1013,550,4351,3182,3111,351,12555,490,176,1926,1475,2558,331,6962,3997,1980,13630,4199,4437,631,28876,680,334,3680,2796,3879,603,11968,3127,2304,10421,5222,5185,553,26812,9963,6460,25424,7618,9265,1051,59777,8166,4922,34798,17884,20977,2522,89270,341,229,1751,980,1326,173,4791,587,372,2596,3358,6590,423,13930,758,223,2564,1758,2469,1539,9319,33918,19529,124459,65673,89553,11861,344991,305,107,1164,824,1933,368,4704,1590,433,3795,1033,3068,221,10134,2067,605,7468,6030,22908,1542,40615,970,333,2420,1529,3342,214,8811,1436,531,7702,6514,46160,2108,64453,1348,389,4300,3113,8061,672,17881,2121,656,11841,8847,20847,2028,46345,1689,350,7880,6394,13170,1493,30974,1956,686,6841,6512,15328,1688,33008,913,440,3915,1976,2733,268,10239,2701,1171,9558,5903,4916,629,24876,1105,391,4230,2611,5232,626,14191,11406,4013,33847,9317,9228,1540,69352,1359,554,6409,4526,8616,1113,22572,6500,4102,19555,12013,14300,1309,57776,16545
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
39499,37,12,146,0,0,7,0,11,0,19,0,0,3,0,3,0,4,0,0,3,3,5,0,11,0,0,0,0,3,0,5,4,0,27,5,9,0,48,3,0,21,3,15,0,47,0,5,20,4,16,0,44,16,9,28,5,13,0,76,9,5,69,33,27,7,153,3,0,8,0,6,0,24,5,0,7,6,15,0,36,0,0,12,9,4,14,37,52,28,371,157,227,57,894,6,0,120,37,57,27,249,6,0,11,10,31,5,58,7,3,15,10,47,3,76,0,0,0,3,11,0,20,4,4,13,4,150,17,194,0,0,9,8,11,3,29,3,5,30,14,36,3,83,6,3,80,44,82,16,238,0,0,13,11,50,6,82,3,0,4,3,8,0,20,3,0,6,4,3,0,23,0,3,5,0,9,0,24,7,3,49,18,19,5,101,3,0,29,16,35,6,85,6,6,36,12,32,3,97,32
2RVIC,5541,810,10324,54,48,379,535,1073,169,2251,83,131,552,374,477,58,1677,147,168,1133,1112,1375,171,4110,42,49,401,529,1191,171,2387,707,513,3727,1851,2249,306,9353,106,156,822,1114,2199,402,4810,892,1009,3828,3767,4079,476,14053,3602,4725,14354,4829,4854,694,33049,3628,4553,18655,13017,17323,2518,59688,149,125,750,616,989,139,2770,154,173,758,1644,4188,285,7200,166,146,824,880,1500,1050,4564,10726,12835,54950,40054,62085,9808,190456,503,449,3795,4550,12479,2062,23830,84,40,426,318,2192,108,3171,734,416,3962,3797,18678,1486,29066,335,194,1210,1116,3890,251,6987,201,206,2030,2790,31307,1414,37946,160,99,1071,1157,4275,419,7187,508,409,4546,4824,14990,1863,27142,359,230,2676,3346,10111,1280,18012,221,157,1195,1771,7512,937,11803,178,202,1186,822,1550,155,4101,409,346,2395,2156,1939,281,7529,80,87,795,900,2402,288,4551,1807,996,8805,3776,4365,621,20381,207,250,1422,1839,4838,673,9227,1729,1672,6676,7414,9707,964,28165,5771
2GMEL,9415,1599,30988,1290,434,4822,3214,4026,707,14496,1949,1000,6423,1940,1340,275,12935,4731,1826,15183,6312,4393,992,33431,1072,344,4026,2730,3469,636,12287,12228,4123,33964,9823,6603,1600,68347,2033,983,8272,5434,5896,1126,23742,6249,4108,15720,7785,6953,1046,41868,22801,15683,46504,13909,10437,2101,111437,19605,12883,64097,32767,32661,5862,167873,1367,780,5299,2565,2640,413,13061,1678,866,5474,6186,10480,972,25655,2354,713,7582,4313,4479,3532,22968,89826,47791,272944,130956,132930,26411,700857,627,206,2118,1361,2457,410,7170,584,129,1358,372,1005,100,3543,8379,2184,28605,16814,40973,3840,100785,2282,597,5566,2233,4433,429,15549,3290,1090,16386,13481,81952,3985,120192,5162,1382,16643,8303,13144,1584,46223,8402,2280,37368,22242,31898,4931,107129,4468,859,20292,16084,20481,3070,65246,5086,1409,16212,12712,21583,3180,60189,5708,1958,16057,5563,4982,882,35151,12158,4085,35104,12854,7753,1946,73906,2495,739,8724,5191,7619,1117,25882,32467,8432,84030,20691,13787,3748,163159,4195,1609,15566,9715,13955,2099,47135,12199,6781,28962,16426,17255,2154,83778,37786
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,22,3,84,3,0,8,5,3,0,15,3,3,0,0,0,0,9,4,0,6,0,4,0,11,0,0,3,0,3,0,9,8,0,35,6,3,3,50,0,0,7,7,5,3,24,0,3,15,5,3,0,29,20,3,27,4,0,3,64,14,12,33,27,28,3,118,0,0,16,3,0,0,20,0,0,7,4,12,3,31,0,0,11,4,4,4,29,57,35,248,89,113,30,572,0,0,14,3,10,3,36,0,0,3,0,3,0,11,3,0,22,4,41,6,74,4,0,3,0,9,0,14,0,0,12,8,103,8,134,5,0,7,4,9,0,25,0,0,25,10,31,0,70,11,3,49,24,42,10,143,3,3,17,13,22,9,63,3,3,3,3,4,0,21,6,0,17,8,6,0,38,0,0,8,3,7,0,21,14,3,66,11,10,8,121,3,3,9,13,17,3,52,6,5,21,5,18,0,68,24
1RNSW,10915,1610,19944,118,91,690,980,2354,352,4581,165,117,917,537,836,106,2680,301,195,1898,2425,3830,420,9072,107,84,780,1343,2997,423,5742,1453,1048,7154,3652,5516,767,19586,264,192,1794,2356,5240,851,10701,2161,1569,8339,6333,7736,754,26903,7791,6109,27677,9398,10610,1437,63023,6486,4748,32001,22312,34237,4128,103913,243,142,1097,773,1516,198,3973,270,185,1378,2821,8932,538,14131,319,187,1604,1538,2923,1752,8327,21720,15976,99605,69991,125585,17745,350623,947,595,6158,5533,16277,2815,32329,596,220,2175,2175,13816,577,19561,1191,394,5308,5002,25897,1892,39681,472,155,1368,1870,6430,314,10598,540,284,4046,5082,53376,2372,65695,353,164,1846,1931,7817,619,12725,1215,464,6924,7273,28881,3202,47961,744,329,5075,6134,20424,2560,35260,427,252,2110,3179,14540,1538,22037,379,200,1889,1226,2593,251,6545,817,437,3961,4220,5256,575,15266,235,159,1592,2313,5659,696,10654,3982,2068,16547,6976,9751,1341,40661,468,303,2775,3534,11071,1379,19535,4835,2931,15694,14165,21505,1759,60887,12569
1GSYD,9375,1966,34042,1765,386,5178,3713,4589,899,16534,3022,917,10886,2824,1912,499,20063,8965,2098,23231,8924,7136,1674,52030,1720,381,4797,3532,4301,786,15510,15122,3654,40139,11721,8872,2462,81966,2376,605,9488,6290,6540,1448,26755,7777,2842,17445,8444,7461,1348,45312,25520,9004,49244,13785,11247,2448,111247,21197,8134,66534,31510,32642,6200,166225,1488,446,4576,2167,2527,461,11662,1811,614,6179,6307,11412,1105,27422,3216,598,9227,5112,5196,4059,27418,109965,32596,303472,139102,144964,31679,761782,429,99,1402,845,1979,329,5081,595,105,1104,452,1400,110,3754,8294,1334,23406,13506,32967,3350,82858,2018,329,3630,2063,4822,341,13210,5473,973,20928,15487,79281,4878,127021,8211,1179,19868,9359,13893,2019,54533,10629,1692,36792,21002,33043,5317,108473,5533,813,23431,17815,21558,3826,72982,6350,1192,17045,12769,24424,3495,65278,8270,1889,24152,7529,6681,1414,49927,23364,4975,54390,17558,12656,3277,116220,3936,815,10540,7144,9462,1493,33395,40350,7704,96871,23866,17861,5220,191872,4890,1068,17623,10540,14640,2601,51361,15607,5193,33337,19401,22563,2762,98859,40852
19799,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,17,7,15,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3
19499,40,8,113,0,0,7,3,4,0,12,4,0,16,3,0,0,23,5,0,15,9,11,0,37,4,0,7,0,3,0,12,14,3,39,14,11,3,75,5,0,21,9,12,4,53,4,0,21,6,9,0,51,20,17,33,22,9,7,99,10,11,66,28,38,6,163,3,0,15,10,3,0,36,0,0,10,10,12,0,36,3,0,15,7,6,13,47,92,43,360,168,203,49,909,3,0,30,4,36,8,88,0,0,4,0,16,3,22,3,3,17,8,49,13,95,0,0,3,4,5,0,18,11,0,27,27,156,15,233,5,0,14,3,11,0,28,14,3,32,26,44,4,122,11,3,83,45,75,6,229,3,0,12,8,49,4,80,8,0,22,6,3,5,40,9,0,27,10,12,3,70,6,0,10,0,15,3,34,38,5,88,27,26,6,187,6,3,32,18,36,5,102,14,3,46,24,50,5,135,35
