SED_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SED24808,3,14,0,511,153,27,8,145,14,122,11,44,22,86,351,983,16,0,9,11,0,13,3,4,7,24,40,131,1878,277,80,2573,325,2299,91,528,169,967,422,9604
SED24904,0,4,0,302,141,18,8,143,15,84,9,20,10,63,361,868,12,4,8,11,3,11,3,0,4,20,29,100,1297,220,75,2013,216,1008,82,305,77,595,416,6310
SED25003,0,18,0,624,141,27,16,174,17,143,5,47,21,97,382,1068,19,0,8,19,0,10,0,8,7,9,29,116,2025,385,103,2988,303,2321,99,646,143,1064,440,10512
SED25102,4,11,0,857,158,28,3,242,22,95,12,29,6,33,347,974,17,6,13,25,3,11,0,8,5,3,17,109,1482,352,67,2973,300,1377,109,343,82,389,376,7841
SED25205,3,15,0,1305,158,28,14,172,13,72,3,24,9,55,351,895,18,0,7,14,0,13,0,3,5,7,11,70,1807,307,79,3199,304,1481,88,307,81,458,374,8474
SED25302,5,20,7,1315,170,37,3,212,23,80,4,43,11,41,375,992,11,0,5,27,0,4,0,0,0,3,12,68,1593,331,66,3106,212,1261,66,313,72,371,401,7780
SED25402,4,11,0,545,113,22,6,165,13,86,8,25,15,62,329,836,5,0,3,10,0,9,3,3,6,17,16,78,1001,221,62,2258,236,1181,101,354,103,645,360,6515
SED25501,4,39,0,1520,117,32,9,108,9,92,3,28,7,82,569,1055,6,0,3,6,3,3,0,3,0,3,19,54,2023,411,60,2270,206,1846,45,531,85,879,602,8965
SED25605,7,44,4,874,110,27,12,123,12,91,3,43,12,121,354,897,11,0,3,13,0,5,0,4,6,10,17,74,1702,339,53,2036,179,1714,64,557,92,1123,396,8260
SED25704,0,4,0,276,159,31,12,208,16,76,8,27,12,50,324,918,13,0,3,22,0,8,0,5,0,6,24,79,1328,237,94,2168,231,949,87,297,78,426,381,6272
SED25802,4,6,0,531,152,21,5,197,27,99,3,45,11,60,318,932,18,0,12,18,3,10,0,7,5,10,15,102,1240,322,80,2523,271,1340,92,376,100,510,357,7205
SED25905,0,13,0,602,151,27,13,163,18,135,11,39,24,112,375,1066,14,3,13,13,3,14,0,0,5,16,31,118,1801,358,77,2561,256,2232,67,607,125,1056,427,9573
SED26005,3,11,4,812,224,24,12,195,17,170,13,38,24,108,516,1329,11,0,16,20,3,14,0,0,0,10,47,122,2905,445,104,3582,337,3038,112,750,170,1108,599,13148
SED26102,3,13,0,396,89,47,7,176,12,69,10,38,11,62,222,736,11,3,8,12,0,12,0,0,3,9,19,76,810,343,61,1896,167,940,73,324,64,448,251,5391
SED26207,8,26,4,1254,134,23,11,163,25,102,4,50,10,82,298,896,8,0,9,18,0,8,0,0,0,21,26,90,1671,263,84,2596,289,1418,81,403,91,823,335,8040
SED26303,10,15,3,1718,86,18,3,117,10,48,12,25,7,71,308,694,10,0,6,8,0,6,0,5,0,5,13,56,1307,382,50,2547,272,1110,91,320,54,556,332,7035
SED26406,3,23,0,1398,111,24,0,114,10,77,5,15,6,70,363,798,8,0,6,23,0,8,0,0,0,5,15,57,1623,326,51,2427,276,1664,75,403,76,616,389,7922
SED26504,0,3,0,248,143,31,7,159,10,57,5,23,9,47,274,764,7,0,7,11,4,8,0,0,4,6,23,73,1163,250,69,1929,198,763,78,245,68,379,314,5471
SED26603,0,27,0,937,96,22,19,135,18,98,6,46,18,97,362,899,3,0,8,14,6,12,3,4,0,13,40,107,1487,359,80,2566,359,1869,78,538,119,1009,432,8902
SED26708,0,4,0,372,162,20,17,199,11,64,5,27,9,27,296,851,18,0,6,21,4,7,3,3,7,11,11,83,1317,292,94,2416,234,979,77,284,84,345,340,6455
SED26806,3,29,0,1222,65,15,8,51,6,35,3,10,3,37,263,489,4,0,3,9,0,0,0,0,3,7,9,37,801,146,22,1080,189,859,44,202,49,304,281,3970
SED26903,7,20,0,483,78,17,13,85,8,65,3,35,8,97,275,682,7,3,4,10,0,3,3,3,11,17,37,96,1066,374,61,1921,231,1494,69,512,126,1136,333,7325
SED27003,5,22,0,1429,63,9,3,61,7,38,7,20,3,44,244,513,0,0,7,9,3,0,0,0,3,4,15,45,1034,205,54,1359,242,745,31,234,57,495,274,4739
SED27101,3,8,0,983,94,21,8,126,10,70,9,27,5,52,307,738,10,0,6,8,4,7,3,0,0,8,7,56,1450,302,53,2746,318,1607,71,425,70,602,326,7974
SED27208,0,0,0,214,125,27,8,152,14,77,7,24,8,64,276,788,7,0,3,9,3,3,3,0,0,18,9,69,1061,257,56,1920,206,934,95,325,76,582,307,5816
SED27305,7,24,3,1144,176,26,5,209,25,104,13,29,10,67,363,1029,15,6,7,24,3,7,0,3,8,9,25,99,2062,330,66,3012,275,1690,62,386,72,574,395,8920
SED27406,11,37,0,2478,134,23,3,189,11,91,5,28,8,42,443,973,7,0,4,15,0,4,0,4,3,3,9,51,1693,267,46,2745,259,1414,51,329,61,419,454,7731
SED27504,3,11,0,400,190,21,9,137,13,97,17,30,3,86,306,913,11,3,3,22,0,5,3,0,4,24,26,111,1595,263,70,2291,243,1165,90,371,108,773,354,7322
SED27608,5,9,0,962,146,32,4,211,17,97,4,44,9,52,433,1045,9,3,3,18,4,3,4,0,3,0,14,72,1616,370,83,3487,345,1586,87,380,93,377,458,8878
SED27708,3,7,0,370,143,25,7,182,6,72,12,24,10,32,317,830,3,0,13,12,3,3,0,0,3,4,15,57,1166,326,89,2431,230,1003,92,309,93,393,361,6499
SED27807,4,28,0,286,72,21,13,95,12,120,6,48,22,172,304,891,10,0,9,8,0,10,4,0,3,35,60,139,1191,358,70,1381,174,1962,60,831,159,1870,410,8461
SED27907,3,10,0,657,124,20,3,122,13,99,10,25,19,75,317,834,21,3,9,19,3,3,0,4,3,9,23,92,1532,271,54,2519,276,1515,90,405,102,674,367,7805
SED28007,3,22,0,936,187,37,17,206,23,155,19,59,31,124,437,1302,16,0,4,30,3,11,0,3,9,14,47,148,2667,417,109,3482,391,2663,109,669,198,1022,505,12242
SED28107,13,11,0,772,170,29,14,148,26,141,7,54,29,91,541,1262,11,5,7,24,4,13,0,0,9,22,55,147,3251,499,125,3480,491,3913,128,926,251,1149,639,14847
SED28203,7,23,3,289,86,22,6,77,13,113,3,57,15,207,352,965,4,3,5,14,3,12,0,10,3,35,51,142,1396,344,76,1749,268,2099,93,683,165,1976,458,9306
SED28301,13,44,3,1906,149,30,10,187,19,108,5,49,7,75,502,1150,13,0,10,26,3,11,0,0,3,3,13,94,1730,427,65,2988,230,1850,73,482,87,750,529,9213
SED28408,4,4,0,552,105,13,0,129,11,57,7,18,0,38,255,644,9,0,3,13,3,6,0,0,0,11,10,62,1098,238,39,2108,197,1000,66,265,52,404,275,5753
SED28507,3,16,3,491,128,23,5,141,19,117,6,35,9,81,344,902,21,3,4,15,0,6,0,5,3,13,38,106,1783,277,63,2230,279,2309,88,594,125,932,419,9093
SED28607,17,19,0,2040,136,19,13,146,13,74,4,36,12,75,423,936,11,0,0,16,3,4,3,3,6,10,21,76,1895,314,76,2946,417,1606,92,411,100,685,458,9003
SED28704,3,13,0,1077,197,35,14,259,28,145,13,28,17,70,445,1249,24,3,20,34,4,17,3,0,4,6,23,145,2409,433,115,4286,515,2472,129,433,142,595,498,12032
SED28803,4,26,3,775,174,34,22,165,26,170,5,75,40,159,488,1357,14,4,12,13,5,18,0,0,12,35,53,162,2663,458,120,3163,388,3360,130,1055,236,1925,586,14089
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30001,3,7,4,722,130,21,9,144,23,94,3,28,8,58,527,1047,19,3,6,17,3,6,6,3,8,7,23,95,2373,334,77,2923,362,1885,101,426,113,542,568,9701
SED30002,0,8,0,611,145,12,4,85,4,65,10,27,18,37,364,773,8,0,3,9,0,3,0,0,0,11,23,62,2084,263,59,2062,232,1487,78,370,83,492,408,7612
SED30003,5,23,3,1899,106,22,3,106,5,42,3,18,3,22,384,714,3,0,0,3,0,4,0,0,0,3,5,25,1516,192,37,2195,247,1082,54,224,45,259,392,6246
SED30004,5,19,0,1115,91,10,5,91,12,47,5,24,8,38,299,628,12,0,6,15,0,5,0,0,5,0,19,69,1537,189,47,1821,230,1050,70,255,60,391,325,5982
SED30005,5,14,0,631,127,14,9,106,15,46,3,18,13,21,654,1024,16,7,3,12,4,4,0,0,0,7,9,54,1803,281,45,1962,246,1069,90,293,93,330,674,6895
SED30006,6,12,0,394,133,23,4,127,20,93,6,23,10,51,347,833,10,0,15,15,3,4,0,0,11,10,26,87,1572,263,80,1985,242,1221,80,307,99,567,394,6819
SED30007,6,19,0,952,56,5,3,39,4,28,0,9,3,24,214,376,0,0,0,0,0,0,3,0,0,0,12,21,772,132,22,771,126,734,35,158,38,299,233,3335
SED30008,3,11,0,418,53,12,4,49,6,39,7,26,4,38,269,505,7,0,0,3,3,3,0,0,0,8,22,45,876,188,20,1121,102,771,37,292,45,468,306,4219
SED30009,12,13,0,708,99,16,4,116,6,51,6,23,5,33,409,769,10,0,3,11,0,6,3,0,0,6,16,58,1256,295,48,2053,165,1031,79,268,56,358,427,6029
SED30010,8,14,3,1922,81,15,5,74,8,45,3,13,4,23,415,692,3,0,3,5,0,3,0,0,0,3,10,39,1537,171,32,2061,271,1145,53,193,53,273,443,6230
SED30011,0,5,0,134,35,6,0,49,4,22,0,24,3,36,210,395,5,3,0,8,0,0,0,0,5,6,16,47,694,161,29,975,87,637,38,280,63,497,235,3685
SED30012,3,7,0,545,136,13,12,102,16,101,6,40,19,83,521,1045,14,0,9,3,0,7,3,0,6,14,37,97,2304,316,92,2267,368,2331,96,592,188,823,578,9960
SED30013,7,0,0,384,121,9,8,97,10,43,7,19,11,37,372,726,15,0,11,11,0,6,0,3,0,3,14,57,1219,142,62,1462,173,748,52,178,63,345,396,4833
SED30014,3,6,0,551,83,19,3,103,9,49,7,18,6,36,323,662,7,4,6,8,3,7,0,0,0,0,9,42,1158,272,49,1779,190,907,69,246,45,332,343,5396
SED30015,3,3,0,274,90,9,7,90,5,43,3,23,4,56,361,706,3,0,9,13,3,3,0,3,0,10,19,55,974,194,38,1282,105,735,44,273,85,590,399,4716
SED30016,0,6,0,330,68,15,4,62,9,53,6,22,13,48,354,652,0,3,3,3,3,4,0,0,3,8,30,62,1011,238,45,1247,157,820,57,335,66,515,401,4894
SED30017,0,3,0,233,119,20,13,101,8,42,4,25,11,53,291,680,10,0,13,9,0,8,0,0,10,14,25,91,1000,154,52,1155,132,743,65,216,81,511,338,4444
SED30018,3,8,0,397,85,25,9,93,12,43,9,13,6,47,411,750,3,0,3,12,0,4,0,0,0,6,13,51,1049,273,43,1608,151,861,65,320,77,443,430,5332
SED30019,0,8,0,512,106,14,7,109,14,58,3,18,7,30,298,664,7,0,6,0,3,0,3,0,0,6,16,58,1511,193,63,1946,244,1023,52,261,60,361,328,6043
SED30020,3,21,0,1608,115,7,8,115,12,57,3,11,0,38,396,766,3,3,3,8,0,0,0,0,3,3,11,49,1951,210,56,2234,281,1193,64,266,50,383,417,7100
SED30021,9,26,3,1796,88,7,3,86,13,49,0,13,10,25,326,613,8,0,5,3,5,3,0,0,0,0,11,33,1371,182,46,1664,181,1074,35,234,46,275,341,5456
SED30022,3,10,0,999,142,19,3,100,16,48,3,24,4,33,366,760,8,0,3,14,5,3,3,3,0,4,9,49,1723,197,28,1969,180,1026,60,222,56,329,389,6190
SED30023,3,5,0,451,150,19,11,149,11,59,6,19,5,25,466,925,18,0,4,3,0,8,3,0,4,6,17,62,1630,217,56,2185,238,1208,78,256,80,420,496,6864
SED30024,6,3,0,240,116,23,6,61,10,62,4,26,12,92,255,669,13,7,4,14,3,3,0,3,3,11,37,89,1075,224,66,1007,118,747,69,283,84,791,321,4778
SED30025,3,24,0,841,130,16,6,113,14,85,5,30,10,53,513,983,4,0,15,10,3,4,0,3,3,7,24,82,2057,333,74,2427,259,1848,64,463,124,672,552,8877
SED30026,5,5,0,428,85,29,6,85,6,58,0,11,3,56,310,644,3,3,3,3,0,6,0,4,3,3,13,45,980,293,39,1659,173,812,67,267,70,385,336,5081
SED30027,4,4,3,470,97,20,3,84,10,42,6,17,8,40,441,761,8,0,5,7,0,12,0,0,3,7,26,66,963,182,56,1259,153,851,67,239,94,334,479,4674
SED30028,3,8,0,1054,116,12,0,98,8,48,3,16,6,26,344,682,3,0,0,8,3,6,3,0,0,3,4,39,1632,200,37,2247,266,1066,58,229,56,281,357,6428
SED30029,10,16,0,1166,107,21,3,121,9,79,8,19,3,29,351,755,8,0,9,9,0,3,0,3,0,3,5,41,1523,254,49,2309,274,1164,73,235,74,382,365,6692
SED30030,3,11,0,490,111,25,6,125,8,63,4,23,13,36,391,811,10,3,7,14,0,6,0,0,0,4,24,67,1778,307,63,2348,227,1367,67,368,76,486,427,7505
SED30031,8,16,0,901,104,13,10,94,11,91,9,20,13,41,581,980,6,0,0,6,3,8,0,0,4,3,16,56,1298,129,63,1797,198,1748,76,294,118,469,621,6814
SED30032,6,12,0,390,126,37,9,115,13,47,0,36,6,60,327,774,15,0,3,11,3,9,0,0,3,8,13,61,1314,314,66,1754,200,1085,89,385,87,534,362,6182
SED30033,0,16,0,1390,84,5,0,83,11,27,3,13,11,23,240,492,3,0,3,7,4,0,0,0,0,3,3,27,1338,180,38,1938,259,923,57,180,44,281,262,5497
SED30034,0,3,3,547,140,17,9,87,11,58,5,12,6,24,419,783,14,0,5,5,0,7,0,0,0,3,22,65,1111,108,59,1295,195,1018,68,150,72,182,455,4713
SED30035,7,11,0,183,63,16,4,84,8,53,3,30,6,50,325,642,5,0,5,9,0,3,0,0,0,4,20,56,775,219,41,1206,101,764,71,328,74,636,359,4578
SED30036,0,11,3,196,43,14,4,55,3,35,3,19,3,49,322,544,0,0,0,0,4,0,3,0,3,12,15,45,767,228,38,1056,102,673,74,378,54,636,354,4357
SED30037,3,0,0,322,100,20,6,118,4,51,6,12,16,36,511,880,13,0,7,10,0,4,8,0,4,9,24,66,1371,176,57,1692,198,946,88,240,95,393,547,5807
SED30038,0,13,0,249,80,21,7,63,16,71,4,43,13,78,277,673,4,3,9,5,0,0,0,0,0,17,37,75,1306,249,45,1354,195,1350,60,502,97,1026,334,6521
SED30039,4,32,0,1657,63,10,4,87,9,57,3,16,6,30,365,651,3,0,4,7,0,0,0,0,0,0,9,27,1116,170,25,1525,160,1139,44,264,40,366,373,5230
SED30040,0,0,0,312,94,9,5,80,13,51,3,17,11,52,280,604,5,0,3,9,0,4,3,0,3,7,8,57,1258,179,35,1487,202,1197,60,291,81,520,307,5625
SED30041,3,3,0,367,115,13,4,103,10,69,4,27,4,44,350,753,12,7,0,13,3,5,0,0,3,14,27,71,1422,172,40,1638,199,1233,60,322,87,593,397,6171
SED30042,0,6,0,445,90,13,5,94,7,80,7,18,12,29,327,686,9,0,4,7,0,6,0,0,7,8,15,61,1519,184,49,1890,228,1436,64,272,85,454,354,6545
SED30043,7,4,0,498,89,18,0,94,12,41,11,20,4,39,427,761,9,0,0,10,3,4,3,0,3,5,16,59,1210,284,43,1950,168,985,75,287,80,384,455,5934
SED30044,7,10,0,531,128,20,9,109,11,60,3,19,9,48,650,1064,4,0,3,5,0,8,0,4,4,9,20,48,1428,190,56,1711,198,972,71,267,87,428,678,6089
SED30045,0,7,3,371,107,15,8,122,18,68,8,26,12,47,369,799,11,3,13,10,4,3,0,3,5,16,18,75,1567,206,67,1757,211,1178,75,308,96,539,403,6405
SED30046,0,6,0,352,134,17,8,104,13,100,8,28,20,62,301,785,13,3,11,9,7,16,0,0,4,5,22,93,1687,236,56,1643,217,1392,68,334,103,574,342,6651
SED30047,8,6,0,905,103,14,6,100,10,68,7,12,9,30,397,751,8,0,3,17,0,0,0,0,3,7,11,57,1567,206,47,1846,239,1037,63,241,65,350,416,6082
SED30048,0,5,0,335,57,11,0,58,5,47,3,13,6,30,525,755,4,0,3,5,0,3,0,3,0,14,8,45,832,133,34,1153,130,855,48,207,52,338,548,4324
SED30049,3,14,0,939,99,11,8,85,10,56,12,25,3,39,284,628,4,0,0,8,0,0,0,0,3,4,13,39,1496,224,46,1794,181,1128,55,310,57,477,308,6084
SED30050,3,8,0,346,72,19,0,77,5,50,5,14,4,31,335,608,6,0,0,6,0,3,0,4,0,0,12,37,853,252,32,1470,131,774,41,279,50,310,354,4536
SED30051,3,13,0,141,59,3,0,44,3,48,7,30,3,67,308,572,6,0,4,3,4,3,0,0,3,13,20,58,751,191,42,1008,114,749,50,339,79,760,351,4433
SED30052,3,14,0,749,101,26,0,90,9,50,3,27,8,34,351,707,9,5,5,11,3,7,3,3,3,5,16,66,1254,276,30,1694,177,1022,38,353,73,436,380,5721
SED30053,7,8,0,579,110,16,10,108,20,97,7,27,12,45,685,1134,7,0,6,18,0,9,0,0,0,6,29,85,1141,159,73,1651,210,1320,68,196,113,368,738,6037
SED30054,5,33,0,1842,129,21,6,125,9,90,7,23,10,45,496,960,7,0,4,6,0,9,0,0,0,3,8,48,1789,252,43,2266,217,1313,70,271,61,359,513,7150
SED30055,12,8,0,434,93,15,6,97,20,71,4,18,11,41,393,777,6,0,4,10,3,3,0,0,7,0,22,63,1526,222,57,1978,218,1495,77,381,121,592,429,7095
SED30056,7,18,0,1660,62,8,0,56,8,32,4,6,0,13,278,474,3,0,0,7,0,3,0,0,0,0,3,15,1017,155,23,1356,191,778,40,152,42,189,289,4232
SED30057,3,4,0,405,101,4,4,54,6,36,0,16,3,24,195,451,7,0,3,7,0,4,0,0,3,14,23,70,951,68,38,749,120,624,30,109,51,256,234,3235
SED30058,4,19,0,1161,118,13,4,86,15,55,7,11,5,42,357,713,5,0,6,10,0,0,0,0,0,3,5,36,1670,229,52,2015,253,1157,59,272,58,446,373,6582
SED30059,5,16,4,768,114,18,5,104,14,80,6,18,14,42,377,791,12,3,7,8,4,6,3,0,4,3,13,60,1669,362,71,2308,226,1216,80,351,94,439,408,7222
SED30060,6,3,3,229,108,24,3,68,11,54,3,20,11,65,419,786,3,0,5,10,8,0,0,0,3,5,25,59,1291,209,57,1450,175,916,63,325,105,573,462,5636
SED30061,3,6,0,413,70,6,3,51,7,40,0,15,9,38,384,610,4,0,6,3,6,0,0,0,0,8,13,34,1114,150,26,1224,150,766,42,240,53,399,406,4559
SED30062,6,4,0,677,126,17,6,102,13,95,9,17,14,43,555,1007,11,0,8,9,0,5,3,4,3,8,46,100,2245,262,84,2510,309,1971,96,401,152,592,615,9237
SED30063,0,5,3,213,98,18,5,101,9,55,4,22,9,50,312,682,10,0,0,7,0,3,0,0,5,13,15,63,936,202,31,1312,121,868,53,283,77,612,339,4843
SED30064,6,6,0,270,56,26,3,89,12,72,7,21,11,47,361,703,9,5,3,4,4,3,4,0,0,6,17,57,966,312,37,1767,176,956,78,353,78,495,394,5607
SED30065,8,25,0,471,80,33,4,109,14,57,7,33,9,39,455,844,10,0,3,4,4,3,0,3,3,4,15,51,1024,361,32,1730,116,823,63,366,61,407,479,5453
SED30066,0,6,0,679,79,4,4,65,12,45,3,21,9,38,268,546,10,0,4,7,0,3,0,0,3,5,19,52,1402,192,45,1643,294,1156,61,317,79,438,302,5929
SED30067,3,16,0,612,113,15,8,93,13,74,6,20,9,33,379,756,6,0,3,13,0,5,0,0,4,4,26,66,1736,219,63,2175,267,1375,81,322,96,429,414,7185
SED30068,3,13,0,220,57,16,3,50,7,49,9,27,7,62,277,561,3,3,5,12,0,6,0,3,0,12,17,51,817,167,36,1046,121,951,67,310,67,701,303,4583
SED30069,7,9,0,374,72,7,0,66,12,46,9,27,4,42,263,550,8,0,3,10,0,3,0,0,0,10,12,46,935,186,45,1233,150,841,50,261,62,460,285,4501
SED30070,3,10,0,750,123,15,7,126,13,64,10,12,0,51,351,776,15,3,8,11,3,5,0,3,0,4,15,66,1639,202,44,2058,219,1035,68,252,61,425,366,6372
SED30071,0,3,0,293,56,7,5,56,7,38,5,14,16,45,427,686,4,0,4,3,0,3,0,0,4,3,15,40,1052,152,37,1256,169,934,49,243,71,448,451,4866
SED30072,0,8,0,612,97,18,5,80,10,56,3,23,4,38,337,666,7,0,7,5,0,8,0,0,0,3,17,52,1507,224,55,1833,228,1199,69,280,71,418,362,6254
SED30073,3,15,0,850,62,10,7,38,5,33,0,13,3,17,253,433,7,0,3,3,3,3,0,0,0,5,0,27,885,152,29,1064,135,744,32,193,28,291,259,3815
SED30074,0,9,0,178,97,19,5,119,13,38,0,27,9,44,293,655,12,0,0,3,0,3,0,0,5,10,17,59,1006,200,44,1453,166,817,45,225,65,472,326,4818
SED30075,0,11,0,397,68,15,3,79,7,54,4,24,3,47,285,584,4,0,3,11,0,0,0,0,0,8,10,42,1084,295,26,1458,149,1002,52,394,59,515,312,5346
SED30076,0,8,0,642,113,13,7,99,11,63,0,9,5,49,308,681,8,0,0,14,0,8,0,4,3,0,18,60,1682,240,59,1947,237,1250,54,302,69,429,329,6597
SED30077,0,18,0,1300,71,7,3,73,11,36,3,11,3,24,290,522,8,0,3,7,0,3,0,0,0,7,12,45,1240,195,45,1744,259,863,50,195,42,286,308,5222
SED30078,6,18,0,719,107,19,3,82,12,74,3,43,14,88,420,861,9,4,5,6,8,4,0,0,3,8,17,63,1762,406,53,1946,194,1846,75,594,113,925,462,8371
SED30079,0,27,0,427,58,7,5,55,5,52,3,26,9,108,308,632,3,0,0,5,4,3,0,0,3,7,22,50,1118,285,34,1241,134,1218,40,445,79,911,340,5855
SED30080,0,24,0,743,71,21,0,61,3,44,0,25,9,37,275,550,4,0,10,3,0,0,3,0,3,4,14,44,1051,263,40,1335,102,828,42,292,54,404,289,4693
SED30081,0,6,0,367,87,19,3,78,16,39,9,18,15,48,601,925,13,0,6,3,3,6,0,0,7,14,27,74,1604,182,57,1564,225,1144,68,266,90,510,633,6361
SED30082,0,4,0,475,81,14,0,87,4,39,4,20,6,29,289,580,4,3,0,0,0,4,0,3,0,5,15,37,1122,177,40,1497,144,885,70,237,56,381,311,4927
SED30083,3,10,0,392,59,9,7,57,10,34,3,18,5,24,265,492,7,0,4,0,0,3,0,0,3,0,11,24,1094,173,33,1488,171,1040,40,272,62,410,280,5067
SED30084,3,6,0,502,80,7,0,44,5,46,3,15,0,33,388,616,10,0,4,3,3,6,0,0,0,6,10,44,1041,144,24,1163,166,690,47,229,59,365,397,4331
SED30085,0,0,0,274,146,6,0,93,9,50,3,11,7,25,348,709,17,3,6,13,0,5,0,0,0,11,19,75,1082,121,45,1144,148,709,62,126,44,272,381,4131
SED30086,0,6,0,237,102,15,3,79,8,68,3,33,10,69,285,685,9,0,4,8,0,4,0,0,3,12,28,68,1506,244,53,1556,243,1540,76,426,110,796,330,6877
SED30087,5,4,0,714,118,19,9,112,4,72,13,24,6,27,907,1306,15,0,3,5,0,3,0,3,9,5,21,71,1450,192,90,1998,205,1162,66,256,84,326,935,6774
SED30088,0,14,4,172,78,11,10,67,18,96,7,48,9,98,273,717,6,0,4,0,0,0,0,9,7,16,42,86,1213,217,58,1159,181,1724,58,579,144,1211,343,6892
SED30089,3,14,0,1101,85,5,4,66,14,42,5,9,4,30,256,523,0,6,3,11,3,3,3,0,0,3,9,45,1265,216,46,1854,255,941,64,222,42,349,280,5533
SED39494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED40001,3,7,0,738,66,10,3,59,6,31,3,8,0,11,193,400,0,0,0,4,0,0,0,0,0,6,9,20,687,164,27,991,119,545,23,177,27,231,212,3199
SED40002,3,6,0,476,56,17,0,62,3,32,3,5,3,20,206,411,3,3,0,0,0,0,0,0,0,3,10,22,785,203,38,1368,140,620,60,227,38,282,215,3967
SED40003,3,18,0,1424,97,17,0,102,6,42,0,19,5,17,347,653,5,0,0,7,3,4,0,0,0,0,8,30,1035,237,32,1549,116,771,38,205,30,236,354,4606
SED40004,0,8,0,484,72,10,4,97,6,35,6,13,8,23,253,534,4,0,0,3,5,0,0,0,0,0,6,25,848,177,39,1455,150,614,44,189,35,216,269,4025
SED40005,0,7,0,127,69,17,4,76,8,25,0,10,5,40,177,430,7,0,0,8,0,0,0,3,0,13,3,34,693,154,44,1147,115,519,35,159,45,301,192,3404
SED40006,0,4,0,177,49,9,0,69,6,43,3,19,4,51,201,456,11,0,4,3,0,5,0,0,3,6,9,44,776,216,26,1161,138,721,44,299,45,507,220,4156
SED40007,5,8,3,601,70,20,0,105,5,27,6,14,3,30,251,525,6,0,0,6,0,3,0,0,0,3,7,30,780,184,36,1472,155,612,50,231,42,366,270,4190
SED40008,0,3,0,216,48,4,0,58,0,29,3,15,6,30,158,362,3,0,0,3,0,0,0,0,0,5,21,32,663,181,30,1072,136,632,50,289,56,479,187,3777
SED40009,0,5,0,639,88,12,3,103,9,35,4,14,3,22,274,576,6,0,0,3,0,3,0,3,0,0,5,25,1018,252,35,1692,158,653,53,203,33,227,282,4607
SED40010,3,14,4,842,65,7,4,72,5,39,3,11,0,19,221,443,3,0,3,11,0,5,0,0,0,0,3,25,780,199,25,1257,113,652,38,197,18,242,230,3745
SED40011,0,3,0,211,25,5,0,52,11,24,3,15,3,33,171,350,5,0,3,3,0,0,3,0,0,8,7,24,571,205,31,1079,140,571,46,245,40,379,190,3495
SED40012,3,3,0,264,53,16,7,47,10,32,3,23,7,64,196,446,0,3,3,3,3,3,0,0,3,10,8,28,805,245,40,1112,115,775,41,340,55,663,220,4416
SED40013,0,6,0,113,47,27,0,65,4,17,6,23,3,19,182,398,3,4,3,3,0,0,0,0,0,0,4,17,402,234,42,927,77,379,51,243,47,260,190,2860
SED40014,0,0,0,279,69,14,3,101,8,46,6,9,0,28,211,501,0,0,3,4,0,3,0,0,4,0,7,20,917,199,39,1726,165,718,68,228,45,236,220,4562
SED40015,0,0,0,173,61,14,5,84,10,35,3,13,0,13,259,491,4,0,0,3,3,0,0,0,0,9,33,54,579,172,37,1232,108,445,46,149,39,165,301,3276
SED40016,0,0,0,147,49,7,0,43,5,26,0,20,3,27,140,319,0,0,3,5,0,0,0,0,0,6,11,27,617,171,18,1180,125,690,34,241,30,331,157,3599
SED40017,0,3,0,157,59,16,5,84,6,37,6,14,0,28,257,503,3,0,0,3,3,0,0,0,0,7,3,32,526,134,39,1154,115,516,28,162,47,352,273,3338
