SED_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED30077,10237,11181,21425,590,677,1269,434,469,907,239,242,480,6764,7012,13777,74,67,145,82,85,160,44,40,86,63,44,104,61,48,110,3,0,3,7769,8015,15782,1259,1395,2660,216,163,374,9835,10250,20084,1270,1500,2763,21338,22929,44270
SED30078,13322,13970,27292,1351,1416,2764,344,329,669,174,171,341,6208,6420,12632,92,86,179,80,63,141,19,23,48,52,40,93,35,41,76,0,0,0,7002,7177,14179,3747,3971,7717,206,185,396,12302,12752,25058,1201,1186,2387,26826,27904,54736
SED30079,11243,12103,23349,1011,966,1974,372,332,706,175,169,346,5863,5537,11399,89,75,167,64,45,110,22,26,43,36,31,70,41,31,66,0,0,0,6666,6236,12905,4803,4773,9578,238,183,419,12714,12156,24877,1597,1683,3279,25559,25945,51497
SED30080,10180,10547,20731,1731,1565,3296,1291,1308,2597,598,560,1158,6652,6794,13447,138,131,271,155,141,296,72,96,173,45,47,89,71,74,142,0,4,3,9023,9162,18177,3156,3380,6531,278,256,532,14178,14362,28540,3435,3343,6782,27796,28253,56048
SED30081,11612,11938,23553,1428,1575,3005,505,481,986,346,341,686,6775,7738,14507,115,129,242,122,154,277,75,91,164,216,245,454,64,83,144,0,0,0,8212,9256,17465,398,443,839,250,229,483,10289,11499,21792,1854,1676,3534,23762,25117,48875
SED30082,10851,11633,22478,1439,1561,2998,453,557,1008,116,125,239,7130,7957,15088,53,67,119,78,74,153,27,44,70,73,59,129,33,32,63,0,0,0,7965,8909,16873,494,569,1059,156,143,299,10053,11177,21229,1871,1862,3731,22771,24673,47440
SED30083,10166,11736,21910,1159,1271,2431,457,508,969,137,144,283,7163,8096,15258,84,85,169,67,69,132,41,43,85,85,83,169,25,39,64,0,0,0,8054,9070,17129,1119,1115,2233,202,223,422,10533,11681,22219,1631,2013,3640,22331,25431,47768
SED30084,10458,10077,20533,982,1056,2033,638,592,1226,409,426,833,6724,7310,14033,123,112,230,164,154,316,68,75,145,186,151,335,97,74,174,0,0,0,8410,8891,17301,855,977,1839,239,212,455,10488,11139,21621,2407,2178,4587,23351,23394,46743
SED30085,10065,9216,19285,2568,2595,5163,355,292,645,90,92,186,3282,3473,6755,47,50,94,67,68,135,5,12,15,71,74,143,6,12,14,0,0,0,3924,4069,7997,322,412,738,124,94,220,6939,7173,14118,2462,2194,4652,19471,18579,38051
SED30086,13660,14019,27682,1271,1386,2654,499,504,1003,197,198,389,8659,9495,18158,58,68,125,100,121,218,32,38,70,31,40,65,31,30,57,0,0,0,9601,10491,20089,1485,1622,3104,380,321,702,12732,13822,26557,2382,2519,4902,28777,30358,59132
SED30087,13068,12332,25400,2497,2436,4935,756,738,1496,372,439,814,6612,7001,13615,150,134,277,250,260,511,72,88,160,83,81,161,25,31,62,0,0,0,8326,8772,17102,910,1085,1997,206,210,415,11936,12504,24442,3274,2539,5808,28274,27375,55647
SED30088,13672,13720,27390,1301,1460,2767,433,430,869,199,145,345,7313,7504,14819,88,78,164,77,69,145,37,45,84,39,40,78,14,20,30,3,0,3,8201,8343,16538,2653,2590,5240,275,246,525,12429,12640,25068,2664,2665,5332,28766,29026,57794
SED30089,10931,11527,22459,979,980,1963,504,501,1000,208,185,390,7103,7078,14177,67,62,133,87,83,172,29,37,68,47,39,85,56,48,109,4,4,9,8104,8037,16146,1944,1991,3938,208,200,407,11239,11210,22444,1678,1612,3292,23849,24346,48197
SED39494,1044,637,1684,262,153,423,425,419,841,254,247,499,1987,1703,3689,85,88,165,146,127,276,57,58,117,42,40,82,24,23,48,0,0,0,3015,2704,5724,628,764,1394,103,52,159,4011,3681,7693,1703,1097,2804,6759,5414,12175
SED39797,33,49,84,0,0,0,4,0,3,0,0,0,12,12,22,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,31,9,5,14,0,0,0,25,21,45,4,17,24,66,81,150
SED40001,7847,8065,15920,981,937,1920,307,286,591,337,341,681,186,177,366,4520,4502,9014,119,95,219,27,38,61,95,101,195,51,57,111,3,0,3,5646,5594,11240,3497,3628,7123,137,102,233,10260,10257,20523,2153,1629,3784,20267,19958,40220
SED40002,8779,9526,18301,626,677,1301,161,165,330,143,157,304,115,108,221,3630,3842,7475,40,45,91,12,16,34,49,47,93,10,13,27,0,0,0,4166,4407,8573,1280,1461,2746,89,74,164,6165,6616,12775,784,863,1645,15725,17000,32727
SED40003,9208,10109,19317,626,687,1312,165,191,358,145,171,316,96,106,201,3247,3627,6878,49,50,102,19,17,41,31,41,71,26,24,50,0,0,0,3771,4233,8009,1103,1272,2372,40,37,77,5538,6233,11772,662,705,1371,15413,17044,32455
SED40004,9082,9755,18840,736,759,1488,157,166,322,110,124,232,97,126,225,3161,3489,6651,55,59,110,13,15,28,50,60,115,30,31,62,0,0,0,3676,4069,7744,775,836,1605,100,106,204,5273,5766,11045,691,759,1445,15052,16284,31333
SED40005,10436,10209,20647,1659,1795,3460,114,120,235,170,186,362,114,118,229,2180,2288,4462,81,82,165,8,17,24,79,94,170,5,5,13,0,0,0,2755,2909,5659,312,301,617,90,74,156,4814,5076,9895,1351,1290,2636,16598,16576,33179
SED40006,9791,10192,19980,733,793,1527,122,101,224,137,138,276,102,103,208,4340,4661,9002,54,35,88,12,13,18,43,39,74,14,19,30,0,0,0,4813,5110,9920,1000,1095,2102,92,80,175,6641,7080,13721,1102,1078,2183,17536,18348,35884
SED40007,9794,10468,20262,636,694,1333,112,104,214,150,145,296,100,99,200,3252,3478,6735,51,57,107,13,20,37,55,53,106,17,9,28,0,0,0,3751,3966,7717,733,751,1490,64,51,119,5190,5466,10658,809,801,1608,15790,16737,32528
SED40008,9291,9657,18951,654,659,1315,133,107,235,147,143,296,80,76,156,3695,3714,7410,48,49,98,21,17,35,45,38,85,21,16,40,0,0,3,4199,4162,8359,1367,1314,2684,112,72,180,6337,6199,12539,1103,1162,2266,16732,17022,33750
SED40009,10117,10374,20489,583,606,1189,120,125,238,102,134,228,60,77,132,3325,3467,6791,56,46,100,10,16,26,53,72,125,29,29,54,0,0,0,3743,3960,7701,726,892,1618,61,63,127,5116,5520,10638,693,631,1319,15925,16519,32448
SED40010,8304,9060,17367,678,703,1380,224,198,421,178,195,379,132,119,250,3998,4146,8144,60,38,96,25,20,38,62,62,119,38,35,78,0,0,0,4710,4817,9528,1543,1648,3189,89,77,164,7021,7251,14269,878,942,1820,16199,17255,33456
SED40011,8286,9244,17526,609,720,1327,155,155,310,146,158,301,80,92,173,3981,4432,8411,39,54,97,12,20,31,76,74,151,21,13,32,0,0,0,4512,4991,9501,1188,1387,2577,112,92,206,6423,7190,13608,900,975,1874,15609,17406,33014
SED40012,9503,9804,19308,1127,1050,2176,141,102,237,136,135,268,103,97,204,3843,3703,7553,51,36,82,13,12,24,51,44,91,12,7,21,3,0,3,4351,4135,8483,2309,1901,4216,106,82,187,7892,7169,15063,1187,1187,2378,18584,18166,36746
SED40013,8745,8935,17679,1721,1930,3654,160,162,325,134,163,296,169,160,326,2953,3224,6178,87,103,187,34,33,69,83,95,180,11,16,25,0,0,0,3631,3955,7582,198,241,437,72,71,145,5627,6197,11824,1219,1256,2473,15590,16387,31983
SED40014,10699,11311,22006,561,607,1166,78,70,155,57,78,138,78,97,175,3275,3626,6902,40,43,80,0,4,9,37,25,62,8,14,21,0,0,0,3577,3961,7543,355,391,746,71,102,167,4554,5063,9618,562,581,1145,15813,16958,32771
SED40015,9268,8870,18138,2348,2434,4783,86,68,157,72,73,141,124,128,249,1878,1957,3839,117,113,233,18,26,44,88,86,177,5,9,11,0,0,0,2392,2458,4847,149,178,324,85,73,165,4974,5145,10120,1618,1397,3013,15853,15411,31269
SED40016,9188,9589,18782,446,465,907,64,83,145,87,69,151,85,74,160,3177,3375,6555,36,28,64,6,3,11,26,21,46,8,3,14,0,0,0,3492,3656,7148,685,733,1420,83,79,163,4704,4935,9637,708,861,1571,14603,15388,29987
SED40017,10369,10252,20618,2011,2128,4143,86,93,174,77,79,164,102,103,206,2147,2376,4521,74,81,157,29,36,61,89,81,173,3,3,9,0,0,0,2610,2853,5462,148,168,321,86,73,159,4851,5226,10079,1285,1266,2558,16506,16745,33255
SED40018,9590,8966,18560,2454,2470,4918,145,118,260,152,107,254,194,153,343,1562,1484,3040,146,127,270,25,21,44,80,89,168,7,5,10,0,0,0,2302,2102,4410,256,314,569,123,99,225,5139,4988,10127,1663,1479,3145,16398,15432,31822
SED40019,10031,9513,19544,1473,1534,3003,85,76,163,91,74,158,102,82,187,2708,2774,5482,58,64,127,12,8,19,90,75,170,4,9,9,0,0,0,3144,3169,6320,94,123,217,71,49,121,4776,4877,9655,1367,1305,2667,16176,15687,31861
SED40020,8576,8734,17310,2080,2356,4432,116,141,261,140,155,296,136,135,267,2506,2597,5097,85,80,162,28,34,57,92,93,188,10,7,17,0,0,0,3116,3237,6356,532,482,1012,93,69,162,5815,6148,11966,1538,1105,2652,15932,15989,31927
SED40021,8848,10060,18905,770,845,1623,100,114,219,98,99,195,81,96,176,3605,3935,7545,46,47,92,18,13,30,26,32,64,18,13,33,0,0,0,3993,4357,8354,1537,1626,3162,84,105,187,6391,6938,13326,766,871,1640,16014,17865,33874
SED40022,10124,10305,20427,1145,1269,2417,148,152,302,114,134,243,119,124,248,3129,3452,6575,81,77,162,17,18,43,64,81,150,12,12,18,3,0,3,3685,4061,7747,277,312,591,64,79,144,5177,5717,10896,932,963,1891,16232,16986,33217
SED40023,8721,9004,17729,1742,1966,3716,146,182,322,133,151,284,124,146,272,4020,4541,8562,64,66,124,21,22,44,67,72,138,12,9,21,0,0,0,4581,5188,9765,641,620,1255,104,116,218,7068,7892,14957,1280,1380,2657,17065,18280,35341
SED40024,9886,10236,20121,1314,1373,2686,136,148,285,139,153,295,157,154,315,3631,4041,7672,75,80,152,26,24,50,75,87,169,17,17,32,0,0,0,4258,4702,8960,257,259,522,89,105,198,5927,6448,12373,986,1041,2028,16800,17722,34522
SED40025,9401,10032,19428,903,971,1879,162,170,332,154,157,310,107,128,239,3316,3755,7068,35,58,94,15,23,34,52,65,116,21,17,33,0,0,0,3868,4352,8223,467,526,992,111,98,215,5355,5949,11311,953,1091,2042,15711,17071,32783
SED40026,9316,9555,18876,1180,1361,2542,148,185,331,123,140,268,149,168,318,4747,5281,10027,79,75,149,23,17,37,103,100,203,17,22,37,0,0,4,5392,5983,11373,237,281,514,128,82,205,6939,7704,14639,1058,1101,2154,17310,18360,35670
SED40027,10404,10471,20867,729,810,1544,110,103,211,93,94,186,87,75,159,4151,4415,8565,43,44,89,7,22,28,43,57,102,5,4,8,0,0,0,4533,4805,9344,691,714,1400,138,130,268,6100,6458,12554,1528,1617,3142,18024,18541,36569
SED40028,9909,9228,19135,2032,1986,4010,122,100,222,347,314,659,116,111,224,1474,1588,3062,98,81,179,18,20,39,45,34,80,8,3,6,0,0,3,2230,2257,4482,447,304,757,64,49,110,4770,4596,9366,1269,1194,2468,15947,15017,30968
SED40029,9884,10174,20062,637,703,1341,87,95,179,82,89,169,90,105,195,3649,3936,7584,43,42,85,7,10,20,44,55,103,3,8,17,0,0,0,4012,4346,8355,212,283,493,99,94,191,4959,5422,10378,902,908,1811,15742,16511,32255
SED40030,9525,10023,19550,581,602,1182,90,116,207,116,116,231,78,96,174,3815,4202,8012,41,43,80,15,10,23,47,56,106,14,19,32,0,0,0,4224,4649,8874,814,923,1742,105,105,210,5731,6276,12009,770,863,1631,16022,17162,33189
SED40031,11115,11358,22477,612,670,1284,79,84,159,111,100,209,66,69,130,3091,3148,6237,43,41,86,10,18,28,48,30,74,14,14,27,0,0,0,3457,3498,6954,726,739,1471,56,58,116,4859,4964,9819,640,631,1266,16612,16947,33563
SED40032,7699,8479,16182,861,918,1779,168,203,371,198,194,395,150,151,309,3547,3938,7481,49,63,111,26,27,50,55,57,111,17,22,44,0,0,0,4223,4660,8880,841,903,1750,113,129,236,6036,6614,12647,946,1075,2019,14683,16166,30848
SED40033,9278,9340,18617,1551,1748,3298,111,101,213,416,415,831,125,125,248,2631,2872,5507,98,80,176,36,27,62,46,46,84,8,7,11,0,0,0,3471,3667,7139,252,270,522,85,90,179,5364,5780,11142,1540,1126,2666,16176,16243,32424
SED40034,9752,9568,19322,1043,1225,2269,216,198,416,158,142,292,156,166,322,4511,4935,9439,68,55,122,19,36,53,79,79,155,25,23,48,0,0,0,5220,5630,10857,399,430,830,158,168,330,6823,7461,14276,1466,1407,2873,18041,18438,36476
SED40035,10612,10633,21245,490,548,1042,79,86,169,50,62,111,79,79,161,3136,3399,6534,23,23,39,13,21,29,30,31,61,11,11,28,0,0,0,3421,3708,7128,306,317,621,74,69,144,4295,4637,8932,698,728,1425,15600,15999,31601
SED40036,10645,10663,21308,480,514,999,75,66,145,94,86,183,52,32,85,3405,3546,6950,29,33,59,8,3,13,36,29,69,20,13,33,0,0,0,3713,3809,7530,790,843,1629,83,76,152,5064,5245,10313,1594,1142,2739,17310,17048,34354
SED40037,10049,10241,20295,1123,1224,2349,254,226,478,192,163,350,170,166,333,4355,4445,8802,83,67,152,16,25,44,81,64,151,60,52,108,0,0,0,5216,5201,10419,1332,1311,2645,130,121,255,7805,7858,15663,1136,1085,2228,18994,19191,38185
SED40038,10246,10386,20629,743,788,1529,107,101,215,76,77,153,63,59,117,3628,3794,7420,32,33,64,14,17,37,45,48,94,4,3,9,0,0,0,3975,4129,8103,1245,1315,2561,160,114,278,6122,6348,12466,1195,1190,2382,17566,17915,35482
SED40039,9470,9554,19026,613,647,1256,99,95,197,87,96,183,108,107,213,3736,4096,7834,50,49,98,22,21,44,46,41,86,9,8,15,0,0,0,4163,4511,8671,258,298,553,132,99,234,5164,5556,10718,1202,1299,2500,15829,16412,32242
SED40040,10319,10081,20407,1281,1294,2571,95,100,196,125,146,269,122,133,253,3148,3338,6482,61,67,130,18,15,35,79,105,177,11,13,28,0,0,0,3663,3913,7577,140,178,314,56,56,109,5133,5441,10575,1094,1098,2191,16553,16616,33173
SED40041,9776,9283,19058,1671,1881,3551,112,113,228,76,86,164,120,109,234,1901,1869,3775,86,86,167,19,12,26,74,87,160,0,3,7,0,0,3,2399,2357,4758,118,170,290,83,60,141,4268,4467,8739,2187,1397,3588,16231,15145,31382
SED40042,11169,10957,22126,849,881,1727,203,140,351,177,132,307,152,105,258,4126,4442,8565,66,43,103,13,11,25,71,64,134,33,19,52,0,0,0,4836,4962,9801,512,608,1122,142,121,256,6334,6570,12903,1242,1191,2436,18745,18718,37464
SED40043,8740,9398,18131,838,894,1731,164,132,299,137,130,262,106,120,232,4693,5049,9746,47,47,94,13,14,23,65,57,121,30,31,62,0,0,0,5248,5579,10827,1425,1568,2988,97,101,193,7603,8145,15743,977,1037,2012,17317,18575,35891
SED40044,8188,9390,17582,723,824,1551,234,254,486,188,226,416,114,122,239,3600,4218,7819,84,91,168,24,26,49,35,37,74,32,26,58,0,0,0,4304,4996,9298,1369,1507,2881,72,84,147,6466,7406,13876,834,943,1773,15491,17745,33236
SED40045,9636,10336,19975,587,679,1261,113,135,250,104,138,242,80,102,182,3393,3729,7125,48,43,96,7,14,24,28,52,82,21,18,40,0,0,4,3806,4228,8034,822,915,1733,67,77,142,5284,5886,11170,754,816,1564,15675,17040,32713
SED40046,8585,9193,17781,813,838,1650,149,142,291,155,161,313,99,109,212,3860,3970,7831,46,46,89,11,10,22,40,36,77,8,11,18,0,0,0,4371,4487,8860,1789,1862,3654,115,124,238,7098,7313,14404,974,1053,2029,16658,17553,34212
SED40047,10358,10929,21284,530,573,1102,109,120,224,78,80,162,83,91,173,3379,3790,7166,45,36,83,20,17,36,51,40,87,17,16,32,0,0,0,3774,4189,7960,367,381,748,59,48,112,4732,5191,9927,665,712,1383,15757,16837,32594
SED49494,251,122,372,66,31,100,38,28,70,39,38,74,61,68,130,534,373,907,30,26,58,3,11,13,13,16,32,3,3,6,0,0,0,721,568,1288,151,111,263,23,10,30,958,720,1680,480,243,722,1688,1083,2774
SED49797,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,6,0,3
SED50106,8886,9232,18118,1490,1648,3136,80,65,148,54,66,120,105,89,193,41,44,88,4268,4644,8912,19,29,48,16,18,34,5,5,13,0,0,0,4593,4971,9563,378,459,838,103,87,185,6557,7168,13728,1583,1173,2756,17023,17572,34599
SED50205,8361,9255,17619,1073,1173,2244,131,134,263,156,158,315,121,130,250,33,36,77,3876,4310,8189,12,11,25,27,33,55,10,17,27,0,0,6,4368,4836,9198,1060,1169,2227,55,66,121,6551,7239,13788,831,921,1750,15744,17417,33161
SED50302,10106,10146,20251,1107,1195,2310,137,148,280,105,99,208,138,152,289,57,55,118,5776,5998,11771,25,20,48,37,34,66,5,7,17,0,0,0,6283,6514,12800,1112,1324,2438,151,144,298,8652,9186,17843,1818,1758,3577,20576,21094,41667
SED50404,8881,9795,18671,645,655,1303,143,140,284,126,125,250,129,112,241,55,62,112,4544,4677,9220,22,21,43,18,19,39,22,18,46,0,0,0,5061,5174,10234,1849,1898,3749,145,126,271,7701,7850,15550,1230,1348,2583,17810,18994,36805
SED50502,10424,10586,21013,852,838,1692,96,83,184,92,83,173,103,94,198,26,18,39,3580,3731,7314,21,24,42,18,21,40,5,4,11,3,0,7,3947,4062,8009,1014,1099,2114,109,95,207,5921,6100,12018,1204,1217,2418,17551,17899,35449
SED50605,9182,10013,19197,610,605,1210,119,128,248,109,101,211,87,91,181,38,40,79,3517,3617,7136,6,11,19,20,19,37,13,10,28,3,3,4,3920,4023,7941,1524,1563,3089,55,57,109,6109,6243,12347,941,944,1885,16234,17199,33429
SED50702,8440,8651,17092,1110,1101,2211,172,134,305,168,131,300,184,163,342,76,54,131,4724,4338,9065,14,14,30,43,27,78,15,7,26,0,0,3,5404,4878,10279,2504,2386,4888,181,134,319,9198,8502,17692,2334,2128,4463,19968,19275,39244
SED50806,8391,8789,17180,1100,1189,2293,93,98,197,113,100,215,160,158,317,34,56,93,3914,4467,8383,17,32,46,46,40,82,8,0,13,0,4,4,4382,4962,9343,778,869,1641,108,130,242,6372,7151,13519,1796,1436,3236,16556,17377,33933
SED50904,12799,12919,25716,2258,2483,4741,380,393,772,234,268,503,342,349,686,114,120,230,11376,12126,23510,44,51,97,66,76,138,27,38,63,0,0,0,12590,13419,26002,3189,3499,6689,236,219,458,18275,19615,37892,2902,2899,5799,33974,35430,69408
SED51005,9887,9867,19756,1274,1153,2426,195,149,342,197,145,343,115,99,212,81,66,146,4870,4602,9468,26,22,43,30,39,68,5,6,18,17,10,24,5549,5132,10675,3856,3625,7477,170,144,314,10845,10054,20898,1523,1352,2877,22249,21275,43527
SED51104,9899,10355,20253,665,695,1361,106,103,210,98,96,196,104,103,205,28,29,58,3472,3583,7057,8,14,18,17,17,30,17,12,36,0,0,0,3844,3959,7807,773,843,1618,63,55,122,5344,5559,10908,704,644,1353,15950,16556,32505
SED51201,9205,8656,17854,1697,1753,3448,53,62,113,63,60,120,70,82,152,42,42,88,2768,2732,5498,15,21,37,22,33,58,3,4,7,0,0,4,3041,3041,6075,440,409,840,96,71,173,5269,5268,10538,2231,1594,3827,16698,15519,32218
SED51304,9897,10445,20335,992,974,1970,177,183,362,200,202,400,111,113,221,65,59,124,4687,4721,9416,25,20,49,22,16,38,22,17,37,3,3,4,5312,5334,10645,1937,2085,4019,69,65,133,8308,8456,16771,1060,1081,2145,19271,19986,39253
SED51405,10980,11163,22144,973,1038,2013,186,171,355,149,158,306,165,167,334,67,57,125,5981,6359,12338,24,28,60,47,49,95,10,11,24,3,0,3,6637,7002,13636,1701,1850,3556,145,131,274,9456,10018,19478,1430,1343,2766,21868,22527,44396
SED51506,9986,9925,19911,1819,1983,3797,74,91,163,105,110,216,130,169,298,38,39,81,4014,4408,8426,44,41,85,35,55,84,4,0,3,5,3,13,4449,4919,9372,547,561,1112,102,117,215,6916,7578,14492,1469,1377,2852,18368,18885,37255
SED51604,8051,8954,17010,1142,1167,2305,251,292,546,212,227,440,173,163,328,56,47,98,4211,4650,8861,10,18,27,31,22,55,31,36,59,0,0,0,4966,5446,10416,1553,1662,3211,107,117,220,7767,8389,16155,1340,1459,2795,17161,18798,35960
SED51702,12509,12257,24766,1312,1352,2661,148,135,281,172,160,335,150,165,317,66,74,140,10085,10374,20459,32,38,64,47,58,110,20,15,39,3,5,8,10726,11027,21754,1661,1935,3592,204,181,383,13898,14495,28390,1916,1370,3287,28324,28118,56445
SED51806,8704,8818,17522,1642,1789,3427,179,178,358,145,181,329,225,235,456,65,68,127,5204,5778,10984,53,51,110,71,54,125,10,7,21,0,0,0,5952,6560,12514,933,1073,2005,130,152,280,8654,9566,18221,1434,1334,2761,18787,19715,38499
SED51903,11505,10470,21974,2821,2765,5592,305,245,546,296,284,576,365,359,727,234,180,418,4607,4445,9050,154,145,301,72,69,143,16,14,30,3,3,12,6054,5744,11795,1230,1252,2483,176,147,327,10280,9910,20189,3210,2575,5782,24994,22952,47949
SED52002,10990,10988,21976,1233,1230,2465,98,105,203,99,101,205,132,131,264,40,36,75,4637,4682,9319,19,16,27,33,28,64,5,7,13,0,0,0,5061,5104,10165,1185,1340,2526,116,83,206,7598,7759,15356,1318,1162,2480,19904,19906,39813
SED52105,8752,9586,18334,981,1020,1995,221,259,481,214,249,467,201,186,389,44,59,99,4820,5309,10131,35,47,81,29,45,74,34,33,61,3,4,9,5609,6187,11798,1255,1342,2599,145,136,282,7998,8684,16677,1775,1799,3571,18517,20071,38586
SED52201,8984,9025,18009,1663,1792,3454,106,117,225,80,91,169,105,110,217,49,54,99,3904,4329,8235,15,18,34,53,49,101,10,17,25,4,0,3,4320,4786,9106,545,617,1159,118,111,230,6643,7303,13945,1987,1652,3643,17619,17978,35592
SED52304,12572,12776,25348,1062,1086,2145,117,120,240,115,112,233,89,84,178,46,43,95,5381,5564,10948,19,17,38,28,20,49,16,14,27,3,3,3,5824,5980,11802,1374,1449,2827,131,123,256,8396,8634,17033,1163,1140,2304,22129,22552,44681
SED52402,10983,11150,22134,1002,1067,2076,112,96,212,124,109,232,103,111,214,65,52,118,3894,3987,7881,26,25,49,24,19,43,14,14,23,4,0,6,4369,4419,8790,1464,1538,3000,150,121,270,6991,7139,14130,1346,1316,2665,19323,19606,38923
SED52504,9814,10140,19955,667,720,1382,119,126,243,112,119,235,87,97,178,32,32,62,3207,3248,6454,4,13,19,17,24,44,9,5,10,0,0,0,3586,3658,7243,908,941,1849,71,56,129,5231,5369,10603,734,700,1435,15780,16205,31989
SED52605,10978,11286,22260,774,817,1593,124,119,248,105,122,230,107,125,226,44,51,93,4157,4122,8278,21,13,36,36,33,63,13,18,37,3,3,6,4614,4606,9217,1397,1404,2801,104,80,176,6889,6906,13790,883,776,1656,18751,18957,37711
SED52704,9550,9710,19260,664,684,1346,104,85,188,87,107,192,109,104,213,24,22,47,3925,4073,7997,16,26,39,21,19,42,8,7,23,0,3,4,4299,4447,8746,1502,1519,3023,110,93,200,6577,6737,13313,983,848,1828,17109,17294,34399
SED52802,10302,10390,20692,855,886,1741,83,76,155,89,103,195,79,89,160,29,26,55,3699,3687,7389,18,17,38,20,30,50,8,21,28,3,0,4,4035,4033,8068,856,884,1746,73,85,161,5818,5895,11716,1112,1029,2143,17230,17319,34551
SED52903,1022,830,1850,163,173,338,39,24,71,35,18,54,52,27,78,34,21,51,546,258,799,15,4,19,21,21,46,0,3,3,0,0,0,746,374,1118,84,59,140,123,113,239,1114,719,1831,466,198,668,2609,1745,4353
SED53003,6933,6793,13726,2256,2459,4716,253,255,508,297,326,624,332,334,664,116,107,218,2201,2387,4590,41,51,93,185,186,376,15,14,26,3,3,5,3448,3661,7107,557,641,1199,346,296,646,6608,7056,13667,2093,1926,4014,15628,15777,31408
SED53104,10381,10802,21185,513,472,987,75,67,143,80,79,151,84,85,173,26,25,52,2918,3091,6009,20,22,38,16,19,35,13,20,35,4,4,11,3238,3405,6639,871,858,1730,93,134,233,4720,4873,9589,627,598,1222,15723,16264,31993
SED53205,12037,12106,24145,1575,1741,3313,330,281,614,247,242,490,345,356,700,125,120,248,9174,9530,18706,62,56,119,86,88,175,23,21,44,4,5,14,10397,10701,21101,2110,2467,4577,239,175,415,14322,15084,29408,3493,2322,5812,29848,29506,59355
SED53306,8356,8911,17264,1271,1407,2679,167,167,333,155,161,321,214,236,449,75,77,151,5769,6416,12185,46,68,112,87,83,169,11,8,24,3,0,8,6532,7218,13749,1079,1215,2296,149,138,289,9032,9977,19015,1564,1589,3150,18949,20484,39435
SED53402,8880,9212,18089,997,1019,2013,179,183,366,222,234,455,154,138,297,65,55,116,4921,4868,9788,29,25,52,38,38,78,23,31,53,0,0,0,5633,5575,11208,1902,2030,3932,231,225,459,8757,8845,17609,1399,1393,2787,19031,19454,38483
SED53502,9677,9747,19428,849,858,1708,86,117,200,74,85,163,116,135,255,48,55,103,5226,5302,10525,24,16,41,44,32,78,16,16,26,0,0,0,5639,5753,11392,892,943,1831,140,122,263,7524,7672,15195,1575,1589,3171,18774,19017,37787
