SED_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED22501,18400,19307,37708,1137,1188,2325,134,148,286,5176,5631,10804,138,154,294,58,71,124,63,78,143,27,26,57,25,26,51,27,33,62,0,0,0,5650,6166,11816,704,789,1491,69,75,147,7561,8214,15774,983,1079,2060,26937,28602,55539
SED22607,15862,17161,33020,1423,1564,2983,406,426,835,7083,7439,14523,333,401,739,145,148,287,142,187,330,74,98,174,41,46,84,77,93,167,0,0,0,8300,8841,17145,2506,2737,5241,175,170,337,12405,13308,25713,2149,2302,4451,30411,32767,63181
SED22704,17863,17582,35445,2802,3071,5873,432,426,857,4828,5198,10027,474,379,852,92,96,189,125,138,260,58,69,129,129,99,227,34,30,58,0,0,0,6173,6431,12605,430,417,850,131,105,233,9539,10025,19560,3032,2813,5845,30434,30418,60853
SED22802,16784,17107,33894,1108,1156,2266,120,132,255,6264,6693,12959,152,161,315,36,31,63,59,58,118,13,21,40,17,20,38,3,3,9,0,0,0,6663,7131,13791,468,539,1007,84,84,166,8320,8905,17230,1258,1327,2588,26367,27345,53708
SED22901,16623,17637,34253,802,845,1652,141,142,281,5968,6292,12263,103,111,218,67,75,145,60,59,122,21,37,58,13,10,25,6,16,23,0,0,0,6383,6742,13128,1254,1478,2730,110,121,233,8556,9184,17736,1035,1186,2224,26212,28001,54213
SED23007,17862,18544,36402,1779,1676,3450,468,433,902,8651,8012,16662,383,361,744,164,166,331,194,176,372,86,98,179,42,46,89,97,89,183,5,6,9,10084,9387,19473,5378,4750,10122,291,220,509,17526,16025,33552,3237,2942,6185,38632,37510,76143
SED23101,17145,18568,35716,736,790,1531,151,168,322,5310,5612,10919,114,141,257,63,68,138,74,77,152,37,33,69,18,9,29,15,27,47,0,0,0,5780,6147,11923,2423,2593,5009,101,84,185,9041,9607,18646,1010,1160,2172,27201,29340,56533
SED23205,14929,15859,30781,1618,1813,3431,194,212,409,7139,7677,14813,191,215,405,44,53,94,79,77,156,39,68,101,29,31,63,14,19,32,0,0,0,7722,8350,16075,908,1042,1949,217,202,416,10465,11403,21866,2275,2477,4750,27668,29742,57402
SED23308,15192,16848,32034,1861,2003,3861,279,318,595,6869,7767,14635,227,261,488,106,114,221,114,119,227,54,72,127,38,52,93,54,58,109,0,0,0,7741,8756,16496,1126,1143,2267,189,149,337,10911,12048,22958,1985,2171,4149,28083,31062,59147
SED23402,16318,16521,32839,1772,1931,3711,215,207,428,9371,10199,19567,221,237,456,55,60,117,84,82,167,36,43,83,20,34,49,21,33,53,0,0,0,10033,10893,20926,883,977,1861,155,128,281,12842,13925,26768,1800,1849,3648,30963,32298,63260
SED23502,16150,16166,32318,3338,3681,7021,343,373,713,3958,4345,8304,355,373,728,65,64,132,165,155,315,47,54,104,55,59,106,42,42,76,4,0,4,5021,5464,10488,288,355,646,126,109,234,8780,9610,18387,2654,2783,5442,27583,28565,56147
SED23602,15113,15330,30450,3115,3479,6596,275,276,547,4064,4338,8404,267,259,524,76,70,150,130,130,256,40,41,81,65,57,127,33,35,67,0,0,0,4946,5212,10160,357,407,769,97,115,210,8521,9216,17731,3175,2428,5602,26809,26977,53784
SED23702,18576,19044,37622,2868,3168,6033,442,311,753,6306,6965,13274,399,305,708,78,46,127,150,107,254,47,51,98,55,49,106,41,38,77,0,0,0,7527,7862,15392,389,420,805,161,155,318,10945,11602,22543,1954,2007,3960,31474,32649,64124
SED23806,13929,15496,29431,1382,1427,2812,481,537,1017,7791,8425,16219,316,363,675,153,176,330,188,195,381,82,84,173,37,44,80,72,87,165,0,0,0,9128,9910,19035,3496,3716,7208,177,138,313,14182,15191,29366,1602,1787,3389,29714,32472,62185
SED23901,16632,18057,34686,1434,1482,2917,314,277,594,6347,6731,13078,303,232,530,78,93,171,93,117,206,35,42,76,43,38,81,72,49,122,0,0,0,7284,7578,14865,1742,1827,3568,160,167,331,10622,11055,21679,1782,1984,3766,29036,31098,60126
