SED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED40044,0,0,0,3,0,4,0,0,0,16,0,27,0,0,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,3,0,3,0,3,0,8,0,3,0,0,0,0,0,9,0,4,0,17,0,0,0,0,0,4,0,14,0,17,0,37,0,11,0,6,0,11,0,11,0,12,0,60,0,16,0,8,0,27,0,13,0,19,0,84,4,16,0,32,0,39,5,11,0,18,0,127,11,12,3,42,5,34,0,11,0,21,0,146,16,9,0,49,0,43,0,10,0,7,0,137,29,12,0,50,6,54,3,11,0,15,0,172,53,30,3,149,16,100,3,25,0,17,0,395,86,12,4,167,18,37,4,13,3,5,0,343,98,25,3,147,12,13,4,10,0,3,0,306,86,11,0,96,10,89,3,5,3,3,0,310,357,41,10,535,45,161,11,17
SED40045,3,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,3,0,0,0,4,0,6,0,18,0,0,0,5,0,6,0,19,0,18,0,48,0,3,0,3,0,11,0,13,0,21,0,50,10,9,0,6,4,21,0,27,0,21,3,93,3,12,4,37,7,49,0,28,4,25,0,169,12,15,0,61,7,44,7,18,0,30,0,187,7,12,7,59,3,55,3,18,0,18,0,192,31,15,0,79,5,49,3,12,0,26,0,223,87,25,4,227,17,95,4,22,10,24,0,527,110,13,5,273,30,48,6,11,4,21,0,526,125,8,3,225,30,24,8,9,0,10,0,438,122,6,4,105,17,67,7,3,0,4,0,337,351,35,6,423,38,125,13,16
SED40046,0,0,0,0,0,0,0,0,0,26,0,24,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,9,0,12,0,23,0,0,0,0,0,3,0,5,0,4,0,10,0,5,0,0,0,3,0,18,0,19,0,42,0,6,0,5,0,11,0,21,3,21,0,64,8,8,0,8,0,33,0,25,4,41,0,130,0,13,0,19,7,48,0,35,8,37,0,178,12,32,3,51,6,91,3,36,7,55,3,287,25,21,0,92,13,97,4,28,3,36,0,316,28,21,0,106,13,73,3,21,4,31,0,303,30,18,5,92,10,65,5,10,3,18,3,264,129,26,7,245,20,87,3,24,5,27,0,564,121,24,5,187,31,30,3,5,0,6,0,417,88,4,3,128,17,9,0,5,0,7,0,269,73,3,0,43,9,22,0,3,0,0,0,159,120,7,3,112,16,26,3,4
SED40047,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,5,0,12,0,8,0,33,0,3,0,0,0,5,0,11,0,25,0,43,0,4,0,3,0,18,0,13,0,22,0,67,3,17,0,14,0,34,0,30,0,34,0,134,3,6,0,44,4,77,0,27,6,37,0,211,18,14,0,87,11,101,8,30,13,34,0,311,22,11,3,152,17,90,0,17,3,25,0,354,63,12,0,158,16,86,4,17,0,16,0,368,161,27,3,328,34,123,5,14,6,24,0,734,181,11,10,270,42,45,5,12,3,13,0,589,148,4,4,185,23,28,4,0,0,9,0,402,110,5,3,77,6,32,4,3,3,3,0,237,177,6,0,121,9,35,3,4
SED49494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,0,6,0,16,0,24,4,3,0,3,0,5,0,7,3,13,0,32,4,4,0,5,3,12,0,24,3,20,0,70,0,16,0,20,0,39,0,31,7,25,0,144,17,26,0,82,4,75,3,35,12,29,3,277,19,25,5,103,4,82,3,30,8,21,0,303,23,21,4,107,9,86,9,23,3,19,0,304,41,22,5,142,14,69,0,16,9,19,0,332,121,37,6,235,19,89,8,17,5,13,3,560,111,19,7,208,18,38,6,3,3,6,0,414,76,12,3,123,12,22,5,3,0,3,0,252,42,0,0,30,12,31,0,3,3,4,0,129,89,6,9,104,11,27,3,9
SED50205,0,0,0,0,0,0,0,0,0,14,0,19,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,13,0,3,0,0,0,7,0,3,0,14,0,20,0,5,0,0,0,4,0,8,0,11,0,28,4,9,0,8,0,12,0,24,0,10,0,65,0,7,0,25,0,43,0,16,4,19,0,110,7,15,0,30,0,29,0,18,3,21,0,114,10,13,0,32,0,35,0,17,3,16,0,124,13,10,0,53,3,49,0,9,0,21,0,158,43,13,3,137,8,156,4,19,8,28,0,414,72,23,5,179,10,47,5,26,0,36,0,402,82,11,3,156,8,41,0,13,0,15,0,337,74,7,0,84,18,213,3,20,7,21,0,454,404,52,11,665,63,266,10,45
SED50302,0,0,0,0,0,4,0,0,0,21,0,27,0,0,0,0,0,0,0,6,0,12,0,11,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,8,0,3,0,11,0,0,0,0,0,4,0,10,3,46,0,60,3,4,0,3,0,19,0,21,3,55,3,106,0,6,0,6,0,38,0,35,3,61,0,148,7,8,0,15,0,105,7,46,0,63,3,250,3,22,3,58,3,199,6,55,15,52,0,417,20,33,8,118,8,216,4,48,14,48,5,520,37,22,3,159,10,192,4,33,10,28,3,504,45,17,0,129,7,151,5,18,9,30,0,414,183,31,3,259,32,201,11,29,15,26,0,784,143,7,3,152,21,68,7,18,3,11,0,432,90,5,0,103,13,31,4,8,9,8,0,261,44,0,4,27,7,35,0,3,3,0,3,134,95,6,3,75,7,38,3,8
SED50404,3,0,0,3,0,0,0,4,0,19,0,26,0,0,0,0,0,0,0,5,0,8,0,16,0,3,0,0,0,0,0,8,0,10,0,17,0,0,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,3,0,0,0,16,0,25,0,0,0,0,0,16,0,10,0,10,0,40,3,9,0,7,0,19,0,22,3,23,0,87,3,3,0,9,0,40,4,22,7,33,0,117,4,19,0,43,3,99,4,27,0,37,0,239,15,28,0,73,4,106,0,21,0,37,0,278,28,13,0,83,4,87,0,17,9,19,0,264,28,16,0,88,7,80,3,13,4,22,3,260,84,23,6,194,17,147,9,24,4,30,0,539,95,7,3,230,28,49,8,23,3,14,0,462,97,7,3,156,20,30,0,10,0,14,0,337,47,8,0,66,20,95,4,5,3,3,0,249,203,21,3,239,42,116,0,18
SED50502,0,0,0,0,0,3,0,4,0,20,0,30,0,0,0,0,0,0,0,3,0,7,0,13,0,0,0,0,0,0,0,3,0,10,0,15,0,0,0,0,0,0,0,6,0,13,0,14,0,0,0,0,0,3,0,6,0,22,0,30,0,3,0,3,0,13,0,17,0,22,0,54,0,8,0,11,0,14,0,26,3,39,0,103,8,16,4,19,0,64,0,36,4,54,0,198,14,17,0,40,0,127,0,28,5,45,0,282,20,22,0,91,3,108,4,27,6,37,3,326,24,34,3,96,7,110,5,20,8,30,0,337,55,15,0,101,8,95,3,14,4,33,0,330,137,22,9,252,28,181,11,25,3,30,3,694,127,26,7,198,24,71,10,8,3,16,0,489,98,15,6,120,23,32,4,3,3,13,0,319,69,3,3,52,15,45,4,3,7,8,0,213,133,6,0,144,19,49,10,10
SED50605,0,0,0,3,0,0,0,0,0,20,0,28,0,0,0,0,0,0,0,3,0,4,0,12,3,0,0,0,0,3,0,5,0,14,0,24,0,0,0,0,0,0,0,5,0,5,0,14,0,0,0,0,0,0,0,4,0,12,0,24,0,0,0,5,0,10,0,16,0,22,0,51,3,0,0,6,0,3,3,17,3,24,0,53,6,11,0,4,0,24,0,20,3,20,0,98,6,19,0,24,0,48,0,22,0,33,0,158,5,15,0,47,0,62,0,15,0,23,0,176,6,14,0,38,3,70,0,15,5,36,0,190,11,10,0,59,8,53,0,18,4,25,0,191,71,27,0,167,12,183,4,25,9,29,0,535,90,12,0,231,15,77,3,17,10,21,0,474,99,14,3,167,10,35,3,13,0,14,0,360,106,11,0,100,12,144,3,17,6,18,0,417,325,21,9,472,36,154,11,28
SED50702,0,0,0,0,0,0,0,0,0,25,0,29,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,16,0,25,0,0,0,0,0,0,0,6,0,4,0,13,0,0,0,0,0,8,0,14,3,32,0,62,0,0,0,3,0,13,0,18,0,23,0,56,3,8,0,7,0,29,0,20,8,25,0,92,4,11,0,4,0,66,3,31,3,43,0,162,4,15,0,35,3,110,3,29,9,46,0,256,14,16,3,66,8,83,3,9,10,42,0,251,21,13,0,78,10,125,0,16,3,33,0,306,36,10,0,94,6,91,3,12,3,34,0,297,126,17,4,199,29,172,4,13,11,37,3,611,98,14,3,171,14,60,4,12,0,11,0,394,107,5,3,103,20,30,5,11,0,9,0,297,83,0,5,42,11,58,0,9,0,6,0,218,133,3,10,111,22,41,5,9
SED50806,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,3,0,12,0,0,0,0,0,0,0,3,0,7,0,10,0,0,0,0,0,3,0,9,0,17,0,27,0,0,0,3,0,3,0,6,3,14,0,26,3,3,0,3,0,3,0,19,3,32,0,67,6,8,0,8,0,43,5,37,3,29,0,133,8,19,0,36,0,79,0,17,6,31,3,201,8,22,0,74,9,86,10,17,4,22,0,256,13,18,3,85,4,96,8,16,9,16,0,266,34,14,3,88,8,79,4,8,3,12,0,254,81,19,6,183,21,126,12,19,8,16,0,500,80,9,3,197,16,33,3,10,6,4,0,355,75,6,3,111,19,18,3,3,0,3,0,238,48,3,0,33,9,53,0,3,0,3,0,156,110,8,3,133,10,38,9,4
SED50904,0,0,0,4,0,7,0,0,8,34,0,48,0,4,0,3,0,0,0,7,0,5,0,19,3,0,0,0,0,6,0,3,0,24,0,36,0,0,0,0,0,3,0,3,0,6,0,13,0,0,0,3,0,6,0,13,0,30,0,55,0,3,0,4,0,21,0,25,3,36,0,92,3,10,0,14,0,35,3,37,8,54,4,168,0,14,0,17,0,89,3,63,8,46,0,259,14,29,0,75,12,224,0,59,11,70,0,492,42,53,5,181,11,283,14,65,17,57,0,723,43,40,3,277,17,280,15,44,19,40,4,787,79,46,5,301,34,216,17,41,21,27,8,795,348,58,18,630,83,440,24,44,35,36,3,1721,315,29,16,534,65,133,24,19,12,8,8,1166,273,22,4,260,41,53,10,10,4,11,0,696,140,13,8,97,19,151,5,6,12,11,0,458,245,23,7,272,31,81,16,17
SED51005,0,0,0,3,0,0,0,3,0,39,0,50,0,3,0,0,0,0,0,3,0,12,0,17,0,0,0,0,0,0,0,13,0,5,0,25,0,0,0,0,0,3,0,3,3,20,0,28,0,3,0,0,0,3,0,16,0,52,0,73,0,4,0,4,0,24,0,35,0,40,0,110,4,18,0,3,0,52,0,39,4,58,0,182,4,22,0,21,3,113,0,52,13,60,0,292,10,30,0,62,3,207,0,62,13,62,0,448,24,33,3,104,7,184,8,50,9,73,0,504,35,23,0,114,10,159,10,32,6,48,3,446,55,22,3,135,17,122,3,25,17,29,0,423,179,26,3,235,32,211,10,35,12,37,0,775,151,25,3,186,9,78,6,16,0,22,0,499,91,4,0,127,16,30,3,9,3,8,3,301,64,8,3,42,18,45,0,4,3,8,0,205,106,5,0,82,14,40,4,3
SED51104,0,0,0,0,0,3,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,3,0,13,0,0,0,0,0,3,0,10,0,13,0,25,0,3,0,0,0,10,0,10,0,9,0,29,0,3,0,5,0,16,0,10,0,6,0,39,4,8,0,20,0,40,0,10,0,16,0,105,13,14,0,25,0,35,4,12,3,21,0,122,11,7,0,68,0,48,3,19,3,24,0,185,9,18,3,82,7,54,0,10,6,16,0,199,64,31,4,268,15,225,9,47,3,33,0,696,84,19,4,352,20,68,10,20,9,14,0,590,100,24,3,279,31,28,9,18,6,9,0,507,118,8,0,133,17,188,4,7,9,9,0,501,383,40,9,583,61,195,17,36
SED51201,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,3,0,15,0,0,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,3,0,3,0,7,0,15,0,37,3,4,0,4,3,7,0,16,0,17,0,53,8,3,0,9,4,20,3,8,3,40,0,98,6,9,0,29,3,40,0,20,3,34,3,140,11,14,5,62,5,70,6,31,7,34,0,235,23,16,0,74,3,74,3,15,4,22,0,230,22,19,0,103,8,82,6,8,4,14,0,265,25,3,0,92,7,61,3,8,3,3,0,222,92,10,5,164,12,101,9,13,4,13,3,428,72,5,4,144,18,38,4,3,3,4,0,299,70,0,0,73,9,8,3,0,0,6,0,169,44,3,0,26,3,23,3,0,3,3,0,109,76,8,5,91,10,23,3,3
SED51304,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,3,0,3,0,3,0,5,0,12,0,0,0,4,0,3,0,3,0,6,0,20,0,0,0,0,0,3,0,8,0,3,0,22,0,10,0,4,0,9,0,10,0,9,0,42,8,16,0,8,0,29,0,11,0,8,0,78,4,19,0,26,0,45,0,21,0,21,0,137,9,23,0,47,3,41,0,16,0,16,0,155,12,10,0,46,12,53,0,7,3,13,0,150,25,17,0,49,3,67,0,10,3,10,0,185,49,29,0,130,11,132,4,23,11,15,0,400,79,36,4,213,12,50,0,22,3,20,0,442,80,17,0,177,13,26,3,16,3,12,0,357,94,18,3,113,18,270,3,16,7,15,0,553,597,67,9,981,75,404,17,51
SED51405,0,0,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0,3,0,3,0,9,0,16,0,0,0,3,0,0,0,5,0,5,0,16,0,0,0,0,0,0,0,3,0,5,0,10,0,0,0,3,0,0,0,15,0,21,0,34,0,0,0,3,0,9,0,12,3,14,0,44,0,6,0,11,0,18,0,19,0,31,0,92,3,14,0,16,0,51,3,23,7,22,0,135,10,11,0,46,3,116,4,45,8,43,0,292,24,20,0,103,3,130,3,29,9,29,3,355,32,18,6,143,13,143,0,20,9,29,0,416,34,16,3,181,22,158,3,22,3,22,0,462,171,46,7,416,48,280,11,40,14,33,0,1072,192,19,9,418,47,93,7,18,11,26,0,842,192,17,7,248,37,47,3,8,0,9,0,566,142,12,9,116,26,143,0,12,11,6,0,467,277,23,9,304,30,122,17,10
SED51506,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,3,0,6,0,15,0,3,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,21,0,32,0,3,0,7,0,6,0,11,0,16,0,47,0,4,0,8,0,8,0,21,0,31,0,71,3,3,0,10,0,21,0,17,0,30,0,90,3,14,0,35,0,84,0,32,4,36,0,217,13,11,4,92,3,116,7,18,8,21,0,297,22,20,0,114,9,123,6,26,12,18,3,349,36,16,4,136,7,111,4,13,4,18,3,350,107,37,5,339,27,247,16,20,15,25,5,828,123,33,5,319,34,63,10,7,3,10,3,609,117,12,4,177,31,36,3,9,4,0,0,389,72,3,3,76,14,71,3,6,5,4,0,254,149,12,9,201,12,70,11,3
SED51604,0,0,0,0,0,3,0,0,0,9,3,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,4,0,3,0,8,0,4,0,19,3,0,0,3,0,3,0,5,0,6,0,24,0,3,0,0,0,11,0,11,0,8,0,31,4,10,0,11,0,16,0,13,0,12,0,58,5,9,0,11,3,12,0,9,4,17,0,74,4,4,0,21,0,26,0,10,0,9,0,79,10,9,3,29,3,36,0,11,0,8,0,106,32,17,3,78,9,94,0,18,4,22,0,279,38,18,3,137,9,37,4,12,0,18,0,271,56,16,0,106,14,31,0,11,0,10,0,235,48,10,0,82,8,255,0,22,11,16,0,458,468,71,11,813,57,368,15,65
SED51702,0,0,0,3,0,4,0,0,3,27,0,41,0,0,0,0,0,0,0,7,0,3,0,13,0,0,0,3,0,3,0,6,3,12,0,29,0,0,0,0,0,3,0,4,0,8,0,11,0,0,0,0,0,0,0,10,3,16,0,35,3,7,0,6,0,10,0,23,3,15,0,64,3,7,0,9,0,33,0,19,4,24,0,105,9,12,0,14,0,71,0,43,9,42,0,205,12,26,0,83,7,174,4,56,8,68,0,434,32,37,4,141,13,212,7,38,12,42,0,536,43,24,3,189,12,274,8,30,15,31,4,632,79,24,4,245,26,229,3,25,10,23,0,676,301,51,5,587,55,471,12,38,20,36,3,1580,288,44,3,521,60,128,16,27,9,15,0,1109,240,14,9,283,42,69,17,15,7,16,0,715,181,9,3,135,27,191,3,16,11,9,0,593,399,21,8,328,48,136,16,17
SED51806,0,0,0,0,0,3,0,0,0,11,0,20,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,3,0,3,0,3,0,12,0,4,0,0,0,3,0,3,0,19,0,31,0,0,0,0,0,5,0,10,0,10,0,25,3,6,0,4,0,12,0,11,3,27,0,62,3,4,0,11,0,28,0,19,6,34,0,104,13,16,0,29,4,57,0,34,7,45,0,190,14,19,0,53,3,84,7,24,7,15,3,230,14,21,0,75,4,83,0,19,0,15,0,240,21,14,0,75,9,85,0,18,11,11,0,243,73,23,3,214,14,207,13,20,23,23,0,597,112,21,7,232,17,58,12,11,7,18,0,492,101,3,3,129,13,30,0,9,3,0,0,291,80,10,0,65,10,81,0,11,3,3,0,264,164,15,10,187,26,81,8,10
SED51903,3,0,0,3,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,9,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,0,6,0,14,0,26,3,3,0,3,0,10,0,3,3,15,0,46,0,3,0,4,3,17,0,10,0,28,0,67,8,4,3,15,0,37,0,20,3,22,0,108,13,10,0,40,0,66,8,19,3,27,3,199,18,13,4,80,4,114,3,17,4,24,0,286,19,4,3,100,5,128,0,20,9,12,0,303,27,3,3,130,7,166,10,6,12,11,4,374,150,15,9,286,32,368,8,19,28,16,0,933,182,22,13,360,43,70,18,5,6,10,0,730,202,6,6,211,34,43,8,10,4,4,0,526,148,7,3,78,20,143,0,5,8,8,0,421,325,12,9,286,39,71,8,4
SED52002,3,0,0,0,0,0,0,0,0,22,0,24,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,3,0,3,0,5,0,12,0,0,0,0,0,0,0,4,0,5,0,11,0,0,0,3,0,0,0,13,0,27,0,41,0,4,0,3,0,10,0,18,0,21,0,57,0,7,0,4,0,23,0,15,0,24,3,76,4,7,0,15,3,68,0,27,3,24,0,158,9,20,0,48,5,123,3,43,8,51,6,312,16,21,0,94,6,148,3,31,3,45,0,370,25,23,0,134,11,148,4,16,3,29,0,397,56,19,3,155,12,134,4,10,8,26,0,433,168,24,6,320,33,243,12,49,12,35,0,905,204,19,3,253,30,81,12,11,3,19,0,644,139,14,7,150,27,46,3,3,3,5,0,405,88,4,4,67,14,77,0,8,3,4,0,267,166,16,3,122,13,57,4,9
SED52105,0,0,0,0,0,0,0,3,0,16,0,16,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,0,0,3,0,9,0,18,0,0,0,0,0,9,0,6,0,9,0,29,4,4,0,3,0,9,0,14,0,14,0,45,0,8,0,3,0,16,0,20,3,15,0,61,3,9,0,24,3,29,0,16,0,29,0,116,7,20,0,40,5,41,3,14,0,24,0,146,13,15,3,49,3,49,4,10,7,19,0,171,14,12,6,73,3,52,0,15,8,18,0,195,42,26,4,189,13,159,7,18,14,22,0,490,69,29,4,192,17,54,8,22,3,15,0,408,90,22,8,200,18,29,7,10,3,10,0,396,74,9,6,87,20,145,0,15,3,9,0,370,303,29,8,467,45,149,18,17
