SED_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SED60115,12691,13188,25881,457,549,1005,85,86,163,82,93,175,92,87,183,22,23,50,35,35,75,1278,1417,2694,8,11,19,6,11,16,0,0,0,1609,1760,3368,301,204,502,37,39,73,2392,2555,4944,1643,1644,3290,16731,17386,34114
SED60207,12067,13246,25310,475,583,1059,66,60,123,64,64,126,96,96,195,22,31,49,36,42,75,1101,1195,2303,3,3,11,3,3,4,0,0,0,1399,1494,2892,63,72,131,39,24,64,1970,2177,4147,1299,1380,2677,15337,16797,32134
SED60208,12101,12926,25028,386,414,807,50,53,103,50,65,115,78,90,167,13,15,24,36,50,80,1097,1221,2314,12,3,18,3,4,4,0,0,0,1334,1502,2834,33,37,70,27,30,56,1786,1981,3772,1230,1222,2460,15122,16132,31256
SED60209,12805,12825,25623,711,733,1442,91,77,165,95,83,182,122,121,244,36,25,58,51,56,104,821,876,1696,11,12,21,4,6,10,3,3,4,1226,1260,2484,56,53,105,37,37,75,2028,2081,4107,1360,1400,2763,16193,16305,32501
SED60214,96,90,187,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,0,0,0,0,0,0,0,0,0,7,4,14,0,0,0,0,0,0,11,11,14,7,7,19,112,102,215
SED60302,3696,3899,7595,93,111,200,10,13,17,7,14,16,9,21,27,5,5,12,3,7,6,401,424,823,0,0,3,0,0,0,0,0,0,438,478,911,16,16,36,10,3,14,556,612,1163,373,366,736,4623,4874,9493
SED60303,13350,14303,27655,269,323,595,61,64,124,81,55,133,73,75,144,17,9,27,41,47,86,1521,1716,3234,3,6,9,4,8,12,0,0,0,1797,1980,3778,187,183,372,46,26,74,2297,2510,4810,1616,1756,3369,17263,18570,35831
SED60304,11776,12623,24403,371,352,719,113,134,254,194,220,417,128,126,253,36,41,75,55,63,122,1582,1666,3251,18,18,37,20,22,40,0,0,3,2153,2293,4447,316,368,684,40,40,85,2878,3052,5930,1462,1440,2909,16122,17116,33244
SED60305,180,174,352,4,3,10,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,0,0,0,7,6,19,0,3,3,0,0,0,15,18,29,20,17,41,213,208,420
SED60310,8166,8552,16713,358,342,699,77,92,162,128,139,271,76,62,138,17,21,33,38,41,75,858,832,1689,7,10,17,14,20,35,0,0,0,1214,1203,2422,365,441,804,21,24,42,1958,2008,3966,775,809,1577,10895,11367,22258
SED60402,1483,1507,2987,28,35,64,3,12,18,7,7,17,11,15,24,3,0,4,4,6,9,173,182,360,0,0,4,3,3,3,0,0,0,208,234,440,3,7,10,12,13,30,257,285,540,93,103,192,1823,1890,3716
SED60405,13903,14161,28060,608,646,1252,127,143,262,81,93,173,138,142,279,37,39,79,77,96,167,853,977,1828,18,20,34,15,12,27,0,0,0,1343,1517,2853,83,101,187,23,17,44,2054,2286,4339,1263,1247,2508,17216,17694,34912
SED60410,3991,4489,8483,153,175,335,33,36,72,25,26,55,27,25,56,3,4,9,5,6,17,405,472,870,7,8,14,5,4,12,0,0,0,516,578,1101,38,40,79,21,11,23,732,809,1537,342,383,725,5070,5680,10751
SED60411,12801,14301,27099,285,305,596,60,60,120,66,82,146,78,81,159,9,14,26,30,30,62,1270,1352,2623,16,16,28,3,13,16,0,0,0,1537,1654,3182,92,119,206,34,21,50,1941,2090,4035,1652,1336,2983,16392,17725,34122
SED60413,8095,8361,16455,223,211,440,33,26,62,32,34,68,61,54,110,15,11,23,22,21,44,642,746,1386,16,9,22,3,0,3,0,0,0,820,902,1722,35,38,70,17,10,27,1094,1166,2258,686,672,1356,9872,10197,20072
SED60501,8226,7845,16074,351,378,725,53,66,119,46,45,96,58,72,127,24,18,39,41,30,71,421,442,867,4,3,11,3,3,3,0,0,0,649,685,1331,16,25,43,12,16,36,1021,1110,2130,962,905,1866,10213,9857,20072
SED60502,9640,9690,19331,369,442,813,29,28,49,25,32,58,49,65,118,15,11,24,22,22,43,726,783,1504,0,8,7,0,0,0,0,0,0,865,947,1807,18,19,33,33,31,57,1276,1433,2710,1085,1142,2227,12005,12265,24266
SED60512,3900,3954,7853,106,114,223,28,24,47,39,36,76,30,38,67,0,3,4,18,18,35,237,283,516,6,7,12,4,4,9,0,0,0,362,414,773,14,14,31,4,7,12,489,546,1032,406,391,796,4793,4892,9681
SED60513,6545,6544,13084,280,301,588,43,40,83,53,43,95,49,53,96,4,8,18,22,17,45,499,524,1021,9,6,13,0,0,0,0,0,0,678,701,1379,24,31,54,15,27,44,1000,1061,2060,740,749,1484,8284,8353,16632
SED60514,12788,12727,25517,522,609,1124,74,77,153,69,72,148,113,116,225,25,19,51,56,47,101,775,866,1646,14,11,26,3,0,5,0,0,0,1140,1215,2354,50,52,109,36,30,68,1745,1906,3652,1341,1313,2653,15875,15948,31827
SED69494,112,66,176,46,30,72,10,16,32,19,10,31,25,31,59,3,6,13,9,13,24,127,126,253,5,0,4,4,0,4,0,0,0,207,205,415,20,21,39,3,3,8,279,258,540,128,63,188,516,391,909
SED69797,32,16,47,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,10,7,13,3,0,3,0,0,0,11,7,22,4,0,9,49,21,68
SED70001,3143,3152,6289,49,35,86,10,11,21,11,8,19,16,11,24,3,7,10,3,0,5,0,0,0,57,64,114,0,0,0,0,0,0,93,101,193,10,7,15,37,48,87,183,191,380,250,220,466,3577,3560,7134
SED70002,3662,3729,7391,138,167,308,37,56,90,69,74,146,83,78,165,64,59,125,25,40,67,3,3,7,453,459,910,8,9,17,0,0,0,746,784,1534,154,176,335,53,48,97,1088,1177,2271,765,808,1568,5512,5717,11234
SED70003,3407,3369,6774,71,72,141,20,19,39,29,21,54,42,35,79,16,7,23,24,26,47,7,0,10,117,109,224,0,0,0,0,0,0,252,228,477,17,18,39,91,98,191,431,415,853,303,234,533,4142,4014,8156
SED70004,3247,3089,6332,124,126,254,26,32,65,37,29,66,102,79,183,23,23,42,24,21,37,0,0,0,192,148,342,4,4,6,0,0,0,416,344,756,32,46,79,55,39,94,624,555,1177,547,372,922,4420,4014,8439
SED70005,3043,2985,6026,134,133,271,46,51,96,60,58,113,147,141,292,29,33,61,61,63,122,5,0,8,531,537,1070,3,6,11,0,0,0,884,886,1772,46,54,104,25,13,38,1088,1094,2180,455,468,922,4582,4550,9131
SED70006,3537,3635,7169,156,181,332,33,42,75,39,47,85,53,60,109,44,60,99,25,22,46,0,7,6,402,460,871,7,4,12,0,0,0,598,702,1306,90,101,192,23,32,54,870,1017,1883,689,701,1397,5099,5351,10449
SED70007,2730,2704,5434,99,96,196,54,65,120,48,36,86,123,120,236,21,19,42,53,55,104,9,7,10,550,531,1082,4,3,6,0,0,0,861,833,1692,57,64,126,15,17,29,1036,1004,2038,392,354,751,4157,4070,8228
SED70008,3103,3040,6147,96,90,181,58,63,124,46,57,104,85,89,176,39,47,86,48,48,92,3,5,15,432,453,880,19,19,39,0,0,0,732,776,1512,146,144,290,7,7,18,980,1021,2001,541,477,1021,4627,4537,9166
SED70009,3765,3408,7174,105,114,218,40,25,62,43,32,72,60,53,111,14,12,32,39,33,69,0,0,3,199,187,387,3,0,0,0,0,0,399,345,740,27,21,48,42,36,80,575,520,1094,838,567,1410,5178,4495,9671
SED70010,2961,2862,5827,77,62,136,16,24,39,19,19,44,55,49,104,22,18,44,33,39,71,0,0,0,410,418,825,0,0,3,0,0,0,563,568,1132,44,59,97,17,9,29,700,702,1401,648,627,1276,4312,4188,8500
SED70011,2646,2569,5213,92,89,183,36,42,84,57,53,116,84,95,175,26,25,55,66,58,130,5,3,12,523,552,1068,4,7,14,0,0,0,804,840,1643,131,148,277,16,20,37,1046,1098,2148,552,517,1067,4246,4182,8428
SED70012,2470,2320,4792,96,110,205,58,63,120,61,49,115,94,101,196,35,50,83,49,44,94,0,3,3,491,466,954,10,7,12,0,0,0,808,773,1583,126,127,255,33,27,63,1064,1037,2102,543,451,992,4082,3811,7886
SED70013,3724,3281,7012,73,83,150,30,17,53,25,21,49,51,51,103,15,12,28,38,27,69,0,0,3,310,290,601,0,0,0,0,0,0,474,423,894,23,29,58,17,8,24,590,546,1132,658,553,1220,4973,4386,9360
SED70014,2662,2582,5249,47,53,98,29,25,52,20,25,48,28,26,57,13,19,35,18,16,35,0,0,0,399,385,781,0,0,0,0,0,0,510,493,1007,94,103,199,13,8,23,673,653,1322,487,488,975,3818,3725,7546
SED70015,2811,2884,5694,82,86,162,6,7,13,15,19,30,21,30,56,12,14,21,17,18,39,0,0,0,261,314,575,3,0,3,0,0,0,338,405,743,60,76,140,12,16,23,487,578,1066,516,561,1079,3818,4020,7842
SED70016,2978,2731,5714,319,317,637,159,138,296,49,43,89,151,124,275,40,44,84,32,41,68,4,5,10,152,151,304,11,6,17,0,0,0,589,555,1138,42,48,87,16,3,19,968,927,1889,1074,941,2021,5023,4603,9620
SED70017,2873,2990,5859,100,91,191,53,48,101,54,48,101,85,87,176,51,36,84,17,19,40,3,0,3,225,242,470,4,8,12,0,0,3,490,490,981,38,71,111,57,71,128,688,719,1408,1228,636,1860,4790,4341,9130
SED70018,4084,3039,7116,75,63,139,120,34,150,110,37,145,243,70,311,42,25,70,107,41,152,9,8,21,380,305,687,15,6,25,0,0,0,1022,526,1555,28,27,59,18,16,32,1149,633,1781,2557,598,3158,7788,4266,12059
SED70019,3819,3789,7614,168,182,350,25,23,45,19,23,42,62,64,126,10,7,20,16,26,41,3,0,3,124,134,255,0,3,4,0,0,0,258,279,536,24,13,38,9,18,30,463,495,955,455,378,832,4733,4659,9400
SED70020,2540,2512,5055,104,99,208,54,66,116,38,57,102,61,71,132,46,50,89,44,56,105,0,3,3,454,444,898,4,9,11,0,3,3,709,753,1465,122,162,289,9,13,18,954,1024,1974,564,536,1099,4058,4069,8127
SED70021,2741,2114,4854,232,199,426,113,108,221,106,87,185,218,180,401,49,31,79,122,84,207,8,3,15,568,539,1110,23,19,39,0,0,0,1214,1055,2263,355,341,691,19,13,32,1817,1604,3420,1066,711,1780,5630,4435,10060
SED70022,3065,2966,6034,56,47,100,16,12,32,40,24,63,33,28,56,11,19,32,16,28,39,0,0,5,411,425,829,3,0,5,0,0,0,524,540,1064,75,72,145,17,10,24,672,667,1333,463,437,903,4195,4076,8268
SED70023,2704,2435,5135,110,118,222,86,69,152,75,82,161,170,155,326,48,38,86,73,65,132,11,11,22,896,862,1764,5,7,14,0,0,0,1374,1291,2666,78,87,163,17,22,37,1576,1514,3097,534,417,953,4815,4369,9183
SED70024,2746,2982,5734,42,36,79,11,25,35,5,22,25,33,32,66,19,17,33,29,23,56,0,0,0,122,107,223,3,0,0,0,0,0,220,221,445,7,10,13,54,58,115,328,321,647,411,420,831,3486,3726,7212
SED70025,2956,2851,5808,115,91,202,50,53,101,37,64,105,67,74,146,29,25,52,41,45,85,0,4,10,605,559,1158,4,4,7,0,0,0,836,832,1667,67,92,159,18,12,29,1031,1026,2063,430,402,833,4419,4283,8696
SED79494,370,269,639,92,73,167,73,73,145,64,68,126,114,105,215,27,18,46,56,60,116,4,8,8,118,109,222,3,4,7,0,0,0,452,450,900,34,64,94,9,6,21,588,591,1185,361,290,654,1321,1151,2476
SED79797,45,10,52,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,10,4,19,61,14,70
SED80001,28013,29178,57187,290,289,584,506,545,1053,95,90,190,122,136,259,25,39,66,35,36,72,7,5,10,22,15,43,2351,2498,4850,0,0,0,3165,3368,6532,257,276,532,51,42,99,3765,3978,7743,2195,2413,4605,33971,35568,69537
SED80002,28615,29768,58391,571,590,1157,881,874,1752,179,155,335,169,196,370,62,53,111,66,66,132,20,19,44,33,33,67,3060,3113,6168,3,5,8,4475,4513,8984,907,961,1872,95,67,157,6050,6128,12178,2800,2852,5654,37468,38751,76220
SED80003,26020,26782,52808,845,882,1727,1496,1565,3067,554,606,1165,499,478,973,151,169,316,209,167,381,50,65,118,75,66,140,3930,4032,7964,7,7,16,6985,7149,14131,1763,1799,3562,101,96,193,9695,9919,19611,4479,3925,8399,40191,40623,80815
SED80004,28673,30273,58945,415,472,882,709,823,1527,180,184,362,164,182,347,56,60,116,60,59,117,26,32,59,40,39,78,3308,3475,6784,0,0,0,4543,4849,9393,674,735,1415,48,43,96,5680,6102,11785,2971,3020,5993,37325,39392,76721
SED80005,33129,34027,67155,679,653,1332,1035,1138,2179,216,218,437,297,328,629,101,111,214,142,149,295,19,24,43,61,48,106,4110,4002,8115,3,3,4,5996,6027,12022,955,1071,2024,89,80,166,7715,7831,15542,2958,2776,5739,43808,44634,88439
SED89494,60,41,98,31,14,47,20,28,43,3,3,6,10,8,18,3,3,7,0,5,6,0,0,0,0,0,0,61,61,122,0,0,0,103,110,211,21,23,45,8,5,14,165,153,319,86,35,125,312,226,538
SED89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED99191,1597,1575,3171,60,64,125,55,45,101,13,8,22,41,24,63,7,9,15,49,43,89,0,0,0,10,9,12,19,17,36,3,3,5,198,145,345,33,36,70,9,3,13,294,258,550,523,236,756,2422,2061,4477
SED99494,13,8,21,0,0,0,0,0,0,0,4,10,3,0,8,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,13,20,0,4,4,0,3,3,5,22,28,0,3,9,24,28,50
SED99797,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6
